Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,intangibleAssets,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,repurchaseOfStock,otherCashflowsFromFinancingActivities,dividendsPaid,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,FNNNF,684800000.0,1405959936,,,-150100000,,-120100000,6000000,-59700000,-139100000,-139100000,-7800000,-27100000,,,,-30000000,111800000,250900000,171500000,-11000000,,-120100000,-120100000,2934100000.0,684800000.0,236600000.0,3618900000.0,75400000.0,200000.0,-361200000.0,165600000.0,970600000.0,230100000.0,469400000.0,638000000.0,137700000.0,148900000.0,970600000.0,2379100000.0,1009700000.0,53800000.0,1291000000.0,95200000.0,30000000.0,,28600000.0,33800000.0,13800000.0,246100000.0,246100000.0,-900000.0,200600000.0,-59300000.0,81200000.0,3400000.0,800000.0,10900000.0,-65000000.0,-19100000.0,,,,,371700000.0,en-US,US,EQUITY,False,Delayed Quote,-0.0065511623,0.7633 - 0.7633,0.76335,0.0,0.0,0,0,finmb_874077,Other OTC,Finnair Oyj,EUR,6306,1078,0.7608,304.32,0.0025 - 1.02,-0.25669998,-0.25166667,0.0025,1.02,USD,False,False,us_market,0.7633,1630523469,-5.0008297e-05,0.7633,0.7633,0.7633,1000,POST,FINNAIR OYJ,PNK,-0.485,0,0.562,0.78873414,-0.025434136,-0.03224678,0.8332584,-0.06995839,-0.08395762,1088244352,1.3581852,15,America/New_York,EDT,-14400000,4,1.54,,,1.02,0.0025,0.7887,0.8333,6.31k,1.08k,1.41B,,436.24M,57.04%,14.81%,,,,,,,,,,,0.00%,,"Mar 20, 2018",,,"Dec 30, 2020","Jun 29, 2021",-111.61%,-111.96%,-8.06%,-57.41%,424.8M,0.30,63.00%,-138.9M,-274.7M,-491.5M,-0.4850,,860.5M,0.61,2.42B,353.87,1.58,0.56,-622.9M,-416.22M,Value,01053,Industrials,5538,7,3,"Finnair Oyj engages in the airline business in Europe and Asia. It also offers package tours under the Aurinkomatkat-Suntours and Finnair Holidays brand names. As of December 31, 2020, the company operated a fleet of 59 aircraft, which included 30 owned by Finnair Aircraft Finance Oy and 29 under lease. In addition, it provides technical, catering, and financial business services. The company was founded in 1923 and is headquartered in Vantaa, Finland.",Vantaa,358 6000 81881,1,1609372800,1625097600,1,Finland,http://company.finnair.com,86400,1,Tietotie 9 A,Airports & Air Services,Helsinki Airport
t-1,FNNNF,789700000.0,1405959936,,,-181700000,,-145400000,4100000,-72100000,-149100000,-149100000,-9400000,-28600000,,,,-36300000,113600000,262700000,185700000,-32600000,,-145400000,-145400000,2683500000.0,789700000.0,227800000.0,3473200000.0,75400000.0,400000.0,-241100000.0,167400000.0,955400000.0,206900000.0,297500000.0,726100000.0,111300000.0,252800000.0,955400000.0,2447000000.0,819300000.0,63900000.0,910100000.0,66300000.0,21800000.0,,9300000.0,-7400000.0,5200000.0,-44900000.0,-46100000.0,-900000.0,-158500000.0,-117700000.0,82300000.0,4100000.0,1800000.0,-11200000.0,-37800000.0,-8800000.0,-1100000.0,-100000.0,,,93200000.0,en-US,US,EQUITY,False,Delayed Quote,-0.0065511623,0.7633 - 0.7633,0.76335,0.0,0.0,0,0,finmb_874077,Other OTC,Finnair Oyj,EUR,6306,1078,0.7608,304.32,0.0025 - 1.02,-0.25669998,-0.25166667,0.0025,1.02,USD,False,False,us_market,0.7633,1630523469,-5.0008297e-05,0.7633,0.7633,0.7633,1000,POST,FINNAIR OYJ,PNK,-0.485,0,0.562,0.78873414,-0.025434136,-0.03224678,0.8332584,-0.06995839,-0.08395762,1088244352,1.3581852,15,America/New_York,EDT,-14400000,4,1.54,,,1.02,0.0025,0.7887,0.8333,6.31k,1.08k,1.41B,,436.24M,57.04%,14.81%,,,,,,,,,,,0.00%,,"Mar 20, 2018",,,"Dec 30, 2020","Jun 29, 2021",-111.61%,-111.96%,-8.06%,-57.41%,424.8M,0.30,63.00%,-138.9M,-274.7M,-491.5M,-0.4850,,860.5M,0.61,2.42B,353.87,1.58,0.56,-622.9M,-416.22M,Value,01053,Industrials,5538,7,3,"Finnair Oyj engages in the airline business in Europe and Asia. It also offers package tours under the Aurinkomatkat-Suntours and Finnair Holidays brand names. As of December 31, 2020, the company operated a fleet of 59 aircraft, which included 30 owned by Finnair Aircraft Finance Oy and 29 under lease. In addition, it provides technical, catering, and financial business services. The company was founded in 1923 and is headquartered in Vantaa, Finland.",Vantaa,358 6000 81881,1,1609372800,1625097600,1,Finland,http://company.finnair.com,86400,1,Tietotie 9 A,Airports & Air Services,Helsinki Airport
t-2,FNNNF,883600000.0,1405959936,,,-11600000,,-9000000,5100000,53900000,-24100000,-24100000,-12300000,-31400000,,,,-2600000,102000000,126100000,48100000,12500000,,-9000000,-14300000,2749900000.0,896600000.0,257300000.0,3646500000.0,75400000.0,19900000.0,-94500000.0,162600000.0,915700000.0,266700000.0,465300000.0,595700000.0,84800000.0,70300000.0,915700000.0,2405200000.0,961600000.0,85000000.0,1111000000.0,33100000.0,24800000.0,13000000.0,57300000.0,-53100000.0,135200000.0,247300000.0,199700000.0,-900000.0,156300000.0,-178600000.0,85200000.0,3900000.0,4100000.0,17800000.0,-223600000.0,-30800000.0,-42200000.0,-500000.0,-4900000.0,,365900000.0,en-US,US,EQUITY,False,Delayed Quote,-0.0065511623,0.7633 - 0.7633,0.76335,0.0,0.0,0,0,finmb_874077,Other OTC,Finnair Oyj,EUR,6306,1078,0.7608,304.32,0.0025 - 1.02,-0.25669998,-0.25166667,0.0025,1.02,USD,False,False,us_market,0.7633,1630523469,-5.0008297e-05,0.7633,0.7633,0.7633,1000,POST,FINNAIR OYJ,PNK,-0.485,0,0.562,0.78873414,-0.025434136,-0.03224678,0.8332584,-0.06995839,-0.08395762,1088244352,1.3581852,15,America/New_York,EDT,-14400000,4,1.54,,,1.02,0.0025,0.7887,0.8333,6.31k,1.08k,1.41B,,436.24M,57.04%,14.81%,,,,,,,,,,,0.00%,,"Mar 20, 2018",,,"Dec 30, 2020","Jun 29, 2021",-111.61%,-111.96%,-8.06%,-57.41%,424.8M,0.30,63.00%,-138.9M,-274.7M,-491.5M,-0.4850,,860.5M,0.61,2.42B,353.87,1.58,0.56,-622.9M,-416.22M,Value,01053,Industrials,5538,7,3,"Finnair Oyj engages in the airline business in Europe and Asia. It also offers package tours under the Aurinkomatkat-Suntours and Finnair Holidays brand names. As of December 31, 2020, the company operated a fleet of 59 aircraft, which included 30 owned by Finnair Aircraft Finance Oy and 29 under lease. In addition, it provides technical, catering, and financial business services. The company was founded in 1923 and is headquartered in Vantaa, Finland.",Vantaa,358 6000 81881,1,1609372800,1625097600,1,Finland,http://company.finnair.com,86400,1,Tietotie 9 A,Airports & Air Services,Helsinki Airport
t-3,FNNNF,940300000.0,1405959936,,,-249400000,,-199500000,600000,-92600000,-167000000,-167000000,-11200000,-84200000,,,,-49900000,97400000,264400000,190000000,-82400000,,-199500000,-205300000,2688700000.0,940300000.0,384500000.0,3629000000.0,75400000.0,,-81300000.0,258900000.0,946200000.0,112800000.0,414300000.0,715700000.0,84100000.0,43800000.0,946200000.0,2630400000.0,885800000.0,56300000.0,835800000.0,92900000.0,44600000.0,,11300000.0,-106200000.0,21600000.0,-17600000.0,131600000.0,-900000.0,-114100000.0,-267300000.0,85000000.0,4100000.0,500000.0,13100000.0,-60200000.0,-107900000.0,-157800000.0,-10700000.0,-13600000.0,331300000.0,170100000.0,en-US,US,EQUITY,False,Delayed Quote,-0.0065511623,0.7633 - 0.7633,0.76335,0.0,0.0,0,0,finmb_874077,Other OTC,Finnair Oyj,EUR,6306,1078,0.7608,304.32,0.0025 - 1.02,-0.25669998,-0.25166667,0.0025,1.02,USD,False,False,us_market,0.7633,1630523469,-5.0008297e-05,0.7633,0.7633,0.7633,1000,POST,FINNAIR OYJ,PNK,-0.485,0,0.562,0.78873414,-0.025434136,-0.03224678,0.8332584,-0.06995839,-0.08395762,1088244352,1.3581852,15,America/New_York,EDT,-14400000,4,1.54,,,1.02,0.0025,0.7887,0.8333,6.31k,1.08k,1.41B,,436.24M,57.04%,14.81%,,,,,,,,,,,0.00%,,"Mar 20, 2018",,,"Dec 30, 2020","Jun 29, 2021",-111.61%,-111.96%,-8.06%,-57.41%,424.8M,0.30,63.00%,-138.9M,-274.7M,-491.5M,-0.4850,,860.5M,0.61,2.42B,353.87,1.58,0.56,-622.9M,-416.22M,Value,01053,Industrials,5538,7,3,"Finnair Oyj engages in the airline business in Europe and Asia. It also offers package tours under the Aurinkomatkat-Suntours and Finnair Holidays brand names. As of December 31, 2020, the company operated a fleet of 59 aircraft, which included 30 owned by Finnair Aircraft Finance Oy and 29 under lease. In addition, it provides technical, catering, and financial business services. The company was founded in 1923 and is headquartered in Vantaa, Finland.",Vantaa,358 6000 81881,1,1609372800,1625097600,1,Finland,http://company.finnair.com,86400,1,Tietotie 9 A,Airports & Air Services,Helsinki Airport
