Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,otherLiab,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,totalCashflowsFromInvestingActivities,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry
t0,ELCR,-1100619.0,6815830016,,,-687556,,-687556,483990,-147483,-631473,-631473,,-43935,,,,0,273523,904996,421006,-56083,,-687556,-687556,163821.0,2539719.0,1837382.0,-936798.0,143455.0,901084.0,1381010.0,434153.0,-4857527.0,26653.0,69290.0,1035308.0,594744.0,710610.0,55001.0,802074.0,152166.0,297109.0,,74696.0,505405.0,499405.0,-136870.0,-2842.0,-502247.0,9776.0,-11119.0,-6549.0,-6000.0,-464278.0,,,-324698.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,1.0E-4 - 1.0E-4,0.0001,0.0001,0.0002,9999,700,finmb_34256942,Other OTC,USD,16449622,11847982,5e-05,1.0,5.0E-5 - 0.008,-0.007900001,-0.9875,5e-05,0.008,-0.002,-14400000,-0.0,0.0001111111,-1.11111e-05,-0.09999991,0.001023169,-0.000923169,4,ELECTRIC CAR COMPANY INCORPORAT,"Electric Car Company, Inc.",0.0001,1630504322,0.0,0.0001,0.0001,0.0001,273211,REGULAR,PNK,us_market,-0.9022644,681581,15,America/New_York,EDT,False,False,0,6.87,,,0.008,0.0,0.0001,0.001,16.45M,11.85M,6.82B,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,7:1,"Jul 01, 2009","Dec 30, 2009","Sep 29, 2010",-229.78%,-180.84%,-175.85%,,1.45M,0.00,-35.00%,38.58k,-2.56M,-3.33M,-0.0020,,69.29k,0,1.4M,,0.69,-0.00,-1.44M,-500.98k,Value,65803,Consumer Cyclical,24,"Electric Car Company, Inc. engages in the manufacture, distribution, and marketing of automobiles, small buses, specialty vehicles, limousines, and custom vehicles. It also distributes propane. The company was formerly known as Classic Costume Company, Inc. and changed its name to Electric Car Company, Inc. in October 2009. Electric Car Company, Inc. was founded in 2006 and is headquartered in Springfield, Missouri.",Springfield,417-866-6565,MO,1262217600,United States,86400,1903 North Barnes Avenue,Auto Manufacturers
t-1,ELCR,-824021.0,6815830016,,,-756904,,-756904,-108922,-27430,-222782,-222782,,-522230,,,,0,587522,810304,614952,-534122,,-756904,-756904,175808.0,1678685.0,1448484.0,-648213.0,156085.0,800771.0,1375241.0,336679.0,-3702139.0,26653.0,72132.0,706340.0,297339.0,598310.0,48452.0,742144.0,141047.0,252916.0,,-590023.0,461305.0,461305.0,-94260.0,1022.0,-460283.0,11987.0,152734.0,288045.0,-6000.0,577938.0,,,-108030.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,1.0E-4 - 1.0E-4,0.0001,0.0001,0.0002,9999,700,finmb_34256942,Other OTC,USD,16449622,11847982,5e-05,1.0,5.0E-5 - 0.008,-0.007900001,-0.9875,5e-05,0.008,-0.002,-14400000,-0.0,0.0001111111,-1.11111e-05,-0.09999991,0.001023169,-0.000923169,4,ELECTRIC CAR COMPANY INCORPORAT,"Electric Car Company, Inc.",0.0001,1630504322,0.0,0.0001,0.0001,0.0001,273211,REGULAR,PNK,us_market,-0.9022644,681581,15,America/New_York,EDT,False,False,0,6.87,,,0.008,0.0,0.0001,0.001,16.45M,11.85M,6.82B,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,7:1,"Jul 01, 2009","Dec 30, 2009","Sep 29, 2010",-229.78%,-180.84%,-175.85%,,1.45M,0.00,-35.00%,38.58k,-2.56M,-3.33M,-0.0020,,69.29k,0,1.4M,,0.69,-0.00,-1.44M,-500.98k,Value,65803,Consumer Cyclical,24,"Electric Car Company, Inc. engages in the manufacture, distribution, and marketing of automobiles, small buses, specialty vehicles, limousines, and custom vehicles. It also distributes propane. The company was formerly known as Classic Costume Company, Inc. and changed its name to Electric Car Company, Inc. in October 2009. Electric Car Company, Inc. was founded in 2006 and is headquartered in Springfield, Missouri.",Springfield,417-866-6565,MO,1262217600,United States,86400,1903 North Barnes Avenue,Auto Manufacturers
t-2,ELCR,-1013673.0,6815830016,,,-799768,,-799768,559109,-113996,-673105,-673105,,-114676,,,,0,93168,766273,207164,-126663,,-799768,-799768,187795.0,2389137.0,2114009.0,-825878.0,284985.0,1288631.0,198059.0,372795.0,-3413074.0,26653.0,71110.0,2114009.0,846146.0,1074183.0,336497.0,,293781.0,736939.0,,254563.0,355432.0,355432.0,207171.0,25416.0,-330016.0,11987.0,-105966.0,-5803.0,-6000.0,58000.0,,,-1039826.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,1.0E-4 - 1.0E-4,0.0001,0.0001,0.0002,9999,700,finmb_34256942,Other OTC,USD,16449622,11847982,5e-05,1.0,5.0E-5 - 0.008,-0.007900001,-0.9875,5e-05,0.008,-0.002,-14400000,-0.0,0.0001111111,-1.11111e-05,-0.09999991,0.001023169,-0.000923169,4,ELECTRIC CAR COMPANY INCORPORAT,"Electric Car Company, Inc.",0.0001,1630504322,0.0,0.0001,0.0001,0.0001,273211,REGULAR,PNK,us_market,-0.9022644,681581,15,America/New_York,EDT,False,False,0,6.87,,,0.008,0.0,0.0001,0.001,16.45M,11.85M,6.82B,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,7:1,"Jul 01, 2009","Dec 30, 2009","Sep 29, 2010",-229.78%,-180.84%,-175.85%,,1.45M,0.00,-35.00%,38.58k,-2.56M,-3.33M,-0.0020,,69.29k,0,1.4M,,0.69,-0.00,-1.44M,-500.98k,Value,65803,Consumer Cyclical,24,"Electric Car Company, Inc. engages in the manufacture, distribution, and marketing of automobiles, small buses, specialty vehicles, limousines, and custom vehicles. It also distributes propane. The company was formerly known as Classic Costume Company, Inc. and changed its name to Electric Car Company, Inc. in October 2009. Electric Car Company, Inc. was founded in 2006 and is headquartered in Springfield, Missouri.",Springfield,417-866-6565,MO,1262217600,United States,86400,1903 North Barnes Avenue,Auto Manufacturers
t-3,ELCR,-1220492.0,6815830016,,,-1090929,,-1082566,1039624,40798,-1090928,-1090928,92102.0,-114676,,,,0,493625,1584553,452827,-1,8363.0,-1090929,-1082566,199782.0,1477915.0,2219331.0,-1020710.0,112999.0,1198621.0,114681.0,407981.0,-2613306.0,26655.0,45694.0,2219332.0,771457.0,972184.0,330694.0,,187815.0,588376.0,-1.0,393730.0,185910.0,185910.0,-351594.0,18600.0,-150437.0,19979.0,156064.0,2443.0,-6000.0,711507.0,-16872.0,-16872.0,-1247148.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,1.0E-4 - 1.0E-4,0.0001,0.0001,0.0002,9999,700,finmb_34256942,Other OTC,USD,16449622,11847982,5e-05,1.0,5.0E-5 - 0.008,-0.007900001,-0.9875,5e-05,0.008,-0.002,-14400000,-0.0,0.0001111111,-1.11111e-05,-0.09999991,0.001023169,-0.000923169,4,ELECTRIC CAR COMPANY INCORPORAT,"Electric Car Company, Inc.",0.0001,1630504322,0.0,0.0001,0.0001,0.0001,273211,REGULAR,PNK,us_market,-0.9022644,681581,15,America/New_York,EDT,False,False,0,6.87,,,0.008,0.0,0.0001,0.001,16.45M,11.85M,6.82B,,,0.00%,0.00%,,,,,,,,,,,0.00%,,,7:1,"Jul 01, 2009","Dec 30, 2009","Sep 29, 2010",-229.78%,-180.84%,-175.85%,,1.45M,0.00,-35.00%,38.58k,-2.56M,-3.33M,-0.0020,,69.29k,0,1.4M,,0.69,-0.00,-1.44M,-500.98k,Value,65803,Consumer Cyclical,24,"Electric Car Company, Inc. engages in the manufacture, distribution, and marketing of automobiles, small buses, specialty vehicles, limousines, and custom vehicles. It also distributes propane. The company was formerly known as Classic Costume Company, Inc. and changed its name to Electric Car Company, Inc. in October 2009. Electric Car Company, Inc. was founded in 2006 and is headquartered in Springfield, Missouri.",Springfield,417-866-6565,MO,1262217600,United States,86400,1903 North Barnes Avenue,Auto Manufacturers
