Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,longTermInvestments,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,country,maxAge,address1,industry,address2
t0,EWPI,-582395.0,119295000,,,-74297,,-74297,25753,0,-25753,-25753,,-48544,,,,0,0,25753,0,-48544,,-74297,-74297,362603.0,2486630.0,-582395.0,1904235.0,283152.0,-1228150.0,118425.0,2486630.0,118425.0,1785810.0,-476249,0,-476249,555897,560957,48544,5060,58955,-25753,-2368205.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.00088999997,89.0,1.0E-5 - 0.0049,-0.004,-0.81632656,1e-05,0.0049,-0.002,0.0,9.0E-4 - 9.0E-4,0.0009,0.0,0.0,0,0,finmb_690272,Other OTC,"Emerging World Pharma, Inc.",USD,10907,105689,-0.007,0.00041818182,0.00048181816,1.1521739,0.00016044444,0.0007395556,4.6094184,107100,-0.12857142,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,EMERGING WORLD PHARMA INC,0.0009,1628786305,0.0,0.0009,0.0009,0.0009,21,389.77,,,0.0049,0.0,0.0004,0.0002,10.91k,105.69k,119.3M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2009","Sep 29, 2010",0.00%,0.00%,,,,,,,,-219.24k,-0.0020,,118.42k,0,2.26M,,0.05,-0.01,-74.55k,,Value,20109,,"Emerging World Pharma, Inc. invests in generic based pharmaceutical companies manufacturing within developing nations. It provides production infrastructure, hiring and training of local employees, and raw materials to these companies. The company focuses its investments on pharmaceutical companies that have contracts with church and other non government organizations, government, and wholesalers. Emerging World Pharma, Inc. was formerly known as Tubearoo, Inc. and changed its name to Emerging World Pharma, Inc. in November 2009. The company was founded in 1997 and is based in Sunyani, Ghana.",Sunyani,703-334-8453,Ghana,86400,Pastoral Road,,Block 11A
t-1,EWPI,-513158.0,119295000,,,-66911,,-66911,24691,0,-24691,-24691,,-42220,,,,0,0,24691,0,-42220,,-66911,-66911,362603.0,1882189.0,-513158.0,1369031.0,278092.0,-1153853.0,59470.0,1882189.0,59470.0,1309561.0,-259561,0,-259561,338455,340455,42221,2000,56204,-24690,-1822719.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.00088999997,89.0,1.0E-5 - 0.0049,-0.004,-0.81632656,1e-05,0.0049,-0.002,0.0,9.0E-4 - 9.0E-4,0.0009,0.0,0.0,0,0,finmb_690272,Other OTC,"Emerging World Pharma, Inc.",USD,10907,105689,-0.007,0.00041818182,0.00048181816,1.1521739,0.00016044444,0.0007395556,4.6094184,107100,-0.12857142,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,EMERGING WORLD PHARMA INC,0.0009,1628786305,0.0,0.0009,0.0009,0.0009,21,389.77,,,0.0049,0.0,0.0004,0.0002,10.91k,105.69k,119.3M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2009","Sep 29, 2010",0.00%,0.00%,,,,,,,,-219.24k,-0.0020,,118.42k,0,2.26M,,0.05,-0.01,-74.55k,,Value,20109,,"Emerging World Pharma, Inc. invests in generic based pharmaceutical companies manufacturing within developing nations. It provides production infrastructure, hiring and training of local employees, and raw materials to these companies. The company focuses its investments on pharmaceutical companies that have contracts with church and other non government organizations, government, and wholesalers. Emerging World Pharma, Inc. was formerly known as Tubearoo, Inc. and changed its name to Emerging World Pharma, Inc. in November 2009. The company was founded in 1997 and is based in Sunyani, Ghana.",Sunyani,703-334-8453,Ghana,86400,Pastoral Road,,Block 11A
t-2,EWPI,-448247.0,119295000,,,-42761,,-42761,11313,0,-11313,-11313,,-31448,,,,0,0,11313,0,-31448,,-42761,-42761,362603.0,1501513.0,-448247.0,1053266.0,276092.0,-1086942.0,3266.0,1501513.0,3266.0,1050000.0,-250000,0,-250000,254998,263080,32947,8082,3266,-9814,-1498247.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.00088999997,89.0,1.0E-5 - 0.0049,-0.004,-0.81632656,1e-05,0.0049,-0.002,0.0,9.0E-4 - 9.0E-4,0.0009,0.0,0.0,0,0,finmb_690272,Other OTC,"Emerging World Pharma, Inc.",USD,10907,105689,-0.007,0.00041818182,0.00048181816,1.1521739,0.00016044444,0.0007395556,4.6094184,107100,-0.12857142,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,EMERGING WORLD PHARMA INC,0.0009,1628786305,0.0,0.0009,0.0009,0.0009,21,389.77,,,0.0049,0.0,0.0004,0.0002,10.91k,105.69k,119.3M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2009","Sep 29, 2010",0.00%,0.00%,,,,,,,,-219.24k,-0.0020,,118.42k,0,2.26M,,0.05,-0.01,-74.55k,,Value,20109,,"Emerging World Pharma, Inc. invests in generic based pharmaceutical companies manufacturing within developing nations. It provides production infrastructure, hiring and training of local employees, and raw materials to these companies. The company focuses its investments on pharmaceutical companies that have contracts with church and other non government organizations, government, and wholesalers. Emerging World Pharma, Inc. was formerly known as Tubearoo, Inc. and changed its name to Emerging World Pharma, Inc. in November 2009. The company was founded in 1997 and is based in Sunyani, Ghana.",Sunyani,703-334-8453,Ghana,86400,Pastoral Road,,Block 11A
t-3,EWPI,,119295000,,,-8596,,-8596,11313,0,0,-11313,,-8596,,,,0,0,0,0,-8596,,-8596,-8596,,,,,,,,,,,-250000,0,-250000,254998,263080,8596,8082,3266,-9814,,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.00088999997,89.0,1.0E-5 - 0.0049,-0.004,-0.81632656,1e-05,0.0049,-0.002,0.0,9.0E-4 - 9.0E-4,0.0009,0.0,0.0,0,0,finmb_690272,Other OTC,"Emerging World Pharma, Inc.",USD,10907,105689,-0.007,0.00041818182,0.00048181816,1.1521739,0.00016044444,0.0007395556,4.6094184,107100,-0.12857142,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,EMERGING WORLD PHARMA INC,0.0009,1628786305,0.0,0.0009,0.0009,0.0009,21,389.77,,,0.0049,0.0,0.0004,0.0002,10.91k,105.69k,119.3M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2009","Sep 29, 2010",0.00%,0.00%,,,,,,,,-219.24k,-0.0020,,118.42k,0,2.26M,,0.05,-0.01,-74.55k,,Value,20109,,"Emerging World Pharma, Inc. invests in generic based pharmaceutical companies manufacturing within developing nations. It provides production infrastructure, hiring and training of local employees, and raw materials to these companies. The company focuses its investments on pharmaceutical companies that have contracts with church and other non government organizations, government, and wholesalers. Emerging World Pharma, Inc. was formerly known as Tubearoo, Inc. and changed its name to Emerging World Pharma, Inc. in November 2009. The company was founded in 1997 and is based in Sunyani, Ghana.",Sunyani,703-334-8453,Ghana,86400,Pastoral Road,,Block 11A
