Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,KDKGF,27033606.0,133694000,,,-814822,,-814822,195766,0,-640263,-640263,,-9681,,,,0,0,640263,0,-174559,,-814822,-814822,27405.0,1005821.0,27033606.0,364010.0,28039427.0,82137236.0,165580.0,-61933722.0,6802687.0,3500.0,3204505.0,554230.0,6802687.0,24237203.0,3651574.0,147150.0,121542.0,65772.0,240732.0,-7526.0,-355037.0,3510577.0,-121879.0,3510577.0,2723952.0,-431586.0,37124.0,1.0,-100961.0,576478.0,-595770.0,,3097344.0,en-US,US,EQUITY,False,Delayed Quote,10.85092,0.16852 - 0.16852,0.152024,0.0,0.0,0,0,finmb_876259,Other OTC,Klondike Gold Corp.,CAD,15725,17457,0.028520003,0.20371431,0.14 - 0.25,-0.08148,-0.32592,0.14,0.25,-0.005,USD,4,0.202,0.15,0.018519998,0.12346665,0.16666667,0.0018533319,0.011119992,22530114,0.8342574,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.16852,1630503016,0.016496003,0.16852,0.16852,0.16852,266,KLONDIKE GOLD CORP,us_market,PRE,1.13,,,0.25,0.14,0.15,0.1667,15.72k,17.46k,133.69M,,110.22M,26.69%,0.22%,,,,,,,,,,,0.00%,,,1:10,"Jul 27, 2014","Feb 28, 2020","Nov 29, 2020",0.00%,0.00%,-1.99%,-3.17%,,,,,-908.21k,-794.64k,-0.0050,,3.2M,0.03,576.04k,2.13,6.59,0.20,-1.2M,-1.73M,Value,V7X 1J1,Basic Materials,"Klondike Gold Corp., a resource exploration company, engages in the exploration and development of mineral properties in Canada. The company primarily explores for gold. It focuses on the exploration and development of its Yukon gold projects located in Dawson City covering a 585 square kilometers of hard rock and 20 square kilometers of placer claims. The company was formerly known as Arbor Resources Inc. and changed its name to Klondike Gold Corp. in January 1996. Klondike Gold Corp. was incorporated in 1978 and is headquartered in Vancouver, Canada.",Vancouver,604-559-4440,BC,1609372800,Canada,http://www.klondikegoldcorp.com,86400,595 Burrard Street,604-559-4443,Gold,Suite 3123
t-1,KDKGF,24368880.0,133694000,,,-590374,,-590374,199511,0,-236634,-236634,,-10152,,,,0,0,236634,0,-353740,,-590374,-590374,27405.0,710004.0,24368880.0,16332.0,25078884.0,79053913.0,165580.0,-61118900.0,6406462.0,3500.0,480553.0,184483.0,6406462.0,23693468.0,743886.0,638030.0,20581.0,88210.0,96445.0,-92875.0,-221490.0,18690.0,-20629.0,18690.0,-533572.0,-330774.0,37123.0,1.0,-11559.0,347540.0,-317935.0,,559403.0,en-US,US,EQUITY,False,Delayed Quote,10.85092,0.16852 - 0.16852,0.152024,0.0,0.0,0,0,finmb_876259,Other OTC,Klondike Gold Corp.,CAD,15725,17457,0.028520003,0.20371431,0.14 - 0.25,-0.08148,-0.32592,0.14,0.25,-0.005,USD,4,0.202,0.15,0.018519998,0.12346665,0.16666667,0.0018533319,0.011119992,22530114,0.8342574,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.16852,1630503016,0.016496003,0.16852,0.16852,0.16852,266,KLONDIKE GOLD CORP,us_market,PRE,1.13,,,0.25,0.14,0.15,0.1667,15.72k,17.46k,133.69M,,110.22M,26.69%,0.22%,,,,,,,,,,,0.00%,,,1:10,"Jul 27, 2014","Feb 28, 2020","Nov 29, 2020",0.00%,0.00%,-1.99%,-3.17%,,,,,-908.21k,-794.64k,-0.0050,,3.2M,0.03,576.04k,2.13,6.59,0.20,-1.2M,-1.73M,Value,V7X 1J1,Basic Materials,"Klondike Gold Corp., a resource exploration company, engages in the exploration and development of mineral properties in Canada. The company primarily explores for gold. It focuses on the exploration and development of its Yukon gold projects located in Dawson City covering a 585 square kilometers of hard rock and 20 square kilometers of placer claims. The company was formerly known as Arbor Resources Inc. and changed its name to Klondike Gold Corp. in January 1996. Klondike Gold Corp. was incorporated in 1978 and is headquartered in Vancouver, Canada.",Vancouver,604-559-4440,BC,1609372800,Canada,http://www.klondikegoldcorp.com,86400,595 Burrard Street,604-559-4443,Gold,Suite 3123
t-2,KDKGF,24940564.0,133694000,,,272963,,272963,208699,0,-245823,-245823,,-10619,,,,0,0,245823,0,518786,,272963,272963,27405.0,865219.0,24940564.0,45469.0,25805783.0,79035223.0,165580.0,-60528526.0,6406462.0,3500.0,1014125.0,339698.0,6406462.0,23416910.0,1284373.0,1101000.0,9022.0,185336.0,96445.0,23387.0,-31727.0,1154384.0,-78876.0,1154384.0,880176.0,-242481.0,37124.0,1.0,33725.0,-530804.0,-131727.0,,944675.0,en-US,US,EQUITY,False,Delayed Quote,10.85092,0.16852 - 0.16852,0.152024,0.0,0.0,0,0,finmb_876259,Other OTC,Klondike Gold Corp.,CAD,15725,17457,0.028520003,0.20371431,0.14 - 0.25,-0.08148,-0.32592,0.14,0.25,-0.005,USD,4,0.202,0.15,0.018519998,0.12346665,0.16666667,0.0018533319,0.011119992,22530114,0.8342574,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.16852,1630503016,0.016496003,0.16852,0.16852,0.16852,266,KLONDIKE GOLD CORP,us_market,PRE,1.13,,,0.25,0.14,0.15,0.1667,15.72k,17.46k,133.69M,,110.22M,26.69%,0.22%,,,,,,,,,,,0.00%,,,1:10,"Jul 27, 2014","Feb 28, 2020","Nov 29, 2020",0.00%,0.00%,-1.99%,-3.17%,,,,,-908.21k,-794.64k,-0.0050,,3.2M,0.03,576.04k,2.13,6.59,0.20,-1.2M,-1.73M,Value,V7X 1J1,Basic Materials,"Klondike Gold Corp., a resource exploration company, engages in the exploration and development of mineral properties in Canada. The company primarily explores for gold. It focuses on the exploration and development of its Yukon gold projects located in Dawson City covering a 585 square kilometers of hard rock and 20 square kilometers of placer claims. The company was formerly known as Arbor Resources Inc. and changed its name to Klondike Gold Corp. in January 1996. Klondike Gold Corp. was incorporated in 1978 and is headquartered in Vancouver, Canada.",Vancouver,604-559-4440,BC,1609372800,Canada,http://www.klondikegoldcorp.com,86400,595 Burrard Street,604-559-4443,Gold,Suite 3123
t-3,KDKGF,23565441.0,133694000,,,337596,,337596,347542,0,292196,292196,,-5994,,,,0,0,-292196,0,45400,,337596,337596,27405.0,809595.0,23565441.0,,24375036.0,77944824.0,165580.0,-60801489.0,6394701.0,3500.0,133949.0,263461.0,6394701.0,23973386.0,398150.0,,42747.0,146697.0,96445.0,49662.0,-153470.0,48141.0,64111.0,62002.0,-302349.0,-197020.0,-639738.0,-51.0,41151.0,-49802.0,-153419.0,-13861.0,134689.0,en-US,US,EQUITY,False,Delayed Quote,10.85092,0.16852 - 0.16852,0.152024,0.0,0.0,0,0,finmb_876259,Other OTC,Klondike Gold Corp.,CAD,15725,17457,0.028520003,0.20371431,0.14 - 0.25,-0.08148,-0.32592,0.14,0.25,-0.005,USD,4,0.202,0.15,0.018519998,0.12346665,0.16666667,0.0018533319,0.011119992,22530114,0.8342574,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.16852,1630503016,0.016496003,0.16852,0.16852,0.16852,266,KLONDIKE GOLD CORP,us_market,PRE,1.13,,,0.25,0.14,0.15,0.1667,15.72k,17.46k,133.69M,,110.22M,26.69%,0.22%,,,,,,,,,,,0.00%,,,1:10,"Jul 27, 2014","Feb 28, 2020","Nov 29, 2020",0.00%,0.00%,-1.99%,-3.17%,,,,,-908.21k,-794.64k,-0.0050,,3.2M,0.03,576.04k,2.13,6.59,0.20,-1.2M,-1.73M,Value,V7X 1J1,Basic Materials,"Klondike Gold Corp., a resource exploration company, engages in the exploration and development of mineral properties in Canada. The company primarily explores for gold. It focuses on the exploration and development of its Yukon gold projects located in Dawson City covering a 585 square kilometers of hard rock and 20 square kilometers of placer claims. The company was formerly known as Arbor Resources Inc. and changed its name to Klondike Gold Corp. in January 1996. Klondike Gold Corp. was incorporated in 1978 and is headquartered in Vancouver, Canada.",Vancouver,604-559-4440,BC,1609372800,Canada,http://www.klondikegoldcorp.com,86400,595 Burrard Street,604-559-4443,Gold,Suite 3123
