Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,totalCurrentAssets,longTermDebt,accountsPayable,propertyPlantEquipment,otherCurrentLiab,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,changeToAccountReceivables,repurchaseOfStock,otherCashflowsFromInvestingActivities,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,FMYR,-909214.0,0,,,-77564,,-77564,78422,860,-77562,-77562,,,,,,0,2258,79820,1398,-2,,-77564,-77564,24759694.0,877990.0,-909214.0,4130.0,317792.0,-25986700.0,1170.0,4000.0,130.0,214747.0,130.0,662073.0,214747.0,,,-19524.0,98707.0,98706.0,25143.0,1619.0,-97088.0,,,,,,-214617.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.1145,20.818182,0.0055 - 0.8,-0.68,-0.85,0.0055,0.8,1492992000,-0.772,0.0,0.12 - 0.12,0.12,0.0,0.0,0,0,finmb_261515,Other OTC,Family Room Entertainment Corporation,USD,144,0,-1.717,0.3869389,-0.2669389,-0.6898735,0.48155886,-0.36155885,-0.75080925,12827,-0.06988934,15,America/New_York,EDT,-14400000,4,PNK,POST,us_market,FAMILY ROOM ENTERTAINMENT CORP,0.12,1629207404,0.0,0.12,0.12,0.12,2,-8.67,,,0.8,0.0055,0.3869,0.4816,144.0,,,,,,,,,,,,,3.24%,,,,0.00%,"Apr 23, 2017",,1:600,"Apr 23, 2017","Jun 29, 2016","Sep 29, 2016",0.00%,"-1,970.73%",-965.23%,,16.43k,0.03,-90.40%,148,,-400.72k,-0.7720,,130,0,662.07k,,0.00,-1.72,-172.87k,-254.82k,Value,91602,Communication Services,"Family Room Entertainment Corporation, together with its subsidiaries, provides development, production, co-production and production, distribution, and consulting services for the motion picture entertainment industry in the United States. It also contracts with third parties or joint ventures for the distribution and/or exploitation of wholly owned and controlled entertainment properties and/or arrangements. The company was formerly known as Cobb Resources Corporation and changed its name to Family Room Entertainment Corporation in 2000. The company was founded in 1969 and is based in Toluca Lake, California. Family Room Entertainment Corporation is a subsidiary of Qin Media Limited.",Toluca Lake,818-802-0060,CA,United States,http://www.fmlyroom.com,86400,10061 Riverside Drive,Entertainment,Suite 300
t-1,FMYR,-805942.0,0,,,-54222,,-54222,41948,1083,-40865,-40865,,-13358.0,,,,0,23417,64282,22334,-13357,,-54222,-54222,24536868.0,808383.0,-805942.0,37795.0,243171.0,-25585981.0,,17004.0,9391.0,230892.0,9391.0,577491.0,230892.0,11400.0,,24046.0,4514.0,4514.0,25143.0,-9051.0,-13940.0,375.0,16236.0,,,,-221501.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.1145,20.818182,0.0055 - 0.8,-0.68,-0.85,0.0055,0.8,1492992000,-0.772,0.0,0.12 - 0.12,0.12,0.0,0.0,0,0,finmb_261515,Other OTC,Family Room Entertainment Corporation,USD,144,0,-1.717,0.3869389,-0.2669389,-0.6898735,0.48155886,-0.36155885,-0.75080925,12827,-0.06988934,15,America/New_York,EDT,-14400000,4,PNK,POST,us_market,FAMILY ROOM ENTERTAINMENT CORP,0.12,1629207404,0.0,0.12,0.12,0.12,2,-8.67,,,0.8,0.0055,0.3869,0.4816,144.0,,,,,,,,,,,,,3.24%,,,,0.00%,"Apr 23, 2017",,1:600,"Apr 23, 2017","Jun 29, 2016","Sep 29, 2016",0.00%,"-1,970.73%",-965.23%,,16.43k,0.03,-90.40%,148,,-400.72k,-0.7720,,130,0,662.07k,,0.00,-1.72,-172.87k,-254.82k,Value,91602,Communication Services,"Family Room Entertainment Corporation, together with its subsidiaries, provides development, production, co-production and production, distribution, and consulting services for the motion picture entertainment industry in the United States. It also contracts with third parties or joint ventures for the distribution and/or exploitation of wholly owned and controlled entertainment properties and/or arrangements. The company was formerly known as Cobb Resources Corporation and changed its name to Family Room Entertainment Corporation in 2000. The company was founded in 1969 and is based in Toluca Lake, California. Family Room Entertainment Corporation is a subsidiary of Qin Media Limited.",Toluca Lake,818-802-0060,CA,United States,http://www.fmlyroom.com,86400,10061 Riverside Drive,Entertainment,Suite 300
t-2,FMYR,-751720.0,0,,,-60774,,-60774,113630,43213,-70417,-70417,,-10357.0,,,,0,132274,202691,89061,9643,,-60774,-60774,24536868.0,779823.0,-751720.0,63457.0,243171.0,-25531759.0,,33240.0,18442.0,206846.0,18442.0,572977.0,153221.0,11775.0,,-9981.0,11579.0,-144.0,25143.0,-37651.0,-37515.0,375.0,33240.0,-42081.0,-23550.0,30358.0,-188404.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.1145,20.818182,0.0055 - 0.8,-0.68,-0.85,0.0055,0.8,1492992000,-0.772,0.0,0.12 - 0.12,0.12,0.0,0.0,0,0,finmb_261515,Other OTC,Family Room Entertainment Corporation,USD,144,0,-1.717,0.3869389,-0.2669389,-0.6898735,0.48155886,-0.36155885,-0.75080925,12827,-0.06988934,15,America/New_York,EDT,-14400000,4,PNK,POST,us_market,FAMILY ROOM ENTERTAINMENT CORP,0.12,1629207404,0.0,0.12,0.12,0.12,2,-8.67,,,0.8,0.0055,0.3869,0.4816,144.0,,,,,,,,,,,,,3.24%,,,,0.00%,"Apr 23, 2017",,1:600,"Apr 23, 2017","Jun 29, 2016","Sep 29, 2016",0.00%,"-1,970.73%",-965.23%,,16.43k,0.03,-90.40%,148,,-400.72k,-0.7720,,130,0,662.07k,,0.00,-1.72,-172.87k,-254.82k,Value,91602,Communication Services,"Family Room Entertainment Corporation, together with its subsidiaries, provides development, production, co-production and production, distribution, and consulting services for the motion picture entertainment industry in the United States. It also contracts with third parties or joint ventures for the distribution and/or exploitation of wholly owned and controlled entertainment properties and/or arrangements. The company was formerly known as Cobb Resources Corporation and changed its name to Family Room Entertainment Corporation in 2000. The company was founded in 1969 and is based in Toluca Lake, California. Family Room Entertainment Corporation is a subsidiary of Qin Media Limited.",Toluca Lake,818-802-0060,CA,United States,http://www.fmlyroom.com,86400,10061 Riverside Drive,Entertainment,Suite 300
t-3,FMYR,-732928.0,0,,,5872,,5872,94113,83024,-11089,-11089,,-3039.0,,,,0,234874,245963,151850,16961,,5872,5872,24506145.0,765442.0,-732928.0,67868.0,231813.0,-25470886.0,,11775.0,56093.0,182004.0,56093.0,583438.0,136707.0,,11668.0,18541.0,57160.0,8073.0,159913.0,52832.0,32991.0,11775.0,33240.0,-209000.0,23550.0,30358.0,-125911.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.1145,20.818182,0.0055 - 0.8,-0.68,-0.85,0.0055,0.8,1492992000,-0.772,0.0,0.12 - 0.12,0.12,0.0,0.0,0,0,finmb_261515,Other OTC,Family Room Entertainment Corporation,USD,144,0,-1.717,0.3869389,-0.2669389,-0.6898735,0.48155886,-0.36155885,-0.75080925,12827,-0.06988934,15,America/New_York,EDT,-14400000,4,PNK,POST,us_market,FAMILY ROOM ENTERTAINMENT CORP,0.12,1629207404,0.0,0.12,0.12,0.12,2,-8.67,,,0.8,0.0055,0.3869,0.4816,144.0,,,,,,,,,,,,,3.24%,,,,0.00%,"Apr 23, 2017",,1:600,"Apr 23, 2017","Jun 29, 2016","Sep 29, 2016",0.00%,"-1,970.73%",-965.23%,,16.43k,0.03,-90.40%,148,,-400.72k,-0.7720,,130,0,662.07k,,0.00,-1.72,-172.87k,-254.82k,Value,91602,Communication Services,"Family Room Entertainment Corporation, together with its subsidiaries, provides development, production, co-production and production, distribution, and consulting services for the motion picture entertainment industry in the United States. It also contracts with third parties or joint ventures for the distribution and/or exploitation of wholly owned and controlled entertainment properties and/or arrangements. The company was formerly known as Cobb Resources Corporation and changed its name to Family Room Entertainment Corporation in 2000. The company was founded in 1969 and is based in Toluca Lake, California. Family Room Entertainment Corporation is a subsidiary of Qin Media Limited.",Toluca Lake,818-802-0060,CA,United States,http://www.fmlyroom.com,86400,10061 Riverside Drive,Entertainment,Suite 300
