Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,investments,WC,language,region,quoteType,triggerable,quoteSourceName,dividendDate,regularMarketChangePercent,regularMarketDayRange,ask,bid,regularMarketPreviousClose,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,marketState,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,exchangeDataDelayedBy,twoHundredDayAverageChangePercent,shortName,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,ICHGF,-3150000000.0,183216000,,,-2500000,8000000,-25000000,173000000,293000000,96000000,96000000,-3500000,-37000000,,,,22500000,442000000,346000000,149000000,-98500000,,-25000000,-25000000,947000000.0,103000000.0,6888000000.0,-1857000000.0,70000000.0,657000000.0,5039000000.0,53000000.0,5000000.0,568000000.0,1689000000.0,346000000.0,-2581000000.0,750000000.0,1675000000.0,1867000000.0,113000000.0,-2581000000.0,504000000.0,2243000000.0,249000000.0,1000000.0,481000000.0,2916000000.0,5000000.0,80000000.0,-41000000.0,-10000000.0,379000000.0,380500000.0,52000000.0,496000000.0,50000000.0,75500000.0,9500000.0,500000.0,19000000.0,1500000.0,42500000.0,-3000000.0,,376000000.0,en-US,US,EQUITY,False,Delayed Quote,1525996800,0.0,65.45 - 65.45,0.0,0.0,65.45,0,0,finmb_322193,Other OTC,InterContinental Hotels Group PLC,USD,1850,7157,13.749996,0.26595736,51.7 - 74.0,-8.550003,-0.11554058,51.7,74.0,0.0,0.0,USD,PRE,65.45,1628690731,0.0,65.45,65.45,65.45,2100,us_market,2,0,-0.0388715,INTERCONTINENTAL HOTELS GROUP,PNK,-1.429,-10.17,63.742287,1.7077103,0.026790854,68.09703,-2.6470337,12181815296,-6.4355946,15,America/New_York,EDT,-14400000,False,False,0.98,,,74.0,51.7,63.74,68.1,1.85k,7.16k,183.22M,,174.92M,4.19%,71.02%,,,,,,,,0.00,0.00%,,0.00%,"May 10, 2018","Apr 01, 2020",949:1000,"Jan 13, 2019","Dec 30, 2020","Dec 30, 2020",-14.80%,12.75%,3.03%,,1.76B,9.65,-50.00%,672M,259M,-260M,-1.43,,1.68B,9.18,4.24B,,1.20,-10.17,137M,47.5M,Value,UB9 5HR,Consumer Cyclical,12832,8,2,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels, resorts, restaurants, and spas under the EVEN Hotels, HUALUXE Hotels and Resorts, avid hotels, voco hotels, Kimpton Hotels & Restaurants, Regent Hotels & Resorts, Six Senses Hotels Resorts Spas, Atwell Suites, InterContinental Hotels & Resorts, Hotel Indigo, Crowne Plaza, Holiday Inn, Holiday Inn Express, Holiday Inn Club Vacations, avid, Staybridge Suites, and Candlewood Suites. It also provides IHG Rewards loyalty program. As of December 31, 2020, the company had approximately 5,964 hotels and 886,036 rooms in approximately 100 countries. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Denham, the United Kingdom.",Denham,44 1895 512 000,1,1609372800,1622505600,2,United Kingdom,http://www.ihgplc.com,86400,4,Broadwater Park,Lodging
t-1,ICHGF,-3150000000.0,183216000,,,-2500000,8000000,-25000000,173000000,293000000,96000000,96000000,-3500000,-37000000,,,,22500000,442000000,346000000,149000000,-98500000,,-25000000,-25000000,947000000.0,103000000.0,6888000000.0,-1857000000.0,70000000.0,657000000.0,5039000000.0,53000000.0,5000000.0,568000000.0,1689000000.0,346000000.0,-2581000000.0,750000000.0,1675000000.0,1867000000.0,113000000.0,-2581000000.0,504000000.0,2243000000.0,249000000.0,1000000.0,481000000.0,2916000000.0,5000000.0,80000000.0,-41000000.0,-10000000.0,379000000.0,380500000.0,52000000.0,496000000.0,50000000.0,75500000.0,9500000.0,500000.0,19000000.0,1500000.0,42500000.0,-3000000.0,,376000000.0,en-US,US,EQUITY,False,Delayed Quote,1525996800,0.0,65.45 - 65.45,0.0,0.0,65.45,0,0,finmb_322193,Other OTC,InterContinental Hotels Group PLC,USD,1850,7157,13.749996,0.26595736,51.7 - 74.0,-8.550003,-0.11554058,51.7,74.0,0.0,0.0,USD,PRE,65.45,1628690731,0.0,65.45,65.45,65.45,2100,us_market,2,0,-0.0388715,INTERCONTINENTAL HOTELS GROUP,PNK,-1.429,-10.17,63.742287,1.7077103,0.026790854,68.09703,-2.6470337,12181815296,-6.4355946,15,America/New_York,EDT,-14400000,False,False,0.98,,,74.0,51.7,63.74,68.1,1.85k,7.16k,183.22M,,174.92M,4.19%,71.02%,,,,,,,,0.00,0.00%,,0.00%,"May 10, 2018","Apr 01, 2020",949:1000,"Jan 13, 2019","Dec 30, 2020","Dec 30, 2020",-14.80%,12.75%,3.03%,,1.76B,9.65,-50.00%,672M,259M,-260M,-1.43,,1.68B,9.18,4.24B,,1.20,-10.17,137M,47.5M,Value,UB9 5HR,Consumer Cyclical,12832,8,2,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels, resorts, restaurants, and spas under the EVEN Hotels, HUALUXE Hotels and Resorts, avid hotels, voco hotels, Kimpton Hotels & Restaurants, Regent Hotels & Resorts, Six Senses Hotels Resorts Spas, Atwell Suites, InterContinental Hotels & Resorts, Hotel Indigo, Crowne Plaza, Holiday Inn, Holiday Inn Express, Holiday Inn Club Vacations, avid, Staybridge Suites, and Candlewood Suites. It also provides IHG Rewards loyalty program. As of December 31, 2020, the company had approximately 5,964 hotels and 886,036 rooms in approximately 100 countries. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Denham, the United Kingdom.",Denham,44 1895 512 000,1,1609372800,1622505600,2,United Kingdom,http://www.ihgplc.com,86400,4,Broadwater Park,Lodging
t-2,ICHGF,-2933000000.0,183216000,,,-137500000,8000000,-105000000,173000000,43000000,16000000,16000000,-500000,-25000000,,,,-32500000,436500000,420500000,393500000,-153500000,,-105000000,-105000000,1321000000.0,,5744000000.0,-1612000000.0,68000000.0,406000000.0,4140000000.0,140000000.0,4000000.0,604000000.0,1740000000.0,,-2356000000.0,697000000.0,688000000.0,1630000000.0,94000000.0,-2356000000.0,631000000.0,1242000000.0,249000000.0,1000000.0,544000000.0,1870000000.0,5000000.0,370000000.0,7000000.0,-20500000.0,296500000.0,296500000.0,-53000000.0,262000000.0,-7000000.0,-7000000.0,27500000.0,500000.0,19000000.0,1500000.0,116500000.0,-10500000.0,7500000.0,-388000000.0,en-US,US,EQUITY,False,Delayed Quote,1525996800,0.0,65.45 - 65.45,0.0,0.0,65.45,0,0,finmb_322193,Other OTC,InterContinental Hotels Group PLC,USD,1850,7157,13.749996,0.26595736,51.7 - 74.0,-8.550003,-0.11554058,51.7,74.0,0.0,0.0,USD,PRE,65.45,1628690731,0.0,65.45,65.45,65.45,2100,us_market,2,0,-0.0388715,INTERCONTINENTAL HOTELS GROUP,PNK,-1.429,-10.17,63.742287,1.7077103,0.026790854,68.09703,-2.6470337,12181815296,-6.4355946,15,America/New_York,EDT,-14400000,False,False,0.98,,,74.0,51.7,63.74,68.1,1.85k,7.16k,183.22M,,174.92M,4.19%,71.02%,,,,,,,,0.00,0.00%,,0.00%,"May 10, 2018","Apr 01, 2020",949:1000,"Jan 13, 2019","Dec 30, 2020","Dec 30, 2020",-14.80%,12.75%,3.03%,,1.76B,9.65,-50.00%,672M,259M,-260M,-1.43,,1.68B,9.18,4.24B,,1.20,-10.17,137M,47.5M,Value,UB9 5HR,Consumer Cyclical,12832,8,2,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels, resorts, restaurants, and spas under the EVEN Hotels, HUALUXE Hotels and Resorts, avid hotels, voco hotels, Kimpton Hotels & Restaurants, Regent Hotels & Resorts, Six Senses Hotels Resorts Spas, Atwell Suites, InterContinental Hotels & Resorts, Hotel Indigo, Crowne Plaza, Holiday Inn, Holiday Inn Express, Holiday Inn Club Vacations, avid, Staybridge Suites, and Candlewood Suites. It also provides IHG Rewards loyalty program. As of December 31, 2020, the company had approximately 5,964 hotels and 886,036 rooms in approximately 100 countries. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Denham, the United Kingdom.",Denham,44 1895 512 000,1,1609372800,1622505600,2,United Kingdom,http://www.ihgplc.com,86400,4,Broadwater Park,Lodging
t-3,ICHGF,-2933000000.0,183216000,,,-137500000,8000000,-105000000,173000000,43000000,16000000,16000000,-500000,-25000000,,,,-32500000,436500000,420500000,393500000,-153500000,,-105000000,-105000000,1321000000.0,,5744000000.0,-1612000000.0,68000000.0,406000000.0,4140000000.0,140000000.0,4000000.0,604000000.0,1740000000.0,,-2356000000.0,697000000.0,688000000.0,1630000000.0,94000000.0,-2356000000.0,631000000.0,1242000000.0,249000000.0,1000000.0,544000000.0,1870000000.0,5000000.0,370000000.0,7000000.0,-20500000.0,296500000.0,296500000.0,-53000000.0,262000000.0,-7000000.0,-7000000.0,27500000.0,500000.0,19000000.0,1500000.0,116500000.0,-10500000.0,7500000.0,-388000000.0,en-US,US,EQUITY,False,Delayed Quote,1525996800,0.0,65.45 - 65.45,0.0,0.0,65.45,0,0,finmb_322193,Other OTC,InterContinental Hotels Group PLC,USD,1850,7157,13.749996,0.26595736,51.7 - 74.0,-8.550003,-0.11554058,51.7,74.0,0.0,0.0,USD,PRE,65.45,1628690731,0.0,65.45,65.45,65.45,2100,us_market,2,0,-0.0388715,INTERCONTINENTAL HOTELS GROUP,PNK,-1.429,-10.17,63.742287,1.7077103,0.026790854,68.09703,-2.6470337,12181815296,-6.4355946,15,America/New_York,EDT,-14400000,False,False,0.98,,,74.0,51.7,63.74,68.1,1.85k,7.16k,183.22M,,174.92M,4.19%,71.02%,,,,,,,,0.00,0.00%,,0.00%,"May 10, 2018","Apr 01, 2020",949:1000,"Jan 13, 2019","Dec 30, 2020","Dec 30, 2020",-14.80%,12.75%,3.03%,,1.76B,9.65,-50.00%,672M,259M,-260M,-1.43,,1.68B,9.18,4.24B,,1.20,-10.17,137M,47.5M,Value,UB9 5HR,Consumer Cyclical,12832,8,2,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels, resorts, restaurants, and spas under the EVEN Hotels, HUALUXE Hotels and Resorts, avid hotels, voco hotels, Kimpton Hotels & Restaurants, Regent Hotels & Resorts, Six Senses Hotels Resorts Spas, Atwell Suites, InterContinental Hotels & Resorts, Hotel Indigo, Crowne Plaza, Holiday Inn, Holiday Inn Express, Holiday Inn Club Vacations, avid, Staybridge Suites, and Candlewood Suites. It also provides IHG Rewards loyalty program. As of December 31, 2020, the company had approximately 5,964 hotels and 886,036 rooms in approximately 100 countries. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Denham, the United Kingdom.",Denham,44 1895 512 000,1,1609372800,1622505600,2,United Kingdom,http://www.ihgplc.com,86400,4,Broadwater Park,Lodging
