Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,ask,bid,regularMarketPreviousClose,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,currency,marketState,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,exchangeDataDelayedBy,twoHundredDayAverageChangePercent,shortName,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry
t0,NIIN.DE,263009.0,25112600,,,-1964475,,-2001655,147019,814075,159960,159960,509491,-23118,,,,37181,3025493,2865532,2211418,-2124436,,-2001655,-2001655,2289586.0,2407644.0,13163434.0,99513.0,15571080.0,22829657.0,96508.0,-15323120.0,729754.0,10610839.0,5656897.0,157971.0,2028663.0,526572.0,101717.0,7101.0,5656897.0,129822.0,2382862.0,12944405.0,98.0,257593.0,1151318.0,145187.0,0,1856290.0,en-US,US,EQUITY,False,Delayed Quote,1.9108262,1.55 - 1.6,1.6,1.54,1.57,0,0,finmb_27061464,XETRA,niiio finance group AG,EUR,30823,12593,0.77000004,0.9277109,0.83 - 2.14,-0.5400001,-0.25233647,0.83,2.14,1621594740,1621594740,1621594740,EUR,REGULAR,1.6,1630574870,0.029999971,1.55,1.6,1.55,5800,de_market,4,0,0.040102594,NIIIO FIN.GRP AG  NA O.N.,GER,-0.096,0.48,1.5654286,0.03457141,0.022084309,1.5383098,0.06169021,40180160,3.3333335,15,Europe/Berlin,CEST,7200000,False,False,1.06,,,2.14,0.83,1.5654,1.5383,30.82k,12.59k,25.11M,,10.74M,66.08%,4.26%,,,,,,,,,,,0.00%,,,,,"Dec 31, 2020","Dec 31, 2019",-77.50%,1.56%,0.19%,-18.20%,2.83M,0.12,"4,134.90%",774.33k,2.09M,-2.19M,-0.0960,,2.03M,0.09,1.16M,8.80,3.83,0.48,-327k,2.64M,Value,02826,Technology,4,"niiio finance group AG provides software-as-a-service solutions for banks and financial service providers. It offers cloud services from portfolio management systems to robo-advisors, as well as banking API suite. The company is based in GÃ¶rlitz, Germany.",GÃ¶rlitz,49 35 81 374 99 11,Germany,http://www.niiio.finance,86400,ElisabethstraÃe 42/43,49 35 81 374 99 99,Software—Application
t-1,NIIN.DE,14742625.0,25112600,,,-1604307,,-1583491,46320,-55530,-262888,-262888,160645,-23118,,,,-20817,103940,366829,159470,-1341418,,-1583491,-1583491,,579763.0,14742625.0,205361.0,15322388.0,22829657.0,29751.0,-13743929.0,196919.0,,5656897.0,29151.0,1568711.0,382844.0,,,5656897.0,,2348832.0,12944405.0,,750370.0,,102293.0,0,1965988.0,en-US,US,EQUITY,False,Delayed Quote,1.9108262,1.55 - 1.6,1.6,1.54,1.57,0,0,finmb_27061464,XETRA,niiio finance group AG,EUR,30823,12593,0.77000004,0.9277109,0.83 - 2.14,-0.5400001,-0.25233647,0.83,2.14,1621594740,1621594740,1621594740,EUR,REGULAR,1.6,1630574870,0.029999971,1.55,1.6,1.55,5800,de_market,4,0,0.040102594,NIIIO FIN.GRP AG  NA O.N.,GER,-0.096,0.48,1.5654286,0.03457141,0.022084309,1.5383098,0.06169021,40180160,3.3333335,15,Europe/Berlin,CEST,7200000,False,False,1.06,,,2.14,0.83,1.5654,1.5383,30.82k,12.59k,25.11M,,10.74M,66.08%,4.26%,,,,,,,,,,,0.00%,,,,,"Dec 31, 2020","Dec 31, 2019",-77.50%,1.56%,0.19%,-18.20%,2.83M,0.12,"4,134.90%",774.33k,2.09M,-2.19M,-0.0960,,2.03M,0.09,1.16M,8.80,3.83,0.48,-327k,2.64M,Value,02826,Technology,4,"niiio finance group AG provides software-as-a-service solutions for banks and financial service providers. It offers cloud services from portfolio management systems to robo-advisors, as well as banking API suite. The company is based in GÃ¶rlitz, Germany.",GÃ¶rlitz,49 35 81 374 99 11,Germany,http://www.niiio.finance,86400,ElisabethstraÃe 42/43,49 35 81 374 99 99,Software—Application
t-2,NIIN.DE,17909606.0,25112600,,,-247872,,-324440,78567,-235291,-247872,-247872,-66458,-23118,,,,76569,16409,264280,251699,0,,-324440,-324440,,663597.0,17909606.0,304212.0,18573201.0,22829657.0,60733.0,-10576948.0,238552.0,,5656897.0,25562.0,2196330.0,425045.0,,,5656897.0,944.0,2935624.0,15611071.0,,678561.0,,120833.0,0,2510579.0,en-US,US,EQUITY,False,Delayed Quote,1.9108262,1.55 - 1.6,1.6,1.54,1.57,0,0,finmb_27061464,XETRA,niiio finance group AG,EUR,30823,12593,0.77000004,0.9277109,0.83 - 2.14,-0.5400001,-0.25233647,0.83,2.14,1621594740,1621594740,1621594740,EUR,REGULAR,1.6,1630574870,0.029999971,1.55,1.6,1.55,5800,de_market,4,0,0.040102594,NIIIO FIN.GRP AG  NA O.N.,GER,-0.096,0.48,1.5654286,0.03457141,0.022084309,1.5383098,0.06169021,40180160,3.3333335,15,Europe/Berlin,CEST,7200000,False,False,1.06,,,2.14,0.83,1.5654,1.5383,30.82k,12.59k,25.11M,,10.74M,66.08%,4.26%,,,,,,,,,,,0.00%,,,,,"Dec 31, 2020","Dec 31, 2019",-77.50%,1.56%,0.19%,-18.20%,2.83M,0.12,"4,134.90%",774.33k,2.09M,-2.19M,-0.0960,,2.03M,0.09,1.16M,8.80,3.83,0.48,-327k,2.64M,Value,02826,Technology,4,"niiio finance group AG provides software-as-a-service solutions for banks and financial service providers. It offers cloud services from portfolio management systems to robo-advisors, as well as banking API suite. The company is based in GÃ¶rlitz, Germany.",GÃ¶rlitz,49 35 81 374 99 11,Germany,http://www.niiio.finance,86400,ElisabethstraÃe 42/43,49 35 81 374 99 99,Software—Application
t-3,NIIN.DE,17909606.0,25112600,,,-247872,,-324440,78567,-235291,-247872,-247872,-66458,-23118,,,,76569,16409,264280,251699,0,,-324440,-324440,,663597.0,17909606.0,304212.0,18573201.0,22829657.0,60733.0,-10576948.0,238552.0,,5656897.0,25562.0,2196330.0,425045.0,,,5656897.0,944.0,2935624.0,15611071.0,,678561.0,,120833.0,0,2510579.0,en-US,US,EQUITY,False,Delayed Quote,1.9108262,1.55 - 1.6,1.6,1.54,1.57,0,0,finmb_27061464,XETRA,niiio finance group AG,EUR,30823,12593,0.77000004,0.9277109,0.83 - 2.14,-0.5400001,-0.25233647,0.83,2.14,1621594740,1621594740,1621594740,EUR,REGULAR,1.6,1630574870,0.029999971,1.55,1.6,1.55,5800,de_market,4,0,0.040102594,NIIIO FIN.GRP AG  NA O.N.,GER,-0.096,0.48,1.5654286,0.03457141,0.022084309,1.5383098,0.06169021,40180160,3.3333335,15,Europe/Berlin,CEST,7200000,False,False,1.06,,,2.14,0.83,1.5654,1.5383,30.82k,12.59k,25.11M,,10.74M,66.08%,4.26%,,,,,,,,,,,0.00%,,,,,"Dec 31, 2020","Dec 31, 2019",-77.50%,1.56%,0.19%,-18.20%,2.83M,0.12,"4,134.90%",774.33k,2.09M,-2.19M,-0.0960,,2.03M,0.09,1.16M,8.80,3.83,0.48,-327k,2.64M,Value,02826,Technology,4,"niiio finance group AG provides software-as-a-service solutions for banks and financial service providers. It offers cloud services from portfolio management systems to robo-advisors, as well as banking API suite. The company is based in GÃ¶rlitz, Germany.",GÃ¶rlitz,49 35 81 374 99 11,Germany,http://www.niiio.finance,86400,ElisabethstraÃe 42/43,49 35 81 374 99 99,Software—Application
