Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,epsCurrentYear,market,shortName,exchange,marketState,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,exchangeDataDelayedBy,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,epsForward,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jul 29, 2021) 4","Short Ratio (Jul 29, 2021) 4","Short % of Float (Jul 29, 2021) 4","Short % of Shares Outstanding (Jul 29, 2021) 4","Shares Short (prior month Jun 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,FND,770707000.0,104912000,,,97264000,,82916000,261268000,371681000,101423000,101423000,,-1293000,,,,14348000,860108000,758685000,488427000,-4159000,,82916000,82916000,153422000.0,431549000.0,2184693000.0,1179602000.0,52349000.0,3364295000.0,105000.0,747708000.0,51580000.0,255473000.0,240000.0,7605000.0,366093000.0,860214000.0,2103000.0,240000.0,1782354000.0,1165441000.0,72804000.0,195443000.0,683811000.0,529220000.0,,124700000.0,-149569000.0,336000.0,5990000.0,-4041000.0,5704000.0,12042000.0,-50000.0,155621000.0,27682000.0,-71689000.0,-1534000.0,7372000.0,-86215000.0,,305227000.0,en-US,US,EQUITY,True,Delayed Quote,125.6,1630526402,2.2999954,124.25,125.89,123.1,625570,51.056908,10.329,116.931946,8.668053,0.07412904,105.42254,20.17746,0.19139607,13176946688,46.176468,12.159937,15,America/New_York,EDT,False,False,USD,2.46,us_market,"Floor & Decor Holdings, Inc.",NYQ,POST,2,-1.855097,1630529635,123.27,-2.3300018,1.8653651,123.1 - 125.89,123.3,125.16,125.45,8,14,finmb_270357747,NYSE,"Floor & Decor Holdings, Inc.",USD,762814,529183,58.22,0.8640547,67.38 - 128.5,-2.9000015,-0.022568105,67.38,128.5,1620331200,1635332340,0,1635768000,57.090908,2.2,2.72,-14400000,1.9,,,128.5,67.38,116.93,105.42,762.81k,529.18k,104.91M,,102.75M,2.28%,98.28%,2.62M,3.46,2.87%,2.49%,2.94M,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 30, 2021",9.33%,11.29%,7.31%,28.04%,3.05B,29.36,86.00%,1.06B,445.94M,284.63M,2.20,159.10%,366.09M,3.48,1.36B,115.67,1.36,10.33,566.08M,277.11M,Value,30339,Consumer Cyclical,6395,6,8,"Floor & Decor Holdings, Inc. operates as a multi-channel specialty retailer of hard surface flooring and related accessories. The company's stores offer tile, wood, laminate, vinyl, and natural stone flooring products, as well as decorative and installation accessories. It serves professional installers, commercial businesses, and do it yourself customers. As of August 10, 2021, the company operated 147 warehouse stores and two design studios in 33 states. Floor & Decor Holdings, Inc. also sells products through its Website, FloorandDecor.com. The company was formerly known as FDO Holdings, Inc. and changed its name to Floor & Decor Holdings, Inc. in April 2017. Floor & Decor Holdings, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia.",Atlanta,404 471 1634,GA,6,1609372800,1625097600,3,United States,http://www.flooranddecor.com,86400,5,2500 Windy Ridge Parkway SE,Home Improvement Retail
t-1,FND,744004000.0,104912000,,,94561000,,75796000,241755000,344001000,95249000,95249000,,-1388000,,,,18765000,782537000,687288000,438536000,-688000,,75796000,75796000,109269000.0,415576000.0,1884003000.0,1080720000.0,45994000.0,2964723000.0,105000.0,664792000.0,40294000.0,227447000.0,247000.0,7370000.0,354051000.0,672978000.0,2103000.0,247000.0,1558762000.0,1061875000.0,60002000.0,195546000.0,607649000.0,402134000.0,,-7832000.0,-45876000.0,-10151000.0,-8841000.0,-40680000.0,3685000.0,46279000.0,-966000.0,100996000.0,26415000.0,46351000.0,-9575000.0,9277000.0,-45876000.0,-1409000.0,388897000.0,en-US,US,EQUITY,True,Delayed Quote,125.6,1630526402,2.2999954,124.25,125.89,123.1,625570,51.056908,10.329,116.931946,8.668053,0.07412904,105.42254,20.17746,0.19139607,13176946688,46.176468,12.159937,15,America/New_York,EDT,False,False,USD,2.46,us_market,"Floor & Decor Holdings, Inc.",NYQ,POST,2,-1.855097,1630529635,123.27,-2.3300018,1.8653651,123.1 - 125.89,123.3,125.16,125.45,8,14,finmb_270357747,NYSE,"Floor & Decor Holdings, Inc.",USD,762814,529183,58.22,0.8640547,67.38 - 128.5,-2.9000015,-0.022568105,67.38,128.5,1620331200,1635332340,0,1635768000,57.090908,2.2,2.72,-14400000,1.9,,,128.5,67.38,116.93,105.42,762.81k,529.18k,104.91M,,102.75M,2.28%,98.28%,2.62M,3.46,2.87%,2.49%,2.94M,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 30, 2021",9.33%,11.29%,7.31%,28.04%,3.05B,29.36,86.00%,1.06B,445.94M,284.63M,2.20,159.10%,366.09M,3.48,1.36B,115.67,1.36,10.33,566.08M,277.11M,Value,30339,Consumer Cyclical,6395,6,8,"Floor & Decor Holdings, Inc. operates as a multi-channel specialty retailer of hard surface flooring and related accessories. The company's stores offer tile, wood, laminate, vinyl, and natural stone flooring products, as well as decorative and installation accessories. It serves professional installers, commercial businesses, and do it yourself customers. As of August 10, 2021, the company operated 147 warehouse stores and two design studios in 33 states. Floor & Decor Holdings, Inc. also sells products through its Website, FloorandDecor.com. The company was formerly known as FDO Holdings, Inc. and changed its name to Floor & Decor Holdings, Inc. in April 2017. Floor & Decor Holdings, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia.",Atlanta,404 471 1634,GA,6,1609372800,1625097600,3,United States,http://www.flooranddecor.com,86400,5,2500 Windy Ridge Parkway SE,Home Improvement Retail
t-2,FND,660672000.0,104912000,,,65759000,,57140000,250638000,332359000,68014000,68014000,,-2255000,,,,8619000,723652000,655638000,391293000,-2255000,,57140000,57140000,109269000.0,408124000.0,1883037000.0,997388000.0,69623000.0,2880425000.0,104000.0,588996000.0,35919000.0,227447000.0,164000.0,7569000.0,307772000.0,698836000.0,1647000.0,164000.0,1495684000.0,1040456000.0,50427000.0,207157000.0,654000000.0,417898000.0,975000.0,54703000.0,-102795000.0,-1099000.0,2962000.0,20753000.0,4061000.0,36646000.0,-966000.0,136479000.0,24391000.0,-55539000.0,4866000.0,-7948000.0,-102795000.0,-1409000.0,341620000.0,en-US,US,EQUITY,True,Delayed Quote,125.6,1630526402,2.2999954,124.25,125.89,123.1,625570,51.056908,10.329,116.931946,8.668053,0.07412904,105.42254,20.17746,0.19139607,13176946688,46.176468,12.159937,15,America/New_York,EDT,False,False,USD,2.46,us_market,"Floor & Decor Holdings, Inc.",NYQ,POST,2,-1.855097,1630529635,123.27,-2.3300018,1.8653651,123.1 - 125.89,123.3,125.16,125.45,8,14,finmb_270357747,NYSE,"Floor & Decor Holdings, Inc.",USD,762814,529183,58.22,0.8640547,67.38 - 128.5,-2.9000015,-0.022568105,67.38,128.5,1620331200,1635332340,0,1635768000,57.090908,2.2,2.72,-14400000,1.9,,,128.5,67.38,116.93,105.42,762.81k,529.18k,104.91M,,102.75M,2.28%,98.28%,2.62M,3.46,2.87%,2.49%,2.94M,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 30, 2021",9.33%,11.29%,7.31%,28.04%,3.05B,29.36,86.00%,1.06B,445.94M,284.63M,2.20,159.10%,366.09M,3.48,1.36B,115.67,1.36,10.33,566.08M,277.11M,Value,30339,Consumer Cyclical,6395,6,8,"Floor & Decor Holdings, Inc. operates as a multi-channel specialty retailer of hard surface flooring and related accessories. The company's stores offer tile, wood, laminate, vinyl, and natural stone flooring products, as well as decorative and installation accessories. It serves professional installers, commercial businesses, and do it yourself customers. As of August 10, 2021, the company operated 147 warehouse stores and two design studios in 33 states. Floor & Decor Holdings, Inc. also sells products through its Website, FloorandDecor.com. The company was formerly known as FDO Holdings, Inc. and changed its name to Floor & Decor Holdings, Inc. in April 2017. Floor & Decor Holdings, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia.",Atlanta,404 471 1634,GA,6,1609372800,1625097600,3,United States,http://www.flooranddecor.com,86400,5,2500 Windy Ridge Parkway SE,Home Improvement Retail
t-3,FND,594783000.0,104912000,,,76778000,,68774000,213029000,294628000,78802000,78802000,,-2024000,,,,8004000,684847000,606045000,390219000,-2024000,,68774000,68774000,109275000.0,399489000.0,1782891000.0,931505000.0,10853000.0,2714396000.0,104000.0,531856000.0,42479000.0,227447000.0,56000.0,6768000.0,271126000.0,618918000.0,2745000.0,56000.0,1396937000.0,973969000.0,81015000.0,206793000.0,598461000.0,362457000.0,,38891000.0,-43659000.0,-361000.0,7385000.0,39343000.0,7746000.0,136706000.0,-966000.0,172980000.0,22860000.0,-4192000.0,-1175000.0,6228000.0,-43659000.0,-1409000.0,355051000.0,en-US,US,EQUITY,True,Delayed Quote,125.6,1630526402,2.2999954,124.25,125.89,123.1,625570,51.056908,10.329,116.931946,8.668053,0.07412904,105.42254,20.17746,0.19139607,13176946688,46.176468,12.159937,15,America/New_York,EDT,False,False,USD,2.46,us_market,"Floor & Decor Holdings, Inc.",NYQ,POST,2,-1.855097,1630529635,123.27,-2.3300018,1.8653651,123.1 - 125.89,123.3,125.16,125.45,8,14,finmb_270357747,NYSE,"Floor & Decor Holdings, Inc.",USD,762814,529183,58.22,0.8640547,67.38 - 128.5,-2.9000015,-0.022568105,67.38,128.5,1620331200,1635332340,0,1635768000,57.090908,2.2,2.72,-14400000,1.9,,,128.5,67.38,116.93,105.42,762.81k,529.18k,104.91M,,102.75M,2.28%,98.28%,2.62M,3.46,2.87%,2.49%,2.94M,,,,,,0.00%,,,,,"Dec 30, 2020","Jun 30, 2021",9.33%,11.29%,7.31%,28.04%,3.05B,29.36,86.00%,1.06B,445.94M,284.63M,2.20,159.10%,366.09M,3.48,1.36B,115.67,1.36,10.33,566.08M,277.11M,Value,30339,Consumer Cyclical,6395,6,8,"Floor & Decor Holdings, Inc. operates as a multi-channel specialty retailer of hard surface flooring and related accessories. The company's stores offer tile, wood, laminate, vinyl, and natural stone flooring products, as well as decorative and installation accessories. It serves professional installers, commercial businesses, and do it yourself customers. As of August 10, 2021, the company operated 147 warehouse stores and two design studios in 33 states. Floor & Decor Holdings, Inc. also sells products through its Website, FloorandDecor.com. The company was formerly known as FDO Holdings, Inc. and changed its name to Floor & Decor Holdings, Inc. in April 2017. Floor & Decor Holdings, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia.",Atlanta,404 471 1634,GA,6,1609372800,1625097600,3,United States,http://www.flooranddecor.com,86400,5,2500 Windy Ridge Parkway SE,Home Improvement Retail
