Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,inventory,accountsPayable,otherCurrentAssets,otherLiab,treasuryStock,otherStockholderEquity,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,repurchaseOfStock,effectOfExchangeRate,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,EPTI,-5247855.0,67437000,,,-1497895,,-1464180,872703,479187,-408540,-408540,5163,-918980,,,,-33715,3048346,3456886,2569159,-1089355,,-1464180,-1464180,44303666.0,10113898.0,-5247855.0,279009.0,4866043.0,1.0,-49551522.0,424415.0,10113898.0,169329.0,4696714.0,395250.0,2302972.0,1339540.0,3707095.0,,,,,197530.0,-27966.0,-233422.0,287984.0,-71368.0,934666.0,-183761.0,-443779.0,9860.0,924769.0,-230927.0,-413260.0,207698.0,-27966.0,,,-5417184.0,en-US,US,EQUITY,False,Delayed Quote,360,0.119899996,1199.0,1.0E-4 - 0.12,0.0,0.0,0.0001,0.12,-0.041,0.0001030303,0.11989697,1163.7059,0.00010074074,0.11989926,8092200,4,0.0,-2.926829,15,America/New_York,EDT,-14400000,0.12 - 0.12,0.12,0.0,0.0,0,0,finmb_118418798,Other OTC,"Environmental Packaging Technologies Holdings, Inc.",USD,361,USD,False,False,0.12,1630344581,0.0,0.12,0.12,0.12,20000,PNK,ENVIRONMENTAL PACKAGING TEC HLD,0,us_market,REGULAR,-0.119,1190.1765,-103.52,,,0.12,0.0001,0.0001,0.0001,361,360,67.44M,,,29.92%,0.00%,,,,,,,,,,,,,,,,"Dec 30, 2017","Sep 29, 2018",-24.51%,-14.26%,-23.28%,,15.97M,,-31.00%,2.8M,-2.25M,-3.92M,-0.1190,,819.66k,,6.13M,,0.46,-0.04,-730.59k,167.2k,Value,77040,,24,"Environmental Packaging Technologies Holdings, Inc., through its subsidiary, Environmental Packaging Technologies, Inc., provides packaging solutions for the transport and storage of bulk products primarily in the United States, Korea, and the Netherlands. The company manufactures flexitank, a soft sided single use container enabling bulk shipment of non-hazardous liquids, including latex and other chemicals, edible oils, wine, petroleum based products, and others. It also provides packaging supply/installation, loading and unloading, product transfer, product stewardship, removal-disposal-recycling, and logistic services. The company offers its products under the BIG Red Flexitank, BIG Red Wine-Pac, and BIG Red LIQUIRIDE names to shipping companies, logistics companies, manufacturer suppliers, and consumer product manufacturers in approximately 50 countries worldwide. The company was formerly known as International Metals Streaming Corp. The company was incorporated in 2011 and is headquartered in Houston, Texas.",Houston,713-961-2795,TX,1483142400,United States,http://www.eptpac.com,86400,6100 West By Northwest,713-961-0189,,Suite 100
t-1,EPTI,-4305081.0,67437000,,,-1284934,,-1247385,950621,474298,-551617,-551617,260,-652300,,,,-37549,4422552,4974168,3948254,-733317,,-1247385,-1247385,43782260.0,9948410.0,-4305081.0,377466.0,5643329.0,1.0,-48087342.0,608176.0,9948410.0,151223.0,5492106.0,345250.0,2072045.0,2264309.0,3400265.0,,,,,86557.0,-13898.0,-83706.0,122924.0,-96239.0,934666.0,160743.0,51717.0,8581.0,13450.0,623271.0,206630.0,588450.0,-13898.0,,,-4456304.0,en-US,US,EQUITY,False,Delayed Quote,360,0.119899996,1199.0,1.0E-4 - 0.12,0.0,0.0,0.0001,0.12,-0.041,0.0001030303,0.11989697,1163.7059,0.00010074074,0.11989926,8092200,4,0.0,-2.926829,15,America/New_York,EDT,-14400000,0.12 - 0.12,0.12,0.0,0.0,0,0,finmb_118418798,Other OTC,"Environmental Packaging Technologies Holdings, Inc.",USD,361,USD,False,False,0.12,1630344581,0.0,0.12,0.12,0.12,20000,PNK,ENVIRONMENTAL PACKAGING TEC HLD,0,us_market,REGULAR,-0.119,1190.1765,-103.52,,,0.12,0.0001,0.0001,0.0001,361,360,67.44M,,,29.92%,0.00%,,,,,,,,,,,,,,,,"Dec 30, 2017","Sep 29, 2018",-24.51%,-14.26%,-23.28%,,15.97M,,-31.00%,2.8M,-2.25M,-3.92M,-0.1190,,819.66k,,6.13M,,0.46,-0.04,-730.59k,167.2k,Value,77040,,24,"Environmental Packaging Technologies Holdings, Inc., through its subsidiary, Environmental Packaging Technologies, Inc., provides packaging solutions for the transport and storage of bulk products primarily in the United States, Korea, and the Netherlands. The company manufactures flexitank, a soft sided single use container enabling bulk shipment of non-hazardous liquids, including latex and other chemicals, edible oils, wine, petroleum based products, and others. It also provides packaging supply/installation, loading and unloading, product transfer, product stewardship, removal-disposal-recycling, and logistic services. The company offers its products under the BIG Red Flexitank, BIG Red Wine-Pac, and BIG Red LIQUIRIDE names to shipping companies, logistics companies, manufacturer suppliers, and consumer product manufacturers in approximately 50 countries worldwide. The company was formerly known as International Metals Streaming Corp. The company was incorporated in 2011 and is headquartered in Houston, Texas.",Houston,713-961-2795,TX,1483142400,United States,http://www.eptpac.com,86400,6100 West By Northwest,713-961-0189,,Suite 100
t-2,EPTI,-4305081.0,67437000,,,-1284934,,-1247385,950621,474298,-551617,-551617,260,-652300,,,,-37549,4422552,4974168,3948254,-733317,,-1247385,-1247385,43782260.0,9948410.0,-4305081.0,377466.0,5643329.0,1.0,-48087342.0,608176.0,9948410.0,151223.0,5492106.0,345250.0,2072045.0,2264309.0,3400265.0,,,,,86557.0,-13898.0,-83706.0,122924.0,-96239.0,934666.0,160743.0,51717.0,8581.0,13450.0,623271.0,206630.0,588450.0,-13898.0,,,-4456304.0,en-US,US,EQUITY,False,Delayed Quote,360,0.119899996,1199.0,1.0E-4 - 0.12,0.0,0.0,0.0001,0.12,-0.041,0.0001030303,0.11989697,1163.7059,0.00010074074,0.11989926,8092200,4,0.0,-2.926829,15,America/New_York,EDT,-14400000,0.12 - 0.12,0.12,0.0,0.0,0,0,finmb_118418798,Other OTC,"Environmental Packaging Technologies Holdings, Inc.",USD,361,USD,False,False,0.12,1630344581,0.0,0.12,0.12,0.12,20000,PNK,ENVIRONMENTAL PACKAGING TEC HLD,0,us_market,REGULAR,-0.119,1190.1765,-103.52,,,0.12,0.0001,0.0001,0.0001,361,360,67.44M,,,29.92%,0.00%,,,,,,,,,,,,,,,,"Dec 30, 2017","Sep 29, 2018",-24.51%,-14.26%,-23.28%,,15.97M,,-31.00%,2.8M,-2.25M,-3.92M,-0.1190,,819.66k,,6.13M,,0.46,-0.04,-730.59k,167.2k,Value,77040,,24,"Environmental Packaging Technologies Holdings, Inc., through its subsidiary, Environmental Packaging Technologies, Inc., provides packaging solutions for the transport and storage of bulk products primarily in the United States, Korea, and the Netherlands. The company manufactures flexitank, a soft sided single use container enabling bulk shipment of non-hazardous liquids, including latex and other chemicals, edible oils, wine, petroleum based products, and others. It also provides packaging supply/installation, loading and unloading, product transfer, product stewardship, removal-disposal-recycling, and logistic services. The company offers its products under the BIG Red Flexitank, BIG Red Wine-Pac, and BIG Red LIQUIRIDE names to shipping companies, logistics companies, manufacturer suppliers, and consumer product manufacturers in approximately 50 countries worldwide. The company was formerly known as International Metals Streaming Corp. The company was incorporated in 2011 and is headquartered in Houston, Texas.",Houston,713-961-2795,TX,1483142400,United States,http://www.eptpac.com,86400,6100 West By Northwest,713-961-0189,,Suite 100
t-3,EPTI,-3021172.0,67437000,,,2018445,,2048914,-18946,472530,376255,376255,260,-652300,,,,-30469,4077409,3701154,3604879,1642190,,2048914,2048914,41760545.0,9689435.0,-3021172.0,923778.0,6668263.0,1.0,-44969045.0,286690.0,9637384.0,140589.0,6527674.0,345250.0,3318586.0,2265410.0,3159047.0,15000.0,52051.0,187327.0,187327.0,-586249.0,-13898.0,1141286.0,-1692183.0,-294577.0,934666.0,-460527.0,1487915.0,8581.0,133269.0,-392315.0,-192600.0,242265.0,-13898.0,-2640869.0,-256259.0,-3109710.0,en-US,US,EQUITY,False,Delayed Quote,360,0.119899996,1199.0,1.0E-4 - 0.12,0.0,0.0,0.0001,0.12,-0.041,0.0001030303,0.11989697,1163.7059,0.00010074074,0.11989926,8092200,4,0.0,-2.926829,15,America/New_York,EDT,-14400000,0.12 - 0.12,0.12,0.0,0.0,0,0,finmb_118418798,Other OTC,"Environmental Packaging Technologies Holdings, Inc.",USD,361,USD,False,False,0.12,1630344581,0.0,0.12,0.12,0.12,20000,PNK,ENVIRONMENTAL PACKAGING TEC HLD,0,us_market,REGULAR,-0.119,1190.1765,-103.52,,,0.12,0.0001,0.0001,0.0001,361,360,67.44M,,,29.92%,0.00%,,,,,,,,,,,,,,,,"Dec 30, 2017","Sep 29, 2018",-24.51%,-14.26%,-23.28%,,15.97M,,-31.00%,2.8M,-2.25M,-3.92M,-0.1190,,819.66k,,6.13M,,0.46,-0.04,-730.59k,167.2k,Value,77040,,24,"Environmental Packaging Technologies Holdings, Inc., through its subsidiary, Environmental Packaging Technologies, Inc., provides packaging solutions for the transport and storage of bulk products primarily in the United States, Korea, and the Netherlands. The company manufactures flexitank, a soft sided single use container enabling bulk shipment of non-hazardous liquids, including latex and other chemicals, edible oils, wine, petroleum based products, and others. It also provides packaging supply/installation, loading and unloading, product transfer, product stewardship, removal-disposal-recycling, and logistic services. The company offers its products under the BIG Red Flexitank, BIG Red Wine-Pac, and BIG Red LIQUIRIDE names to shipping companies, logistics companies, manufacturer suppliers, and consumer product manufacturers in approximately 50 countries worldwide. The company was formerly known as International Metals Streaming Corp. The company was incorporated in 2011 and is headquartered in Houston, Texas.",Houston,713-961-2795,TX,1483142400,United States,http://www.eptpac.com,86400,6100 West By Northwest,713-961-0189,,Suite 100
