Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,goodWill,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,inventory,accountsPayable,netReceivables,deferredLongTermLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,capitalExpenditures,issuanceOfStock,changeToInventory,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,gmtOffSetMilliseconds,esgPopulated,tradeable,market,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,priceHint,marketState,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestampStart,earningsTimestampEnd,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,EVSV,-1552007.0,438,,,-51452,,-51452,65658,14206,-51452,-51452,,,,,,0,16545,67997,2339,0,,-51452,-51452,63000.0,1181822.0,-1189007.0,396315.0,382979.0,-1571986.0,300000.0,2191.0,2840.0,1181822.0,18984.0,12140.0,7500.0,1800.0,11374.0,,,-1.0,46022.0,-21500.0,-21500.0,8534.0,-7577.0,-32099.0,720.0,54022.0,10100.0,-8000.0,,,-1169682.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0714 - 0.0714,0.0714,0.0,0.0,0,0,finmb_1550140,Other OTC,"Enviro-Serv, Inc.",USD,306036,69639,-14400000,False,False,us_market,PNK,-0.126,-0.946,0.07695222,-0.0055522174,-0.07215149,0.09066803,-0.019268028,-0.21251182,703,-0.07547569,15,America/New_York,EDT,0.0714,1630439145,0.0,0.07,0.0714,0.0714,79191,ENVIRO SERV INC,4,REGULAR,0,0.030300003,0.73722637,0.0411 - 0.238,-0.1666,-0.7,0.0411,0.238,1547510400,1462892340,1462982400,-4.36,,,0.238,0.0411,0.077,0.0907,306.04k,69.64k,438,,,,,,,,,,,,,,,0.00%,"Jan 14, 2019",,1:2000,"Jan 14, 2019","Dec 30, 2015","Dec 30, 2015",-147.14%,-147.14%,-11.08%,,107.63k,0.09,397.60%,89.85k,-155.73k,-158.37k,-0.1260,,10.34k,0.01,583.39k,,0.01,-0.95,-106.22k,-110.33k,Value,33637,Industrials,3,"Enviro-Serv, Inc. provides property maintenance services in the United States. It offers lawn/landscape maintenance and pest control services. The company was formerly known as Transfer Technology International Corp. and changed its name to Enviro-Serv, Inc. in March 2013 to reflect its new strategic corporate direction. Enviro-Serv, Inc. is based in Tampa, Florida.",Tampa,813-975-7177,FL,1293753600,United States,http://www.enviro-serv.com,86400,8875 Hidden River Parkway,Specialty Business Services,Suite 300
t-1,EVSV,-1500615.0,438,,,-31390,,-31390,78611,47671,-30940,-30940,,,,,,0,52166,83106,4495,-450,,-31390,-31390,63000.0,1140766.0,-1137615.0,406651.0,382979.0,-1520594.0,300000.0,2191.0,10417.0,1140766.0,11643.0,29817.0,7500.0,1800.0,11374.0,10100.0,,0.0,46022.0,17000.0,64100.0,-27118.0,-1173.0,-65273.0,660.0,54022.0,-7025.0,-8000.0,47100.0,-400.0,-1110949.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0714 - 0.0714,0.0714,0.0,0.0,0,0,finmb_1550140,Other OTC,"Enviro-Serv, Inc.",USD,306036,69639,-14400000,False,False,us_market,PNK,-0.126,-0.946,0.07695222,-0.0055522174,-0.07215149,0.09066803,-0.019268028,-0.21251182,703,-0.07547569,15,America/New_York,EDT,0.0714,1630439145,0.0,0.07,0.0714,0.0714,79191,ENVIRO SERV INC,4,REGULAR,0,0.030300003,0.73722637,0.0411 - 0.238,-0.1666,-0.7,0.0411,0.238,1547510400,1462892340,1462982400,-4.36,,,0.238,0.0411,0.077,0.0907,306.04k,69.64k,438,,,,,,,,,,,,,,,0.00%,"Jan 14, 2019",,1:2000,"Jan 14, 2019","Dec 30, 2015","Dec 30, 2015",-147.14%,-147.14%,-11.08%,,107.63k,0.09,397.60%,89.85k,-155.73k,-158.37k,-0.1260,,10.34k,0.01,583.39k,,0.01,-0.95,-106.22k,-110.33k,Value,33637,Industrials,3,"Enviro-Serv, Inc. provides property maintenance services in the United States. It offers lawn/landscape maintenance and pest control services. The company was formerly known as Transfer Technology International Corp. and changed its name to Enviro-Serv, Inc. in March 2013 to reflect its new strategic corporate direction. Enviro-Serv, Inc. is based in Tampa, Florida.",Tampa,813-975-7177,FL,1293753600,United States,http://www.enviro-serv.com,86400,8875 Hidden River Parkway,Specialty Business Services,Suite 300
t-2,EVSV,-391407.0,438,,,-64365,,-64365,43755,640,-43115,-43115,,,,,,0,3325,46440,2685,-21250,,-64365,-64365,,1077951.0,-91407.0,1390044.0,249379.0,-340786.0,300000.0,1075020.0,,1077951.0,13624.0,1400.0,,1400.0,10424.0,,1072829.0,0.0,-13379.0,17000.0,5879.0,68224.0,-2981.0,4519.0,660.0,-13379.0,-7025.0,-8000.0,5879.0,-400.0,-1076551.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0714 - 0.0714,0.0714,0.0,0.0,0,0,finmb_1550140,Other OTC,"Enviro-Serv, Inc.",USD,306036,69639,-14400000,False,False,us_market,PNK,-0.126,-0.946,0.07695222,-0.0055522174,-0.07215149,0.09066803,-0.019268028,-0.21251182,703,-0.07547569,15,America/New_York,EDT,0.0714,1630439145,0.0,0.07,0.0714,0.0714,79191,ENVIRO SERV INC,4,REGULAR,0,0.030300003,0.73722637,0.0411 - 0.238,-0.1666,-0.7,0.0411,0.238,1547510400,1462892340,1462982400,-4.36,,,0.238,0.0411,0.077,0.0907,306.04k,69.64k,438,,,,,,,,,,,,,,,0.00%,"Jan 14, 2019",,1:2000,"Jan 14, 2019","Dec 30, 2015","Dec 30, 2015",-147.14%,-147.14%,-11.08%,,107.63k,0.09,397.60%,89.85k,-155.73k,-158.37k,-0.1260,,10.34k,0.01,583.39k,,0.01,-0.95,-106.22k,-110.33k,Value,33637,Industrials,3,"Enviro-Serv, Inc. provides property maintenance services in the United States. It offers lawn/landscape maintenance and pest control services. The company was formerly known as Transfer Technology International Corp. and changed its name to Enviro-Serv, Inc. in March 2013 to reflect its new strategic corporate direction. Enviro-Serv, Inc. is based in Tampa, Florida.",Tampa,813-975-7177,FL,1293753600,United States,http://www.enviro-serv.com,86400,8875 Hidden River Parkway,Specialty Business Services,Suite 300
t-3,EVSV,-1547298.0,438,,,-45437,,-45437,56828,11391,-45437,-45437,,,,,,0,17232,62669,5841,0,,-45437,-45437,,1065548.0,-1247298.0,363298.0,243500.0,-1490798.0,300000.0,2191.0,2923.0,1065548.0,14284.0,46823.0,42500.0,1400.0,10424.0,,,1.0,107319.0,-32500.0,-32500.0,-33500.0,-3457.0,-78276.0,660.0,107000.0,-7025.0,319.0,5879.0,-400.0,-1018725.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0,0.0714 - 0.0714,0.0714,0.0,0.0,0,0,finmb_1550140,Other OTC,"Enviro-Serv, Inc.",USD,306036,69639,-14400000,False,False,us_market,PNK,-0.126,-0.946,0.07695222,-0.0055522174,-0.07215149,0.09066803,-0.019268028,-0.21251182,703,-0.07547569,15,America/New_York,EDT,0.0714,1630439145,0.0,0.07,0.0714,0.0714,79191,ENVIRO SERV INC,4,REGULAR,0,0.030300003,0.73722637,0.0411 - 0.238,-0.1666,-0.7,0.0411,0.238,1547510400,1462892340,1462982400,-4.36,,,0.238,0.0411,0.077,0.0907,306.04k,69.64k,438,,,,,,,,,,,,,,,0.00%,"Jan 14, 2019",,1:2000,"Jan 14, 2019","Dec 30, 2015","Dec 30, 2015",-147.14%,-147.14%,-11.08%,,107.63k,0.09,397.60%,89.85k,-155.73k,-158.37k,-0.1260,,10.34k,0.01,583.39k,,0.01,-0.95,-106.22k,-110.33k,Value,33637,Industrials,3,"Enviro-Serv, Inc. provides property maintenance services in the United States. It offers lawn/landscape maintenance and pest control services. The company was formerly known as Transfer Technology International Corp. and changed its name to Enviro-Serv, Inc. in March 2013 to reflect its new strategic corporate direction. Enviro-Serv, Inc. is based in Tampa, Florida.",Tampa,813-975-7177,FL,1293753600,United States,http://www.enviro-serv.com,86400,8875 Hidden River Parkway,Specialty Business Services,Suite 300
