Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jun 14, 2021) 4","Short Ratio (Jun 14, 2021) 4","Short % of Float (Jun 14, 2021) 4","Short % of Shares Outstanding (Jun 14, 2021) 4","Shares Short (prior month May 13, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,HOFV,145837161.0,94285104,,,-126097471,-146795,-126147182,520500,-4506012,-7947449,-7947449,,-2189422,,,,0,1915319,9862768,6421331,-118150022,,-126097471,-126147182,278815795.0,205154466.0,145837161.0,116017357.0,350844832.0,9419.0,18228113.0,-132988053.0,91334980.0,116017357.0,50320435.0,71671175.0,60283476.0,153447521.0,81379954.0,956778.0,42148311.0,10546175.0,-2554866,-16656538,2322846,53012404,-1679807,50704558,28495087,-7860779,2920937,588311,-15000,117777714,-16656538,9708779.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,-0.39999986,-11.940294,1630570973,2.95,-0.29761878,3.24 - 3.385,3.36,0.0,0.0,32,30,finmb_598419749,NasdaqCM,Hall of Fame Resort & Entertainment Company,USD,2967560,3804228,2.2599998,2.0733943,1.09 - 7.64,-4.29,-0.5615183,1.09,7.64,1621012380,1621012380,1621012380,-14400000,False,False,USD,PRE,-1.39,-2.4100718,2.995143,0.35485697,0.11847747,3.5023189,-0.15231895,-0.043490887,315855104,15,America/New_York,EDT,Hall of Fame Resort & Entertain,3.35,1630526402,-0.00999999,3.36,3.385,3.24,2062847,0,NCM,4,us_market,,,,7.64,1.09,2.9951,3.5023,2.97M,3.8M,94.29M,,55.37M,39.36%,14.07%,4.33M,1.11,7.67%,4.59%,5.78M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-464.67%,-6.85%,-187.42%,7.05M,0.16,-2.50%,-19.05M,-21.48M,-158.5M,,,50.32M,0.53,102.43M,70.31,1.13,,-21.76M,-96.34M,Value,44718,Communication Services,30,"Hall of Fame Resort & Entertainment Company, a resort and entertainment company, doing business as the Pro Football Hall of Fame. It owns the premier sports, entertainment, and media enterprise surrounding the Pro Football Hall of Fame in Canton, Ohio. The company was founded in 2015 and is headquartered in Canton, Ohio.",Canton,330 458 9176,OH,1609372800,United States,http://www.hofreco.com,86400,2626 Fulton Drive NW,Entertainment
t-1,HOFV,165278227.0,94285104,,,11087818,-196506,11248324,693756,-6917619,-10498136,-10498136,,-1742918,,,,0,1754921,12253057,8672540,21585954,,11087818,11248324,172112688.0,145762582.0,165278227.0,107969139.0,310844303.0,6410.0,32907800.0,-6840871.0,26325025.0,107969139.0,7145661.0,20538190.0,,154355763.0,48519401.0,1545089.0,98899367.0,19443702.0,13747126,-20529283,5457308,29886901,11035,26228499,16211270,6853652,2886761,-292642,-1798906,-21596442,-20529283,27981211.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,-0.39999986,-11.940294,1630570973,2.95,-0.29761878,3.24 - 3.385,3.36,0.0,0.0,32,30,finmb_598419749,NasdaqCM,Hall of Fame Resort & Entertainment Company,USD,2967560,3804228,2.2599998,2.0733943,1.09 - 7.64,-4.29,-0.5615183,1.09,7.64,1621012380,1621012380,1621012380,-14400000,False,False,USD,PRE,-1.39,-2.4100718,2.995143,0.35485697,0.11847747,3.5023189,-0.15231895,-0.043490887,315855104,15,America/New_York,EDT,Hall of Fame Resort & Entertain,3.35,1630526402,-0.00999999,3.36,3.385,3.24,2062847,0,NCM,4,us_market,,,,7.64,1.09,2.9951,3.5023,2.97M,3.8M,94.29M,,55.37M,39.36%,14.07%,4.33M,1.11,7.67%,4.59%,5.78M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-464.67%,-6.85%,-187.42%,7.05M,0.16,-2.50%,-19.05M,-21.48M,-158.5M,,,50.32M,0.53,102.43M,70.31,1.13,,-21.76M,-96.34M,Value,44718,Communication Services,30,"Hall of Fame Resort & Entertainment Company, a resort and entertainment company, doing business as the Pro Football Hall of Fame. It owns the premier sports, entertainment, and media enterprise surrounding the Pro Football Hall of Fame in Canton, Ohio. The company was founded in 2015 and is headquartered in Canton, Ohio.",Canton,330 458 9176,OH,1609372800,United States,http://www.hofreco.com,86400,2626 Fulton Drive NW,Entertainment
t-2,HOFV,150048494.0,94285104,,,-33936903,-36000,-33900903,350010,-7159718,-10262774,-10262774,,-3658988,,,,0,1677107,11939881,8836825,-23674129,,-33936903,-33900903,168134414.0,130780485.0,150048494.0,122011617.0,280792979.0,3275.0,15917555.0,-18089195.0,5972850.0,122011617.0,7924636.0,51180362.0,,126868808.0,31912554.0,1252447.0,73627273.0,11396916.0,13395432,17794756,8483673,7189949,-8807127,26228499,10232012,-14752693,2753046,449107,-1293724,8314014,-13240025,-19267808.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,-0.39999986,-11.940294,1630570973,2.95,-0.29761878,3.24 - 3.385,3.36,0.0,0.0,32,30,finmb_598419749,NasdaqCM,Hall of Fame Resort & Entertainment Company,USD,2967560,3804228,2.2599998,2.0733943,1.09 - 7.64,-4.29,-0.5615183,1.09,7.64,1621012380,1621012380,1621012380,-14400000,False,False,USD,PRE,-1.39,-2.4100718,2.995143,0.35485697,0.11847747,3.5023189,-0.15231895,-0.043490887,315855104,15,America/New_York,EDT,Hall of Fame Resort & Entertain,3.35,1630526402,-0.00999999,3.36,3.385,3.24,2062847,0,NCM,4,us_market,,,,7.64,1.09,2.9951,3.5023,2.97M,3.8M,94.29M,,55.37M,39.36%,14.07%,4.33M,1.11,7.67%,4.59%,5.78M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-464.67%,-6.85%,-187.42%,7.05M,0.16,-2.50%,-19.05M,-21.48M,-158.5M,,,50.32M,0.53,102.43M,70.31,1.13,,-21.76M,-96.34M,Value,44718,Communication Services,30,"Hall of Fame Resort & Entertainment Company, a resort and entertainment company, doing business as the Pro Football Hall of Fame. It owns the premier sports, entertainment, and media enterprise surrounding the Pro Football Hall of Fame in Canton, Ohio. The company was founded in 2015 and is headquartered in Canton, Ohio.",Canton,330 458 9176,OH,1609372800,United States,http://www.hofreco.com,86400,2626 Fulton Drive NW,Entertainment
t-3,HOFV,15812252.0,94285104,,,-9698245,-36000,-9698245,756313,-575511,-4055127,-4055127,,-5643118,,,,0,1703585,5758712,2279096,-5643118,,-9698245,-9698245,,237509488.0,15812252.0,105461050.0,256238216.0,15812252.0,11460679.0,,9175483.0,105461050.0,2149500.0,89001535.0,,129621854.0,21155312.0,1701554.0,139332470.0,13127089.0,2397603,-7680148,13158114,13157089,-4412362,26228499,-519715,-5996656,2723303,-585968,-1025,135680,-7680148,-67846223.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,-0.39999986,-11.940294,1630570973,2.95,-0.29761878,3.24 - 3.385,3.36,0.0,0.0,32,30,finmb_598419749,NasdaqCM,Hall of Fame Resort & Entertainment Company,USD,2967560,3804228,2.2599998,2.0733943,1.09 - 7.64,-4.29,-0.5615183,1.09,7.64,1621012380,1621012380,1621012380,-14400000,False,False,USD,PRE,-1.39,-2.4100718,2.995143,0.35485697,0.11847747,3.5023189,-0.15231895,-0.043490887,315855104,15,America/New_York,EDT,Hall of Fame Resort & Entertain,3.35,1630526402,-0.00999999,3.36,3.385,3.24,2062847,0,NCM,4,us_market,,,,7.64,1.09,2.9951,3.5023,2.97M,3.8M,94.29M,,55.37M,39.36%,14.07%,4.33M,1.11,7.67%,4.59%,5.78M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-464.67%,-6.85%,-187.42%,7.05M,0.16,-2.50%,-19.05M,-21.48M,-158.5M,,,50.32M,0.53,102.43M,70.31,1.13,,-21.76M,-96.34M,Value,44718,Communication Services,30,"Hall of Fame Resort & Entertainment Company, a resort and entertainment company, doing business as the Pro Football Hall of Fame. It owns the premier sports, entertainment, and media enterprise surrounding the Pro Football Hall of Fame in Canton, Ohio. The company was founded in 2015 and is headquartered in Canton, Ohio.",Canton,330 458 9176,OH,1609372800,United States,http://www.hofreco.com,86400,2626 Fulton Drive NW,Entertainment
