Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,inventory,accountsPayable,deferredLongTermAssetCharges,longTermDebt,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jun 14, 2021) 4","Short Ratio (Jun 14, 2021) 4","Short % of Float (Jun 14, 2021) 4","Short % of Shares Outstanding (Jun 14, 2021) 4","Shares Short (prior month May 13, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,industry,address2
t0,EH,275256000.0,55429000,50945000,,-50492000,1382000,-49186000,32461000,32450000,-49206000,-49206000,-1750000,-692000,,,,351000,54595000,103801000,22145000,-1286000,,-50843000,-49186000,1062000.0,1081299000.0,206849000.0,276318000.0,13738000.0,484549000.0,72000.0,26393000.0,-807003000.0,48802000.0,1950000.0,35238000.0,137840000.0,158047000.0,30000000.0,1950000.0,20869000.0,424461000.0,2919000.0,49271000.0,163863000.0,47094000.0,60406000.0,,,33596000.0,1266000.0,26123000.0,-2000000.0,-4110000.0,-17778000.0,-17631000.0,-3710000.0,-35934000.0,1452000.0,54000.0,9596000.0,-23565000.0,-2110000.0,42115000.0,-7414000.0,,266414000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,1618576200,1629721800,1630067400,0.59,26.393055,0.28614426,0.01084165,33.903767,-7.2245674,-0.2130904,1478801280,45.218983,15,America/New_York,EDT,-14400000,2,-1.9147115,26.46 - 27.45,27.2,26.59,26.79,11,8,finmb_642423877,REGULAR,EHang Holdings Limited,us_market,0,NGM,False,False,26.6792,1630508114,-0.52080154,27.0,27.45,26.46,329061,NasdaqGM,EHang Holdings Limited,CNY,1909268,1039950,18.8592,2.4116623,7.82 - 129.8,-103.120804,-0.79445916,7.82,129.8,,,,129.8,7.82,26.39,33.9,1.91M,1.04M,55.43M,,24.58M,1.05%,15.39%,6.27M,1.64,,11.31%,4.74M,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-48.65%,-50.69%,-12.22%,-31.04%,180.09M,3.29,-0.20%,106.18M,-85.1M,-87.62M,,,187.11M,3.38,45M,16.20,2.69,,-151.7M,-122.27M,Value,510700,Industrials,227,"EHang Holdings Limited operates as an autonomous aerial vehicle (AAV) technology platform company in the People's Republic of China, North America, East Asia, Europe, West Asia, and internationally. It designs, develops, manufactures, sells, and operates AAVs, as well as their supporting systems and infrastructure for a range of industries and applications, including passenger transportation, logistics, smart city management, and aerial media solutions. The company was incorporated in 2014 and is headquartered in Guangzhou, the People's Republic of China.",Guangzhou,86 20 2902 8899,China,http://www.ehang.com,86400,Building C,Aerospace & Defense,Yixiang Technology Park No. 72 Nanxiang Second Road Huangpu District
t-1,EH,291412000.0,55429000,19777000,,-1064000,43039000,-266000,24388000,42022000,-1810000,-1810000,-333000,-669000,,,,0,70980000,72790000,28958000,746000,,-1064000,-266000,1108000.0,1042728000.0,161355000.0,292520000.0,7369000.0,496914000.0,72000.0,22450000.0,-757817000.0,8983000.0,7537000.0,15206000.0,157804000.0,152372000.0,,7537000.0,12266000.0,465415000.0,2919000.0,84696000.0,143775000.0,56690000.0,52487000.0,184000.0,,-55365000.0,15970000.0,-25535000.0,5000000.0,2393000.0,4970000.0,-70385000.0,-5285000.0,-41958000.0,1550000.0,54000.0,-8844000.0,-65317000.0,-2607000.0,9979000.0,-170000.0,,313043000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,1618576200,1629721800,1630067400,0.59,26.393055,0.28614426,0.01084165,33.903767,-7.2245674,-0.2130904,1478801280,45.218983,15,America/New_York,EDT,-14400000,2,-1.9147115,26.46 - 27.45,27.2,26.59,26.79,11,8,finmb_642423877,REGULAR,EHang Holdings Limited,us_market,0,NGM,False,False,26.6792,1630508114,-0.52080154,27.0,27.45,26.46,329061,NasdaqGM,EHang Holdings Limited,CNY,1909268,1039950,18.8592,2.4116623,7.82 - 129.8,-103.120804,-0.79445916,7.82,129.8,,,,129.8,7.82,26.39,33.9,1.91M,1.04M,55.43M,,24.58M,1.05%,15.39%,6.27M,1.64,,11.31%,4.74M,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-48.65%,-50.69%,-12.22%,-31.04%,180.09M,3.29,-0.20%,106.18M,-85.1M,-87.62M,,,187.11M,3.38,45M,16.20,2.69,,-151.7M,-122.27M,Value,510700,Industrials,227,"EHang Holdings Limited operates as an autonomous aerial vehicle (AAV) technology platform company in the People's Republic of China, North America, East Asia, Europe, West Asia, and internationally. It designs, develops, manufactures, sells, and operates AAVs, as well as their supporting systems and infrastructure for a range of industries and applications, including passenger transportation, logistics, smart city management, and aerial media solutions. The company was incorporated in 2014 and is headquartered in Guangzhou, the People's Republic of China.",Guangzhou,86 20 2902 8899,China,http://www.ehang.com,86400,Building C,Aerospace & Defense,Yixiang Technology Park No. 72 Nanxiang Second Road Huangpu District
t-2,EH,290864000.0,55429000,17870000,,-19873000,43837000,-18617000,25566000,20553000,-19159000,-19159000,-3724000,-488000,,,,-145000,35700000,54859000,15147000,-714000,,-19728000,-18617000,1295000.0,1036390000.0,135622000.0,292159000.0,6485000.0,471618000.0,72000.0,20175000.0,-757551000.0,5706000.0,13248000.0,45009000.0,228189000.0,98838000.0,,13248000.0,13534000.0,408849000.0,2931000.0,29542000.0,83097000.0,47846000.0,40678000.0,184000.0,31078000.0,-17399000.0,11256000.0,-18342000.0,5000000.0,46719000.0,22000.0,-16826000.0,-454000.0,-44749000.0,1620000.0,54000.0,-18868000.0,-30900000.0,41719000.0,10889000.0,-866000.0,,310011000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,1618576200,1629721800,1630067400,0.59,26.393055,0.28614426,0.01084165,33.903767,-7.2245674,-0.2130904,1478801280,45.218983,15,America/New_York,EDT,-14400000,2,-1.9147115,26.46 - 27.45,27.2,26.59,26.79,11,8,finmb_642423877,REGULAR,EHang Holdings Limited,us_market,0,NGM,False,False,26.6792,1630508114,-0.52080154,27.0,27.45,26.46,329061,NasdaqGM,EHang Holdings Limited,CNY,1909268,1039950,18.8592,2.4116623,7.82 - 129.8,-103.120804,-0.79445916,7.82,129.8,,,,129.8,7.82,26.39,33.9,1.91M,1.04M,55.43M,,24.58M,1.05%,15.39%,6.27M,1.64,,11.31%,4.74M,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-48.65%,-50.69%,-12.22%,-31.04%,180.09M,3.29,-0.20%,106.18M,-85.1M,-87.62M,,,187.11M,3.38,45M,16.20,2.69,,-151.7M,-122.27M,Value,510700,Industrials,227,"EHang Holdings Limited operates as an autonomous aerial vehicle (AAV) technology platform company in the People's Republic of China, North America, East Asia, Europe, West Asia, and internationally. It designs, develops, manufactures, sells, and operates AAVs, as well as their supporting systems and infrastructure for a range of industries and applications, including passenger transportation, logistics, smart city management, and aerial media solutions. The company was incorporated in 2014 and is headquartered in Guangzhou, the People's Republic of China.",Guangzhou,86 20 2902 8899,China,http://www.ehang.com,86400,Building C,Aerospace & Defense,Yixiang Technology Park No. 72 Nanxiang Second Road Huangpu District
t-3,EH,301883000.0,55429000,16660000,,-20406000,2925000,-19550000,16384000,11154000,-21121000,-21121000,-769000,-488000,,,,0,18818000,39939000,7664000,715000,,-20406000,-19550000,1129000.0,1028378000.0,121208000.0,303012000.0,6655000.0,427145000.0,72000.0,21877000.0,-738934000.0,5877000.0,13496000.0,44679000.0,245015000.0,84608000.0,,13496000.0,14583000.0,363790000.0,2964000.0,11994000.0,55926000.0,28978000.0,29232000.0,184000.0,30723000.0,-4200000.0,-667000.0,-48455000.0,5000000.0,-2322000.0,-3342000.0,-76647000.0,3185000.0,-29055000.0,1570000.0,54000.0,-11153000.0,2880000.0,-9119000.0,1241000.0,-292000.0,6797000.0,279182000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,1618576200,1629721800,1630067400,0.59,26.393055,0.28614426,0.01084165,33.903767,-7.2245674,-0.2130904,1478801280,45.218983,15,America/New_York,EDT,-14400000,2,-1.9147115,26.46 - 27.45,27.2,26.59,26.79,11,8,finmb_642423877,REGULAR,EHang Holdings Limited,us_market,0,NGM,False,False,26.6792,1630508114,-0.52080154,27.0,27.45,26.46,329061,NasdaqGM,EHang Holdings Limited,CNY,1909268,1039950,18.8592,2.4116623,7.82 - 129.8,-103.120804,-0.79445916,7.82,129.8,,,,129.8,7.82,26.39,33.9,1.91M,1.04M,55.43M,,24.58M,1.05%,15.39%,6.27M,1.64,,11.31%,4.74M,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",-48.65%,-50.69%,-12.22%,-31.04%,180.09M,3.29,-0.20%,106.18M,-85.1M,-87.62M,,,187.11M,3.38,45M,16.20,2.69,,-151.7M,-122.27M,Value,510700,Industrials,227,"EHang Holdings Limited operates as an autonomous aerial vehicle (AAV) technology platform company in the People's Republic of China, North America, East Asia, Europe, West Asia, and internationally. It designs, develops, manufactures, sells, and operates AAVs, as well as their supporting systems and infrastructure for a range of industries and applications, including passenger transportation, logistics, smart city management, and aerial media solutions. The company was incorporated in 2014 and is headquartered in Guangzhou, the People's Republic of China.",Guangzhou,86 20 2902 8899,China,http://www.ehang.com,86400,Building C,Aerospace & Defense,Yixiang Technology Park No. 72 Nanxiang Second Road Huangpu District
