Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,inventory,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToNetincome,totalCashflowsFromInvestingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,marketState,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DTII,-5093713.0,48396000,,,-1053527,-188869,-1046496,175485,0,-178400,-178400,,-198171,,,,0,0,178400,0,-875127,,-1053527,-1046496,7571467.0,5434084.0,-5093713.0,2345888.0,151858.0,4838.0,-12670018.0,-1.0,8351.0,5434085.0,23232.0,128626.0,100275.0,454023.0,127380.0,-57500.0,42500.0,78696.0,-72167.0,-114667.0,2915.0,-65648.0,664195.0,,,-5305459.0,en-US,US,EQUITY,False,Delayed Quote,0.0105,1630503191,-9.999983e-05,0.0105,0.0105,0.0105,116031,-0.0065579703,-0.384452,508158,-0.1,15,America/New_York,EDT,-14400000,False,False,USD,4,DEFENSE TECHNOLOGIES INTL CORP,PNK,-0.105,0.014055556,-0.0035555558,-0.25296444,0.01705797,0,finmb_261660394,Other OTC,Defense Technologies International Corp.,USD,2359615,3986100,0.0015000002,0.1666667,0.009 - 0.078,-0.0675,-0.86538464,0.009,0.078,1523232000,-0.119,REGULAR,-0.94339466,0.0105 - 0.0105,0.0106,0.0,0.0,0,0,us_market,-1.85,,,0.078,0.009,0.0141,0.0171,2.36M,3.99M,48.4M,,47.28M,9.17%,0.00%,,,,,,,,,,,0.00%,"Apr 08, 2018",,1:1500,"Apr 08, 2018","Apr 29, 2020","Jan 30, 2021",0.00%,"-4,278.51%",-229.22%,,15.32k,0.00,,,,-3.1M,-0.1190,,8.35k,0,1.28M,,0.02,-0.10,-418.87k,1.21M,Value,92014,Industrials,4,"Defense Technologies International Corp., through its subsidiary, Passive Security Systems, Inc., develops and sells passive scanning technology for detection and identifying concealed threats to be used for the security of schools and other public venues. It offers passive security scanning units for either walk-through or hand-held use to improve security for schools and other public facilities. The company was formerly known as Canyon Gold Corp. and changed its name to Defense Technologies International Corp. in June 2016. The company was incorporated in 1998 and is based in Del Mar, California. Defense Technologies International Corp. is a subsidiary of Emac Handels AG.",Del Mar,800 520 9485,CA,1609372800,United States,http://www.defensetechnologiesintl.com,86400,2683 Via De La Valle,Security & Protection Services,Suite G418
t-1,DTII,-4150705.0,48396000,,,-1157473,-181838,-1147718,168257,2235,-171852,-171852,,-176821,,,,0,15320,187172,13085,-985621,,-1157473,-1147718,7467979.0,4493510.0,-4150705.0,1657181.0,161311.0,4838.0,-11623522.0,,80518.0,4493510.0,26166.0,135145.0,34627.0,421521.0,122476.0,236715.0,236715.0,40430.0,80401.0,-156314.0,2914.0,-11392.0,703635.0,,,-4358365.0,en-US,US,EQUITY,False,Delayed Quote,0.0105,1630503191,-9.999983e-05,0.0105,0.0105,0.0105,116031,-0.0065579703,-0.384452,508158,-0.1,15,America/New_York,EDT,-14400000,False,False,USD,4,DEFENSE TECHNOLOGIES INTL CORP,PNK,-0.105,0.014055556,-0.0035555558,-0.25296444,0.01705797,0,finmb_261660394,Other OTC,Defense Technologies International Corp.,USD,2359615,3986100,0.0015000002,0.1666667,0.009 - 0.078,-0.0675,-0.86538464,0.009,0.078,1523232000,-0.119,REGULAR,-0.94339466,0.0105 - 0.0105,0.0106,0.0,0.0,0,0,us_market,-1.85,,,0.078,0.009,0.0141,0.0171,2.36M,3.99M,48.4M,,47.28M,9.17%,0.00%,,,,,,,,,,,0.00%,"Apr 08, 2018",,1:1500,"Apr 08, 2018","Apr 29, 2020","Jan 30, 2021",0.00%,"-4,278.51%",-229.22%,,15.32k,0.00,,,,-3.1M,-0.1190,,8.35k,0,1.28M,,0.02,-0.10,-418.87k,1.21M,Value,92014,Industrials,4,"Defense Technologies International Corp., through its subsidiary, Passive Security Systems, Inc., develops and sells passive scanning technology for detection and identifying concealed threats to be used for the security of schools and other public venues. It offers passive security scanning units for either walk-through or hand-held use to improve security for schools and other public facilities. The company was formerly known as Canyon Gold Corp. and changed its name to Defense Technologies International Corp. in June 2016. The company was incorporated in 1998 and is based in Del Mar, California. Defense Technologies International Corp. is a subsidiary of Emac Handels AG.",Del Mar,800 520 9485,CA,1609372800,United States,http://www.defensetechnologiesintl.com,86400,2683 Via De La Valle,Security & Protection Services,Suite G418
t-2,DTII,-3817632.0,48396000,,,-281996,-172083,-292823,178882,0,-178882,-178882,,-163790,,,,0,0,178882,0,-103114,,-281996,-292823,6656204.0,4061803.0,-3817632.0,1159294.0,72432.0,1968.0,-10475804.0,,117.0,4061803.0,29080.0,43352.0,23235.0,412486.0,94616.0,236715.0,236715.0,57575.0,-70299.0,-70299.0,2916.0,-1867.0,-66056.0,,,-4018451.0,en-US,US,EQUITY,False,Delayed Quote,0.0105,1630503191,-9.999983e-05,0.0105,0.0105,0.0105,116031,-0.0065579703,-0.384452,508158,-0.1,15,America/New_York,EDT,-14400000,False,False,USD,4,DEFENSE TECHNOLOGIES INTL CORP,PNK,-0.105,0.014055556,-0.0035555558,-0.25296444,0.01705797,0,finmb_261660394,Other OTC,Defense Technologies International Corp.,USD,2359615,3986100,0.0015000002,0.1666667,0.009 - 0.078,-0.0675,-0.86538464,0.009,0.078,1523232000,-0.119,REGULAR,-0.94339466,0.0105 - 0.0105,0.0106,0.0,0.0,0,0,us_market,-1.85,,,0.078,0.009,0.0141,0.0171,2.36M,3.99M,48.4M,,47.28M,9.17%,0.00%,,,,,,,,,,,0.00%,"Apr 08, 2018",,1:1500,"Apr 08, 2018","Apr 29, 2020","Jan 30, 2021",0.00%,"-4,278.51%",-229.22%,,15.32k,0.00,,,,-3.1M,-0.1190,,8.35k,0,1.28M,,0.02,-0.10,-418.87k,1.21M,Value,92014,Industrials,4,"Defense Technologies International Corp., through its subsidiary, Passive Security Systems, Inc., develops and sells passive scanning technology for detection and identifying concealed threats to be used for the security of schools and other public venues. It offers passive security scanning units for either walk-through or hand-held use to improve security for schools and other public facilities. The company was formerly known as Canyon Gold Corp. and changed its name to Defense Technologies International Corp. in June 2016. The company was incorporated in 1998 and is based in Del Mar, California. Defense Technologies International Corp. is a subsidiary of Emac Handels AG.",Del Mar,800 520 9485,CA,1609372800,United States,http://www.defensetechnologiesintl.com,86400,2683 Via De La Valle,Security & Protection Services,Suite G418
t-3,DTII,-3904578.0,48396000,,,-635450,-161256,-623859,115527,0,-115527,-115527,,-224386,,,,0,0,115527,0,-519923,,-635450,-623859,6288325.0,4209270.0,-3904578.0,1450283.0,143780.0,905.0,-10193808.0,,70416.0,4209270.0,31996.0,111784.0,21368.0,364199.0,164302.0,70000.0,70000.0,78344.0,-10769.0,-77694.0,2915.0,5369.0,114926.0,-3075.0,-3075.0,-4097486.0,en-US,US,EQUITY,False,Delayed Quote,0.0105,1630503191,-9.999983e-05,0.0105,0.0105,0.0105,116031,-0.0065579703,-0.384452,508158,-0.1,15,America/New_York,EDT,-14400000,False,False,USD,4,DEFENSE TECHNOLOGIES INTL CORP,PNK,-0.105,0.014055556,-0.0035555558,-0.25296444,0.01705797,0,finmb_261660394,Other OTC,Defense Technologies International Corp.,USD,2359615,3986100,0.0015000002,0.1666667,0.009 - 0.078,-0.0675,-0.86538464,0.009,0.078,1523232000,-0.119,REGULAR,-0.94339466,0.0105 - 0.0105,0.0106,0.0,0.0,0,0,us_market,-1.85,,,0.078,0.009,0.0141,0.0171,2.36M,3.99M,48.4M,,47.28M,9.17%,0.00%,,,,,,,,,,,0.00%,"Apr 08, 2018",,1:1500,"Apr 08, 2018","Apr 29, 2020","Jan 30, 2021",0.00%,"-4,278.51%",-229.22%,,15.32k,0.00,,,,-3.1M,-0.1190,,8.35k,0,1.28M,,0.02,-0.10,-418.87k,1.21M,Value,92014,Industrials,4,"Defense Technologies International Corp., through its subsidiary, Passive Security Systems, Inc., develops and sells passive scanning technology for detection and identifying concealed threats to be used for the security of schools and other public venues. It offers passive security scanning units for either walk-through or hand-held use to improve security for schools and other public facilities. The company was formerly known as Canyon Gold Corp. and changed its name to Defense Technologies International Corp. in June 2016. The company was incorporated in 1998 and is based in Del Mar, California. Defense Technologies International Corp. is a subsidiary of Emac Handels AG.",Del Mar,800 520 9485,CA,1609372800,United States,http://www.defensetechnologiesintl.com,86400,2683 Via De La Valle,Security & Protection Services,Suite G418
