Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,otherAssets,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,deferredLongTermAssetCharges,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,currency,exchange,marketCap,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,market,exchangeDataDelayedBy,shortName,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,DNGDF,64376659.0,38864300,,,3927817,,2106421,1207404,5303051,4061317,4061317,34330,-41628,,,,1821396,40909064,36847747,35606013,-133500,,2106421,2106421,3550218.0,14070060.0,64376659.0,1691442.0,78446719.0,20983459.0,522883.0,39842982.0,4870411.0,3443120.0,17239000.0,8773304.0,38868924.0,36134675.0,6653627.0,11433479.0,5707886.0,,328211.0,-481243.0,-75634.0,-974661.0,-156314.0,5371237.0,-77413.0,4.0,6827137.0,661413.0,-766669.0,1967543.0,1154640.0,-54945.0,308748.0,-494355.0,,27361371.0,en-US,US,EQUITY,False,Delayed Quote,2.3,1630503027,0.010900021,2.3,2.3,2.3,2001,USD,PNK,93032008,-14400000,False,False,REGULAR,4,0.4761706,2.3 - 2.3,us_market,0,DYNACOR GOLD MINES INC,2.2891,0.0,0.0,0,0,finmb_36214873,Other OTC,Dynacor Gold Mines Inc.,USD,2678,4516,1.04,0.8253968,1.26 - 2.49,-0.19000006,-0.07630524,1.26,2.49,1631836800,1617193800,1617193800,1617193800,0.044,23.0,0.01922153,0.1,1.659,2.0941668,0.2058332,0.09828883,1.9315943,0.3684057,0.19072624,1.3863772,15,America/New_York,EDT,0.93,,,2.49,1.26,2.0942,1.9316,2.68k,4.52k,38.86M,,31.06M,5.79%,13.96%,,,,,,0.07,3.37%,0.04,1.92%,,45.75%,"Sep 16, 2021","Jun 06, 2021",,,"Dec 30, 2020","Mar 30, 2021",3.64%,8.53%,7.93%,6.42%,111.57M,2.87,32.50%,13.61M,12.08M,4.06M,0.1000,-11.70%,17.24M,0.44,631.11k,0.98,4.12,1.66,4.98M,3.9M,Value,H3B 1R2,Basic Materials,390,"Dynacor Gold Mines Inc. operates as an industrial gold ore processor in Peru. The company engages in the gold production through the processing of ore purchased from the ASM (artisanal and small-scale mining) industry. It also owns a gold exploration property (Tumipampa) in the Apurimac department. It produces gold through its PX IMPACT gold program. In addition, the company owns a copper/silver exploration prospect located in the province of Lucanas, Department of Ayacucho. The company was formerly known as Dynacor Mines Inc. and changed its name to Dynacor Gold Mines Inc. in April 2007. Dynacor Gold Mines Inc. was incorporated in 2006 and is headquartered in Montreal, Canada.",Montreal,514 393 9000,QC,1609372800,Canada,http://www.dynacor.com,86400,625 RenE LEvesque Ouest,514 393 9002,Gold,Suite 1200
t-1,DNGDF,62744180.0,38864300,,,4042690,,1385035,1192248,5369704,4113038,4113038,64418,-43167,,,,2657655,38567504,34454466,33197800,-70348,,1385035,1385035,3483715.0,13551977.0,62744180.0,1581445.0,76296157.0,21011151.0,269188.0,38249314.0,4639780.0,3443120.0,11867763.0,8429348.0,39020875.0,33832162.0,8164817.0,13401022.0,5224433.0,,252818.0,-486894.0,-103312.0,-749523.0,187092.0,-4705495.0,-207474.0,43091.0,-3512169.0,705519.0,-438737.0,-6136563.0,-1470532.0,-54945.0,1005015.0,-468080.0,,25402814.0,en-US,US,EQUITY,False,Delayed Quote,2.3,1630503027,0.010900021,2.3,2.3,2.3,2001,USD,PNK,93032008,-14400000,False,False,REGULAR,4,0.4761706,2.3 - 2.3,us_market,0,DYNACOR GOLD MINES INC,2.2891,0.0,0.0,0,0,finmb_36214873,Other OTC,Dynacor Gold Mines Inc.,USD,2678,4516,1.04,0.8253968,1.26 - 2.49,-0.19000006,-0.07630524,1.26,2.49,1631836800,1617193800,1617193800,1617193800,0.044,23.0,0.01922153,0.1,1.659,2.0941668,0.2058332,0.09828883,1.9315943,0.3684057,0.19072624,1.3863772,15,America/New_York,EDT,0.93,,,2.49,1.26,2.0942,1.9316,2.68k,4.52k,38.86M,,31.06M,5.79%,13.96%,,,,,,0.07,3.37%,0.04,1.92%,,45.75%,"Sep 16, 2021","Jun 06, 2021",,,"Dec 30, 2020","Mar 30, 2021",3.64%,8.53%,7.93%,6.42%,111.57M,2.87,32.50%,13.61M,12.08M,4.06M,0.1000,-11.70%,17.24M,0.44,631.11k,0.98,4.12,1.66,4.98M,3.9M,Value,H3B 1R2,Basic Materials,390,"Dynacor Gold Mines Inc. operates as an industrial gold ore processor in Peru. The company engages in the gold production through the processing of ore purchased from the ASM (artisanal and small-scale mining) industry. It also owns a gold exploration property (Tumipampa) in the Apurimac department. It produces gold through its PX IMPACT gold program. In addition, the company owns a copper/silver exploration prospect located in the province of Lucanas, Department of Ayacucho. The company was formerly known as Dynacor Mines Inc. and changed its name to Dynacor Gold Mines Inc. in April 2007. Dynacor Gold Mines Inc. was incorporated in 2006 and is headquartered in Montreal, Canada.",Montreal,514 393 9000,QC,1609372800,Canada,http://www.dynacor.com,86400,625 RenE LEvesque Ouest,514 393 9002,Gold,Suite 1200
t-2,DNGDF,61949676.0,38864300,,,2023308,,1249203,914723,3254762,2069290,2069290,5544,-38239,,,,774105,24089094,22019804,20834332,-45982,,1249203,1249203,3408876.0,11824368.0,61949676.0,1043245.0,73774044.0,21091801.0,433170.0,37448999.0,3776873.0,3545606.0,16573258.0,7617507.0,39405500.0,30822938.0,6235587.0,7264459.0,5104328.0,102486.0,2311191.0,-300625.0,-149018.0,-369403.0,-27080.0,-4022116.0,-207474.0,-4023.0,-3348065.0,900388.0,-426922.0,-2623699.0,-5652578.0,-54945.0,118853.0,-324025.0,206537.0,23205431.0,en-US,US,EQUITY,False,Delayed Quote,2.3,1630503027,0.010900021,2.3,2.3,2.3,2001,USD,PNK,93032008,-14400000,False,False,REGULAR,4,0.4761706,2.3 - 2.3,us_market,0,DYNACOR GOLD MINES INC,2.2891,0.0,0.0,0,0,finmb_36214873,Other OTC,Dynacor Gold Mines Inc.,USD,2678,4516,1.04,0.8253968,1.26 - 2.49,-0.19000006,-0.07630524,1.26,2.49,1631836800,1617193800,1617193800,1617193800,0.044,23.0,0.01922153,0.1,1.659,2.0941668,0.2058332,0.09828883,1.9315943,0.3684057,0.19072624,1.3863772,15,America/New_York,EDT,0.93,,,2.49,1.26,2.0942,1.9316,2.68k,4.52k,38.86M,,31.06M,5.79%,13.96%,,,,,,0.07,3.37%,0.04,1.92%,,45.75%,"Sep 16, 2021","Jun 06, 2021",,,"Dec 30, 2020","Mar 30, 2021",3.64%,8.53%,7.93%,6.42%,111.57M,2.87,32.50%,13.61M,12.08M,4.06M,0.1000,-11.70%,17.24M,0.44,631.11k,0.98,4.12,1.66,4.98M,3.9M,Value,H3B 1R2,Basic Materials,390,"Dynacor Gold Mines Inc. operates as an industrial gold ore processor in Peru. The company engages in the gold production through the processing of ore purchased from the ASM (artisanal and small-scale mining) industry. It also owns a gold exploration property (Tumipampa) in the Apurimac department. It produces gold through its PX IMPACT gold program. In addition, the company owns a copper/silver exploration prospect located in the province of Lucanas, Department of Ayacucho. The company was formerly known as Dynacor Mines Inc. and changed its name to Dynacor Gold Mines Inc. in April 2007. Dynacor Gold Mines Inc. was incorporated in 2006 and is headquartered in Montreal, Canada.",Montreal,514 393 9000,QC,1609372800,Canada,http://www.dynacor.com,86400,625 RenE LEvesque Ouest,514 393 9002,Gold,Suite 1200
t-3,DNGDF,60907641.0,38864300,,,-754698,,-684918,746539,32347,-729620,-729620,15428,-34359,,,,-69780,8007174,8736794,7974827,-25078,,-684918,-684918,3637744.0,9336964.0,60907641.0,655773.0,70244605.0,20631364.0,410170.0,36638533.0,3774373.0,3548204.0,20595374.0,4980327.0,39987802.0,26708599.0,772911.0,4640760.0,3054288.0,105084.0,626358.0,-12251.0,-153050.0,-563149.0,-6625.0,4488476.0,-207474.0,51877.0,5011999.0,601788.0,-410099.0,3804854.0,1350410.0,-54945.0,56325.0,-12251.0,206537.0,21728272.0,en-US,US,EQUITY,False,Delayed Quote,2.3,1630503027,0.010900021,2.3,2.3,2.3,2001,USD,PNK,93032008,-14400000,False,False,REGULAR,4,0.4761706,2.3 - 2.3,us_market,0,DYNACOR GOLD MINES INC,2.2891,0.0,0.0,0,0,finmb_36214873,Other OTC,Dynacor Gold Mines Inc.,USD,2678,4516,1.04,0.8253968,1.26 - 2.49,-0.19000006,-0.07630524,1.26,2.49,1631836800,1617193800,1617193800,1617193800,0.044,23.0,0.01922153,0.1,1.659,2.0941668,0.2058332,0.09828883,1.9315943,0.3684057,0.19072624,1.3863772,15,America/New_York,EDT,0.93,,,2.49,1.26,2.0942,1.9316,2.68k,4.52k,38.86M,,31.06M,5.79%,13.96%,,,,,,0.07,3.37%,0.04,1.92%,,45.75%,"Sep 16, 2021","Jun 06, 2021",,,"Dec 30, 2020","Mar 30, 2021",3.64%,8.53%,7.93%,6.42%,111.57M,2.87,32.50%,13.61M,12.08M,4.06M,0.1000,-11.70%,17.24M,0.44,631.11k,0.98,4.12,1.66,4.98M,3.9M,Value,H3B 1R2,Basic Materials,390,"Dynacor Gold Mines Inc. operates as an industrial gold ore processor in Peru. The company engages in the gold production through the processing of ore purchased from the ASM (artisanal and small-scale mining) industry. It also owns a gold exploration property (Tumipampa) in the Apurimac department. It produces gold through its PX IMPACT gold program. In addition, the company owns a copper/silver exploration prospect located in the province of Lucanas, Department of Ayacucho. The company was formerly known as Dynacor Mines Inc. and changed its name to Dynacor Gold Mines Inc. in April 2007. Dynacor Gold Mines Inc. was incorporated in 2006 and is headquartered in Montreal, Canada.",Montreal,514 393 9000,QC,1609372800,Canada,http://www.dynacor.com,86400,625 RenE LEvesque Ouest,514 393 9002,Gold,Suite 1200
