Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,changeToAccountReceivables,changeToLiabilities,changeToOperatingActivities,totalCashFromOperatingActivities,changeInCash,totalCashFromFinancingActivities,issuanceOfStock,changeToNetincome,netBorrowings,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,exchangeDataDelayedBy,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GRXXF,4663083.0,30663100,,,-181491,,-181491,159275,-11893,-171168,-171168,,,,,,0,0,171168,11893,-10323,,-181491,-181491,182496.0,4663083.0,4845579.0,7207956.0,-4234920.0,1690047.0,2081535.0,182496.0,1690047.0,2722500.0,2123079.0,34256.0,172023.0,-6363.0,24231.0,3212.0,-160411.0,-160411.0,,,,,1940583.0,en-US,US,EQUITY,False,Delayed Quote,0.1164,1630525068,-0.013400003,0.1164,0.1164,0.1164,1040,0.152,0.13269195,-0.016291946,-0.12278022,0.16168965,-0.04528965,-0.28010234,3872174,0.7657895,15,America/New_York,EDT,False,False,USD,us_market,AUSTRALIAN GOLDFIELDS LTD,PNK,PREPRE,4,-10.323577,0.1164 - 0.1164,0.1298,0.0,0.0,0,0,finmb_430158906,Other OTC,Australian Goldfields Limited,CAD,2553,1128,0.1105,18.728813,0.0059 - 0.8003,-0.6839,-0.85455453,0.0059,0.8003,1556582400,0,-0.104,-14400000,2.0,,,0.8003,0.0059,0.1327,0.1617,2.55k,1.13k,30.66M,,28.78M,64.03%,0.00%,,,,,,,,,,,0.00%,"Apr 29, 2019",,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-53.31%,-101.34%,,,,,,-2.1M,-0.1040,,2.08M,0.07,,,11.63,0.15,-1.12M,-486.31k,Value,V6C 2T7,Basic Materials,"Australian Goldfields Limited engages in the acquisition and exploration of mineral properties in Canada. The company was formerly known as Graphite Energy Corp. and changed its name to Australian Goldfields Limited in March 2021. Australian Goldfields Limited was incorporated in 2016 and is headquartered in Vancouver, Canada.",Vancouver,604 834 2968,BC,1609372800,Canada,http://www.australiangoldfields.com,86400,750 West Pender Street,Gold,Suite 804
t-1,GRXXF,2122074.0,30663100,,,-352375,,-352375,269068,-62782,-331850,-331850,,,,,,0,0,331850,62782,-20525,,-352375,-352375,158266.0,2122074.0,2280340.0,4485456.0,-4053429.0,1690047.0,2241946.0,158266.0,1690047.0,,2280340.0,27894.0,150476.0,-7006.0,-19625.0,21310.0,-357696.0,48304.0,406000.0,406000.0,,,2122074.0,en-US,US,EQUITY,False,Delayed Quote,0.1164,1630525068,-0.013400003,0.1164,0.1164,0.1164,1040,0.152,0.13269195,-0.016291946,-0.12278022,0.16168965,-0.04528965,-0.28010234,3872174,0.7657895,15,America/New_York,EDT,False,False,USD,us_market,AUSTRALIAN GOLDFIELDS LTD,PNK,PREPRE,4,-10.323577,0.1164 - 0.1164,0.1298,0.0,0.0,0,0,finmb_430158906,Other OTC,Australian Goldfields Limited,CAD,2553,1128,0.1105,18.728813,0.0059 - 0.8003,-0.6839,-0.85455453,0.0059,0.8003,1556582400,0,-0.104,-14400000,2.0,,,0.8003,0.0059,0.1327,0.1617,2.55k,1.13k,30.66M,,28.78M,64.03%,0.00%,,,,,,,,,,,0.00%,"Apr 29, 2019",,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-53.31%,-101.34%,,,,,,-2.1M,-0.1040,,2.08M,0.07,,,11.63,0.15,-1.12M,-486.31k,Value,V6C 2T7,Basic Materials,"Australian Goldfields Limited engages in the acquisition and exploration of mineral properties in Canada. The company was formerly known as Graphite Energy Corp. and changed its name to Australian Goldfields Limited in March 2021. Australian Goldfields Limited was incorporated in 2016 and is headquartered in Vancouver, Canada.",Vancouver,604 834 2968,BC,1609372800,Canada,http://www.australiangoldfields.com,86400,750 West Pender Street,Gold,Suite 804
t-2,GRXXF,2174449.0,30663100,,,-1519197,,-1519197,191265,-158850,-1513252,-1513252,,,,,,0,0,1513252,158850,-5945,,-1519197,-1519197,177891.0,2174449.0,2352340.0,4185456.0,-3701054.0,1690047.0,2193642.0,177891.0,1690047.0,,2352340.0,126888.0,159318.0,-9721.0,45327.0,-21691.0,-342145.0,2051806.0,2393951.0,2393951.0,1163137.0,,2174449.0,en-US,US,EQUITY,False,Delayed Quote,0.1164,1630525068,-0.013400003,0.1164,0.1164,0.1164,1040,0.152,0.13269195,-0.016291946,-0.12278022,0.16168965,-0.04528965,-0.28010234,3872174,0.7657895,15,America/New_York,EDT,False,False,USD,us_market,AUSTRALIAN GOLDFIELDS LTD,PNK,PREPRE,4,-10.323577,0.1164 - 0.1164,0.1298,0.0,0.0,0,0,finmb_430158906,Other OTC,Australian Goldfields Limited,CAD,2553,1128,0.1105,18.728813,0.0059 - 0.8003,-0.6839,-0.85455453,0.0059,0.8003,1556582400,0,-0.104,-14400000,2.0,,,0.8003,0.0059,0.1327,0.1617,2.55k,1.13k,30.66M,,28.78M,64.03%,0.00%,,,,,,,,,,,0.00%,"Apr 29, 2019",,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-53.31%,-101.34%,,,,,,-2.1M,-0.1040,,2.08M,0.07,,,11.63,0.15,-1.12M,-486.31k,Value,V6C 2T7,Basic Materials,"Australian Goldfields Limited engages in the acquisition and exploration of mineral properties in Canada. The company was formerly known as Graphite Energy Corp. and changed its name to Australian Goldfields Limited in March 2021. Australian Goldfields Limited was incorporated in 2016 and is headquartered in Vancouver, Canada.",Vancouver,604 834 2968,BC,1609372800,Canada,http://www.australiangoldfields.com,86400,750 West Pender Street,Gold,Suite 804
t-3,GRXXF,30558.0,30663100,,,-48147,,-48147,51154,0,-51154,-51154,,,,,,0,0,51154,0,3007,,-48147,-48147,132564.0,30558.0,163122.0,2212415.0,-2181857.0,,141836.0,132564.0,,,163122.0,11167.0,100429.0,-9721.0,-187855.0,-19232.0,-255234.0,141792.0,397026.0,415026.0,1163137.0,-18000.0,30558.0,en-US,US,EQUITY,False,Delayed Quote,0.1164,1630525068,-0.013400003,0.1164,0.1164,0.1164,1040,0.152,0.13269195,-0.016291946,-0.12278022,0.16168965,-0.04528965,-0.28010234,3872174,0.7657895,15,America/New_York,EDT,False,False,USD,us_market,AUSTRALIAN GOLDFIELDS LTD,PNK,PREPRE,4,-10.323577,0.1164 - 0.1164,0.1298,0.0,0.0,0,0,finmb_430158906,Other OTC,Australian Goldfields Limited,CAD,2553,1128,0.1105,18.728813,0.0059 - 0.8003,-0.6839,-0.85455453,0.0059,0.8003,1556582400,0,-0.104,-14400000,2.0,,,0.8003,0.0059,0.1327,0.1617,2.55k,1.13k,30.66M,,28.78M,64.03%,0.00%,,,,,,,,,,,0.00%,"Apr 29, 2019",,,,"Jun 29, 2020","Mar 30, 2021",0.00%,0.00%,-53.31%,-101.34%,,,,,,-2.1M,-0.1040,,2.08M,0.07,,,11.63,0.15,-1.12M,-486.31k,Value,V6C 2T7,Basic Materials,"Australian Goldfields Limited engages in the acquisition and exploration of mineral properties in Canada. The company was formerly known as Graphite Energy Corp. and changed its name to Australian Goldfields Limited in March 2021. Australian Goldfields Limited was incorporated in 2016 and is headquartered in Vancouver, Canada.",Vancouver,604 834 2968,BC,1609372800,Canada,http://www.australiangoldfields.com,86400,750 West Pender Street,Gold,Suite 804
