Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,dividendsPaid,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry
t0,DIS.DE,82625000.0,9677410,,,-1630000,22940000,-2614500,18609000,27396500,-829500,-829500,7312000,-802000,,,,874500,45085000,45914500,17688500,-800500,,-2504500,-2614500,3735000.0,131195000.0,103611000.0,1845000.0,257746000.0,25000000.0,6733000.0,27927000.0,22933000.0,17251000.0,50684000.0,9168000.0,10816000.0,18118000.0,5436000.0,50684000.0,61720000.0,161330000.0,4542000.0,58080000.0,90144000.0,85701000.0,14603000.0,,-1983000.0,-891500.0,778500.0,-23500.0,-1029000.0,-4930000.0,4500.0,-4019500.0,2305000.0,8000.0,-2670500.0,-802000.0,1972500.0,-764500.0,,143212000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,17.1,16.9,17.3,305,900,finmb_2482210,XETRA,DVS Technology AG,EUR,14,33,2.1000004,0.14000003,15.0 - 17.4,-0.29999924,-0.017241336,15.0,17.4,0.25,30.427048,0.014619883,0.562,11.017,16.76389,0.33611107,0.020049706,16.775352,0.3246479,165483712,1.5521467,15,Europe/Berlin,CEST,7200000,False,False,GER,0,REGULAR,0.019352673,DVS TECHNOLOGY AG INH ON,17.1,1630424159,0.0,17.1,17.1,17.1,200,de_market,2,0.0,17.1 - 17.1,0.41,,,17.4,15.0,16.76,16.78,14,33,9.68M,,,98.10%,0.00%,,,,,,,,0.25,1.46%,,205.39%,,"Aug 06, 2019",,,"Dec 31, 2019","Jun 30, 2020",-0.45%,0.85%,0.46%,-5.82%,227.88M,27.42,-29.30%,146.77M,11.69M,-1.02M,0.56,,10.82M,1.12,90.14M,71.23,8.90,11.02,13.63M,4.9M,Value,63128,Industrials,1358,"DVS Technology AG manufactures and sells machine tools and abrasive agents in Germany. The company was formerly known as Diskus Werke AG and changed its name to DVS Technology AG in August 2019. DVS Technology AG was founded in 1911 and is headquartered in Dietzenbach, Germany.",Dietzenbach,49 6074 30406 0,Germany,http://www.diskus-werke.ag,86400,Johannes-Gutenberg-Strasse 1,49 6074 30406 55,Specialty Industrial Machinery
t-1,DIS.DE,82625000.0,9677410,,,-1630000,22940000,-2614500,18609000,27396500,-829500,-829500,7312000,-802000,,,,874500,45085000,45914500,17688500,-800500,,-2504500,-2614500,3735000.0,131195000.0,103611000.0,1845000.0,257746000.0,25000000.0,6733000.0,27927000.0,22933000.0,17251000.0,50684000.0,9168000.0,10816000.0,18118000.0,5436000.0,50684000.0,61720000.0,161330000.0,4542000.0,58080000.0,90144000.0,85701000.0,14603000.0,,-1983000.0,-891500.0,778500.0,-23500.0,-1029000.0,-4930000.0,4500.0,-4019500.0,2305000.0,8000.0,-2670500.0,-802000.0,1972500.0,-764500.0,,143212000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,17.1,16.9,17.3,305,900,finmb_2482210,XETRA,DVS Technology AG,EUR,14,33,2.1000004,0.14000003,15.0 - 17.4,-0.29999924,-0.017241336,15.0,17.4,0.25,30.427048,0.014619883,0.562,11.017,16.76389,0.33611107,0.020049706,16.775352,0.3246479,165483712,1.5521467,15,Europe/Berlin,CEST,7200000,False,False,GER,0,REGULAR,0.019352673,DVS TECHNOLOGY AG INH ON,17.1,1630424159,0.0,17.1,17.1,17.1,200,de_market,2,0.0,17.1 - 17.1,0.41,,,17.4,15.0,16.76,16.78,14,33,9.68M,,,98.10%,0.00%,,,,,,,,0.25,1.46%,,205.39%,,"Aug 06, 2019",,,"Dec 31, 2019","Jun 30, 2020",-0.45%,0.85%,0.46%,-5.82%,227.88M,27.42,-29.30%,146.77M,11.69M,-1.02M,0.56,,10.82M,1.12,90.14M,71.23,8.90,11.02,13.63M,4.9M,Value,63128,Industrials,1358,"DVS Technology AG manufactures and sells machine tools and abrasive agents in Germany. The company was formerly known as Diskus Werke AG and changed its name to DVS Technology AG in August 2019. DVS Technology AG was founded in 1911 and is headquartered in Dietzenbach, Germany.",Dietzenbach,49 6074 30406 0,Germany,http://www.diskus-werke.ag,86400,Johannes-Gutenberg-Strasse 1,49 6074 30406 55,Specialty Industrial Machinery
t-2,DIS.DE,84209000.0,9677410,,,217000,22720000,2106500,28785000,36305500,1792000,1792000,2836000,-938500,,,,1508000,68852500,67060500,32547000,-1575000,,-1291000,2106500,3810000.0,124010000.0,106620000.0,5026000.0,253350000.0,25000000.0,932000.0,30911000.0,17787000.0,18601000.0,50709000.0,6946000.0,9237000.0,57016000.0,4614000.0,50709000.0,64413000.0,155025000.0,4555000.0,67186000.0,49207000.0,77670000.0,18109000.0,27442000.0,-1679500.0,-3203500.0,-2541000.0,-4594000.0,-956500.0,3040500.0,2000.0,10836000.0,2576500.0,37000.0,9576000.0,-843500.0,-787000.0,-2670500.0,-1209500.0,98009000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,17.1,16.9,17.3,305,900,finmb_2482210,XETRA,DVS Technology AG,EUR,14,33,2.1000004,0.14000003,15.0 - 17.4,-0.29999924,-0.017241336,15.0,17.4,0.25,30.427048,0.014619883,0.562,11.017,16.76389,0.33611107,0.020049706,16.775352,0.3246479,165483712,1.5521467,15,Europe/Berlin,CEST,7200000,False,False,GER,0,REGULAR,0.019352673,DVS TECHNOLOGY AG INH ON,17.1,1630424159,0.0,17.1,17.1,17.1,200,de_market,2,0.0,17.1 - 17.1,0.41,,,17.4,15.0,16.76,16.78,14,33,9.68M,,,98.10%,0.00%,,,,,,,,0.25,1.46%,,205.39%,,"Aug 06, 2019",,,"Dec 31, 2019","Jun 30, 2020",-0.45%,0.85%,0.46%,-5.82%,227.88M,27.42,-29.30%,146.77M,11.69M,-1.02M,0.56,,10.82M,1.12,90.14M,71.23,8.90,11.02,13.63M,4.9M,Value,63128,Industrials,1358,"DVS Technology AG manufactures and sells machine tools and abrasive agents in Germany. The company was formerly known as Diskus Werke AG and changed its name to DVS Technology AG in August 2019. DVS Technology AG was founded in 1911 and is headquartered in Dietzenbach, Germany.",Dietzenbach,49 6074 30406 0,Germany,http://www.diskus-werke.ag,86400,Johannes-Gutenberg-Strasse 1,49 6074 30406 55,Specialty Industrial Machinery
t-3,DIS.DE,84209000.0,9677410,,,217000,22720000,2106500,28785000,36305500,1792000,1792000,2836000,-938500,,,,1508000,68852500,67060500,32547000,-1575000,,-1291000,2106500,3810000.0,124010000.0,106620000.0,5026000.0,253350000.0,25000000.0,932000.0,30911000.0,17787000.0,18601000.0,50709000.0,6946000.0,9237000.0,57016000.0,4614000.0,50709000.0,64413000.0,155025000.0,4555000.0,67186000.0,49207000.0,77670000.0,18109000.0,27442000.0,-1679500.0,-3203500.0,-2541000.0,-4594000.0,-956500.0,3040500.0,2000.0,10836000.0,2576500.0,37000.0,9576000.0,-843500.0,-787000.0,-2670500.0,-1209500.0,98009000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,17.1,16.9,17.3,305,900,finmb_2482210,XETRA,DVS Technology AG,EUR,14,33,2.1000004,0.14000003,15.0 - 17.4,-0.29999924,-0.017241336,15.0,17.4,0.25,30.427048,0.014619883,0.562,11.017,16.76389,0.33611107,0.020049706,16.775352,0.3246479,165483712,1.5521467,15,Europe/Berlin,CEST,7200000,False,False,GER,0,REGULAR,0.019352673,DVS TECHNOLOGY AG INH ON,17.1,1630424159,0.0,17.1,17.1,17.1,200,de_market,2,0.0,17.1 - 17.1,0.41,,,17.4,15.0,16.76,16.78,14,33,9.68M,,,98.10%,0.00%,,,,,,,,0.25,1.46%,,205.39%,,"Aug 06, 2019",,,"Dec 31, 2019","Jun 30, 2020",-0.45%,0.85%,0.46%,-5.82%,227.88M,27.42,-29.30%,146.77M,11.69M,-1.02M,0.56,,10.82M,1.12,90.14M,71.23,8.90,11.02,13.63M,4.9M,Value,63128,Industrials,1358,"DVS Technology AG manufactures and sells machine tools and abrasive agents in Germany. The company was formerly known as Diskus Werke AG and changed its name to DVS Technology AG in August 2019. DVS Technology AG was founded in 1911 and is headquartered in Dietzenbach, Germany.",Dietzenbach,49 6074 30406 0,Germany,http://www.diskus-werke.ag,86400,Johannes-Gutenberg-Strasse 1,49 6074 30406 55,Specialty Industrial Machinery
