Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,changeToNetincome,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,marketState,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,ECDP,-279501.0,0,,,-28750,,-28750,28750,0,-28750,-28750,,,,,,0,0,28750,0,0,,-28750,-28750,103720.0,311976.0,-279501.0,32475.0,89780.0,-473001.0,22500.0,311976.0,32475.0,9975.0,74376.0,-9130.0,48750.0,48750.0,10000.0,-38750.0,9130.0,-10000.0,,-279501.0,en-US,US,EQUITY,False,Delayed Quote,0.92,1630505631,-0.029999971,0.9695,0.9695,0.92,5314,-0.82957965,-0.4741594,22551,-1.6055846,15,America/New_York,EDT,-14400000,False,False,USD,4,ECO DEPOT INC,PNK,-0.573,1.1858889,-0.26588887,-0.2242106,1.7495797,0,finmb_105767088,Other OTC,Eco Depot Inc.,USD,121517,57066,0.907,69.769226,0.013 - 5.58,-4.66,-0.83512545,0.013,5.58,1591315200,-0.415,REGULAR,-3.1578918,0.92 - 0.9695,0.95,0.0,0.0,0,0,us_market,0.51,,,5.58,0.013,1.1859,1.7496,121.52k,57.07k,,,,,,,,,,,,,,,,,"Jun 04, 2020",,1:2500,"Jun 04, 2020","Dec 30, 2010","Dec 30, 2010",0.00%,0.00%,-467.93%,,,,,,,-202.67k,-0.4150,,22.5k,0.05,237.6k,,0.10,-0.57,-163.79k,-78.29k,Value,32501,Real Estate,5,"Eco Depot Inc., a development stage company, focuses on the distribution of environmental friendly and green energy products, building and construction materials, and home products worldwide. The company is also involved in the development, manufacture, and distribution of LED lighting systems and related products for use in offices, supermarkets, schools, factories, municipal streets, healthcare organizations, retail stores, and gas stations. Its LED lighting products include indoor T-bar flat LED light products, high-bay lighting systems, road/highway LED light products, and area security LED light products. The company markets its LED products through a network of distributors and in-house sales representatives in North America. Eco Depot Inc. was founded in 2004 and is headquartered in Pensacola, Florida.",Pensacola,888-635-7142,FL,United States,http://www.ecodepot.co,86400,1311 East La Rua Street,Real Estate—Diversified
t-1,ECDP,-241251.0,0,,,-61750,,-61750,61750,0,-61750,-61750,,,,,,0,0,61750,0,0,,-61750,-61750,103720.0,263726.0,-241251.0,22475.0,89780.0,-434751.0,12500.0,263726.0,22475.0,9975.0,74876.0,0.0,60850.0,60850.0,-900.0,-61750.0,9130.0,-10000.0,,-241251.0,en-US,US,EQUITY,False,Delayed Quote,0.92,1630505631,-0.029999971,0.9695,0.9695,0.92,5314,-0.82957965,-0.4741594,22551,-1.6055846,15,America/New_York,EDT,-14400000,False,False,USD,4,ECO DEPOT INC,PNK,-0.573,1.1858889,-0.26588887,-0.2242106,1.7495797,0,finmb_105767088,Other OTC,Eco Depot Inc.,USD,121517,57066,0.907,69.769226,0.013 - 5.58,-4.66,-0.83512545,0.013,5.58,1591315200,-0.415,REGULAR,-3.1578918,0.92 - 0.9695,0.95,0.0,0.0,0,0,us_market,0.51,,,5.58,0.013,1.1859,1.7496,121.52k,57.07k,,,,,,,,,,,,,,,,,"Jun 04, 2020",,1:2500,"Jun 04, 2020","Dec 30, 2010","Dec 30, 2010",0.00%,0.00%,-467.93%,,,,,,,-202.67k,-0.4150,,22.5k,0.05,237.6k,,0.10,-0.57,-163.79k,-78.29k,Value,32501,Real Estate,5,"Eco Depot Inc., a development stage company, focuses on the distribution of environmental friendly and green energy products, building and construction materials, and home products worldwide. The company is also involved in the development, manufacture, and distribution of LED lighting systems and related products for use in offices, supermarkets, schools, factories, municipal streets, healthcare organizations, retail stores, and gas stations. Its LED lighting products include indoor T-bar flat LED light products, high-bay lighting systems, road/highway LED light products, and area security LED light products. The company markets its LED products through a network of distributors and in-house sales representatives in North America. Eco Depot Inc. was founded in 2004 and is headquartered in Pensacola, Florida.",Pensacola,888-635-7142,FL,United States,http://www.ecodepot.co,86400,1311 East La Rua Street,Real Estate—Diversified
t-2,ECDP,-179501.0,0,,,-67050,,-67050,67050,0,-67050,-67050,,,,,,0,0,67050,0,0,,-67050,-67050,103720.0,202876.0,-179501.0,23375.0,89780.0,-373001.0,13400.0,202876.0,23375.0,9975.0,74876.0,3759.0,59000.0,65000.0,1709.0,-63291.0,9130.0,-10000.0,6000.0,-179501.0,en-US,US,EQUITY,False,Delayed Quote,0.92,1630505631,-0.029999971,0.9695,0.9695,0.92,5314,-0.82957965,-0.4741594,22551,-1.6055846,15,America/New_York,EDT,-14400000,False,False,USD,4,ECO DEPOT INC,PNK,-0.573,1.1858889,-0.26588887,-0.2242106,1.7495797,0,finmb_105767088,Other OTC,Eco Depot Inc.,USD,121517,57066,0.907,69.769226,0.013 - 5.58,-4.66,-0.83512545,0.013,5.58,1591315200,-0.415,REGULAR,-3.1578918,0.92 - 0.9695,0.95,0.0,0.0,0,0,us_market,0.51,,,5.58,0.013,1.1859,1.7496,121.52k,57.07k,,,,,,,,,,,,,,,,,"Jun 04, 2020",,1:2500,"Jun 04, 2020","Dec 30, 2010","Dec 30, 2010",0.00%,0.00%,-467.93%,,,,,,,-202.67k,-0.4150,,22.5k,0.05,237.6k,,0.10,-0.57,-163.79k,-78.29k,Value,32501,Real Estate,5,"Eco Depot Inc., a development stage company, focuses on the distribution of environmental friendly and green energy products, building and construction materials, and home products worldwide. The company is also involved in the development, manufacture, and distribution of LED lighting systems and related products for use in offices, supermarkets, schools, factories, municipal streets, healthcare organizations, retail stores, and gas stations. Its LED lighting products include indoor T-bar flat LED light products, high-bay lighting systems, road/highway LED light products, and area security LED light products. The company markets its LED products through a network of distributors and in-house sales representatives in North America. Eco Depot Inc. was founded in 2004 and is headquartered in Pensacola, Florida.",Pensacola,888-635-7142,FL,United States,http://www.ecodepot.co,86400,1311 East La Rua Street,Real Estate—Diversified
t-3,ECDP,,0,,,-56086,,-56086,56086,0,-56086,-56086,,,,,,0,0,56086,0,0,,-56086,-56086,,,,,,,,,,,,4565.0,28000.0,32500.0,855.0,-31646.0,9130.0,19875.0,4500.0,,en-US,US,EQUITY,False,Delayed Quote,0.92,1630505631,-0.029999971,0.9695,0.9695,0.92,5314,-0.82957965,-0.4741594,22551,-1.6055846,15,America/New_York,EDT,-14400000,False,False,USD,4,ECO DEPOT INC,PNK,-0.573,1.1858889,-0.26588887,-0.2242106,1.7495797,0,finmb_105767088,Other OTC,Eco Depot Inc.,USD,121517,57066,0.907,69.769226,0.013 - 5.58,-4.66,-0.83512545,0.013,5.58,1591315200,-0.415,REGULAR,-3.1578918,0.92 - 0.9695,0.95,0.0,0.0,0,0,us_market,0.51,,,5.58,0.013,1.1859,1.7496,121.52k,57.07k,,,,,,,,,,,,,,,,,"Jun 04, 2020",,1:2500,"Jun 04, 2020","Dec 30, 2010","Dec 30, 2010",0.00%,0.00%,-467.93%,,,,,,,-202.67k,-0.4150,,22.5k,0.05,237.6k,,0.10,-0.57,-163.79k,-78.29k,Value,32501,Real Estate,5,"Eco Depot Inc., a development stage company, focuses on the distribution of environmental friendly and green energy products, building and construction materials, and home products worldwide. The company is also involved in the development, manufacture, and distribution of LED lighting systems and related products for use in offices, supermarkets, schools, factories, municipal streets, healthcare organizations, retail stores, and gas stations. Its LED lighting products include indoor T-bar flat LED light products, high-bay lighting systems, road/highway LED light products, and area security LED light products. The company markets its LED products through a network of distributors and in-house sales representatives in North America. Eco Depot Inc. was founded in 2004 and is headquartered in Pensacola, Florida.",Pensacola,888-635-7142,FL,United States,http://www.ecodepot.co,86400,1311 East La Rua Street,Real Estate—Diversified
