Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,accountsPayable,otherCurrentLiab,changeToAccountReceivables,changeToLiabilities,totalCashFromOperatingActivities,changeInCash,totalCashFromFinancingActivities,issuanceOfStock,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,quoteSourceName,triggerable,marketState,currency,regularMarketPreviousClose,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,shortName,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,firstTradeDateMilliseconds,priceHint,displayName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,GLPT,-81955.0,162511008,,,-16936,,-16936,22861,5925,-16936,-16936,,,,,,0,7421,24357,1496,0,,-16936,-16936,16000000.0,443193.0,94540.0,15918045.0,16012586.0,16026490.0,-551638.0,3240.0,94540.0,12586.0,9346.0,94540.0,,-6609.0,22462.0,-1082.0,-1082.0,,,,-81954.0,en-US,US,EQUITY,Delayed Quote,False,PREPRE,USD,0.1268,Other OTC,USD,0.07965,328,2542,PNK,"Global Profit Technologies, Inc.",finmb_23129961,America/New_York,EDT,-14400000,us_market,False,0.0,0.0,1629728852,0.1268,0.1268,0.1268 - 0.1268,0.1268,2,0.1168,11.68,0.01 - 0.79,-0.6632,-0.8394937,0.01,0.79,-0.001,GLOBAL PROFIT TECHNOLOGIES INC,0.115,0.114,0.012800001,0.112280704,0.11173913,0.015060872,0.13478601,20606396,1.1026087,15,0,False,1201617000000,4,Global Profit,3.39,8.33%,30.90%,0.7900,0.0100,0.1140,0.1117,328,2.54k,162.51M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2008","Jun 29, 2009",-188.51%,-188.51%,,,78.81k,0.00,-74.90%,78.92k,,-148.56k,-0.0010,,3.24k,0,,,0.13,0.12,-58.26k,,Value,85258,Technology,"Global Profit Technologies, Inc., an e-commerce company, focuses on developing, marketing, and managing proprietary trading technologies in the FOREX markets. Its product includes 4X-Dynamic Automated Trader, a software application and personal Forex trading tool that automatically trades in the over-the-counter foreign exchange markets for Forex traders. The company was formerly known as Fantastic Fun, Inc. Global Profit Technologies, Inc. is based in Scottsdale, Arizona.",Scottsdale,480-327-6001,AZ,United States,http://www.4x-dynamicautotrader.com,86400,9393 North 90th Street,Software—Application,Suite 102-344
t-1,GLPT,-65019.0,162511008,,,-48541,,-48541,67698,19157,-48541,-48541,,,,,,0,20653,69194,1496,0,,-48541,-48541,16000000.0,443193.0,79603.0,15934981.0,16014585.0,16026490.0,-534702.0,4323.0,79603.0,14585.0,10262.0,65799.0,13804.0,-4311.0,43762.0,-9090.0,2729.0,11819.0,11819.0,,-65018.0,en-US,US,EQUITY,Delayed Quote,False,PREPRE,USD,0.1268,Other OTC,USD,0.07965,328,2542,PNK,"Global Profit Technologies, Inc.",finmb_23129961,America/New_York,EDT,-14400000,us_market,False,0.0,0.0,1629728852,0.1268,0.1268,0.1268 - 0.1268,0.1268,2,0.1168,11.68,0.01 - 0.79,-0.6632,-0.8394937,0.01,0.79,-0.001,GLOBAL PROFIT TECHNOLOGIES INC,0.115,0.114,0.012800001,0.112280704,0.11173913,0.015060872,0.13478601,20606396,1.1026087,15,0,False,1201617000000,4,Global Profit,3.39,8.33%,30.90%,0.7900,0.0100,0.1140,0.1117,328,2.54k,162.51M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2008","Jun 29, 2009",-188.51%,-188.51%,,,78.81k,0.00,-74.90%,78.92k,,-148.56k,-0.0010,,3.24k,0,,,0.13,0.12,-58.26k,,Value,85258,Technology,"Global Profit Technologies, Inc., an e-commerce company, focuses on developing, marketing, and managing proprietary trading technologies in the FOREX markets. Its product includes 4X-Dynamic Automated Trader, a software application and personal Forex trading tool that automatically trades in the over-the-counter foreign exchange markets for Forex traders. The company was formerly known as Fantastic Fun, Inc. Global Profit Technologies, Inc. is based in Scottsdale, Arizona.",Scottsdale,480-327-6001,AZ,United States,http://www.4x-dynamicautotrader.com,86400,9393 North 90th Street,Software—Application,Suite 102-344
t-2,GLPT,-27483.0,162511008,,,1211,,1211,32204,33415,1211,1211,,,,,,0,34459,33248,1044,0,,1211,1211,16000000.0,431373.0,31028.0,15972517.0,16003546.0,16026490.0,-485346.0,1593.0,31028.0,3546.0,1953.0,31028.0,,-6214.0,23652.0,18648.0,-28800.0,-47448.0,11819.0,-47448.0,-27482.0,en-US,US,EQUITY,Delayed Quote,False,PREPRE,USD,0.1268,Other OTC,USD,0.07965,328,2542,PNK,"Global Profit Technologies, Inc.",finmb_23129961,America/New_York,EDT,-14400000,us_market,False,0.0,0.0,1629728852,0.1268,0.1268,0.1268 - 0.1268,0.1268,2,0.1168,11.68,0.01 - 0.79,-0.6632,-0.8394937,0.01,0.79,-0.001,GLOBAL PROFIT TECHNOLOGIES INC,0.115,0.114,0.012800001,0.112280704,0.11173913,0.015060872,0.13478601,20606396,1.1026087,15,0,False,1201617000000,4,Global Profit,3.39,8.33%,30.90%,0.7900,0.0100,0.1140,0.1117,328,2.54k,162.51M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2008","Jun 29, 2009",-188.51%,-188.51%,,,78.81k,0.00,-74.90%,78.92k,,-148.56k,-0.0010,,3.24k,0,,,0.13,0.12,-58.26k,,Value,85258,Technology,"Global Profit Technologies, Inc., an e-commerce company, focuses on developing, marketing, and managing proprietary trading technologies in the FOREX markets. Its product includes 4X-Dynamic Automated Trader, a software application and personal Forex trading tool that automatically trades in the over-the-counter foreign exchange markets for Forex traders. The company was formerly known as Fantastic Fun, Inc. Global Profit Technologies, Inc. is based in Scottsdale, Arizona.",Scottsdale,480-327-6001,AZ,United States,http://www.4x-dynamicautotrader.com,86400,9393 North 90th Street,Software—Application,Suite 102-344
t-3,GLPT,18756.0,162511008,,,-76081,,-76081,87887,11806,-76081,-76081,,,,,,0,16275,92356,4469,0,,-76081,-76081,16000000.0,478822.0,11637.0,16018756.0,16030394.0,16026490.0,-486556.0,30394.0,11637.0,30394.0,,11637.0,,-40605.0,50429.0,-66257.0,-13261.0,52995.0,52995.0,-47448.0,18757.0,en-US,US,EQUITY,Delayed Quote,False,PREPRE,USD,0.1268,Other OTC,USD,0.07965,328,2542,PNK,"Global Profit Technologies, Inc.",finmb_23129961,America/New_York,EDT,-14400000,us_market,False,0.0,0.0,1629728852,0.1268,0.1268,0.1268 - 0.1268,0.1268,2,0.1168,11.68,0.01 - 0.79,-0.6632,-0.8394937,0.01,0.79,-0.001,GLOBAL PROFIT TECHNOLOGIES INC,0.115,0.114,0.012800001,0.112280704,0.11173913,0.015060872,0.13478601,20606396,1.1026087,15,0,False,1201617000000,4,Global Profit,3.39,8.33%,30.90%,0.7900,0.0100,0.1140,0.1117,328,2.54k,162.51M,,,,,,,,,,,,,,,,,,,,"Dec 30, 2008","Jun 29, 2009",-188.51%,-188.51%,,,78.81k,0.00,-74.90%,78.92k,,-148.56k,-0.0010,,3.24k,0,,,0.13,0.12,-58.26k,,Value,85258,Technology,"Global Profit Technologies, Inc., an e-commerce company, focuses on developing, marketing, and managing proprietary trading technologies in the FOREX markets. Its product includes 4X-Dynamic Automated Trader, a software application and personal Forex trading tool that automatically trades in the over-the-counter foreign exchange markets for Forex traders. The company was formerly known as Fantastic Fun, Inc. Global Profit Technologies, Inc. is based in Scottsdale, Arizona.",Scottsdale,480-327-6001,AZ,United States,http://www.4x-dynamicautotrader.com,86400,9393 North 90th Street,Software—Application,Suite 102-344
