Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,accountsPayable,treasuryStock,otherStockholderEquity,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,fiftyDayAverage,fiftyDayAverageChange,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,DCHRF,2829139.0,94509296,,,-101126,,-101126,62223,0,-78529,-78529,,,,,,0,0,78529,0,-22597,,-101126,-101126,2451834.0,85968.0,2829139.0,2915107.0,22156822.0,-21779517.0,2002163.0,85968.0,829777.0,2085329.0,1.0,6943.0,6036.0,33405.0,,,150000.0,10945.0,135895.0,11598.0,77893.0,-58002.0,179460.0,6589.0,13992.0,-193565.0,,,,,1999361.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0621,1630420249,-0.000500001,0.0626,0.0626,0.0626,10000,0,DISCOVERY HARBOUR RES CORP,REGULAR,us_market,-0.79872364,0.0626 - 0.0626,0.0749,finmb_61478692,Other OTC,Discovery Harbour Resources Corp.,CAD,35802,47750,0.03128,1.0149254,0.03082 - 0.12,-0.057899997,-0.4825,0.03082,0.12,-0.093732044,0.06528695,-0.0031869486,-0.048814483,0.06852278,-0.0064227805,5869027,15,America/New_York,EDT,-14400000,False,False,1.19,,,0.12,0.0308,0.0685,0.0653,35.8k,47.75k,94.51M,,67.52M,17.83%,14.23%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2020","Mar 30, 2021",0.00%,0.00%,-23.35%,-48.10%,,,,,,-786.58k,,,2.01M,0.02,40k,1.41,24.26,,-561.24k,-624.22k,Value,V6C 2T5,Basic Materials,"Discovery Harbour Resources Corp., a junior resource company, engages in the acquisition, exploration, and evaluation of gold and base metals in Canada and the United States. Its flagship property is the Caldera gold property, which comprise 260 claims covering an area of approximately 3,000 hectares located in Nye County, Nevada. The company is headquartered in Vancouver, Canada.",Vancouver,604-681-3170,BC,1609372800,Canada,http://discoveryharbour.com,86400,595 Howe Street,604-681-3552,Gold,Suite 1100
t-1,DCHRF,2913959.0,94509296,,,-118929,,-118929,73756,0,-73756,-73756,,,,,,0,0,73756,0,-45173,,-118929,-118929,2435528.0,72960.0,2913959.0,2986919.0,22156822.0,-21678391.0,1924270.0,72960.0,815672.0,2171246.0,1.0,154629.0,12625.0,22460.0,,,163000.0,4265.0,64636.0,-1311.0,-52636.0,-117272.0,179460.0,-1297.0,13992.0,-98364.0,,,,,2098286.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0621,1630420249,-0.000500001,0.0626,0.0626,0.0626,10000,0,DISCOVERY HARBOUR RES CORP,REGULAR,us_market,-0.79872364,0.0626 - 0.0626,0.0749,finmb_61478692,Other OTC,Discovery Harbour Resources Corp.,CAD,35802,47750,0.03128,1.0149254,0.03082 - 0.12,-0.057899997,-0.4825,0.03082,0.12,-0.093732044,0.06528695,-0.0031869486,-0.048814483,0.06852278,-0.0064227805,5869027,15,America/New_York,EDT,-14400000,False,False,1.19,,,0.12,0.0308,0.0685,0.0653,35.8k,47.75k,94.51M,,67.52M,17.83%,14.23%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2020","Mar 30, 2021",0.00%,0.00%,-23.35%,-48.10%,,,,,,-786.58k,,,2.01M,0.02,40k,1.41,24.26,,-561.24k,-624.22k,Value,V6C 2T5,Basic Materials,"Discovery Harbour Resources Corp., a junior resource company, engages in the acquisition, exploration, and evaluation of gold and base metals in Canada and the United States. Its flagship property is the Caldera gold property, which comprise 260 claims covering an area of approximately 3,000 hectares located in Nye County, Nevada. The company is headquartered in Vancouver, Canada.",Vancouver,604-681-3170,BC,1609372800,Canada,http://discoveryharbour.com,86400,595 Howe Street,604-681-3552,Gold,Suite 1100
t-2,DCHRF,3032888.0,94509296,,,-530760,,-530760,-71904,0,-397753,-397753,,-1285.0,,,,0,0,397753,0,-133007,,-530760,-530760,2435528.0,87443.0,3032888.0,3120331.0,22156822.0,-21559462.0,1976906.0,87443.0,732196.0,2388134.0,1.0,317629.0,11328.0,33083.0,,,163000.0,-163.0,-99553.0,-98688.0,1960519.0,-333877.0,179460.0,-9324.0,305058.0,-99553.0,-431620.0,2393949.0,3024725.0,-199156.0,2300691.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0621,1630420249,-0.000500001,0.0626,0.0626,0.0626,10000,0,DISCOVERY HARBOUR RES CORP,REGULAR,us_market,-0.79872364,0.0626 - 0.0626,0.0749,finmb_61478692,Other OTC,Discovery Harbour Resources Corp.,CAD,35802,47750,0.03128,1.0149254,0.03082 - 0.12,-0.057899997,-0.4825,0.03082,0.12,-0.093732044,0.06528695,-0.0031869486,-0.048814483,0.06852278,-0.0064227805,5869027,15,America/New_York,EDT,-14400000,False,False,1.19,,,0.12,0.0308,0.0685,0.0653,35.8k,47.75k,94.51M,,67.52M,17.83%,14.23%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2020","Mar 30, 2021",0.00%,0.00%,-23.35%,-48.10%,,,,,,-786.58k,,,2.01M,0.02,40k,1.41,24.26,,-561.24k,-624.22k,Value,V6C 2T5,Basic Materials,"Discovery Harbour Resources Corp., a junior resource company, engages in the acquisition, exploration, and evaluation of gold and base metals in Canada and the United States. Its flagship property is the Caldera gold property, which comprise 260 claims covering an area of approximately 3,000 hectares located in Nye County, Nevada. The company is headquartered in Vancouver, Canada.",Vancouver,604-681-3170,BC,1609372800,Canada,http://discoveryharbour.com,86400,595 Howe Street,604-681-3552,Gold,Suite 1100
t-3,DCHRF,410835.0,94509296,,,-35764,,-35764,45341,0,-45341,-45341,,-2275.0,,,,0,0,45341,0,9577,,-35764,-35764,1885347.0,554337.0,410835.0,965172.0,19542935.0,-21028702.0,16387.0,554337.0,617755.0,347416.0,1.0,317629.0,2004.0,33358.0,11255.0,11255.0,55000.0,-6195.0,18832.0,-5710.0,8950.0,-52093.0,179460.0,1308.0,-5732.0,-36168.0,42211.0,42211.0,3024725.0,-199156.0,-206921.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0621,1630420249,-0.000500001,0.0626,0.0626,0.0626,10000,0,DISCOVERY HARBOUR RES CORP,REGULAR,us_market,-0.79872364,0.0626 - 0.0626,0.0749,finmb_61478692,Other OTC,Discovery Harbour Resources Corp.,CAD,35802,47750,0.03128,1.0149254,0.03082 - 0.12,-0.057899997,-0.4825,0.03082,0.12,-0.093732044,0.06528695,-0.0031869486,-0.048814483,0.06852278,-0.0064227805,5869027,15,America/New_York,EDT,-14400000,False,False,1.19,,,0.12,0.0308,0.0685,0.0653,35.8k,47.75k,94.51M,,67.52M,17.83%,14.23%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2020","Mar 30, 2021",0.00%,0.00%,-23.35%,-48.10%,,,,,,-786.58k,,,2.01M,0.02,40k,1.41,24.26,,-561.24k,-624.22k,Value,V6C 2T5,Basic Materials,"Discovery Harbour Resources Corp., a junior resource company, engages in the acquisition, exploration, and evaluation of gold and base metals in Canada and the United States. Its flagship property is the Caldera gold property, which comprise 260 claims covering an area of approximately 3,000 hectares located in Nye County, Nevada. The company is headquartered in Vancouver, Canada.",Vancouver,604-681-3170,BC,1609372800,Canada,http://discoveryharbour.com,86400,595 Howe Street,604-681-3552,Gold,Suite 1100
