Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,totalCurrentAssets,longTermDebt,accountsPayable,changeToLiabilities,changeToOperatingActivities,totalCashFromOperatingActivities,changeInCash,netBorrowings,totalCashFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,industry,address2
t0,HKEB,-249251.0,992192,,,-11175,,-11175,11175,0,-11175,-11175,,,,,,0,0,11175,0,0,,-11175,-11175,7043222.0,256351.0,-249251.0,7100.0,991.0,-7293463.0,1.0,-1.0,7100.0,51350.0,43859.0,-1.0,7100.0,205000.0,7491.0,-4225.0,20000.0,4600.0,4600.0,,,-44250.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1628012364,0.0001,0.0001,0.0001,0.0001,10,-0.251,0.026678788,-0.026578788,-0.9962517,0.04728148,-0.04718148,-0.997885,99,-0.00039840638,15,America/New_York,EDT,False,False,USD,us_market,HK EBUS CORP,PNK,PRE,4,0.0,1.0E-4 - 1.0E-4,0.0,0.0,0.0,0,0,finmb_28368245,Other OTC,HK eBus Corporation,USD,326,46,0.0,0.0,1.0E-4 - 0.248,-0.2479,-0.9995968,0.0001,0.248,0,-0.034,-14400000,-173.72,,,0.248,0.0001,0.0267,0.0473,326,46,992.19k,,426.94k,56.97%,0.00%,,,,,,,,,,,,,,1:100,"Aug 08, 2013","May 30, 2018","Nov 29, 2018",0.00%,0.00%,-523.09%,,,,,,,-34.14k,-0.0340,,7.1k,0.01,248.86k,,0.14,-0.25,6.04k,-21.16k,Value,91101,,1,"HK eBus Corporation does not have significant operations. The company intends to seek, investigate, and engage in a business combination with a private entity. Previously, it was engaged in the exploration of oil and gas. The company was formerly known as Rambo Medical Group, Inc. and changed its name to HK eBus Corporation in August 2015. HK eBus Corporation was founded in 2005 and is based in Pasadena, California.",Pasadena,626-683-7330,CA,1546214400,United States,86400,800 East Colorado Boulevard,,Suite 888
t-1,HKEB,-238075.0,992192,,,-8230,,-8230,8230,0,-8230,-8230,,,,,,0,0,8230,0,0,,-8230,-8230,7043222.0,240575.0,-238075.0,2500.0,991.0,-7282288.0,,,2500.0,45575.0,33859.0,,2500.0,195000.0,11716.0,4030.0,20000.0,-4200.0,-4200.0,,,-43075.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1628012364,0.0001,0.0001,0.0001,0.0001,10,-0.251,0.026678788,-0.026578788,-0.9962517,0.04728148,-0.04718148,-0.997885,99,-0.00039840638,15,America/New_York,EDT,False,False,USD,us_market,HK EBUS CORP,PNK,PRE,4,0.0,1.0E-4 - 1.0E-4,0.0,0.0,0.0,0,0,finmb_28368245,Other OTC,HK eBus Corporation,USD,326,46,0.0,0.0,1.0E-4 - 0.248,-0.2479,-0.9995968,0.0001,0.248,0,-0.034,-14400000,-173.72,,,0.248,0.0001,0.0267,0.0473,326,46,992.19k,,426.94k,56.97%,0.00%,,,,,,,,,,,,,,1:100,"Aug 08, 2013","May 30, 2018","Nov 29, 2018",0.00%,0.00%,-523.09%,,,,,,,-34.14k,-0.0340,,7.1k,0.01,248.86k,,0.14,-0.25,6.04k,-21.16k,Value,91101,,1,"HK eBus Corporation does not have significant operations. The company intends to seek, investigate, and engage in a business combination with a private entity. Previously, it was engaged in the exploration of oil and gas. The company was formerly known as Rambo Medical Group, Inc. and changed its name to HK eBus Corporation in August 2015. HK eBus Corporation was founded in 2005 and is based in Pasadena, California.",Pasadena,626-683-7330,CA,1546214400,United States,86400,800 East Colorado Boulevard,,Suite 888
t-2,HKEB,-229845.0,992192,,,-9395,,-9395,9395,0,-9395,-9395,,,,,,0,0,9395,0,0,,-9395,-9395,7043222.0,236545.0,-229845.0,6700.0,991.0,-7274058.0,,,6700.0,51545.0,43859.0,,6700.0,185000.0,7686.0,5445.0,20000.0,16050.0,-3950.0,-20000.0,-20000.0,-44845.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1628012364,0.0001,0.0001,0.0001,0.0001,10,-0.251,0.026678788,-0.026578788,-0.9962517,0.04728148,-0.04718148,-0.997885,99,-0.00039840638,15,America/New_York,EDT,False,False,USD,us_market,HK EBUS CORP,PNK,PRE,4,0.0,1.0E-4 - 1.0E-4,0.0,0.0,0.0,0,0,finmb_28368245,Other OTC,HK eBus Corporation,USD,326,46,0.0,0.0,1.0E-4 - 0.248,-0.2479,-0.9995968,0.0001,0.248,0,-0.034,-14400000,-173.72,,,0.248,0.0001,0.0267,0.0473,326,46,992.19k,,426.94k,56.97%,0.00%,,,,,,,,,,,,,,1:100,"Aug 08, 2013","May 30, 2018","Nov 29, 2018",0.00%,0.00%,-523.09%,,,,,,,-34.14k,-0.0340,,7.1k,0.01,248.86k,,0.14,-0.25,6.04k,-21.16k,Value,91101,,1,"HK eBus Corporation does not have significant operations. The company intends to seek, investigate, and engage in a business combination with a private entity. Previously, it was engaged in the exploration of oil and gas. The company was formerly known as Rambo Medical Group, Inc. and changed its name to HK eBus Corporation in August 2015. HK eBus Corporation was founded in 2005 and is based in Pasadena, California.",Pasadena,626-683-7330,CA,1546214400,United States,86400,800 East Colorado Boulevard,,Suite 888
t-3,HKEB,-220451.0,992192,,,-5339,,-5339,5339,0,-5339,-5339,,,,,,0,0,5339,0,0,,-5339,-5339,7043222.0,231101.0,-220451.0,10650.0,991.0,-7264663.0,1.0,-1.0,10650.0,56100.0,53859.0,-1.0,10650.0,175000.0,2241.0,-5070.0,20000.0,-10409.0,9592.0,20000.0,20000.0,-45450.0,en-US,US,EQUITY,False,Delayed Quote,0.0001,1628012364,0.0001,0.0001,0.0001,0.0001,10,-0.251,0.026678788,-0.026578788,-0.9962517,0.04728148,-0.04718148,-0.997885,99,-0.00039840638,15,America/New_York,EDT,False,False,USD,us_market,HK EBUS CORP,PNK,PRE,4,0.0,1.0E-4 - 1.0E-4,0.0,0.0,0.0,0,0,finmb_28368245,Other OTC,HK eBus Corporation,USD,326,46,0.0,0.0,1.0E-4 - 0.248,-0.2479,-0.9995968,0.0001,0.248,0,-0.034,-14400000,-173.72,,,0.248,0.0001,0.0267,0.0473,326,46,992.19k,,426.94k,56.97%,0.00%,,,,,,,,,,,,,,1:100,"Aug 08, 2013","May 30, 2018","Nov 29, 2018",0.00%,0.00%,-523.09%,,,,,,,-34.14k,-0.0340,,7.1k,0.01,248.86k,,0.14,-0.25,6.04k,-21.16k,Value,91101,,1,"HK eBus Corporation does not have significant operations. The company intends to seek, investigate, and engage in a business combination with a private entity. Previously, it was engaged in the exploration of oil and gas. The company was formerly known as Rambo Medical Group, Inc. and changed its name to HK eBus Corporation in August 2015. HK eBus Corporation was founded in 2005 and is based in Pasadena, California.",Pasadena,626-683-7330,CA,1546214400,United States,86400,800 East Colorado Boulevard,,Suite 888
