Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,investments,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,dividendsPaid,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,dividendDate,regularMarketChangePercent,regularMarketDayRange,ask,bid,regularMarketPreviousClose,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,marketState,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,exchangeDataDelayedBy,twoHundredDayAverageChangePercent,shortName,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,industry,address2
t0,JBFCF,,1091289984,,,,,0,,0,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,en-US,US,EQUITY,False,Delayed Quote,1493942400,0.50377786,3.99 - 3.99,0.0,0.0,3.97,0,0,finmb_881056,Other OTC,Jollibee Foods Corporation,PHP,2220,1300,1.29,0.47777775,2.7 - 4.54,-0.54999995,-0.12114537,2.7,4.54,0.62,0.15617129,USD,PRE,3.99,1630503001,0.01999998,3.99,3.99,3.99,1003,us_market,4,0,0.022506945,JOLLIBEE FOODS CORP,PNK,-0.217,62.406,3.98,0.00999999,0.0025125605,3.902174,0.08782601,4354326528,0.06393616,15,America/New_York,EDT,-14400000,False,False,1.36,,,4.54,2.7,3.98,3.9022,2.22k,1.3k,1.09B,,477.46M,57.95%,12.56%,,,,,,0.03,0.81%,0.62,15.62%,,0.00%,"May 04, 2017","Apr 20, 2021",,,"Dec 30, 2020","Mar 30, 2021",-7.77%,-5.55%,-2.19%,-14.35%,124.57B,112.83,-12.00%,10.63B,-521.69M,-9.68B,-0.2170,,54.67B,49.36,101.07B,148.84,1.38,62.41,4.23B,-73.69M,Value,1605,Consumer Cyclical,11819,"Jollibee Foods Corporation, doing business as Jollibee, develops, operates, and franchises quick service restaurants. The company operates quick service restaurants under the Jollibee, Chowking, Greenwich, Red Ribbon, Yong He King, Hong Zhuang Yuan, Mang Inasal, Burger King, Highlands Coffee, PHO24, Hard Rock Cafe, Dunkin' Donuts, Smashburger, Tim Ho Wan, Tortas Frontera, The Coffee Bean & Tea Leaf, and Panda Express names. It operates approximately 5,900 stores in the Philippines, the United States, Canada, the People's Republic of China, Hong Kong, Macau, the United Kingdom, Italy, Vietnam, Brunei, Singapore, Saudi Arabia, the United Arab Emirates, Qatar, Oman, Kuwait, Bahrain, Indonesia, Costa Rica, Egypt, El Salvador, Panama, Scotland, Malaysia, and internationally. The company also offers property leasing, manufacturing, digital printing, advertising, financial accounting, human resources and logistics, business management, and other services. Jollibee Foods Corporation was founded in 1975 and is headquartered in Pasig, the Philippines.",Pasig,63 2 634 1111,Philippines,http://www.jollibee.com.ph,86400,Jollibee Plaza Building,Restaurants,10th Floor No. 10 F. Ortigas Jr. Avenue Ortigas Center
t-1,JBFCF,8416822000.0,1091289984,,,2974940000.0,-1095395000.0,2033059000,4910287000.0,4753279000,-157008000,-157008000.0,,-1061269000.0,,,,1155883000,36583775000,36740783000,31830496000,3131948000,,1819057000.0,2033059000.0,46613155000.0,9913890000.0,142778265000.0,69127260000.0,76052000.0,5489360000.0,210810130000.0,1122257000.0,1271318000.0,29869889000.0,7936609000.0,14097283000.0,28221224000.0,11838493000.0,21361486000.0,58928475000.0,6114384000.0,4720096000.0,28401735000.0,52486413000.0,80040557000.0,5734229000.0,441000000.0,6828889000.0,43308596000.0,10789383000.0,11665921000.0,2877556000.0,320375000.0,-588072000.0,-1530328000.0,-2742813000.0,-122378000.0,17578000.0,1333254000.0,412000.0,4663727000.0,3846228000.0,753846000.0,250166000.0,-1511758000.0,-479501000.0,-2760947000.0,-1867908000.0,,,21112082000.0,en-US,US,EQUITY,False,Delayed Quote,1493942400,0.50377786,3.99 - 3.99,0.0,0.0,3.97,0,0,finmb_881056,Other OTC,Jollibee Foods Corporation,PHP,2220,1300,1.29,0.47777775,2.7 - 4.54,-0.54999995,-0.12114537,2.7,4.54,0.62,0.15617129,USD,PRE,3.99,1630503001,0.01999998,3.99,3.99,3.99,1003,us_market,4,0,0.022506945,JOLLIBEE FOODS CORP,PNK,-0.217,62.406,3.98,0.00999999,0.0025125605,3.902174,0.08782601,4354326528,0.06393616,15,America/New_York,EDT,-14400000,False,False,1.36,,,4.54,2.7,3.98,3.9022,2.22k,1.3k,1.09B,,477.46M,57.95%,12.56%,,,,,,0.03,0.81%,0.62,15.62%,,0.00%,"May 04, 2017","Apr 20, 2021",,,"Dec 30, 2020","Mar 30, 2021",-7.77%,-5.55%,-2.19%,-14.35%,124.57B,112.83,-12.00%,10.63B,-521.69M,-9.68B,-0.2170,,54.67B,49.36,101.07B,148.84,1.38,62.41,4.23B,-73.69M,Value,1605,Consumer Cyclical,11819,"Jollibee Foods Corporation, doing business as Jollibee, develops, operates, and franchises quick service restaurants. The company operates quick service restaurants under the Jollibee, Chowking, Greenwich, Red Ribbon, Yong He King, Hong Zhuang Yuan, Mang Inasal, Burger King, Highlands Coffee, PHO24, Hard Rock Cafe, Dunkin' Donuts, Smashburger, Tim Ho Wan, Tortas Frontera, The Coffee Bean & Tea Leaf, and Panda Express names. It operates approximately 5,900 stores in the Philippines, the United States, Canada, the People's Republic of China, Hong Kong, Macau, the United Kingdom, Italy, Vietnam, Brunei, Singapore, Saudi Arabia, the United Arab Emirates, Qatar, Oman, Kuwait, Bahrain, Indonesia, Costa Rica, Egypt, El Salvador, Panama, Scotland, Malaysia, and internationally. The company also offers property leasing, manufacturing, digital printing, advertising, financial accounting, human resources and logistics, business management, and other services. Jollibee Foods Corporation was founded in 1975 and is headquartered in Pasig, the Philippines.",Pasig,63 2 634 1111,Philippines,http://www.jollibee.com.ph,86400,Jollibee Plaza Building,Restaurants,10th Floor No. 10 F. Ortigas Jr. Avenue Ortigas Center
t-2,JBFCF,7186972000.0,1091289984,,,-3094647000.0,-1219006000.0,-1580347000,6165912000.0,2792842000,-3373070000,-3373070000.0,,-1106871000.0,,,,-1212510000,29964993000,33338063000,27172151000,278423000,,-1882137000.0,-1580347000.0,46819118000.0,10257259000.0,146386352000.0,68068491000.0,105356000.0,8204273000.0,213235837000.0,1122139000.0,1559536000.0,28207143000.0,7601128000.0,14062401000.0,28481950000.0,12730475000.0,20028232000.0,56606410000.0,6659453000.0,4414784000.0,28662461000.0,57037680000.0,78319623000.0,4266540000.0,85320000.0,5528561000.0,45037608000.0,10743459000.0,9998631000.0,-1518735000.0,-35594384000.0,-37033610000.0,216413000.0,-723249000.0,88335000.0,17578000.0,-37885723000.0,-126183000.0,-2681000.0,3372962000.0,-67063000.0,1405501000.0,-645433000.0,-937651000.0,-1166035000.0,-1230073000.0,-2011000.0,,21713213000.0,en-US,US,EQUITY,False,Delayed Quote,1493942400,0.50377786,3.99 - 3.99,0.0,0.0,3.97,0,0,finmb_881056,Other OTC,Jollibee Foods Corporation,PHP,2220,1300,1.29,0.47777775,2.7 - 4.54,-0.54999995,-0.12114537,2.7,4.54,0.62,0.15617129,USD,PRE,3.99,1630503001,0.01999998,3.99,3.99,3.99,1003,us_market,4,0,0.022506945,JOLLIBEE FOODS CORP,PNK,-0.217,62.406,3.98,0.00999999,0.0025125605,3.902174,0.08782601,4354326528,0.06393616,15,America/New_York,EDT,-14400000,False,False,1.36,,,4.54,2.7,3.98,3.9022,2.22k,1.3k,1.09B,,477.46M,57.95%,12.56%,,,,,,0.03,0.81%,0.62,15.62%,,0.00%,"May 04, 2017","Apr 20, 2021",,,"Dec 30, 2020","Mar 30, 2021",-7.77%,-5.55%,-2.19%,-14.35%,124.57B,112.83,-12.00%,10.63B,-521.69M,-9.68B,-0.2170,,54.67B,49.36,101.07B,148.84,1.38,62.41,4.23B,-73.69M,Value,1605,Consumer Cyclical,11819,"Jollibee Foods Corporation, doing business as Jollibee, develops, operates, and franchises quick service restaurants. The company operates quick service restaurants under the Jollibee, Chowking, Greenwich, Red Ribbon, Yong He King, Hong Zhuang Yuan, Mang Inasal, Burger King, Highlands Coffee, PHO24, Hard Rock Cafe, Dunkin' Donuts, Smashburger, Tim Ho Wan, Tortas Frontera, The Coffee Bean & Tea Leaf, and Panda Express names. It operates approximately 5,900 stores in the Philippines, the United States, Canada, the People's Republic of China, Hong Kong, Macau, the United Kingdom, Italy, Vietnam, Brunei, Singapore, Saudi Arabia, the United Arab Emirates, Qatar, Oman, Kuwait, Bahrain, Indonesia, Costa Rica, Egypt, El Salvador, Panama, Scotland, Malaysia, and internationally. The company also offers property leasing, manufacturing, digital printing, advertising, financial accounting, human resources and logistics, business management, and other services. Jollibee Foods Corporation was founded in 1975 and is headquartered in Pasig, the Philippines.",Pasig,63 2 634 1111,Philippines,http://www.jollibee.com.ph,86400,Jollibee Plaza Building,Restaurants,10th Floor No. 10 F. Ortigas Jr. Avenue Ortigas Center
t-3,JBFCF,9081689000.0,1091289984,,,-11354932000.0,-934198000.0,-10171224000,4941913000.0,-111188000,-5053101000,-5053101000.0,,-860405000.0,,,,-857906000,23331447000,28384548000,23442635000,-6301831000,,-10497026000.0,-10171224000.0,47324578000.0,10184216000.0,149777014000.0,70663112000.0,108536000.0,10831922000.0,219505928000.0,1122139000.0,1529556000.0,30365177000.0,7371289000.0,14256845000.0,28991580000.0,12481569000.0,57913955000.0,56964005000.0,5136000000.0,3734590000.0,29172091000.0,59779146000.0,81400506000.0,4263284000.0,1410960000.0,4878070000.0,47530180000.0,12378213000.0,11063706000.0,-2423226000.0,-27850000.0,-893979000.0,35101252000.0,35353877000.0,-132555000.0,17578000.0,31443035000.0,-8465000.0,-3008398000.0,3871848000.0,83857000.0,840539000.0,-722219000.0,30256517000.0,5694388000.0,-991316000.0,-676114000.0,-29327778000.0,24436501000.0,en-US,US,EQUITY,False,Delayed Quote,1493942400,0.50377786,3.99 - 3.99,0.0,0.0,3.97,0,0,finmb_881056,Other OTC,Jollibee Foods Corporation,PHP,2220,1300,1.29,0.47777775,2.7 - 4.54,-0.54999995,-0.12114537,2.7,4.54,0.62,0.15617129,USD,PRE,3.99,1630503001,0.01999998,3.99,3.99,3.99,1003,us_market,4,0,0.022506945,JOLLIBEE FOODS CORP,PNK,-0.217,62.406,3.98,0.00999999,0.0025125605,3.902174,0.08782601,4354326528,0.06393616,15,America/New_York,EDT,-14400000,False,False,1.36,,,4.54,2.7,3.98,3.9022,2.22k,1.3k,1.09B,,477.46M,57.95%,12.56%,,,,,,0.03,0.81%,0.62,15.62%,,0.00%,"May 04, 2017","Apr 20, 2021",,,"Dec 30, 2020","Mar 30, 2021",-7.77%,-5.55%,-2.19%,-14.35%,124.57B,112.83,-12.00%,10.63B,-521.69M,-9.68B,-0.2170,,54.67B,49.36,101.07B,148.84,1.38,62.41,4.23B,-73.69M,Value,1605,Consumer Cyclical,11819,"Jollibee Foods Corporation, doing business as Jollibee, develops, operates, and franchises quick service restaurants. The company operates quick service restaurants under the Jollibee, Chowking, Greenwich, Red Ribbon, Yong He King, Hong Zhuang Yuan, Mang Inasal, Burger King, Highlands Coffee, PHO24, Hard Rock Cafe, Dunkin' Donuts, Smashburger, Tim Ho Wan, Tortas Frontera, The Coffee Bean & Tea Leaf, and Panda Express names. It operates approximately 5,900 stores in the Philippines, the United States, Canada, the People's Republic of China, Hong Kong, Macau, the United Kingdom, Italy, Vietnam, Brunei, Singapore, Saudi Arabia, the United Arab Emirates, Qatar, Oman, Kuwait, Bahrain, Indonesia, Costa Rica, Egypt, El Salvador, Panama, Scotland, Malaysia, and internationally. The company also offers property leasing, manufacturing, digital printing, advertising, financial accounting, human resources and logistics, business management, and other services. Jollibee Foods Corporation was founded in 1975 and is headquartered in Pasig, the Philippines.",Pasig,63 2 634 1111,Philippines,http://www.jollibee.com.ph,86400,Jollibee Plaza Building,Restaurants,10th Floor No. 10 F. Ortigas Jr. Avenue Ortigas Center
