Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,effectOfExchangeRate,dividendsPaid,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,currency,exchange,marketCap,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,market,exchangeDataDelayedBy,shortName,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,GUZOF,313705000.0,364681984,,,737024000,10309862000,180208000,1557801000,2195362000,657895000,657895000,-20334000,-206305000,,,,195237000,5849084000,5191189000,3653722000,79129000,,541787000,180208000,2751423000.0,135316000.0,16899187000.0,7364757000.0,1637011954.0,34573806000.0,432274000.0,84808000.0,6125031000.0,1463150000.0,4299629000.0,672136000.0,1942878000.0,4030885000.0,5303144000.0,1510599000.0,217662046.0,672136000.0,5864578000.0,12234894000.0,7480404000.0,51233000.0,4335573000.0,9463641000.0,3732395000.0,3168655000.0,-1964000.0,414842000.0,116966000.0,-92850000.0,-604785000.0,-25319000.0,350305000.0,-132762000.0,838124000.0,215827000.0,259975000.0,-362369000.0,159573000.0,-379173000.0,246372000.0,-159735000.0,,,6931750000.0,en-US,US,EQUITY,False,Delayed Quote,2.2,1630518439,0.0,2.1,2.2,2.1,7046,USD,PNK,802300352,-14400000,False,False,PREPRE,4,0.0,2.1 - 2.2,us_market,0,GRUPO HERDEZ SAB DE CV,2.2,0.0,0.0,0,0,finmb_878352,Other OTC,"Grupo Herdez, S.A.B. de C.V.",MXN,2379,2971,0.75,0.51724136,1.45 - 3.015,-0.81500006,-0.2703151,1.45,3.015,0.05,22.222223,0.022727273,0.099,20.024,2.0844,0.11560011,0.05545966,2.1557753,0.04422474,0.02051454,0.10986816,15,America/New_York,EDT,0.47,,,3.015,1.45,2.0844,2.1558,2.38k,2.97k,364.68M,,147.47M,56.38%,16.88%,,,,,,0.05,2.35%,0.05,2.27%,,26.99%,,"Oct 12, 2020",,,"Dec 30, 2020","Mar 30, 2021",3.16%,11.79%,5.00%,12.12%,24.13B,64.45,1.70%,8.99B,3.4B,761.8M,0.0990,-26.90%,4.08B,11.1,10.63B,60.15,2.31,20.02,2.93B,1.99B,Value,11000,Consumer Defensive,9602,"Grupo Herdez, S.A.B. de C.V., a food company, engages in the manufacture, purchase, distribution, and marketing of canned and packed food products in Mexico and internationally. The company provides tuna, spices, guacamole, ice cream, mayonnaise, marmalades, honey, mole, mustard, pastas, organic products, tomato puree, homemade sauces, ketchup, tea, canned vegetables, and other products under the Aires de Campo, Barilla, BlasÃ³n, BÃºfalo, Cielito Querido CafÃ©, Del Fuerte, DoÃ±a MarÃ­a, Embasa, Helados NestlÃ©, Herdez, McCormick, Moyo, Nutrisa, La Victoria, Wholly Guacamole, and Yemina brands. It sells its products through 25 distribution centers and approximately 642 stores. The company was founded in 1914 and is headquartered in Mexico City, Mexico. Grupo Herdez, S.A.B. de C.V. is a subsidiary of Hechos Con Amor S.A. de C.V.",Mexico City,52 55 5201 5655,DF,Mexico,http://grupoherdez.com.mx,86400,Monte Pelvoux 215,Packaged Foods,Colonia Lomas de Chapultepec
t-1,GUZOF,160006000.0,364681984,,,1159196000,10114312000,387830000,1483562000,2345584000,861867000,861867000,155000,-200911000,,,,333646000,6375017000,5513150000,4029433000,297329000,,825550000,387830000,2761765000.0,135316000.0,16238190000.0,7222151000.0,1691857000.0,33574653000.0,575625000.0,110249000.0,3346659000.0,1497708000.0,4300380000.0,3164551000.0,1862494000.0,3680580000.0,4807349000.0,1428682000.0,207815000.0,3164551000.0,5751065000.0,11640780000.0,7258169000.0,41250000.0,4479924000.0,9456112000.0,3370027000.0,2722466000.0,340258000.0,75651000.0,354236000.0,-381638000.0,-1258634000.0,-15311000.0,-51658000.0,-264846000.0,836071000.0,236505000.0,144471000.0,326686000.0,-483352000.0,-612150000.0,306637000.0,-215951000.0,16669000.0,,6833431000.0,en-US,US,EQUITY,False,Delayed Quote,2.2,1630518439,0.0,2.1,2.2,2.1,7046,USD,PNK,802300352,-14400000,False,False,PREPRE,4,0.0,2.1 - 2.2,us_market,0,GRUPO HERDEZ SAB DE CV,2.2,0.0,0.0,0,0,finmb_878352,Other OTC,"Grupo Herdez, S.A.B. de C.V.",MXN,2379,2971,0.75,0.51724136,1.45 - 3.015,-0.81500006,-0.2703151,1.45,3.015,0.05,22.222223,0.022727273,0.099,20.024,2.0844,0.11560011,0.05545966,2.1557753,0.04422474,0.02051454,0.10986816,15,America/New_York,EDT,0.47,,,3.015,1.45,2.0844,2.1558,2.38k,2.97k,364.68M,,147.47M,56.38%,16.88%,,,,,,0.05,2.35%,0.05,2.27%,,26.99%,,"Oct 12, 2020",,,"Dec 30, 2020","Mar 30, 2021",3.16%,11.79%,5.00%,12.12%,24.13B,64.45,1.70%,8.99B,3.4B,761.8M,0.0990,-26.90%,4.08B,11.1,10.63B,60.15,2.31,20.02,2.93B,1.99B,Value,11000,Consumer Defensive,9602,"Grupo Herdez, S.A.B. de C.V., a food company, engages in the manufacture, purchase, distribution, and marketing of canned and packed food products in Mexico and internationally. The company provides tuna, spices, guacamole, ice cream, mayonnaise, marmalades, honey, mole, mustard, pastas, organic products, tomato puree, homemade sauces, ketchup, tea, canned vegetables, and other products under the Aires de Campo, Barilla, BlasÃ³n, BÃºfalo, Cielito Querido CafÃ©, Del Fuerte, DoÃ±a MarÃ­a, Embasa, Helados NestlÃ©, Herdez, McCormick, Moyo, Nutrisa, La Victoria, Wholly Guacamole, and Yemina brands. It sells its products through 25 distribution centers and approximately 642 stores. The company was founded in 1914 and is headquartered in Mexico City, Mexico. Grupo Herdez, S.A.B. de C.V. is a subsidiary of Hechos Con Amor S.A. de C.V.",Mexico City,52 55 5201 5655,DF,Mexico,http://grupoherdez.com.mx,86400,Monte Pelvoux 215,Packaged Foods,Colonia Lomas de Chapultepec
t-2,GUZOF,374018000.0,364681984,,,561872000,10076889000,60175000,1515977000,2180366000,670531000,670531000,-6142000,-279854000,,,,178621000,5817436000,5146905000,3637070000,-108659000,,383251000,60175000,2883629000.0,135316000.0,16717352000.0,7538916000.0,1835894000.0,34333157000.0,432274000.0,68356000.0,5944968000.0,1450936000.0,4281269000.0,1026358000.0,1391699000.0,3732238000.0,5253012000.0,1319158000.0,258803000.0,1026358000.0,5665002000.0,12124123000.0,7987435000.0,44174000.0,4582643000.0,9461635000.0,3696712000.0,2676365000.0,340258000.0,-181318000.0,259192000.0,-381638000.0,-846150000.0,-86585000.0,194779000.0,-253987000.0,781737000.0,212560000.0,222862000.0,177336000.0,389897000.0,-90402000.0,199264000.0,-115095000.0,16669000.0,-501761000.0,6871111000.0,en-US,US,EQUITY,False,Delayed Quote,2.2,1630518439,0.0,2.1,2.2,2.1,7046,USD,PNK,802300352,-14400000,False,False,PREPRE,4,0.0,2.1 - 2.2,us_market,0,GRUPO HERDEZ SAB DE CV,2.2,0.0,0.0,0,0,finmb_878352,Other OTC,"Grupo Herdez, S.A.B. de C.V.",MXN,2379,2971,0.75,0.51724136,1.45 - 3.015,-0.81500006,-0.2703151,1.45,3.015,0.05,22.222223,0.022727273,0.099,20.024,2.0844,0.11560011,0.05545966,2.1557753,0.04422474,0.02051454,0.10986816,15,America/New_York,EDT,0.47,,,3.015,1.45,2.0844,2.1558,2.38k,2.97k,364.68M,,147.47M,56.38%,16.88%,,,,,,0.05,2.35%,0.05,2.27%,,26.99%,,"Oct 12, 2020",,,"Dec 30, 2020","Mar 30, 2021",3.16%,11.79%,5.00%,12.12%,24.13B,64.45,1.70%,8.99B,3.4B,761.8M,0.0990,-26.90%,4.08B,11.1,10.63B,60.15,2.31,20.02,2.93B,1.99B,Value,11000,Consumer Defensive,9602,"Grupo Herdez, S.A.B. de C.V., a food company, engages in the manufacture, purchase, distribution, and marketing of canned and packed food products in Mexico and internationally. The company provides tuna, spices, guacamole, ice cream, mayonnaise, marmalades, honey, mole, mustard, pastas, organic products, tomato puree, homemade sauces, ketchup, tea, canned vegetables, and other products under the Aires de Campo, Barilla, BlasÃ³n, BÃºfalo, Cielito Querido CafÃ©, Del Fuerte, DoÃ±a MarÃ­a, Embasa, Helados NestlÃ©, Herdez, McCormick, Moyo, Nutrisa, La Victoria, Wholly Guacamole, and Yemina brands. It sells its products through 25 distribution centers and approximately 642 stores. The company was founded in 1914 and is headquartered in Mexico City, Mexico. Grupo Herdez, S.A.B. de C.V. is a subsidiary of Hechos Con Amor S.A. de C.V.",Mexico City,52 55 5201 5655,DF,Mexico,http://grupoherdez.com.mx,86400,Monte Pelvoux 215,Packaged Foods,Colonia Lomas de Chapultepec
t-3,GUZOF,579490000.0,364681984,,,681022000,10306706000,133585000,1632374000,2287756000,654910000,654910000,472000,-227767000,,,,187648000,6091444000,5436534000,3803688000,26112000,,493374000,133585000,2884250000.0,135316000.0,16680234000.0,7750417000.0,1897676000.0,34737357000.0,432274000.0,125560000.0,6138267000.0,1381793000.0,4286677000.0,1044560000.0,1206275000.0,3537459000.0,6126921000.0,1133451000.0,1000000000.0,1044560000.0,5856658000.0,12349741000.0,8153756000.0,,4812674000.0,8475437000.0,3874048000.0,2849838000.0,340258000.0,-257994000.0,248025000.0,-381638000.0,-1429298000.0,-323630000.0,-703106000.0,-340108000.0,478167000.0,283746000.0,391685000.0,133802000.0,406403000.0,315838000.0,96338000.0,-90559000.0,16669000.0,-1405028000.0,6222820000.0,en-US,US,EQUITY,False,Delayed Quote,2.2,1630518439,0.0,2.1,2.2,2.1,7046,USD,PNK,802300352,-14400000,False,False,PREPRE,4,0.0,2.1 - 2.2,us_market,0,GRUPO HERDEZ SAB DE CV,2.2,0.0,0.0,0,0,finmb_878352,Other OTC,"Grupo Herdez, S.A.B. de C.V.",MXN,2379,2971,0.75,0.51724136,1.45 - 3.015,-0.81500006,-0.2703151,1.45,3.015,0.05,22.222223,0.022727273,0.099,20.024,2.0844,0.11560011,0.05545966,2.1557753,0.04422474,0.02051454,0.10986816,15,America/New_York,EDT,0.47,,,3.015,1.45,2.0844,2.1558,2.38k,2.97k,364.68M,,147.47M,56.38%,16.88%,,,,,,0.05,2.35%,0.05,2.27%,,26.99%,,"Oct 12, 2020",,,"Dec 30, 2020","Mar 30, 2021",3.16%,11.79%,5.00%,12.12%,24.13B,64.45,1.70%,8.99B,3.4B,761.8M,0.0990,-26.90%,4.08B,11.1,10.63B,60.15,2.31,20.02,2.93B,1.99B,Value,11000,Consumer Defensive,9602,"Grupo Herdez, S.A.B. de C.V., a food company, engages in the manufacture, purchase, distribution, and marketing of canned and packed food products in Mexico and internationally. The company provides tuna, spices, guacamole, ice cream, mayonnaise, marmalades, honey, mole, mustard, pastas, organic products, tomato puree, homemade sauces, ketchup, tea, canned vegetables, and other products under the Aires de Campo, Barilla, BlasÃ³n, BÃºfalo, Cielito Querido CafÃ©, Del Fuerte, DoÃ±a MarÃ­a, Embasa, Helados NestlÃ©, Herdez, McCormick, Moyo, Nutrisa, La Victoria, Wholly Guacamole, and Yemina brands. It sells its products through 25 distribution centers and approximately 642 stores. The company was founded in 1914 and is headquartered in Mexico City, Mexico. Grupo Herdez, S.A.B. de C.V. is a subsidiary of Hechos Con Amor S.A. de C.V.",Mexico City,52 55 5201 5655,DF,Mexico,http://grupoherdez.com.mx,86400,Monte Pelvoux 215,Packaged Foods,Colonia Lomas de Chapultepec
