Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,accountsPayable,treasuryStock,otherStockholderEquity,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,totalCashflowsFromInvestingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GMER,-3629364.0,68974000,,,-414280,,-414280,105413,11738,-94215,-94215,,-7931,,,,0,18335,112550,6597,-320065,,-414280,-414280,4282629.0,3645591.0,-3629364.0,1303456.0,16305.0,65374.0,-7977367.0,2305.0,3645591.0,30680.0,5875.0,10430.0,164988.0,,,7925.0,84792.0,84792.0,8125.0,-764.0,-85556.0,540.0,312134.0,,,-3635161.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.28395,1630526388,-0.0058499873,0.2945,0.2945,0.274,340083,0.2898,0.0,0.0,0,0,finmb_139443999,Other OTC,"Good Gaming, Inc.",USD,2951735,714542,0.27475,29.86413,0.0092 - 0.75,-0.46605,-0.6214,0.0092,0.75,1497398400,PREPRE,us_market,GOOD GAMING INC,0,False,False,4,-2.0186293,0.274 - 0.2945,-0.016,-0.054,0.36714333,-0.08319333,-0.22659633,0.16436489,0.11958511,0.72755873,19585168,-5.258333,15,America/New_York,EDT,-14400000,2.17,,,0.75,0.0092,0.3671,0.1644,2.95M,714.54k,68.97M,,66.1M,0.00%,0.00%,,,,,,,,,,,0.00%,"Jun 13, 2017",,1:1000,"Jun 13, 2017","Dec 30, 2020","Dec 30, 2020",0.00%,"-1,555.68%","-1,580.41%",,26.21k,0.00,64.80%,9.88k,-403.18k,-965.88k,-0.0160,,2.31k,0,2.18M,,0.00,-0.05,-402.56k,283.28k,Value,19348,Consumer Cyclical,"Good Gaming, Inc. operates tournament gaming platform and online destination targeting esports players and participants that want to compete at the high school or college level worldwide. The company is based in Kennett Square, Pennsylvania.",Kennett Square,888 295 7279,PA,1609372800,United States,http://www.good-gaming.com,86400,415 McFarlan Road,Gambling,Suite 108
t-1,GMER,-3280449.0,68974000,,,86474,,86474,103803,-659,-105002,-105002,,-7932,,,,0,2554,107556,3213,191476,,86474,86474,4223229.0,3306105.0,-3280449.0,991322.0,25734.0,59409.0,-7563088.0,3069.0,3306105.0,96045.0,6415.0,19319.0,157061.0,1.0,1.0,7938.0,97258.0,97258.0,8125.0,927.0,-96331.0,540.0,-199408.0,,,-3286786.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.28395,1630526388,-0.0058499873,0.2945,0.2945,0.274,340083,0.2898,0.0,0.0,0,0,finmb_139443999,Other OTC,"Good Gaming, Inc.",USD,2951735,714542,0.27475,29.86413,0.0092 - 0.75,-0.46605,-0.6214,0.0092,0.75,1497398400,PREPRE,us_market,GOOD GAMING INC,0,False,False,4,-2.0186293,0.274 - 0.2945,-0.016,-0.054,0.36714333,-0.08319333,-0.22659633,0.16436489,0.11958511,0.72755873,19585168,-5.258333,15,America/New_York,EDT,-14400000,2.17,,,0.75,0.0092,0.3671,0.1644,2.95M,714.54k,68.97M,,66.1M,0.00%,0.00%,,,,,,,,,,,0.00%,"Jun 13, 2017",,1:1000,"Jun 13, 2017","Dec 30, 2020","Dec 30, 2020",0.00%,"-1,555.68%","-1,580.41%",,26.21k,0.00,64.80%,9.88k,-403.18k,-965.88k,-0.0160,,2.31k,0,2.18M,,0.00,-0.05,-402.56k,283.28k,Value,19348,Consumer Cyclical,"Good Gaming, Inc. operates tournament gaming platform and online destination targeting esports players and participants that want to compete at the high school or college level worldwide. The company is based in Kennett Square, Pennsylvania.",Kennett Square,888 295 7279,PA,1609372800,United States,http://www.good-gaming.com,86400,415 McFarlan Road,Gambling,Suite 108
t-2,GMER,-3384578.0,68974000,,,-554011,,-554011,102509,1282,-104014,-104014,,-7931,,,,0,4544,108558,3262,-449997,,-554011,-554011,4210995.0,3417972.0,-3384578.0,1190730.0,33472.0,53988.0,-7649561.0,2142.0,3417972.0,113700.0,6955.0,26517.0,149123.0,,,6430.0,132618.0,132618.0,-24375.0,180.0,-127103.0,2787.0,442066.0,-5335.0,-5335.0,-3391455.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.28395,1630526388,-0.0058499873,0.2945,0.2945,0.274,340083,0.2898,0.0,0.0,0,0,finmb_139443999,Other OTC,"Good Gaming, Inc.",USD,2951735,714542,0.27475,29.86413,0.0092 - 0.75,-0.46605,-0.6214,0.0092,0.75,1497398400,PREPRE,us_market,GOOD GAMING INC,0,False,False,4,-2.0186293,0.274 - 0.2945,-0.016,-0.054,0.36714333,-0.08319333,-0.22659633,0.16436489,0.11958511,0.72755873,19585168,-5.258333,15,America/New_York,EDT,-14400000,2.17,,,0.75,0.0092,0.3671,0.1644,2.95M,714.54k,68.97M,,66.1M,0.00%,0.00%,,,,,,,,,,,0.00%,"Jun 13, 2017",,1:1000,"Jun 13, 2017","Dec 30, 2020","Dec 30, 2020",0.00%,"-1,555.68%","-1,580.41%",,26.21k,0.00,64.80%,9.88k,-403.18k,-965.88k,-0.0160,,2.31k,0,2.18M,,0.00,-0.05,-402.56k,283.28k,Value,19348,Consumer Cyclical,"Good Gaming, Inc. operates tournament gaming platform and online destination targeting esports players and participants that want to compete at the high school or college level worldwide. The company is based in Kennett Square, Pennsylvania.",Kennett Square,888 295 7279,PA,1609372800,United States,http://www.good-gaming.com,86400,415 McFarlan Road,Gambling,Suite 108
t-3,GMER,-2830567.0,68974000,,,-84068,,-84068,101339,-2478,-104590,-104590,,-7932,,,,0,782,105372,3260,20522,,-84068,-84068,4210995.0,2836858.0,-2830567.0,748664.0,6369.0,53988.0,-7095550.0,1962.0,2836858.0,113700.0,4407.0,1962.0,142693.0,,,9433.0,93506.0,93506.0,8750.0,-60.0,-93566.0,773.0,-28454.0,-5335.0,-5335.0,-2834896.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,0.28395,1630526388,-0.0058499873,0.2945,0.2945,0.274,340083,0.2898,0.0,0.0,0,0,finmb_139443999,Other OTC,"Good Gaming, Inc.",USD,2951735,714542,0.27475,29.86413,0.0092 - 0.75,-0.46605,-0.6214,0.0092,0.75,1497398400,PREPRE,us_market,GOOD GAMING INC,0,False,False,4,-2.0186293,0.274 - 0.2945,-0.016,-0.054,0.36714333,-0.08319333,-0.22659633,0.16436489,0.11958511,0.72755873,19585168,-5.258333,15,America/New_York,EDT,-14400000,2.17,,,0.75,0.0092,0.3671,0.1644,2.95M,714.54k,68.97M,,66.1M,0.00%,0.00%,,,,,,,,,,,0.00%,"Jun 13, 2017",,1:1000,"Jun 13, 2017","Dec 30, 2020","Dec 30, 2020",0.00%,"-1,555.68%","-1,580.41%",,26.21k,0.00,64.80%,9.88k,-403.18k,-965.88k,-0.0160,,2.31k,0,2.18M,,0.00,-0.05,-402.56k,283.28k,Value,19348,Consumer Cyclical,"Good Gaming, Inc. operates tournament gaming platform and online destination targeting esports players and participants that want to compete at the high school or college level worldwide. The company is based in Kennett Square, Pennsylvania.",Kennett Square,888 295 7279,PA,1609372800,United States,http://www.good-gaming.com,86400,415 McFarlan Road,Gambling,Suite 108
