Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,otherCashflowsFromFinancingActivities,issuanceOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,JROOF,19111754.0,187080992,,,-7717974,,-7717974,733486,-13488,-748303,-748303,1068,,,,,0,3127,751430,16615,-6969671,,-7717974,-7717974,3612825.0,544382.0,19111754.0,3452.0,19656136.0,55283682.0,-41018719.0,76538.0,1233966.0,6375.0,3543176.0,403568.0,1308774.0,192452.0,3558696.0,15898613.0,3025.0,64276.0,400116.0,6528.0,-1133.0,-139525.0,-1119.0,-172219.0,3196.0,-828794.0,-171100.0,-78789.0,-438261.0,1329.0,-1629.0,7277950.0,,,3155128.0,en-US,US,EQUITY,False,Delayed Quote,1.8682016,0.508 - 0.57,0.5326,0.0,0.0,0,0,finmb_145119398,Other OTC,Jericho Energy Ventures Inc.,CAD,30721,10300,0.45255002,5.028333,0.09 - 0.969,-0.42644995,-0.44009283,0.09,0.969,USD,False,False,us_market,0.54255,1630507435,0.009950042,0.508,0.57,0.508,2909,PRE,JERICHO ENERGY VENTURES INC,PNK,-0.105,0,0.107,0.6090571,-0.0665071,-0.10919682,0.7035,-0.16094995,-0.22878458,101080872,5.070561,15,America/New_York,EDT,-14400000,4,1.06,,,0.969,0.09,0.6091,0.7035,30.72k,10.3k,187.08M,,178.55M,56.44%,0.12%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,"-4,997.68%",-6.45%,-76.61%,55.55k,0.00,-94.80%,-32.14k,-2.75M,-20.13M,-0.1050,,3.54M,0.02,64.28k,0.34,8.82,0.11,-2M,-991.53k,Value,V6E 3P3,Energy,"Jericho Energy Ventures Inc. invests in hydrogen technologies, energy storage, carbon capture, and new energy systems. The company was formerly known as Jericho Oil Corporation and changed its name to Jericho Energy Ventures Inc. in March 2021. Jericho Energy Ventures Inc. was incorporated in 2010 and is headquartered in Vancouver, Canada.",Vancouver,604 343 4534,BC,1577750400,Canada,http://www.jerichoenergyventures.com,86400,1055 West Georgia Street,Oil & Gas E&P,Suite 2100
t-1,JROOF,27669534.0,187080992,,,-1654978,,-1654978,1126275,-6608,-1134093,-1134093,1092,,,,,0,2696,1136789,9304,-520885,,-1654978,-1654978,3394433.0,627799.0,27669534.0,6085.0,28297333.0,55379974.0,-33300745.0,157703.0,2195872.0,6375.0,4371970.0,404701.0,2195872.0,129718.0,4389057.0,23772183.0,1396.0,65395.0,398616.0,-246892.0,-106685.0,-245726.0,-484.0,-679.0,10217.0,-815902.0,-171100.0,-34092.0,-535405.0,1210.0,9341.0,1205490.0,-195.0,,3984356.0,en-US,US,EQUITY,False,Delayed Quote,1.8682016,0.508 - 0.57,0.5326,0.0,0.0,0,0,finmb_145119398,Other OTC,Jericho Energy Ventures Inc.,CAD,30721,10300,0.45255002,5.028333,0.09 - 0.969,-0.42644995,-0.44009283,0.09,0.969,USD,False,False,us_market,0.54255,1630507435,0.009950042,0.508,0.57,0.508,2909,PRE,JERICHO ENERGY VENTURES INC,PNK,-0.105,0,0.107,0.6090571,-0.0665071,-0.10919682,0.7035,-0.16094995,-0.22878458,101080872,5.070561,15,America/New_York,EDT,-14400000,4,1.06,,,0.969,0.09,0.6091,0.7035,30.72k,10.3k,187.08M,,178.55M,56.44%,0.12%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,"-4,997.68%",-6.45%,-76.61%,55.55k,0.00,-94.80%,-32.14k,-2.75M,-20.13M,-0.1050,,3.54M,0.02,64.28k,0.34,8.82,0.11,-2M,-991.53k,Value,V6E 3P3,Energy,"Jericho Energy Ventures Inc. invests in hydrogen technologies, energy storage, carbon capture, and new energy systems. The company was formerly known as Jericho Oil Corporation and changed its name to Jericho Energy Ventures Inc. in March 2021. Jericho Energy Ventures Inc. was incorporated in 2010 and is headquartered in Vancouver, Canada.",Vancouver,604 343 4534,BC,1577750400,Canada,http://www.jerichoenergyventures.com,86400,1055 West Georgia Street,Oil & Gas E&P,Suite 2100
t-2,JROOF,29048818.0,187080992,,,-1269093,,-1269093,415875,-10010,-429247,-429247,1136,,,,,0,13146,442393,23156,-839846,,-1269093,-1269093,2661140.0,736863.0,29048818.0,262722.0,29785681.0,55380169.0,-31645767.0,159597.0,2653276.0,6375.0,5187873.0,511387.0,2653276.0,132462.0,5224518.0,24422326.0,10737.0,65879.0,248140.0,-275533.0,-132925.0,-275533.0,65879.0,5005774.0,-321.0,4006193.0,-171100.0,-65500.0,-658548.0,3362.0,-4045.0,744474.0,-60105.0,5000000.0,4713131.0,en-US,US,EQUITY,False,Delayed Quote,1.8682016,0.508 - 0.57,0.5326,0.0,0.0,0,0,finmb_145119398,Other OTC,Jericho Energy Ventures Inc.,CAD,30721,10300,0.45255002,5.028333,0.09 - 0.969,-0.42644995,-0.44009283,0.09,0.969,USD,False,False,us_market,0.54255,1630507435,0.009950042,0.508,0.57,0.508,2909,PRE,JERICHO ENERGY VENTURES INC,PNK,-0.105,0,0.107,0.6090571,-0.0665071,-0.10919682,0.7035,-0.16094995,-0.22878458,101080872,5.070561,15,America/New_York,EDT,-14400000,4,1.06,,,0.969,0.09,0.6091,0.7035,30.72k,10.3k,187.08M,,178.55M,56.44%,0.12%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,"-4,997.68%",-6.45%,-76.61%,55.55k,0.00,-94.80%,-32.14k,-2.75M,-20.13M,-0.1050,,3.54M,0.02,64.28k,0.34,8.82,0.11,-2M,-991.53k,Value,V6E 3P3,Energy,"Jericho Energy Ventures Inc. invests in hydrogen technologies, energy storage, carbon capture, and new energy systems. The company was formerly known as Jericho Oil Corporation and changed its name to Jericho Energy Ventures Inc. in March 2021. Jericho Energy Ventures Inc. was incorporated in 2010 and is headquartered in Vancouver, Canada.",Vancouver,604 343 4534,BC,1577750400,Canada,http://www.jerichoenergyventures.com,86400,1055 West Georgia Street,Oil & Gas E&P,Suite 2100
t-3,JROOF,26231377.0,187080992,,,-9485955,,-9485955,440299,-2038,-464570,-464570,1101,,,,,0,36581,501151,38619,-9021385,,-9485955,-9485955,2647561.0,808492.0,26231377.0,407899.0,27039869.0,50515082.0,-30376674.0,164181.0,3445408.0,6375.0,1181679.0,644311.0,3520216.0,140564.0,1213958.0,25678972.0,6692.0,,226412.0,-167962.0,133766.0,-167962.0,-9903.0,-9903.0,-14045.0,-397772.0,-171100.0,144154.0,-364061.0,22233.0,16490.0,8963450.0,-60105.0,5000000.0,569647.0,en-US,US,EQUITY,False,Delayed Quote,1.8682016,0.508 - 0.57,0.5326,0.0,0.0,0,0,finmb_145119398,Other OTC,Jericho Energy Ventures Inc.,CAD,30721,10300,0.45255002,5.028333,0.09 - 0.969,-0.42644995,-0.44009283,0.09,0.969,USD,False,False,us_market,0.54255,1630507435,0.009950042,0.508,0.57,0.508,2909,PRE,JERICHO ENERGY VENTURES INC,PNK,-0.105,0,0.107,0.6090571,-0.0665071,-0.10919682,0.7035,-0.16094995,-0.22878458,101080872,5.070561,15,America/New_York,EDT,-14400000,4,1.06,,,0.969,0.09,0.6091,0.7035,30.72k,10.3k,187.08M,,178.55M,56.44%,0.12%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",0.00%,"-4,997.68%",-6.45%,-76.61%,55.55k,0.00,-94.80%,-32.14k,-2.75M,-20.13M,-0.1050,,3.54M,0.02,64.28k,0.34,8.82,0.11,-2M,-991.53k,Value,V6E 3P3,Energy,"Jericho Energy Ventures Inc. invests in hydrogen technologies, energy storage, carbon capture, and new energy systems. The company was formerly known as Jericho Oil Corporation and changed its name to Jericho Energy Ventures Inc. in March 2021. Jericho Energy Ventures Inc. was incorporated in 2010 and is headquartered in Vancouver, Canada.",Vancouver,604 343 4534,BC,1577750400,Canada,http://www.jerichoenergyventures.com,86400,1055 West Georgia Street,Oil & Gas E&P,Suite 2100
