Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,otherCurrentLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,ETOLF,34393178.0,55147400,,,,,0,,0,0,,,,,,,0,0,0,0,0,,,,261640.0,14768508.0,17244434.0,35006728.0,52251162.0,70990991.0,-50752771.0,2292026.0,351910.0,2292026.0,783617.0,2581470.0,2292026.0,570970.0,44015112.0,5330474.0,160806.0,4174195.0,11564103.0,211856.0,1258833.0,,0.0,,,,,,,,,,,,,,2749004.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,ENTERPRISE GROUP INC,False,False,PNK,0.17903,1630503007,-0.004769996,0.17903,0.17903,0.17903,900,REGULAR,0,4,-2.5952098,0.17903 - 0.17903,0.1838,0.0,0.0,0,0,finmb_23518162,"Enterprise Group, Inc.",Other OTC,CAD,25523,6916,0.16903,16.903,0.01 - 0.28,-0.10097,-0.36060715,0.01,0.28,-0.083,0.708,0.18805556,-0.009025559,-0.047994107,0.17949276,-0.00046275556,-0.0025781295,11115937,0.25286722,15,America/New_York,EDT,-14400000,1.5,,,0.28,0.01,0.1881,0.1795,25.52k,6.92k,55.15M,,23.96M,28.94%,0.00%,,,,,,,,,,,,,,1:3,"Jun 28, 2015","Dec 30, 2020","Dec 30, 2020",-32.43%,-4.15%,-0.73%,-11.81%,15.52M,0.31,,6.69M,4.86M,-4.44M,-0.0830,,944.42k,0.02,13.69M,39.12,2.07,0.71,3.98M,4.77M,Value,T8N 4A4,,"Enterprise Group, Inc. operates as an equipment rental and construction services company in Western Canada. The company primarily focuses on the specialty equipment rentals and service business. It rents trucks and heavy equipment, and flameless heating units, as well as offers oilfield infrastructure site services. It serves utility, energy, construction, and infrastructure industries. The company was formerly known as Enterprise Oilfield Group, Inc. and changed its name to Enterprise Group, Inc. in July 2012. Enterprise Group, Inc. was incorporated in 2004 and is headquartered in St. Albert, Canada.",St. Albert,780 418 4400,AB,1577750400,Canada,http://www.enterprisegrp.ca,86400,64 Riel Drive,780 418 1941,,Suite 2
t-1,ETOLF,37180002.0,55147400,,,-1671239.0,,-1555677,340796.0,352221,-1303867,-1303867.0,,-230697.0,,,,-115562,2505840,3809707,2153619,-367372,,-1555677.0,-1555677.0,25740.0,14327074.0,16657862.0,37205742.0,53863604.0,71493675.0,-48615007.0,2344943.0,,2344943.0,2643898.0,1926871.0,2344943.0,145445.0,44917204.0,6575717.0,237803.0,3512052.0,11903963.0,181964.0,988654.0,233453.0,142710.0,146983.0,1678007.0,1273559.0,97929.0,1643818.0,-48421.0,223276.0,1291810.0,3161.0,-18813.0,-356027.0,354239.0,-135466.0,4648846.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,ENTERPRISE GROUP INC,False,False,PNK,0.17903,1630503007,-0.004769996,0.17903,0.17903,0.17903,900,REGULAR,0,4,-2.5952098,0.17903 - 0.17903,0.1838,0.0,0.0,0,0,finmb_23518162,"Enterprise Group, Inc.",Other OTC,CAD,25523,6916,0.16903,16.903,0.01 - 0.28,-0.10097,-0.36060715,0.01,0.28,-0.083,0.708,0.18805556,-0.009025559,-0.047994107,0.17949276,-0.00046275556,-0.0025781295,11115937,0.25286722,15,America/New_York,EDT,-14400000,1.5,,,0.28,0.01,0.1881,0.1795,25.52k,6.92k,55.15M,,23.96M,28.94%,0.00%,,,,,,,,,,,,,,1:3,"Jun 28, 2015","Dec 30, 2020","Dec 30, 2020",-32.43%,-4.15%,-0.73%,-11.81%,15.52M,0.31,,6.69M,4.86M,-4.44M,-0.0830,,944.42k,0.02,13.69M,39.12,2.07,0.71,3.98M,4.77M,Value,T8N 4A4,,"Enterprise Group, Inc. operates as an equipment rental and construction services company in Western Canada. The company primarily focuses on the specialty equipment rentals and service business. It rents trucks and heavy equipment, and flameless heating units, as well as offers oilfield infrastructure site services. It serves utility, energy, construction, and infrastructure industries. The company was formerly known as Enterprise Oilfield Group, Inc. and changed its name to Enterprise Group, Inc. in July 2012. Enterprise Group, Inc. was incorporated in 2004 and is headquartered in St. Albert, Canada.",St. Albert,780 418 4400,AB,1577750400,Canada,http://www.enterprisegrp.ca,86400,64 Riel Drive,780 418 1941,,Suite 2
t-2,ETOLF,38760621.0,55147400,,,-1700073.0,,-1844963,222208.0,206054,-1396900,-1396900.0,,-286639.0,,,,144890,2144570,3541470,1938516,-303173,,-1844963.0,-1844963.0,49223.0,13925234.0,15054318.0,38809844.0,53864162.0,71943936.0,-47059326.0,2488234.0,,2488234.0,1000080.0,9759163.0,2488234.0,7874168.0,46352153.0,4974552.0,296108.0,3493239.0,2336585.0,185125.0,845944.0,349015.0,-851568.0,195045.0,-2461510.0,-2679824.0,-78241.0,204709.0,-28000.0,2689488.0,1345649.0,-5.0,3750901.0,-190314.0,312603.0,-262487.0,-4784611.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,ENTERPRISE GROUP INC,False,False,PNK,0.17903,1630503007,-0.004769996,0.17903,0.17903,0.17903,900,REGULAR,0,4,-2.5952098,0.17903 - 0.17903,0.1838,0.0,0.0,0,0,finmb_23518162,"Enterprise Group, Inc.",Other OTC,CAD,25523,6916,0.16903,16.903,0.01 - 0.28,-0.10097,-0.36060715,0.01,0.28,-0.083,0.708,0.18805556,-0.009025559,-0.047994107,0.17949276,-0.00046275556,-0.0025781295,11115937,0.25286722,15,America/New_York,EDT,-14400000,1.5,,,0.28,0.01,0.1881,0.1795,25.52k,6.92k,55.15M,,23.96M,28.94%,0.00%,,,,,,,,,,,,,,1:3,"Jun 28, 2015","Dec 30, 2020","Dec 30, 2020",-32.43%,-4.15%,-0.73%,-11.81%,15.52M,0.31,,6.69M,4.86M,-4.44M,-0.0830,,944.42k,0.02,13.69M,39.12,2.07,0.71,3.98M,4.77M,Value,T8N 4A4,,"Enterprise Group, Inc. operates as an equipment rental and construction services company in Western Canada. The company primarily focuses on the specialty equipment rentals and service business. It rents trucks and heavy equipment, and flameless heating units, as well as offers oilfield infrastructure site services. It serves utility, energy, construction, and infrastructure industries. The company was formerly known as Enterprise Oilfield Group, Inc. and changed its name to Enterprise Group, Inc. in July 2012. Enterprise Group, Inc. was incorporated in 2004 and is headquartered in St. Albert, Canada.",St. Albert,780 418 4400,AB,1577750400,Canada,http://www.enterprisegrp.ca,86400,64 Riel Drive,780 418 1941,,Suite 2
t-3,ETOLF,40600634.0,55147400,,,705858.0,,504694,542852.0,2849296,1004740,1004740.0,,-271314.0,,,,201164,6986550,5981810,4137254,-298882,,504694.0,504694.0,70556.0,13690279.0,18313144.0,40671190.0,58984334.0,72195278.0,-45214367.0,2912420.0,,2912420.0,795371.0,12429189.0,2912420.0,9838294.0,47558860.0,8442498.0,217867.0,7244140.0,2321525.0,185120.0,1697512.0,317390.0,-101594.0,-563786.0,81666.0,-256123.0,-35327.0,-173680.0,-97744.0,646229.0,1278400.0,11452.0,-1532877.0,-240045.0,297014.0,-606210.0,-3986691.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,ENTERPRISE GROUP INC,False,False,PNK,0.17903,1630503007,-0.004769996,0.17903,0.17903,0.17903,900,REGULAR,0,4,-2.5952098,0.17903 - 0.17903,0.1838,0.0,0.0,0,0,finmb_23518162,"Enterprise Group, Inc.",Other OTC,CAD,25523,6916,0.16903,16.903,0.01 - 0.28,-0.10097,-0.36060715,0.01,0.28,-0.083,0.708,0.18805556,-0.009025559,-0.047994107,0.17949276,-0.00046275556,-0.0025781295,11115937,0.25286722,15,America/New_York,EDT,-14400000,1.5,,,0.28,0.01,0.1881,0.1795,25.52k,6.92k,55.15M,,23.96M,28.94%,0.00%,,,,,,,,,,,,,,1:3,"Jun 28, 2015","Dec 30, 2020","Dec 30, 2020",-32.43%,-4.15%,-0.73%,-11.81%,15.52M,0.31,,6.69M,4.86M,-4.44M,-0.0830,,944.42k,0.02,13.69M,39.12,2.07,0.71,3.98M,4.77M,Value,T8N 4A4,,"Enterprise Group, Inc. operates as an equipment rental and construction services company in Western Canada. The company primarily focuses on the specialty equipment rentals and service business. It rents trucks and heavy equipment, and flameless heating units, as well as offers oilfield infrastructure site services. It serves utility, energy, construction, and infrastructure industries. The company was formerly known as Enterprise Oilfield Group, Inc. and changed its name to Enterprise Group, Inc. in July 2012. Enterprise Group, Inc. was incorporated in 2004 and is headquartered in St. Albert, Canada.",St. Albert,780 418 4400,AB,1577750400,Canada,http://www.enterprisegrp.ca,86400,64 Riel Drive,780 418 1941,,Suite 2
