Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,shortLongTermDebt,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,HANNF,6851340.0,84471400,,,-335364,,-335364,214519,0,-267811,-267811,,,,,,0,0,267811,0,-67553,,-335364,-335364,247406.0,6851340.0,54531.0,7098746.0,12384848.0,-9875584.0,4342076.0,1542734.0,247406.0,4342076.0,5201583.0,1897163.0,28957.0,43505.0,,16503.0,74307.0,266363.0,-201851.0,266363.0,-142898.0,-483568.0,-16148.0,53292.0,74307.0,,,1649757.0,en-US,US,EQUITY,False,Delayed Quote,PREPRE,USD,PNK,HANNAN METALS LTD,us_market,4,Other OTC,Hannan Metals Ltd.,CAD,42075,25014,0.066,0.41509435,0.159 - 0.485,-0.26000002,-0.5360825,0.159,0.485,1467763200,-0.013,0,0.083,0.21562856,0.00937143,0.043460984,0.30436957,-0.079369575,-0.2607671,19006064,2.7108433,15,America/New_York,EDT,-14400000,False,False,7.8216133,0.2225 - 0.2461,0.208678,0.0,0.0,0,0,finmb_23927387,0.225,1630526124,0.016321987,0.2225,0.2461,0.2225,71513,1.39,,,0.485,0.159,0.2156,0.3044,42.08k,25.01k,84.47M,,68.44M,12.62%,11.91%,,,,,,,,,,,0.00%,"Jul 05, 2016",,1:2,"Jul 05, 2016","May 30, 2020","Feb 27, 2021",0.00%,0.00%,-10.47%,-19.12%,,,,,,-1.24M,-0.0130,,1.54M,0.02,,,7.67,0.08,-1.24M,-1.5M,Value,V6E 3V7,Basic Materials,"Hannan Metals Ltd., a junior mineral exploration company, engages in the acquisition and exploration of mineral properties in Ireland and Peru. The company explores for copper, silver, zinc, and lead deposits. The company holds 100% interest in the San Martin project covering an area of 65,600 hectares located to the northwest of Tarapoto, Peru. It also holds 100% interest in the Clare project, which consists of 7 prospecting licenses (PLs) and two PL applications covering a total area of 35,444 hectares located in County Clare, Ireland. The company was formerly known as Mitchell Resources Ltd. and changed its name to Hannan Metals Ltd. in January 2017. Hannan Metals Ltd. is based in Vancouver, Canada.",Vancouver,604-699-0202,BC,1609372800,Canada,http://www.hannanmetals.com,86400,1090 West Georgia Street,604-683-1585,Other Industrial Metals & Mining,Suite 1305
t-1,HANNF,6867049.0,84471400,,,-384258,,-384258,277588,0,-377261,-377261,,,,,,0,0,377261,0,-6997,,-384258,-384258,336245.0,6867049.0,52552.0,7203294.0,12096527.0,-9540220.0,4310742.0,1685632.0,336245.0,4310742.0,5381232.0,1822062.0,18475.0,127543.0,,15389.0,-396859.0,53350.0,97112.0,73350.0,-565593.0,-222084.0,-16148.0,49673.0,-396859.0,-20000.0,,1485817.0,en-US,US,EQUITY,False,Delayed Quote,PREPRE,USD,PNK,HANNAN METALS LTD,us_market,4,Other OTC,Hannan Metals Ltd.,CAD,42075,25014,0.066,0.41509435,0.159 - 0.485,-0.26000002,-0.5360825,0.159,0.485,1467763200,-0.013,0,0.083,0.21562856,0.00937143,0.043460984,0.30436957,-0.079369575,-0.2607671,19006064,2.7108433,15,America/New_York,EDT,-14400000,False,False,7.8216133,0.2225 - 0.2461,0.208678,0.0,0.0,0,0,finmb_23927387,0.225,1630526124,0.016321987,0.2225,0.2461,0.2225,71513,1.39,,,0.485,0.159,0.2156,0.3044,42.08k,25.01k,84.47M,,68.44M,12.62%,11.91%,,,,,,,,,,,0.00%,"Jul 05, 2016",,1:2,"Jul 05, 2016","May 30, 2020","Feb 27, 2021",0.00%,0.00%,-10.47%,-19.12%,,,,,,-1.24M,-0.0130,,1.54M,0.02,,,7.67,0.08,-1.24M,-1.5M,Value,V6E 3V7,Basic Materials,"Hannan Metals Ltd., a junior mineral exploration company, engages in the acquisition and exploration of mineral properties in Ireland and Peru. The company explores for copper, silver, zinc, and lead deposits. The company holds 100% interest in the San Martin project covering an area of 65,600 hectares located to the northwest of Tarapoto, Peru. It also holds 100% interest in the Clare project, which consists of 7 prospecting licenses (PLs) and two PL applications covering a total area of 35,444 hectares located in County Clare, Ireland. The company was formerly known as Mitchell Resources Ltd. and changed its name to Hannan Metals Ltd. in January 2017. Hannan Metals Ltd. is based in Vancouver, Canada.",Vancouver,604-699-0202,BC,1609372800,Canada,http://www.hannanmetals.com,86400,1090 West Georgia Street,604-683-1585,Other Industrial Metals & Mining,Suite 1305
t-2,HANNF,7128284.0,84471400,,,-405341,,-405341,287031,0,-389539,-389539,,-1808.0,,,,0,0,389539,0,-15802,,-405341,-405341,235514.0,7128284.0,69487.0,7363798.0,12023177.0,-9155962.0,4261069.0,2251225.0,235514.0,4261069.0,4879031.0,2484767.0,14003.0,15137.0,,-19112.0,-214604.0,1233548.0,-138493.0,1470552.0,560314.0,-458630.0,-16148.0,104316.0,-214604.0,-216658.0,-20346.0,2249253.0,en-US,US,EQUITY,False,Delayed Quote,PREPRE,USD,PNK,HANNAN METALS LTD,us_market,4,Other OTC,Hannan Metals Ltd.,CAD,42075,25014,0.066,0.41509435,0.159 - 0.485,-0.26000002,-0.5360825,0.159,0.485,1467763200,-0.013,0,0.083,0.21562856,0.00937143,0.043460984,0.30436957,-0.079369575,-0.2607671,19006064,2.7108433,15,America/New_York,EDT,-14400000,False,False,7.8216133,0.2225 - 0.2461,0.208678,0.0,0.0,0,0,finmb_23927387,0.225,1630526124,0.016321987,0.2225,0.2461,0.2225,71513,1.39,,,0.485,0.159,0.2156,0.3044,42.08k,25.01k,84.47M,,68.44M,12.62%,11.91%,,,,,,,,,,,0.00%,"Jul 05, 2016",,1:2,"Jul 05, 2016","May 30, 2020","Feb 27, 2021",0.00%,0.00%,-10.47%,-19.12%,,,,,,-1.24M,-0.0130,,1.54M,0.02,,,7.67,0.08,-1.24M,-1.5M,Value,V6E 3V7,Basic Materials,"Hannan Metals Ltd., a junior mineral exploration company, engages in the acquisition and exploration of mineral properties in Ireland and Peru. The company explores for copper, silver, zinc, and lead deposits. The company holds 100% interest in the San Martin project covering an area of 65,600 hectares located to the northwest of Tarapoto, Peru. It also holds 100% interest in the Clare project, which consists of 7 prospecting licenses (PLs) and two PL applications covering a total area of 35,444 hectares located in County Clare, Ireland. The company was formerly known as Mitchell Resources Ltd. and changed its name to Hannan Metals Ltd. in January 2017. Hannan Metals Ltd. is based in Vancouver, Canada.",Vancouver,604-699-0202,BC,1609372800,Canada,http://www.hannanmetals.com,86400,1090 West Georgia Street,604-683-1585,Other Industrial Metals & Mining,Suite 1305
t-3,HANNF,5980911.0,84471400,,,-112353,,-112353,113187,0,-113334,-113334,,-2558.0,,,,0,0,113334,0,981,,-112353,-112353,469476.0,5980911.0,142771.0,6450387.0,10454991.0,-8750621.0,4276541.0,1690911.0,469476.0,4276541.0,4664427.0,1785960.0,9172.0,38605.0,214850.0,25667.0,-171366.0,-30000.0,10260.0,1470552.0,-275087.0,-73721.0,-16148.0,2705.0,-171366.0,-30000.0,-20346.0,1316484.0,en-US,US,EQUITY,False,Delayed Quote,PREPRE,USD,PNK,HANNAN METALS LTD,us_market,4,Other OTC,Hannan Metals Ltd.,CAD,42075,25014,0.066,0.41509435,0.159 - 0.485,-0.26000002,-0.5360825,0.159,0.485,1467763200,-0.013,0,0.083,0.21562856,0.00937143,0.043460984,0.30436957,-0.079369575,-0.2607671,19006064,2.7108433,15,America/New_York,EDT,-14400000,False,False,7.8216133,0.2225 - 0.2461,0.208678,0.0,0.0,0,0,finmb_23927387,0.225,1630526124,0.016321987,0.2225,0.2461,0.2225,71513,1.39,,,0.485,0.159,0.2156,0.3044,42.08k,25.01k,84.47M,,68.44M,12.62%,11.91%,,,,,,,,,,,0.00%,"Jul 05, 2016",,1:2,"Jul 05, 2016","May 30, 2020","Feb 27, 2021",0.00%,0.00%,-10.47%,-19.12%,,,,,,-1.24M,-0.0130,,1.54M,0.02,,,7.67,0.08,-1.24M,-1.5M,Value,V6E 3V7,Basic Materials,"Hannan Metals Ltd., a junior mineral exploration company, engages in the acquisition and exploration of mineral properties in Ireland and Peru. The company explores for copper, silver, zinc, and lead deposits. The company holds 100% interest in the San Martin project covering an area of 65,600 hectares located to the northwest of Tarapoto, Peru. It also holds 100% interest in the Clare project, which consists of 7 prospecting licenses (PLs) and two PL applications covering a total area of 35,444 hectares located in County Clare, Ireland. The company was formerly known as Mitchell Resources Ltd. and changed its name to Hannan Metals Ltd. in January 2017. Hannan Metals Ltd. is based in Vancouver, Canada.",Vancouver,604-699-0202,BC,1609372800,Canada,http://www.hannanmetals.com,86400,1090 West Georgia Street,604-683-1585,Other Industrial Metals & Mining,Suite 1305
