Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherCurrentLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,FPOCF,15973714.0,212258000,,,-460070,,-460070,288821,0,-456215,-456215,,-27704,,,,0,0,456215,0,-3855,,-460070,-460070,258960.0,15973714.0,16232674.0,47937204.0,41710.0,-38857379.0,6893889.0,133288.0,5413099.0,186531.0,6893889.0,10561655.0,5537731.0,82157.0,60000.0,131530.0,,20692.0,-282605.0,11889.0,157117.0,-18085.0,207500.0,-421975.0,-296487.0,8000.0,-24227.0,-62272.0,177203.0,-282605.0,,5351200.0,en-US,US,EQUITY,False,Delayed Quote,USD,FPX NICKEL CORP,-0.2515123,83643096,4.5317645,15,America/New_York,EDT,-14400000,False,False,POST,0,4,0.3852,1630526267,-0.0123000145,0.41,0.41,0.385,183670,PNK,us_market,-3.0943432,0.385 - 0.41,0.3975,0.0,0.0,0,0,finmb_3110190,Other OTC,FPX Nickel Corp.,CAD,88693,64350,0.0652,0.20375001,0.32 - 0.76,-0.3748,-0.4931579,0.32,0.76,-0.006,0.085,0.4186111,-0.033411115,-0.07981421,0.5146377,-0.12943771,1.02,,,0.76,0.32,0.4186,0.5146,88.69k,64.35k,212.26M,,128.85M,39.26%,0.35%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-5.21%,-11.66%,,,,,-1.15M,-1.17M,-0.0060,,5.41M,0.03,107.43k,0.67,29.69,0.09,-752.8k,-1.83M,Value,V6E 2P4,Basic Materials,2,"FPX Nickel Corp., a junior nickel mining company, engages in the acquisition, exploration, and development of mineral properties. It primarily explores for awaruite, a nickel-iron alloy. Its flagship property is the 100% owned Decar Project covering an area of approximately 245 square kilometers located in central British Columbia. The company was formerly known as First Point Minerals Corp. and changed its name to FPX Nickel Corp. in May 2017. FPX Nickel Corp. was founded in 1995 and is headquartered in Vancouver, Canada.",Vancouver,604 681 8600,BC,1609372800,Canada,http://fpxnickel.com,86400,1155 West Pender Street,604 681 8799,Other Industrial Metals & Mining,Suite 620
t-1,FPOCF,12676111.0,212258000,,,-235927,,-235927,862185,0,-339098,-339098,,-83668,,,,0,0,339098,0,103171,,-235927,-235927,3648146.0,12676111.0,16324257.0,44188865.0,20942.0,-38397309.0,6884555.0,133288.0,5835074.0,215015.0,6884555.0,10273575.0,5917394.0,57930.0,3411582.0,97363.0,,24921.0,-76153.0,-114137.0,4629288.0,-4380.0,4930000.0,4442044.0,-111091.0,7999.0,15047.0,-186575.0,81249.0,-61153.0,-15000.0,5702379.0,en-US,US,EQUITY,False,Delayed Quote,USD,FPX NICKEL CORP,-0.2515123,83643096,4.5317645,15,America/New_York,EDT,-14400000,False,False,POST,0,4,0.3852,1630526267,-0.0123000145,0.41,0.41,0.385,183670,PNK,us_market,-3.0943432,0.385 - 0.41,0.3975,0.0,0.0,0,0,finmb_3110190,Other OTC,FPX Nickel Corp.,CAD,88693,64350,0.0652,0.20375001,0.32 - 0.76,-0.3748,-0.4931579,0.32,0.76,-0.006,0.085,0.4186111,-0.033411115,-0.07981421,0.5146377,-0.12943771,1.02,,,0.76,0.32,0.4186,0.5146,88.69k,64.35k,212.26M,,128.85M,39.26%,0.35%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-5.21%,-11.66%,,,,,-1.15M,-1.17M,-0.0060,,5.41M,0.03,107.43k,0.67,29.69,0.09,-752.8k,-1.83M,Value,V6E 2P4,Basic Materials,2,"FPX Nickel Corp., a junior nickel mining company, engages in the acquisition, exploration, and development of mineral properties. It primarily explores for awaruite, a nickel-iron alloy. Its flagship property is the 100% owned Decar Project covering an area of approximately 245 square kilometers located in central British Columbia. The company was formerly known as First Point Minerals Corp. and changed its name to FPX Nickel Corp. in May 2017. FPX Nickel Corp. was founded in 1995 and is headquartered in Vancouver, Canada.",Vancouver,604 681 8600,BC,1609372800,Canada,http://fpxnickel.com,86400,1155 West Pender Street,604 681 8799,Other Industrial Metals & Mining,Suite 620
t-2,FPOCF,3906092.0,212258000,,,-327622,,-327622,164047,0,-267211,-267211,,-139463,,,,0,0,267211,0,-60411,,-327622,-327622,7950420.0,3906092.0,11856512.0,35182920.0,10194.0,-38161382.0,6884554.0,133288.0,1393030.0,289144.0,6884554.0,10251240.0,1471984.0,61868.0,7630774.0,69451.0,40000.0,7723.0,-274784.0,-7577.0,112423.0,31674.0,120000.0,-379829.0,-217468.0,7999.0,-15542.0,-186575.0,78300.0,-274340.0,-444.0,1182840.0,en-US,US,EQUITY,False,Delayed Quote,USD,FPX NICKEL CORP,-0.2515123,83643096,4.5317645,15,America/New_York,EDT,-14400000,False,False,POST,0,4,0.3852,1630526267,-0.0123000145,0.41,0.41,0.385,183670,PNK,us_market,-3.0943432,0.385 - 0.41,0.3975,0.0,0.0,0,0,finmb_3110190,Other OTC,FPX Nickel Corp.,CAD,88693,64350,0.0652,0.20375001,0.32 - 0.76,-0.3748,-0.4931579,0.32,0.76,-0.006,0.085,0.4186111,-0.033411115,-0.07981421,0.5146377,-0.12943771,1.02,,,0.76,0.32,0.4186,0.5146,88.69k,64.35k,212.26M,,128.85M,39.26%,0.35%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-5.21%,-11.66%,,,,,-1.15M,-1.17M,-0.0060,,5.41M,0.03,107.43k,0.67,29.69,0.09,-752.8k,-1.83M,Value,V6E 2P4,Basic Materials,2,"FPX Nickel Corp., a junior nickel mining company, engages in the acquisition, exploration, and development of mineral properties. It primarily explores for awaruite, a nickel-iron alloy. Its flagship property is the 100% owned Decar Project covering an area of approximately 245 square kilometers located in central British Columbia. The company was formerly known as First Point Minerals Corp. and changed its name to FPX Nickel Corp. in May 2017. FPX Nickel Corp. was founded in 1995 and is headquartered in Vancouver, Canada.",Vancouver,604 681 8600,BC,1609372800,Canada,http://fpxnickel.com,86400,1155 West Pender Street,604 681 8799,Other Industrial Metals & Mining,Suite 620
t-3,FPOCF,4018566.0,212258000,,,-149330,,-149330,115441,0,-124077,-124077,,-140626,,,,0,0,124077,0,-25253,,-149330,-149330,8145692.0,4018566.0,12164258.0,34984460.0,41260.0,-37833760.0,6867866.0,117843.0,1772859.0,466067.0,6867866.0,10146488.0,1899927.0,75472.0,7640458.0,226014.0,60000.0,3906.0,-268808.0,-6968.0,12725.0,-5928.0,120000.0,-392387.0,-136304.0,7999.0,-22795.0,19693.0,29844.0,-268706.0,-102.0,1433860.0,en-US,US,EQUITY,False,Delayed Quote,USD,FPX NICKEL CORP,-0.2515123,83643096,4.5317645,15,America/New_York,EDT,-14400000,False,False,POST,0,4,0.3852,1630526267,-0.0123000145,0.41,0.41,0.385,183670,PNK,us_market,-3.0943432,0.385 - 0.41,0.3975,0.0,0.0,0,0,finmb_3110190,Other OTC,FPX Nickel Corp.,CAD,88693,64350,0.0652,0.20375001,0.32 - 0.76,-0.3748,-0.4931579,0.32,0.76,-0.006,0.085,0.4186111,-0.033411115,-0.07981421,0.5146377,-0.12943771,1.02,,,0.76,0.32,0.4186,0.5146,88.69k,64.35k,212.26M,,128.85M,39.26%,0.35%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-5.21%,-11.66%,,,,,-1.15M,-1.17M,-0.0060,,5.41M,0.03,107.43k,0.67,29.69,0.09,-752.8k,-1.83M,Value,V6E 2P4,Basic Materials,2,"FPX Nickel Corp., a junior nickel mining company, engages in the acquisition, exploration, and development of mineral properties. It primarily explores for awaruite, a nickel-iron alloy. Its flagship property is the 100% owned Decar Project covering an area of approximately 245 square kilometers located in central British Columbia. The company was formerly known as First Point Minerals Corp. and changed its name to FPX Nickel Corp. in May 2017. FPX Nickel Corp. was founded in 1995 and is headquartered in Vancouver, Canada.",Vancouver,604 681 8600,BC,1609372800,Canada,http://fpxnickel.com,86400,1155 West Pender Street,604 681 8799,Other Industrial Metals & Mining,Suite 620
