Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,epsForward,marketState,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,GRWG,205925000.0,58830800,,,7700000,,6147000,15587000,25377000,7736000,7736000,,-2000,,,,1553000,90022000,82286000,64645000,-36000,,6147000,6147000,42771000.0,346176000.0,57774000.0,349739000.0,10394000.0,407513000.0,58000.0,3505000.0,1134000.0,101043000.0,1472000.0,92042000.0,45685000.0,83000.0,22727000.0,239500000.0,41077000.0,8181000.0,131000.0,77862000.0,24965000.0,-41077000,15228000,-82744000,-27000,-3868000,-6788000,113000,-85870000,-3954000,742000,2054000,-16716000,-1165000,1527000,-1679000,193815000.0,en-US,US,EQUITY,True,Delayed Quote,31.97,1630526402,-0.020000458,32.22,32.45,31.4718,1381910,-11.564531,-0.26564044,1880820608,45.028168,5.33812,15,America/New_York,EDT,-14400000,False,False,USD,2,GrowGeneration Corp.,NCM,0.46,69.5,5.989,37.000572,-5.030573,-0.13595933,43.53453,0,finmb_261909118,NasdaqCM,GrowGeneration Corp.,USD,1697170,1431671,18.86,1.4385966,13.11 - 67.75,-35.78,-0.5281181,13.11,67.75,1620849600,1636464600,1636983000,123.914734,0.258,0.71,PREPRE,-0.15639424,1630540795,31.92,-0.049999237,-0.06252097,31.4718 - 32.45,31.99,0.0,0.0,10,8,us_market,2.94,,,67.75,13.11,37.0,43.53,1.7M,1.43M,58.83M,,52.07M,7.42%,53.09%,2.3M,1.34,4.18%,3.92%,2.48M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",5.42%,7.40%,4.74%,6.66%,250.41M,5.10,172.90%,51.05M,22.65M,13.57M,0.26,,133.12M,2.26,14.91M,4.26,5.24,5.99,-223.79k,-27.46M,Value,80204,Consumer Cyclical,590,10,9,"GrowGeneration Corp., through its subsidiaries, owns and operates retail hydroponic and organic gardening stores in the United States. It engages in the marketing and distribution of horticultural, organics, and lighting and hydroponics products, including lighting fixtures, nutrients, seeds and growing media, systems, trays, fans, filters, humidifiers and dehumidifiers, timers, instruments, water pumps, irrigation supplies, and hand tools. The company also operates GrowGen.Pro, an online e-commerce store. The company serves commercial and urban cultivators growing specialty crops, including organics, greens, and plant-based medicines. As of March 16, 2021, it operated a chain of 51 stores, which includes 8 locations in Colorado, 18 locations in California, 2 locations in Nevada, 1 location in Arizona, 2 locations in Washington, 6 locations in Michigan, 1 location in Rhode Island, 5 locations in Oklahoma, 2 locations in Oregon, 5 locations in Maine, and 1 location in Florida, as well as an online e-commerce store. The company was formerly known as Easylife Corp. GrowGeneration Corp. was founded in 2008 and is headquartered in Denver, Colorado.",Denver,800 935 8420,CO,3,1609372800,1622505600,10,United States,http://www.growgeneration.com,86400,10,930 West 7th Avenue,Home Improvement Retail,Suite A
t-1,GRWG,232556246.0,58830800,,,2806398,,1510620,10378881,15945948,2869446,2869446,,-28679,,,,1295778,61924659,59055213,45978711,-63048,,1510620,1510620,21489544.0,319581657.0,37736444.0,316997251.0,5154524.0,354733695.0,57152.0,-2641558.0,750430.0,62951461.0,1500510.0,177911511.0,27349474.0,82877.0,18563520.0,250228660.0,,7167906.0,157987.0,54024491.0,14623107.0,-41077000,6408090,-38891281,-36517,165367190,-5019137,165522492,122564061,-118785,-3911848,1331184,-5771305,-2585856,2307978,-1286485,222879186.0,en-US,US,EQUITY,True,Delayed Quote,31.97,1630526402,-0.020000458,32.22,32.45,31.4718,1381910,-11.564531,-0.26564044,1880820608,45.028168,5.33812,15,America/New_York,EDT,-14400000,False,False,USD,2,GrowGeneration Corp.,NCM,0.46,69.5,5.989,37.000572,-5.030573,-0.13595933,43.53453,0,finmb_261909118,NasdaqCM,GrowGeneration Corp.,USD,1697170,1431671,18.86,1.4385966,13.11 - 67.75,-35.78,-0.5281181,13.11,67.75,1620849600,1636464600,1636983000,123.914734,0.258,0.71,PREPRE,-0.15639424,1630540795,31.92,-0.049999237,-0.06252097,31.4718 - 32.45,31.99,0.0,0.0,10,8,us_market,2.94,,,67.75,13.11,37.0,43.53,1.7M,1.43M,58.83M,,52.07M,7.42%,53.09%,2.3M,1.34,4.18%,3.92%,2.48M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",5.42%,7.40%,4.74%,6.66%,250.41M,5.10,172.90%,51.05M,22.65M,13.57M,0.26,,133.12M,2.26,14.91M,4.26,5.24,5.99,-223.79k,-27.46M,Value,80204,Consumer Cyclical,590,10,9,"GrowGeneration Corp., through its subsidiaries, owns and operates retail hydroponic and organic gardening stores in the United States. It engages in the marketing and distribution of horticultural, organics, and lighting and hydroponics products, including lighting fixtures, nutrients, seeds and growing media, systems, trays, fans, filters, humidifiers and dehumidifiers, timers, instruments, water pumps, irrigation supplies, and hand tools. The company also operates GrowGen.Pro, an online e-commerce store. The company serves commercial and urban cultivators growing specialty crops, including organics, greens, and plant-based medicines. As of March 16, 2021, it operated a chain of 51 stores, which includes 8 locations in Colorado, 18 locations in California, 2 locations in Nevada, 1 location in Arizona, 2 locations in Washington, 6 locations in Michigan, 1 location in Rhode Island, 5 locations in Oklahoma, 2 locations in Oregon, 5 locations in Maine, and 1 location in Florida, as well as an online e-commerce store. The company was formerly known as Easylife Corp. GrowGeneration Corp. was founded in 2008 and is headquartered in Denver, Colorado.",Denver,800 935 8420,CO,3,1609372800,1622505600,10,United States,http://www.growgeneration.com,86400,10,930 West 7th Avenue,Home Improvement Retail,Suite A
t-2,GRWG,89475672.0,58830800,,,5113134,,3337333,8005277,14570768,5099776,5099776,,-142,,,,1775801,55007475,49907699,40436707,13358,,3337333,3337333,864219.0,115285993.0,27437058.0,112264975.0,4397386.0,139702033.0,48412.0,-3069430.0,,21925084.0,336149.0,55347450.0,20940262.0,88049.0,12598106.0,103978475.0,,5246521.0,189333.0,37847421.0,11452252.0,-41077000,-208940,-1917813,-27676,44863742,144902,44891418,40523909,-118785,-2422020,399481,-7267463,-1536397,893162,-834604,83038213.0,en-US,US,EQUITY,True,Delayed Quote,31.97,1630526402,-0.020000458,32.22,32.45,31.4718,1381910,-11.564531,-0.26564044,1880820608,45.028168,5.33812,15,America/New_York,EDT,-14400000,False,False,USD,2,GrowGeneration Corp.,NCM,0.46,69.5,5.989,37.000572,-5.030573,-0.13595933,43.53453,0,finmb_261909118,NasdaqCM,GrowGeneration Corp.,USD,1697170,1431671,18.86,1.4385966,13.11 - 67.75,-35.78,-0.5281181,13.11,67.75,1620849600,1636464600,1636983000,123.914734,0.258,0.71,PREPRE,-0.15639424,1630540795,31.92,-0.049999237,-0.06252097,31.4718 - 32.45,31.99,0.0,0.0,10,8,us_market,2.94,,,67.75,13.11,37.0,43.53,1.7M,1.43M,58.83M,,52.07M,7.42%,53.09%,2.3M,1.34,4.18%,3.92%,2.48M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",5.42%,7.40%,4.74%,6.66%,250.41M,5.10,172.90%,51.05M,22.65M,13.57M,0.26,,133.12M,2.26,14.91M,4.26,5.24,5.99,-223.79k,-27.46M,Value,80204,Consumer Cyclical,590,10,9,"GrowGeneration Corp., through its subsidiaries, owns and operates retail hydroponic and organic gardening stores in the United States. It engages in the marketing and distribution of horticultural, organics, and lighting and hydroponics products, including lighting fixtures, nutrients, seeds and growing media, systems, trays, fans, filters, humidifiers and dehumidifiers, timers, instruments, water pumps, irrigation supplies, and hand tools. The company also operates GrowGen.Pro, an online e-commerce store. The company serves commercial and urban cultivators growing specialty crops, including organics, greens, and plant-based medicines. As of March 16, 2021, it operated a chain of 51 stores, which includes 8 locations in Colorado, 18 locations in California, 2 locations in Nevada, 1 location in Arizona, 2 locations in Washington, 6 locations in Michigan, 1 location in Rhode Island, 5 locations in Oklahoma, 2 locations in Oregon, 5 locations in Maine, and 1 location in Florida, as well as an online e-commerce store. The company was formerly known as Easylife Corp. GrowGeneration Corp. was founded in 2008 and is headquartered in Denver, Colorado.",Denver,800 935 8420,CO,3,1609372800,1622505600,10,United States,http://www.growgeneration.com,86400,10,930 West 7th Avenue,Home Improvement Retail,Suite A
t-3,GRWG,41108495.0,58830800,,,2729943,,2573943,7121106,11585337,2809649,2809649,,-13240,,,,156000,43451840,40642191,31866503,-79706,,2573943,2573943,820507.0,69382004.0,24861374.0,63014086.0,2490861.0,87875460.0,38845.0,-6406763.0,,21085084.0,294718.0,14823541.0,18803705.0,91128.0,11646626.0,54028525.0,,3608966.0,213930.0,30429958.0,11933154.0,-41077000,2215143,-2259713,-8638,273623,-1004118,282261,3382316,-118785,5368406,346158,-1193478,792286,1360952,-628479,35224820.0,en-US,US,EQUITY,True,Delayed Quote,31.97,1630526402,-0.020000458,32.22,32.45,31.4718,1381910,-11.564531,-0.26564044,1880820608,45.028168,5.33812,15,America/New_York,EDT,-14400000,False,False,USD,2,GrowGeneration Corp.,NCM,0.46,69.5,5.989,37.000572,-5.030573,-0.13595933,43.53453,0,finmb_261909118,NasdaqCM,GrowGeneration Corp.,USD,1697170,1431671,18.86,1.4385966,13.11 - 67.75,-35.78,-0.5281181,13.11,67.75,1620849600,1636464600,1636983000,123.914734,0.258,0.71,PREPRE,-0.15639424,1630540795,31.92,-0.049999237,-0.06252097,31.4718 - 32.45,31.99,0.0,0.0,10,8,us_market,2.94,,,67.75,13.11,37.0,43.53,1.7M,1.43M,58.83M,,52.07M,7.42%,53.09%,2.3M,1.34,4.18%,3.92%,2.48M,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",5.42%,7.40%,4.74%,6.66%,250.41M,5.10,172.90%,51.05M,22.65M,13.57M,0.26,,133.12M,2.26,14.91M,4.26,5.24,5.99,-223.79k,-27.46M,Value,80204,Consumer Cyclical,590,10,9,"GrowGeneration Corp., through its subsidiaries, owns and operates retail hydroponic and organic gardening stores in the United States. It engages in the marketing and distribution of horticultural, organics, and lighting and hydroponics products, including lighting fixtures, nutrients, seeds and growing media, systems, trays, fans, filters, humidifiers and dehumidifiers, timers, instruments, water pumps, irrigation supplies, and hand tools. The company also operates GrowGen.Pro, an online e-commerce store. The company serves commercial and urban cultivators growing specialty crops, including organics, greens, and plant-based medicines. As of March 16, 2021, it operated a chain of 51 stores, which includes 8 locations in Colorado, 18 locations in California, 2 locations in Nevada, 1 location in Arizona, 2 locations in Washington, 6 locations in Michigan, 1 location in Rhode Island, 5 locations in Oklahoma, 2 locations in Oregon, 5 locations in Maine, and 1 location in Florida, as well as an online e-commerce store. The company was formerly known as Easylife Corp. GrowGeneration Corp. was founded in 2008 and is headquartered in Denver, Colorado.",Denver,800 935 8420,CO,3,1609372800,1622505600,10,United States,http://www.growgeneration.com,86400,10,930 West 7th Avenue,Home Improvement Retail,Suite A
