Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,otherCurrentAssets,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,JRNGF,-17931000.0,44001000,,,1699000,,1699000,466000,12106000,6979000,6979000,862000,-3317000,,,,0,23405000,16426000,11299000,-5280000,,1699000,1699000,109522000.0,276165000.0,-17931000.0,2742000.0,258234000.0,300758000.0,-432020000.0,178947000.0,3809000.0,6909000.0,36507000.0,19687000.0,3809000.0,238301000.0,19933000.0,10835000.0,59725000.0,13850000.0,,0.0,-136000.0,-3840000.0,-3840000.0,-4841000.0,319000.0,4295000.0,4469000.0,329000.0,2968000.0,-465000.0,,-16574000.0,en-US,US,EQUITY,False,Delayed Quote,-1.734985,0.906 - 0.9062,0.9222,0.0,0.0,0,0,finmb_881281,Other OTC,Journey Energy Inc.,CAD,8410,3902,0.81483,8.917916,0.09137 - 1.354,-0.44779998,-0.33072376,0.09137,1.354,1444867200,1615327122,1636491600,1637010000,0.0,4.6234694,-14400000,False,False,USD,PRE,0.0,0.196,-0.408,1.0177953,-0.11159533,-0.10964418,0.7967469,0.10945308,0.13737497,39873704,-2.2210784,15,America/New_York,EDT,JOURNEY ENERGY INC,0.9062,1630520886,-0.016000032,0.906,0.9062,0.906,302,0,PNK,4,us_market,3.69,,,1.354,0.0914,1.0178,0.7967,8.41k,3.9k,44M,,25.62M,21.66%,19.57%,,,,,,,,0.00,0.00%,,0.00%,"Oct 14, 2015","Sep 27, 2015",,,"Dec 30, 2020","Mar 30, 2021",14.82%,-16.19%,-2.68%,,70.93M,1.63,42.10%,21.26M,20.83M,10.52M,0.1960,,6.91M,0.16,80.63M,,0.55,-0.41,14.52M,16.32M,Value,T2R 0A8,Energy,"Journey Energy Inc. engages in the exploration, development, and production of crude oil and natural gas in the province of Alberta, Canada. Its cash generating units comprise power generation, Pine Creek, Pembina, Matziwin, Herronton, Skiff, Gilby, Crystal, Cherhill, and Countess. As of December 31, 2020, it had total proved plus probable reserves of 50,004 thousand barrels of oil equivalent. The company was formerly known as Sword Energy Inc. and changed its name to Journey Energy Inc. in July 2012. Journey Energy Inc. was founded in 2007 and is headquartered in Calgary, Canada.",Calgary,403 294 1635,AB,1609372800,Canada,http://www.journeyenergy.ca,86400,517-10th Avenue SW,403 232 1317,Oil & Gas E&P,Suite 700
t-1,JRNGF,-19822000.0,44001000,,,31373000,,32343000,605000,8245000,-643000,-643000,651000,-4208000,,,,-970000,18747000,19390000,10502000,32016000,,32343000,32343000,109330000.0,307495000.0,-19822000.0,2567000.0,287673000.0,300758000.0,-433719000.0,205555000.0,3809000.0,6590000.0,41564000.0,22568000.0,3809000.0,270223000.0,17450000.0,9285000.0,59336000.0,16198000.0,,0.0,-687000.0,-29845000.0,3362000.0,-1129000.0,5584000.0,2909000.0,8151000.0,130000.0,-36456000.0,-838000.0,33207000.0,-24114000.0,en-US,US,EQUITY,False,Delayed Quote,-1.734985,0.906 - 0.9062,0.9222,0.0,0.0,0,0,finmb_881281,Other OTC,Journey Energy Inc.,CAD,8410,3902,0.81483,8.917916,0.09137 - 1.354,-0.44779998,-0.33072376,0.09137,1.354,1444867200,1615327122,1636491600,1637010000,0.0,4.6234694,-14400000,False,False,USD,PRE,0.0,0.196,-0.408,1.0177953,-0.11159533,-0.10964418,0.7967469,0.10945308,0.13737497,39873704,-2.2210784,15,America/New_York,EDT,JOURNEY ENERGY INC,0.9062,1630520886,-0.016000032,0.906,0.9062,0.906,302,0,PNK,4,us_market,3.69,,,1.354,0.0914,1.0178,0.7967,8.41k,3.9k,44M,,25.62M,21.66%,19.57%,,,,,,,,0.00,0.00%,,0.00%,"Oct 14, 2015","Sep 27, 2015",,,"Dec 30, 2020","Mar 30, 2021",14.82%,-16.19%,-2.68%,,70.93M,1.63,42.10%,21.26M,20.83M,10.52M,0.1960,,6.91M,0.16,80.63M,,0.55,-0.41,14.52M,16.32M,Value,T2R 0A8,Energy,"Journey Energy Inc. engages in the exploration, development, and production of crude oil and natural gas in the province of Alberta, Canada. Its cash generating units comprise power generation, Pine Creek, Pembina, Matziwin, Herronton, Skiff, Gilby, Crystal, Cherhill, and Countess. As of December 31, 2020, it had total proved plus probable reserves of 50,004 thousand barrels of oil equivalent. The company was formerly known as Sword Energy Inc. and changed its name to Journey Energy Inc. in July 2012. Journey Energy Inc. was founded in 2007 and is headquartered in Calgary, Canada.",Calgary,403 294 1635,AB,1609372800,Canada,http://www.journeyenergy.ca,86400,517-10th Avenue SW,403 232 1317,Oil & Gas E&P,Suite 700
t-2,JRNGF,-55295000.0,44001000,,,-8037000,,-8037000,1179000,7434000,-5279000,-5279000,1115000,-2758000,,,,0,17659000,22938000,10225000,-2758000,,-8037000,-8037000,109410000.0,347942000.0,-55295000.0,2350000.0,292647000.0,300621000.0,-466062000.0,204564000.0,736000.0,1006000.0,139796000.0,119061000.0,736000.0,280409000.0,12238000.0,8291000.0,,17012000.0,557000.0,0.0,-1979000.0,-1700000.0,-1765000.0,360000.0,1006000.0,4750000.0,10413000.0,-46000.0,2014000.0,-1933000.0,-65000.0,-127558000.0,en-US,US,EQUITY,False,Delayed Quote,-1.734985,0.906 - 0.9062,0.9222,0.0,0.0,0,0,finmb_881281,Other OTC,Journey Energy Inc.,CAD,8410,3902,0.81483,8.917916,0.09137 - 1.354,-0.44779998,-0.33072376,0.09137,1.354,1444867200,1615327122,1636491600,1637010000,0.0,4.6234694,-14400000,False,False,USD,PRE,0.0,0.196,-0.408,1.0177953,-0.11159533,-0.10964418,0.7967469,0.10945308,0.13737497,39873704,-2.2210784,15,America/New_York,EDT,JOURNEY ENERGY INC,0.9062,1630520886,-0.016000032,0.906,0.9062,0.906,302,0,PNK,4,us_market,3.69,,,1.354,0.0914,1.0178,0.7967,8.41k,3.9k,44M,,25.62M,21.66%,19.57%,,,,,,,,0.00,0.00%,,0.00%,"Oct 14, 2015","Sep 27, 2015",,,"Dec 30, 2020","Mar 30, 2021",14.82%,-16.19%,-2.68%,,70.93M,1.63,42.10%,21.26M,20.83M,10.52M,0.1960,,6.91M,0.16,80.63M,,0.55,-0.41,14.52M,16.32M,Value,T2R 0A8,Energy,"Journey Energy Inc. engages in the exploration, development, and production of crude oil and natural gas in the province of Alberta, Canada. Its cash generating units comprise power generation, Pine Creek, Pembina, Matziwin, Herronton, Skiff, Gilby, Crystal, Cherhill, and Countess. As of December 31, 2020, it had total proved plus probable reserves of 50,004 thousand barrels of oil equivalent. The company was formerly known as Sword Energy Inc. and changed its name to Journey Energy Inc. in July 2012. Journey Energy Inc. was founded in 2007 and is headquartered in Calgary, Canada.",Calgary,403 294 1635,AB,1609372800,Canada,http://www.journeyenergy.ca,86400,517-10th Avenue SW,403 232 1317,Oil & Gas E&P,Suite 700
t-3,JRNGF,-47828000.0,44001000,,,-15489000,,-15489000,471000,2151000,-12539000,-12539000,3552000,-2949000,,,,0,11121000,23660000,8970000,-2950000,,-15489000,-15489000,108840000.0,337310000.0,-47828000.0,2633000.0,289482000.0,300621000.0,-458025000.0,192138000.0,736000.0,,95158000.0,73000000.0,736000.0,276476000.0,13006000.0,8922000.0,46080000.0,16863000.0,2166000.0,0.0,-1664000.0,-994000.0,-963000.0,-597000.0,1006000.0,2627000.0,10600000.0,-624000.0,8113000.0,-1040000.0,31000.0,-82152000.0,en-US,US,EQUITY,False,Delayed Quote,-1.734985,0.906 - 0.9062,0.9222,0.0,0.0,0,0,finmb_881281,Other OTC,Journey Energy Inc.,CAD,8410,3902,0.81483,8.917916,0.09137 - 1.354,-0.44779998,-0.33072376,0.09137,1.354,1444867200,1615327122,1636491600,1637010000,0.0,4.6234694,-14400000,False,False,USD,PRE,0.0,0.196,-0.408,1.0177953,-0.11159533,-0.10964418,0.7967469,0.10945308,0.13737497,39873704,-2.2210784,15,America/New_York,EDT,JOURNEY ENERGY INC,0.9062,1630520886,-0.016000032,0.906,0.9062,0.906,302,0,PNK,4,us_market,3.69,,,1.354,0.0914,1.0178,0.7967,8.41k,3.9k,44M,,25.62M,21.66%,19.57%,,,,,,,,0.00,0.00%,,0.00%,"Oct 14, 2015","Sep 27, 2015",,,"Dec 30, 2020","Mar 30, 2021",14.82%,-16.19%,-2.68%,,70.93M,1.63,42.10%,21.26M,20.83M,10.52M,0.1960,,6.91M,0.16,80.63M,,0.55,-0.41,14.52M,16.32M,Value,T2R 0A8,Energy,"Journey Energy Inc. engages in the exploration, development, and production of crude oil and natural gas in the province of Alberta, Canada. Its cash generating units comprise power generation, Pine Creek, Pembina, Matziwin, Herronton, Skiff, Gilby, Crystal, Cherhill, and Countess. As of December 31, 2020, it had total proved plus probable reserves of 50,004 thousand barrels of oil equivalent. The company was formerly known as Sword Energy Inc. and changed its name to Journey Energy Inc. in July 2012. Journey Energy Inc. was founded in 2007 and is headquartered in Calgary, Canada.",Calgary,403 294 1635,AB,1609372800,Canada,http://www.journeyenergy.ca,86400,517-10th Avenue SW,403 232 1317,Oil & Gas E&P,Suite 700
