Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,otherCurrentLiab,otherCurrentAssets,otherAssets,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,EGBB,261905.0,87742400,,,-254479,,-254479,188333,-28465,-216798,-216798,,-1185,,,,0,0,216798,28465,-37681,,-254479,-254479,621094.0,4027087.0,116788.0,882999.0,999787.0,8767.0,-3157855.0,5000.0,26602.0,116788.0,5000.0,13932.0,364761.0,1100.0,332099.0,83793.0,,,,-18076,9500,77500,5833,68000,4850,-72650,4868,189204,247973.0,en-US,US,EQUITY,False,Delayed Quote,0.08064653,0.124 - 0.1241,0.124,0.0,0.0,0,0,finmb_8286767,Other OTC,"Earth Gen-Biofuel, Inc.",USD,11454,19463,0.0791,1.7577777,0.045 - 0.19,-0.0659,-0.3468421,0.045,0.19,USD,False,False,us_market,0.1241,1630503712,0.00010000169,0.124,0.1241,0.124,10200,REGULAR,EARTH GEN-BIOFUEL INC,PNK,-0.009,0,0.01,0.085905276,0.038194723,0.4446144,0.10531824,0.018781759,0.17833339,10888832,12.41,15,America/New_York,EDT,-14400000,4,-3.06,,,0.19,0.045,0.0859,0.1053,11.45k,19.46k,87.74M,,47.37M,46.01%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2015","Jun 29, 2016",0.00%,0.00%,-55.85%,-121.46%,,,,-115.96k,-676.23k,-752.98k,-0.0090,,26.6k,0,32.99k,3.74,3.12,0.01,-161.82k,54.3k,Value,91748,Consumer Cyclical,3,"Earth Gen-Biofuel, Inc., an agricultural company, cultivates non-food agricultural products in Southeast Asia. The company cultivates and sells castor beans for use in manufacturing processes, renewable energy, and transportation fuel. It has approximately 700 acres of land under cultivation in Northern Laos. Earth Gen-Biofuel, Inc. was founded in 2010 and is based in City of Industry, California.",City of Industry,626-964-8808,CA,United States,http://www.egbb.world,86400,17870 Castleton Street,Residential Construction,Suite 205
t-1,EGBB,112943.0,87742400,,,-142319,,-142319,112326,-28466,-140792,-140792,,-1527,,,,0,0,140792,28466,-1527,,-142319,-142319,625000.0,3622920.0,290328.0,737943.0,1028271.0,8399.0,-2903376.0,10000.0,21752.0,290328.0,10000.0,14894.0,388377.0,1100.0,360565.0,109413.0,34444.0,,,3712,41975,56975,18000,15000,20373,-36602,962,83043,98049.0,en-US,US,EQUITY,False,Delayed Quote,0.08064653,0.124 - 0.1241,0.124,0.0,0.0,0,0,finmb_8286767,Other OTC,"Earth Gen-Biofuel, Inc.",USD,11454,19463,0.0791,1.7577777,0.045 - 0.19,-0.0659,-0.3468421,0.045,0.19,USD,False,False,us_market,0.1241,1630503712,0.00010000169,0.124,0.1241,0.124,10200,REGULAR,EARTH GEN-BIOFUEL INC,PNK,-0.009,0,0.01,0.085905276,0.038194723,0.4446144,0.10531824,0.018781759,0.17833339,10888832,12.41,15,America/New_York,EDT,-14400000,4,-3.06,,,0.19,0.045,0.0859,0.1053,11.45k,19.46k,87.74M,,47.37M,46.01%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2015","Jun 29, 2016",0.00%,0.00%,-55.85%,-121.46%,,,,-115.96k,-676.23k,-752.98k,-0.0090,,26.6k,0,32.99k,3.74,3.12,0.01,-161.82k,54.3k,Value,91748,Consumer Cyclical,3,"Earth Gen-Biofuel, Inc., an agricultural company, cultivates non-food agricultural products in Southeast Asia. The company cultivates and sells castor beans for use in manufacturing processes, renewable energy, and transportation fuel. It has approximately 700 acres of land under cultivation in Northern Laos. Earth Gen-Biofuel, Inc. was founded in 2010 and is based in City of Industry, California.",City of Industry,626-964-8808,CA,United States,http://www.egbb.world,86400,17870 Castleton Street,Residential Construction,Suite 205
t-2,EGBB,185686.0,87742400,,,-171231,,-171231,126541,-28466,-155007,-155007,,-8141,,,,0,0,155007,28466,-16224,,-171231,-171231,,2938617.0,226640.0,185686.0,412326.0,8126.0,-2761057.0,,1379.0,226640.0,,15856.0,396470.0,1100.0,389031.0,105701.0,19444.0,,,-9702,3500,43500,8329,40000,23,-43477,962,121524,169830.0,en-US,US,EQUITY,False,Delayed Quote,0.08064653,0.124 - 0.1241,0.124,0.0,0.0,0,0,finmb_8286767,Other OTC,"Earth Gen-Biofuel, Inc.",USD,11454,19463,0.0791,1.7577777,0.045 - 0.19,-0.0659,-0.3468421,0.045,0.19,USD,False,False,us_market,0.1241,1630503712,0.00010000169,0.124,0.1241,0.124,10200,REGULAR,EARTH GEN-BIOFUEL INC,PNK,-0.009,0,0.01,0.085905276,0.038194723,0.4446144,0.10531824,0.018781759,0.17833339,10888832,12.41,15,America/New_York,EDT,-14400000,4,-3.06,,,0.19,0.045,0.0859,0.1053,11.45k,19.46k,87.74M,,47.37M,46.01%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2015","Jun 29, 2016",0.00%,0.00%,-55.85%,-121.46%,,,,-115.96k,-676.23k,-752.98k,-0.0090,,26.6k,0,32.99k,3.74,3.12,0.01,-161.82k,54.3k,Value,91748,Consumer Cyclical,3,"Earth Gen-Biofuel, Inc., an agricultural company, cultivates non-food agricultural products in Southeast Asia. The company cultivates and sells castor beans for use in manufacturing processes, renewable energy, and transportation fuel. It has approximately 700 acres of land under cultivation in Northern Laos. Earth Gen-Biofuel, Inc. was founded in 2010 and is based in City of Industry, California.",City of Industry,626-964-8808,CA,United States,http://www.egbb.world,86400,17870 Castleton Street,Residential Construction,Suite 205
t-3,EGBB,281917.0,87742400,,,-184947,,-184947,142921,-28465,-171386,-171386,,-13561,,,,0,0,171386,28465,-13561,,-184947,-184947,,2863724.0,217871.0,281917.0,499788.0,8019.0,-2589826.0,,1356.0,217871.0,,16818.0,479676.0,1100.0,417496.0,115402.0,14610.0,58058.0,3294.0,14137,2500,7500,14849,5000,-1594,-9094,963,133465,261805.0,en-US,US,EQUITY,False,Delayed Quote,0.08064653,0.124 - 0.1241,0.124,0.0,0.0,0,0,finmb_8286767,Other OTC,"Earth Gen-Biofuel, Inc.",USD,11454,19463,0.0791,1.7577777,0.045 - 0.19,-0.0659,-0.3468421,0.045,0.19,USD,False,False,us_market,0.1241,1630503712,0.00010000169,0.124,0.1241,0.124,10200,REGULAR,EARTH GEN-BIOFUEL INC,PNK,-0.009,0,0.01,0.085905276,0.038194723,0.4446144,0.10531824,0.018781759,0.17833339,10888832,12.41,15,America/New_York,EDT,-14400000,4,-3.06,,,0.19,0.045,0.0859,0.1053,11.45k,19.46k,87.74M,,47.37M,46.01%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2015","Jun 29, 2016",0.00%,0.00%,-55.85%,-121.46%,,,,-115.96k,-676.23k,-752.98k,-0.0090,,26.6k,0,32.99k,3.74,3.12,0.01,-161.82k,54.3k,Value,91748,Consumer Cyclical,3,"Earth Gen-Biofuel, Inc., an agricultural company, cultivates non-food agricultural products in Southeast Asia. The company cultivates and sells castor beans for use in manufacturing processes, renewable energy, and transportation fuel. It has approximately 700 acres of land under cultivation in Northern Laos. Earth Gen-Biofuel, Inc. was founded in 2010 and is based in City of Industry, California.",City of Industry,626-964-8808,CA,United States,http://www.egbb.world,86400,17870 Castleton Street,Residential Construction,Suite 205
