Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,totalCurrentAssets,accountsPayable,changeToLiabilities,totalCashFromOperatingActivities,netBorrowings,totalCashFromFinancingActivities,changeInCash,issuanceOfStock,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,FNEC,-737392,100365000,,,-5896,53,-5896,5896,0,-5896,-5896,,,,,,0,0,5896,0,0,,-5896,-5896,200,277969,737350,-737192,211,100125,-1115276,-10,11,737350,-10,11,41181,4863.0,-1033.0,400.0,400.0,-633.0,,,-737339,en-US,US,EQUITY,False,Delayed Quote,154,0.65000004,65.00001,0.01 - 5.5,-4.84,-0.88000005,0.01,5.5,1619175540,1619175540,1619175540,-0.007,0.90958613,-0.2495861,-0.27439523,1.1846254,-0.52462536,66240904,4,0.0,-94.28571,15,America/New_York,EDT,-14400000,0.66 - 0.66,0.66,0.0,0.0,0,0,finmb_3563545,Other OTC,First National Energy Corporation,USD,803,USD,False,False,0.66,1630425199,0.0,1.19,0.66,0.66,75,PNK,FIRST NATIONAL ENERGY CORPORATI,0,us_market,POST,-0.002,-0.44286183,-5.71,,,5.5,0.01,0.9096,1.1846,803,154,100.36M,,14.26M,85.65%,0.00%,,,,,,,,,,,0.00%,,,1:100,"Feb 10, 2009","Dec 30, 2017","Sep 29, 2018",0.00%,0.00%,"-10,771.69%",,,,,,,-179.59k,-0.0020,,11,0,696.17k,,0.00,-0.01,-42.5k,24.84k,Value,L7G 1G9,Utilities,"First National Energy Corporation focuses on providing wind-driven solutions for power generation. It intends to build, install, and operate its proprietary supplemental wind generation devices. The company was formerly known as First National Power Corp. and changed its name to First National Energy Corporation in February 2009. First National Energy Corporation was founded in 2000 and is based in Georgetown, Canada.",Georgetown,416-918-6987,ON,1483142400,Canada,http://www.firstnationalenergy.com,86400,44 Greystone Crescent,Utilities—Renewable
t-1,FNEC,-731496,100365000,,,-17590,53,-17590,17590,0,-17590,-17590,,,,,,0,0,17590,0,0,,-17590,-17590,200,277969,732087,-731296,844,100125,-1109380,-10,644,732087,-10,644,36318,-3500.0,-17590.0,2590.0,17590.0,-633.0,15000.0,,-731443,en-US,US,EQUITY,False,Delayed Quote,154,0.65000004,65.00001,0.01 - 5.5,-4.84,-0.88000005,0.01,5.5,1619175540,1619175540,1619175540,-0.007,0.90958613,-0.2495861,-0.27439523,1.1846254,-0.52462536,66240904,4,0.0,-94.28571,15,America/New_York,EDT,-14400000,0.66 - 0.66,0.66,0.0,0.0,0,0,finmb_3563545,Other OTC,First National Energy Corporation,USD,803,USD,False,False,0.66,1630425199,0.0,1.19,0.66,0.66,75,PNK,FIRST NATIONAL ENERGY CORPORATI,0,us_market,POST,-0.002,-0.44286183,-5.71,,,5.5,0.01,0.9096,1.1846,803,154,100.36M,,14.26M,85.65%,0.00%,,,,,,,,,,,0.00%,,,1:100,"Feb 10, 2009","Dec 30, 2017","Sep 29, 2018",0.00%,0.00%,"-10,771.69%",,,,,,,-179.59k,-0.0020,,11,0,696.17k,,0.00,-0.01,-42.5k,24.84k,Value,L7G 1G9,Utilities,"First National Energy Corporation focuses on providing wind-driven solutions for power generation. It intends to build, install, and operate its proprietary supplemental wind generation devices. The company was formerly known as First National Power Corp. and changed its name to First National Energy Corporation in February 2009. First National Energy Corporation was founded in 2000 and is based in Georgetown, Canada.",Georgetown,416-918-6987,ON,1483142400,Canada,http://www.firstnationalenergy.com,86400,44 Greystone Crescent,Utilities—Renewable
t-2,FNEC,-732406,100365000,,,-7163,53,-7163,7163,0,-7163,-7163,,,,,,0,0,7163,0,0,,-7163,-7163,200,262999,732997,-732206,844,100095,-1095290,-10,644,732997,-10,644,39818,3700.0,-3463.0,3463.0,3463.0,-633.0,15000.0,,-732353,en-US,US,EQUITY,False,Delayed Quote,154,0.65000004,65.00001,0.01 - 5.5,-4.84,-0.88000005,0.01,5.5,1619175540,1619175540,1619175540,-0.007,0.90958613,-0.2495861,-0.27439523,1.1846254,-0.52462536,66240904,4,0.0,-94.28571,15,America/New_York,EDT,-14400000,0.66 - 0.66,0.66,0.0,0.0,0,0,finmb_3563545,Other OTC,First National Energy Corporation,USD,803,USD,False,False,0.66,1630425199,0.0,1.19,0.66,0.66,75,PNK,FIRST NATIONAL ENERGY CORPORATI,0,us_market,POST,-0.002,-0.44286183,-5.71,,,5.5,0.01,0.9096,1.1846,803,154,100.36M,,14.26M,85.65%,0.00%,,,,,,,,,,,0.00%,,,1:100,"Feb 10, 2009","Dec 30, 2017","Sep 29, 2018",0.00%,0.00%,"-10,771.69%",,,,,,,-179.59k,-0.0020,,11,0,696.17k,,0.00,-0.01,-42.5k,24.84k,Value,L7G 1G9,Utilities,"First National Energy Corporation focuses on providing wind-driven solutions for power generation. It intends to build, install, and operate its proprietary supplemental wind generation devices. The company was formerly known as First National Power Corp. and changed its name to First National Energy Corporation in February 2009. First National Energy Corporation was founded in 2000 and is based in Georgetown, Canada.",Georgetown,416-918-6987,ON,1483142400,Canada,http://www.firstnationalenergy.com,86400,44 Greystone Crescent,Utilities—Renewable
t-3,FNEC,-725243,100365000,,,-152436,53,-152436,27436,0,-152436,-152436,,,,,,0,0,152436,0,0,,-152436,-152436,200,262999,725834,-725043,844,100095,-1088127,-10,644,725834,-10,644,36118,7021.0,-20415.0,4385.0,19385.0,-1030.0,15000.0,125000.0,-725190,en-US,US,EQUITY,False,Delayed Quote,154,0.65000004,65.00001,0.01 - 5.5,-4.84,-0.88000005,0.01,5.5,1619175540,1619175540,1619175540,-0.007,0.90958613,-0.2495861,-0.27439523,1.1846254,-0.52462536,66240904,4,0.0,-94.28571,15,America/New_York,EDT,-14400000,0.66 - 0.66,0.66,0.0,0.0,0,0,finmb_3563545,Other OTC,First National Energy Corporation,USD,803,USD,False,False,0.66,1630425199,0.0,1.19,0.66,0.66,75,PNK,FIRST NATIONAL ENERGY CORPORATI,0,us_market,POST,-0.002,-0.44286183,-5.71,,,5.5,0.01,0.9096,1.1846,803,154,100.36M,,14.26M,85.65%,0.00%,,,,,,,,,,,0.00%,,,1:100,"Feb 10, 2009","Dec 30, 2017","Sep 29, 2018",0.00%,0.00%,"-10,771.69%",,,,,,,-179.59k,-0.0020,,11,0,696.17k,,0.00,-0.01,-42.5k,24.84k,Value,L7G 1G9,Utilities,"First National Energy Corporation focuses on providing wind-driven solutions for power generation. It intends to build, install, and operate its proprietary supplemental wind generation devices. The company was formerly known as First National Power Corp. and changed its name to First National Energy Corporation in February 2009. First National Energy Corporation was founded in 2000 and is based in Georgetown, Canada.",Georgetown,416-918-6987,ON,1483142400,Canada,http://www.firstnationalenergy.com,86400,44 Greystone Crescent,Utilities—Renewable
