Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,accountsPayable,otherCurrentAssets,otherLiab,goodWill,netReceivables,inventory,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,capitalExpenditures,netBorrowings,changeToInventory,changeToAccountReceivables,WC,language,region,quoteType,triggerable,quoteSourceName,currency,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,marketState,shortName,market,exchangeDataDelayedBy,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GRSO,-8067346.0,53472400,,,-287226,,-287226,233306,0,-236642,-236642,,-170713,,,,0,0,236642,0,-50584,,-287226,-287226,6278143.0,8086397.0,-8067346.0,1597261.0,19152.0,649409.0,-14989383.0,-5515.0,16.0,8086397.0,-5515.0,19136.0,16.0,1366089.0,,,,,,216662.0,-22438.0,60000.0,24453.0,60000.0,-8137.0,-45699.0,3336.0,-109665.0,-22438.0,,,,-8086381.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.006,-0.012,0.0006527778,-5.277776e-05,-0.08085103,0.0014774825,-0.00087748247,-0.5939038,277083,-0.05,15,America/New_York,EDT,-14400000,4,-14.285707,5.0E-4 - 7.0E-4,0.0007,0.0,0.0,0,0,finmb_264254605,PREPRE,GROW SOLUTIONS HLDGS INC,us_market,0,PNK,False,False,0.0006,1630525857,-9.999995e-05,0.0007,0.0007,0.0005,695764395,Other OTC,"Grow Solutions Holdings, Inc.",USD,131939630,254395212,0.0003,1.0,3.0E-4 - 0.0069,-0.0063,-0.9130435,0.0003,0.0069,1.56,,,0.0069,0.0003,0.0007,0.0015,131.94M,254.4M,53.47M,,1.37B,0.00%,8.73%,,,,,,,,,,,0.00%,,,1:100,"Jul 08, 2013","Dec 30, 2018","Mar 30, 2020",0.00%,0.00%,,,,,,,,-424.15k,-0.0060,,16,0,5.12M,,,-0.01,,,Value,80203,Industrials,3,"Grow Solutions Holdings, Inc. provides products and services to the regulated legal cannabis industry in the United States and internationally. Its operations focus on the retail sale and distribution of indoor and outdoor garden supplies and grow equipment, including for the legal growing of cannabis. The company also provides consulting services that include design and construction to approved and licensed legal cannabis operators, as well as assistance with licensure and related applications for legal cannabis operators. In addition, it designs and manufactures vaporizers, extraction presses, quartz accessories, and storage solutions which are used to sale in tobacco stores, smoke shops, and cannabis dispensaries. Grow Solutions Holdings, Inc. was founded in 2014 and is based in Denver, Colorado.",Denver,646-863-6341,CO,1577750400,United States,http://www.grsoinvest.com,86400,1111 Broadway,Farm & Heavy Construction Machinery,Suite 406
t-1,GRSO,-7592369.0,53472400,,,-165752,,-165752,320536,0,-320536,-320536,,-155477,,,,0,0,320536,0,154784,,-165752,-165752,5383513.0,7594094.0,-7592369.0,2576687.0,1826.0,138108.0,-13111905.0,-2085.0,1826.0,7594094.0,-2085.0,,1826.0,1088556.0,,,,,,0.0,-22438.0,60000.0,24453.0,60000.0,-8137.0,-45699.0,3336.0,-109665.0,-22438.0,,,,-7592268.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.006,-0.012,0.0006527778,-5.277776e-05,-0.08085103,0.0014774825,-0.00087748247,-0.5939038,277083,-0.05,15,America/New_York,EDT,-14400000,4,-14.285707,5.0E-4 - 7.0E-4,0.0007,0.0,0.0,0,0,finmb_264254605,PREPRE,GROW SOLUTIONS HLDGS INC,us_market,0,PNK,False,False,0.0006,1630525857,-9.999995e-05,0.0007,0.0007,0.0005,695764395,Other OTC,"Grow Solutions Holdings, Inc.",USD,131939630,254395212,0.0003,1.0,3.0E-4 - 0.0069,-0.0063,-0.9130435,0.0003,0.0069,1.56,,,0.0069,0.0003,0.0007,0.0015,131.94M,254.4M,53.47M,,1.37B,0.00%,8.73%,,,,,,,,,,,0.00%,,,1:100,"Jul 08, 2013","Dec 30, 2018","Mar 30, 2020",0.00%,0.00%,,,,,,,,-424.15k,-0.0060,,16,0,5.12M,,,-0.01,,,Value,80203,Industrials,3,"Grow Solutions Holdings, Inc. provides products and services to the regulated legal cannabis industry in the United States and internationally. Its operations focus on the retail sale and distribution of indoor and outdoor garden supplies and grow equipment, including for the legal growing of cannabis. The company also provides consulting services that include design and construction to approved and licensed legal cannabis operators, as well as assistance with licensure and related applications for legal cannabis operators. In addition, it designs and manufactures vaporizers, extraction presses, quartz accessories, and storage solutions which are used to sale in tobacco stores, smoke shops, and cannabis dispensaries. Grow Solutions Holdings, Inc. was founded in 2014 and is based in Denver, Colorado.",Denver,646-863-6341,CO,1577750400,United States,http://www.grsoinvest.com,86400,1111 Broadway,Farm & Heavy Construction Machinery,Suite 406
t-2,GRSO,-7474169.0,53472400,,,-256212,,-256212,64584,0,-64584,-64584,,-117318,,,,0,0,64584,0,-191628,,-256212,-256212,,,-7474169.0,,,,,,,,,,,,,,,,,106724.0,-22438.0,100000.0,-500000.0,60000.0,54735.0,-45265.0,3336.0,597093.0,-22438.0,100000.0,,,,en-US,US,EQUITY,False,Delayed Quote,USD,-0.006,-0.012,0.0006527778,-5.277776e-05,-0.08085103,0.0014774825,-0.00087748247,-0.5939038,277083,-0.05,15,America/New_York,EDT,-14400000,4,-14.285707,5.0E-4 - 7.0E-4,0.0007,0.0,0.0,0,0,finmb_264254605,PREPRE,GROW SOLUTIONS HLDGS INC,us_market,0,PNK,False,False,0.0006,1630525857,-9.999995e-05,0.0007,0.0007,0.0005,695764395,Other OTC,"Grow Solutions Holdings, Inc.",USD,131939630,254395212,0.0003,1.0,3.0E-4 - 0.0069,-0.0063,-0.9130435,0.0003,0.0069,1.56,,,0.0069,0.0003,0.0007,0.0015,131.94M,254.4M,53.47M,,1.37B,0.00%,8.73%,,,,,,,,,,,0.00%,,,1:100,"Jul 08, 2013","Dec 30, 2018","Mar 30, 2020",0.00%,0.00%,,,,,,,,-424.15k,-0.0060,,16,0,5.12M,,,-0.01,,,Value,80203,Industrials,3,"Grow Solutions Holdings, Inc. provides products and services to the regulated legal cannabis industry in the United States and internationally. Its operations focus on the retail sale and distribution of indoor and outdoor garden supplies and grow equipment, including for the legal growing of cannabis. The company also provides consulting services that include design and construction to approved and licensed legal cannabis operators, as well as assistance with licensure and related applications for legal cannabis operators. In addition, it designs and manufactures vaporizers, extraction presses, quartz accessories, and storage solutions which are used to sale in tobacco stores, smoke shops, and cannabis dispensaries. Grow Solutions Holdings, Inc. was founded in 2014 and is based in Denver, Colorado.",Denver,646-863-6341,CO,1577750400,United States,http://www.grsoinvest.com,86400,1111 Broadway,Farm & Heavy Construction Machinery,Suite 406
t-3,GRSO,-2599564.0,53472400,,,-2078315,,-2078315,1340691,-353242,-1693933,-1693933,,-284749,,,,0,2031469,3725402,2384711,-384382,,-2078315,-2078315,4147550.0,4163274.0,-2091749.0,,2071525.0,49690.0,-6288989.0,,195761.0,3094669.0,,75372.0,1488338.0,972030.0,35288.0,1068605.0,507815.0,341457.0,915832.0,821271.0,-45260.0,470491.0,568500.0,241201.0,54186.0,-371045.0,11194.0,312422.0,-45260.0,229290.0,-73856.0,-121752.0,-1606331.0,en-US,US,EQUITY,False,Delayed Quote,USD,-0.006,-0.012,0.0006527778,-5.277776e-05,-0.08085103,0.0014774825,-0.00087748247,-0.5939038,277083,-0.05,15,America/New_York,EDT,-14400000,4,-14.285707,5.0E-4 - 7.0E-4,0.0007,0.0,0.0,0,0,finmb_264254605,PREPRE,GROW SOLUTIONS HLDGS INC,us_market,0,PNK,False,False,0.0006,1630525857,-9.999995e-05,0.0007,0.0007,0.0005,695764395,Other OTC,"Grow Solutions Holdings, Inc.",USD,131939630,254395212,0.0003,1.0,3.0E-4 - 0.0069,-0.0063,-0.9130435,0.0003,0.0069,1.56,,,0.0069,0.0003,0.0007,0.0015,131.94M,254.4M,53.47M,,1.37B,0.00%,8.73%,,,,,,,,,,,0.00%,,,1:100,"Jul 08, 2013","Dec 30, 2018","Mar 30, 2020",0.00%,0.00%,,,,,,,,-424.15k,-0.0060,,16,0,5.12M,,,-0.01,,,Value,80203,Industrials,3,"Grow Solutions Holdings, Inc. provides products and services to the regulated legal cannabis industry in the United States and internationally. Its operations focus on the retail sale and distribution of indoor and outdoor garden supplies and grow equipment, including for the legal growing of cannabis. The company also provides consulting services that include design and construction to approved and licensed legal cannabis operators, as well as assistance with licensure and related applications for legal cannabis operators. In addition, it designs and manufactures vaporizers, extraction presses, quartz accessories, and storage solutions which are used to sale in tobacco stores, smoke shops, and cannabis dispensaries. Grow Solutions Holdings, Inc. was founded in 2014 and is based in Denver, Colorado.",Denver,646-863-6341,CO,1577750400,United States,http://www.grsoinvest.com,86400,1111 Broadway,Farm & Heavy Construction Machinery,Suite 406
