Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchange,exchangeDataDelayedBy,marketState,twoHundredDayAverageChangePercent,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,regularMarketChangePercent,regularMarketDayRange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DPWW,-10506440.0,222328000,,,-2017970,,-2017970,151572,35709,-115863,-115863,,-492141,,,,0,184755,300618,149046,-1902107,,-2017970,-2021940,44554119.0,13552551.0,-10506440.0,5998341.0,3046111.0,216.0,11275.0,-55110000.0,49225.0,1120422.0,327864.0,12630619.0,49225.0,1062592.0,863097.0,523958.0,206444.0,526377.0,25553,-42078,-42078,281524,-62331,-20253,-375328,2065968,-11767522.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0299,0.0,0.0,0,0,finmb_288993972,Other OTC,"Diego Pellicer Worldwide, Inc.",USD,364506,303224,0.0264,7.5428567,0.0035 - 0.22,-0.1901,-0.8640909,0.0035,0.22,1540857600,1612904400,1612904400,1612904400,-0.021,-0.048,0.030955832,-0.001055833,-0.034107722,0.047209438,-0.017309438,6647607,-0.62291664,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,-0.36665207,DIEGO PELLICER WORLDWIDE INC,0.0299,1630438933,0.0,0.0285,0.0299,0.0299,210500,us_market,4,0.0,0.0299 - 0.0299,-2.22,,,0.22,0.0035,0.031,0.0472,364.51k,303.22k,222.33M,,181.82M,13.84%,0.00%,,,,,,,,,,,0.00%,"Oct 29, 2018",,1:20,"Oct 29, 2018","Dec 30, 2020","Dec 30, 2020",-237.16%,-63.52%,-13.02%,,1.27M,0.01,-52.50%,258.56k,-663.97k,-3.14M,-0.0210,,327.86k,0,4.76M,,0.07,-0.05,-346.45k,668.11k,Value,89519,Real Estate,"Diego Pellicer Worldwide, Inc., a real estate and a consumer retail development company, acquires and leases real estate properties to licensed cannabis operators in the United States. It provides growing space, processing space, recreational and medical retail sales space, and related facilities to licensed marijuana growers, processors, dispensary, and recreational store operators. The company also operates marijuana retail stores. Diego Pellicer Worldwide, Inc. was founded in 2013 and is based in Reno, Nevada.",Reno,516 900 3799,NV,1609372800,United States,http://www.diego-pellicer.com,86400,6160 Plumas Street,Real Estate Services,Suite 100
t-1,DPWW,-8639444.0,222328000,,,-834112,,-834112,365857,67586,-298271,-298271,,-207427,,,,0,351502,649773,283916,-535841,,-834112,-840204,44209527.0,12917062.0,-8639444.0,4078930.0,4293120.0,160.0,,-53088078.0,238947.0,903331.0,390195.0,11124375.0,238947.0,2500964.0,888825.0,498630.0,,500823.0,1,145000,145000,-207775,349949,204949,617117,603899,-10235550.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0299,0.0,0.0,0,0,finmb_288993972,Other OTC,"Diego Pellicer Worldwide, Inc.",USD,364506,303224,0.0264,7.5428567,0.0035 - 0.22,-0.1901,-0.8640909,0.0035,0.22,1540857600,1612904400,1612904400,1612904400,-0.021,-0.048,0.030955832,-0.001055833,-0.034107722,0.047209438,-0.017309438,6647607,-0.62291664,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,-0.36665207,DIEGO PELLICER WORLDWIDE INC,0.0299,1630438933,0.0,0.0285,0.0299,0.0299,210500,us_market,4,0.0,0.0299 - 0.0299,-2.22,,,0.22,0.0035,0.031,0.0472,364.51k,303.22k,222.33M,,181.82M,13.84%,0.00%,,,,,,,,,,,0.00%,"Oct 29, 2018",,1:20,"Oct 29, 2018","Dec 30, 2020","Dec 30, 2020",-237.16%,-63.52%,-13.02%,,1.27M,0.01,-52.50%,258.56k,-663.97k,-3.14M,-0.0210,,327.86k,0,4.76M,,0.07,-0.05,-346.45k,668.11k,Value,89519,Real Estate,"Diego Pellicer Worldwide, Inc., a real estate and a consumer retail development company, acquires and leases real estate properties to licensed cannabis operators in the United States. It provides growing space, processing space, recreational and medical retail sales space, and related facilities to licensed marijuana growers, processors, dispensary, and recreational store operators. The company also operates marijuana retail stores. Diego Pellicer Worldwide, Inc. was founded in 2013 and is based in Reno, Nevada.",Reno,516 900 3799,NV,1609372800,United States,http://www.diego-pellicer.com,86400,6160 Plumas Street,Real Estate Services,Suite 100
t-2,DPWW,-8246951.0,222328000,,,362855,,362855,270892,62023,-208869,-208869,,-627075,,,,0,344849,553718,282826,571724,,362855,290702,43881123.0,12609993.0,-8246951.0,3858424.0,4419329.0,136.0,,-52247878.0,119668.0,1180281.0,40246.0,10669014.0,119668.0,2675157.0,563891.0,523645.0,,500824.0,230,56444,106444,127671,-50979,-157423,-90893,-890019,-10105123.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0299,0.0,0.0,0,0,finmb_288993972,Other OTC,"Diego Pellicer Worldwide, Inc.",USD,364506,303224,0.0264,7.5428567,0.0035 - 0.22,-0.1901,-0.8640909,0.0035,0.22,1540857600,1612904400,1612904400,1612904400,-0.021,-0.048,0.030955832,-0.001055833,-0.034107722,0.047209438,-0.017309438,6647607,-0.62291664,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,-0.36665207,DIEGO PELLICER WORLDWIDE INC,0.0299,1630438933,0.0,0.0285,0.0299,0.0299,210500,us_market,4,0.0,0.0299 - 0.0299,-2.22,,,0.22,0.0035,0.031,0.0472,364.51k,303.22k,222.33M,,181.82M,13.84%,0.00%,,,,,,,,,,,0.00%,"Oct 29, 2018",,1:20,"Oct 29, 2018","Dec 30, 2020","Dec 30, 2020",-237.16%,-63.52%,-13.02%,,1.27M,0.01,-52.50%,258.56k,-663.97k,-3.14M,-0.0210,,327.86k,0,4.76M,,0.07,-0.05,-346.45k,668.11k,Value,89519,Real Estate,"Diego Pellicer Worldwide, Inc., a real estate and a consumer retail development company, acquires and leases real estate properties to licensed cannabis operators in the United States. It provides growing space, processing space, recreational and medical retail sales space, and related facilities to licensed marijuana growers, processors, dispensary, and recreational store operators. The company also operates marijuana retail stores. Diego Pellicer Worldwide, Inc. was founded in 2013 and is based in Reno, Nevada.",Reno,516 900 3799,NV,1609372800,United States,http://www.diego-pellicer.com,86400,6160 Plumas Street,Real Estate Services,Suite 100
t-3,DPWW,-8693705.0,222328000,,,-511222,,-511222,273807,93238,-180569,-180569,,-667577,,,,0,384031,564600,290793,-330653,,-511222,-569678,43688457.0,13222269.0,-8693705.0,4942305.0,4556902.0,128.0,8111.0,-52538580.0,156290.0,1147435.0,91225.0,11099531.0,156290.0,2844535.0,564932.0,465596.0,,500593.0,-13603,97500,147500,85023,-226221,-373721,-283581,-234409,-10534599.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0299,0.0,0.0,0,0,finmb_288993972,Other OTC,"Diego Pellicer Worldwide, Inc.",USD,364506,303224,0.0264,7.5428567,0.0035 - 0.22,-0.1901,-0.8640909,0.0035,0.22,1540857600,1612904400,1612904400,1612904400,-0.021,-0.048,0.030955832,-0.001055833,-0.034107722,0.047209438,-0.017309438,6647607,-0.62291664,15,America/New_York,EDT,-14400000,False,False,PNK,0,REGULAR,-0.36665207,DIEGO PELLICER WORLDWIDE INC,0.0299,1630438933,0.0,0.0285,0.0299,0.0299,210500,us_market,4,0.0,0.0299 - 0.0299,-2.22,,,0.22,0.0035,0.031,0.0472,364.51k,303.22k,222.33M,,181.82M,13.84%,0.00%,,,,,,,,,,,0.00%,"Oct 29, 2018",,1:20,"Oct 29, 2018","Dec 30, 2020","Dec 30, 2020",-237.16%,-63.52%,-13.02%,,1.27M,0.01,-52.50%,258.56k,-663.97k,-3.14M,-0.0210,,327.86k,0,4.76M,,0.07,-0.05,-346.45k,668.11k,Value,89519,Real Estate,"Diego Pellicer Worldwide, Inc., a real estate and a consumer retail development company, acquires and leases real estate properties to licensed cannabis operators in the United States. It provides growing space, processing space, recreational and medical retail sales space, and related facilities to licensed marijuana growers, processors, dispensary, and recreational store operators. The company also operates marijuana retail stores. Diego Pellicer Worldwide, Inc. was founded in 2013 and is based in Reno, Nevada.",Reno,516 900 3799,NV,1609372800,United States,http://www.diego-pellicer.com,86400,6160 Plumas Street,Real Estate Services,Suite 100
