Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,totalCashFromFinancingActivities,issuanceOfStock,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,HOILF,-222029.0,48615600,150640,,-1103195,,-1055943,375979,0,-1003195,-1003195,,,,,,-47252,0,1003195,0,-100000,,-1055943,-1055943,4440635.0,9774281.0,1198248.0,9489880.0,198624.0,10688128.0,122029845.0,-122316200.0,708778.0,5271274.0,1954.0,27371.0,818639.0,489470.0,1954.0,5104.0,943744.0,34819.0,218622.0,-248406.0,-5568.0,22588.0,-847297.0,-841729.0,286839.0,5524.0,147669.0,-5568.0,,,,454274.0,en-US,US,EQUITY,False,Delayed Quote,2.0408103,0.225 - 0.2456,0.2205,0.0,0.0,0,0,finmb_875809,Other OTC,Hunter Technology Corp.,USD,13971,6828,0.13,1.3684211,0.095 - 1.5,-1.275,-0.84999996,0.095,1.5,1537228800,1619613000,1619613000,1619613000,-14400000,False,False,USD,PRE,-0.05,0.362,0.2548,-0.029799998,-0.11695447,0.55400723,-0.32900724,-0.59386814,11099092,0.621547,15,America/New_York,EDT,HUNTER TECHNOLOGY CORP,0.225,1630518810,0.004499987,0.2251,0.2456,0.225,38141,0,PNK,4,us_market,8.35,,,1.5,0.095,0.2548,0.554,13.97k,6.83k,48.62M,,32.43M,19.62%,0.00%,,,,,,,,,,,0.00%,"Sep 17, 2018","Sep 18, 2018",3:2,"Nov 04, 2020","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-21.04%,-37.07%,,,,,,-1.93M,-0.0500,,818.64k,0.02,,,1.93,0.36,-1.39M,-452.81k,Value,V6B 0M3,Technology,4,1,"Hunter Technology Corp. focuses on the development, operation, and management of digital platforms for energy resources in Canada. It offers OilEx, a blockchain-based marketplace for hydrocarbons that enables international buyers of physical oil to connect with independent crude oil producers in a global market. The company also provides OilExchange, a supply chain intelligence service that provides a full suite of data collection, monitoring, and analytics functions enabling a real-time view along the physical oil trading supply chain. Hunter Technology Corp. has a strategic partnership with WellDatabase that allows the company to integrate with WellDatabase's operational E&P data from across the United States and Canada. The company was formerly known as Hunter Oil Corp. and changed its name to Hunter Technology Corp. in November 2020. Hunter Technology Corp. was incorporated in 1980 and is headquartered in Vancouver, Canada.",Vancouver,604 757 3169,BC,1,1609372800,1625011200,3,Canada,http://www.huntertechnology.com,86400,2,510 West Georgia Street,Software—Application,Suite 1800
t-1,HOILF,355384.0,48615600,76361,,-661485,,-661485,531648,0,-685099,-685099,,,,,,0,0,685099,0,23614,,-661485,-661485,4727010.0,9584080.0,1421682.0,10353668.0,198624.0,11775350.0,122029845.0,-121260257.0,756030.0,5271274.0,,27302.0,1665936.0,665652.0,,4720.0,1745044.0,40343.0,467028.0,276216.0,-250000.0,-8290.0,997687.0,-329258.0,286839.0,-10634.0,74935.0,15010.0,1576945.0,1528674.0,48271.0,1079392.0,en-US,US,EQUITY,False,Delayed Quote,2.0408103,0.225 - 0.2456,0.2205,0.0,0.0,0,0,finmb_875809,Other OTC,Hunter Technology Corp.,USD,13971,6828,0.13,1.3684211,0.095 - 1.5,-1.275,-0.84999996,0.095,1.5,1537228800,1619613000,1619613000,1619613000,-14400000,False,False,USD,PRE,-0.05,0.362,0.2548,-0.029799998,-0.11695447,0.55400723,-0.32900724,-0.59386814,11099092,0.621547,15,America/New_York,EDT,HUNTER TECHNOLOGY CORP,0.225,1630518810,0.004499987,0.2251,0.2456,0.225,38141,0,PNK,4,us_market,8.35,,,1.5,0.095,0.2548,0.554,13.97k,6.83k,48.62M,,32.43M,19.62%,0.00%,,,,,,,,,,,0.00%,"Sep 17, 2018","Sep 18, 2018",3:2,"Nov 04, 2020","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-21.04%,-37.07%,,,,,,-1.93M,-0.0500,,818.64k,0.02,,,1.93,0.36,-1.39M,-452.81k,Value,V6B 0M3,Technology,4,1,"Hunter Technology Corp. focuses on the development, operation, and management of digital platforms for energy resources in Canada. It offers OilEx, a blockchain-based marketplace for hydrocarbons that enables international buyers of physical oil to connect with independent crude oil producers in a global market. The company also provides OilExchange, a supply chain intelligence service that provides a full suite of data collection, monitoring, and analytics functions enabling a real-time view along the physical oil trading supply chain. Hunter Technology Corp. has a strategic partnership with WellDatabase that allows the company to integrate with WellDatabase's operational E&P data from across the United States and Canada. The company was formerly known as Hunter Oil Corp. and changed its name to Hunter Technology Corp. in November 2020. Hunter Technology Corp. was incorporated in 1980 and is headquartered in Vancouver, Canada.",Vancouver,604 757 3169,BC,1,1609372800,1625011200,3,Canada,http://www.huntertechnology.com,86400,2,510 West Georgia Street,Software—Application,Suite 1800
t-2,HOILF,579282.0,48615600,14150,,-138503,,-138503,165920,0,-180070,-180070,,,,,,0,0,180070,0,41567,,-138503,-138503,145010.0,9506990.0,130533.0,724292.0,47801.0,854825.0,111816074.0,-120598772.0,,,,25485.0,668249.0,130533.0,,,684330.0,6304.0,82732.0,3578.0,-250000.0,2373.0,-132552.0,-132552.0,286839.0,-10634.0,74935.0,15010.0,1576945.0,1528674.0,48271.0,553797.0,en-US,US,EQUITY,False,Delayed Quote,2.0408103,0.225 - 0.2456,0.2205,0.0,0.0,0,0,finmb_875809,Other OTC,Hunter Technology Corp.,USD,13971,6828,0.13,1.3684211,0.095 - 1.5,-1.275,-0.84999996,0.095,1.5,1537228800,1619613000,1619613000,1619613000,-14400000,False,False,USD,PRE,-0.05,0.362,0.2548,-0.029799998,-0.11695447,0.55400723,-0.32900724,-0.59386814,11099092,0.621547,15,America/New_York,EDT,HUNTER TECHNOLOGY CORP,0.225,1630518810,0.004499987,0.2251,0.2456,0.225,38141,0,PNK,4,us_market,8.35,,,1.5,0.095,0.2548,0.554,13.97k,6.83k,48.62M,,32.43M,19.62%,0.00%,,,,,,,,,,,0.00%,"Sep 17, 2018","Sep 18, 2018",3:2,"Nov 04, 2020","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-21.04%,-37.07%,,,,,,-1.93M,-0.0500,,818.64k,0.02,,,1.93,0.36,-1.39M,-452.81k,Value,V6B 0M3,Technology,4,1,"Hunter Technology Corp. focuses on the development, operation, and management of digital platforms for energy resources in Canada. It offers OilEx, a blockchain-based marketplace for hydrocarbons that enables international buyers of physical oil to connect with independent crude oil producers in a global market. The company also provides OilExchange, a supply chain intelligence service that provides a full suite of data collection, monitoring, and analytics functions enabling a real-time view along the physical oil trading supply chain. Hunter Technology Corp. has a strategic partnership with WellDatabase that allows the company to integrate with WellDatabase's operational E&P data from across the United States and Canada. The company was formerly known as Hunter Oil Corp. and changed its name to Hunter Technology Corp. in November 2020. Hunter Technology Corp. was incorporated in 1980 and is headquartered in Vancouver, Canada.",Vancouver,604 757 3169,BC,1,1609372800,1625011200,3,Canada,http://www.huntertechnology.com,86400,2,510 West Georgia Street,Software—Application,Suite 1800
t-3,HOILF,717785.0,48615600,14150,,-77382,,-77382,111251,0,-111251,-111251,,,,,,0,0,111251,0,33869,,-77382,-77382,145010.0,9506990.0,126955.0,862795.0,47801.0,989750.0,111816074.0,-120460269.0,,,,25485.0,800801.0,126955.0,,,819255.0,4661.0,79154.0,8282.0,-15010.0,-14176.0,-98286.0,-83276.0,286839.0,-10634.0,74935.0,-15010.0,1576945.0,1528674.0,48271.0,692300.0,en-US,US,EQUITY,False,Delayed Quote,2.0408103,0.225 - 0.2456,0.2205,0.0,0.0,0,0,finmb_875809,Other OTC,Hunter Technology Corp.,USD,13971,6828,0.13,1.3684211,0.095 - 1.5,-1.275,-0.84999996,0.095,1.5,1537228800,1619613000,1619613000,1619613000,-14400000,False,False,USD,PRE,-0.05,0.362,0.2548,-0.029799998,-0.11695447,0.55400723,-0.32900724,-0.59386814,11099092,0.621547,15,America/New_York,EDT,HUNTER TECHNOLOGY CORP,0.225,1630518810,0.004499987,0.2251,0.2456,0.225,38141,0,PNK,4,us_market,8.35,,,1.5,0.095,0.2548,0.554,13.97k,6.83k,48.62M,,32.43M,19.62%,0.00%,,,,,,,,,,,0.00%,"Sep 17, 2018","Sep 18, 2018",3:2,"Nov 04, 2020","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-21.04%,-37.07%,,,,,,-1.93M,-0.0500,,818.64k,0.02,,,1.93,0.36,-1.39M,-452.81k,Value,V6B 0M3,Technology,4,1,"Hunter Technology Corp. focuses on the development, operation, and management of digital platforms for energy resources in Canada. It offers OilEx, a blockchain-based marketplace for hydrocarbons that enables international buyers of physical oil to connect with independent crude oil producers in a global market. The company also provides OilExchange, a supply chain intelligence service that provides a full suite of data collection, monitoring, and analytics functions enabling a real-time view along the physical oil trading supply chain. Hunter Technology Corp. has a strategic partnership with WellDatabase that allows the company to integrate with WellDatabase's operational E&P data from across the United States and Canada. The company was formerly known as Hunter Oil Corp. and changed its name to Hunter Technology Corp. in November 2020. Hunter Technology Corp. was incorporated in 1980 and is headquartered in Vancouver, Canada.",Vancouver,604 757 3169,BC,1,1609372800,1625011200,3,Canada,http://www.huntertechnology.com,86400,2,510 West Georgia Street,Software—Application,Suite 1800
