Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,longTermInvestments,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,marketState,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,exchange,priceHint,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry
t0,GENH,-4577158.0,34978000,,,-1829700,-235563,-1836882,1126281,-90955,-1566864,-1566864,,-263840,,,,0,67110,1633974,158065,-262836,-3514,-1829700,-1836882,3088338.0,4272322.0,-1488820.0,136341.0,8252500.0,15694375.0,-20077837.0,151390.0,2894642.0,49650.0,1257473.0,3857039.0,2894642.0,3060135.0,2054377.0,85674.0,25200.0,700000.0,787788.0,,34847.0,-191171.0,-1490623.0,-1846354.0,1470646.0,-21434.0,3317000.0,-1518952.0,-1498975.0,349628.0,37662.0,,-1802662.0,en-US,US,EQUITY,False,Delayed Quote,-7.6666675,0.81 - 0.941,0.9,finmb_374727259,Other OTC,"Generation Hemp, Inc.",USD,6600,2833,0.62799996,3.093596,0.203 - 3.5,-2.6690001,-0.76257145,0.203,3.5,-14400000,False,False,USD,POST,0.8503889,-0.019388914,-0.022800056,1.3252681,-0.49426818,-0.3729571,29066716,15,America/New_York,EDT,GENERATION HEMP INC,0.831,1630523656,-0.069000006,0.941,0.941,0.81,11112,0,PNK,4,us_market,,,,3.5,0.203,0.8504,1.3253,6.6k,2.83k,34.98M,,18.2M,71.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,"-1,574.61%",-24.74%,-602.60%,134.61k,0.01,198.30%,90k,-1.72M,-2.58M,,,1.26M,0.04,2.77M,69.53,0.53,,-2M,-3.39M,Value,75209,Healthcare,1,"Generation Hemp Inc. engages in leasing industrial warehouse located in Denver, Colorado. The company was formerly known as Home Treasure Finders, Inc. and changed its name to Generation Hemp Inc. in August 2019. Generation Hemp Inc. was incorporated in 2008 and is based in Dallas, Texas.",Dallas,469 209 6154,TX,United States,http://www.genhempinc.com,86400,5128 Horseshoe Trail,Drug Manufacturers—Specialty & Generic
t-1,GENH,-7701207.0,34978000,,,-328574,-239231,-346962,258392,22500,-251931,-251931,,-81497,,,,0,22500,274431,0,-76643,-28802,-328574,-346962,,6154871.0,-7701207.0,190068.0,3918994.0,6083480.0,-18220705.0,144149.0,4436018.0,,2776425.0,5985522.0,4436018.0,1119492.0,2776425.0,,25200.0,,1053542.0,23077.0,34847.0,105933.0,-1490623.0,1655115.0,2905115.0,-21434.0,3317000.0,2693659.0,-211456.0,16039.0,13534.0,-100000.0,-3209097.0,en-US,US,EQUITY,False,Delayed Quote,-7.6666675,0.81 - 0.941,0.9,finmb_374727259,Other OTC,"Generation Hemp, Inc.",USD,6600,2833,0.62799996,3.093596,0.203 - 3.5,-2.6690001,-0.76257145,0.203,3.5,-14400000,False,False,USD,POST,0.8503889,-0.019388914,-0.022800056,1.3252681,-0.49426818,-0.3729571,29066716,15,America/New_York,EDT,GENERATION HEMP INC,0.831,1630523656,-0.069000006,0.941,0.941,0.81,11112,0,PNK,4,us_market,,,,3.5,0.203,0.8504,1.3253,6.6k,2.83k,34.98M,,18.2M,71.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,"-1,574.61%",-24.74%,-602.60%,134.61k,0.01,198.30%,90k,-1.72M,-2.58M,,,1.26M,0.04,2.77M,69.53,0.53,,-2M,-3.39M,Value,75209,Healthcare,1,"Generation Hemp Inc. engages in leasing industrial warehouse located in Denver, Colorado. The company was formerly known as Home Treasure Finders, Inc. and changed its name to Generation Hemp Inc. in August 2019. Generation Hemp Inc. was incorporated in 2008 and is based in Dallas, Texas.",Dallas,469 209 6154,TX,United States,http://www.genhempinc.com,86400,5128 Horseshoe Trail,Drug Manufacturers—Specialty & Generic
t-2,GENH,-8317469.0,34978000,,,-175771,-228817,-178856,108728,22500,-102266,-102266,,-68475,,,,0,22500,124766,0,-73505,-7989,-175771,-178856,,4807303.0,-8317469.0,283193.0,1236520.0,6083480.0,-17873743.0,122222.0,3472794.0,,82766.0,4659881.0,3472794.0,1135531.0,82766.0,,25200.0,,1039080.0,18223.0,34847.0,2923.0,-1490623.0,126875.0,226875.0,-21434.0,100000.0,68238.0,-158637.0,16038.0,1258.0,-100000.0,-4577115.0,en-US,US,EQUITY,False,Delayed Quote,-7.6666675,0.81 - 0.941,0.9,finmb_374727259,Other OTC,"Generation Hemp, Inc.",USD,6600,2833,0.62799996,3.093596,0.203 - 3.5,-2.6690001,-0.76257145,0.203,3.5,-14400000,False,False,USD,POST,0.8503889,-0.019388914,-0.022800056,1.3252681,-0.49426818,-0.3729571,29066716,15,America/New_York,EDT,GENERATION HEMP INC,0.831,1630523656,-0.069000006,0.941,0.941,0.81,11112,0,PNK,4,us_market,,,,3.5,0.203,0.8504,1.3253,6.6k,2.83k,34.98M,,18.2M,71.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,"-1,574.61%",-24.74%,-602.60%,134.61k,0.01,198.30%,90k,-1.72M,-2.58M,,,1.26M,0.04,2.77M,69.53,0.53,,-2M,-3.39M,Value,75209,Healthcare,1,"Generation Hemp Inc. engages in leasing industrial warehouse located in Denver, Colorado. The company was formerly known as Home Treasure Finders, Inc. and changed its name to Generation Hemp Inc. in August 2019. Generation Hemp Inc. was incorporated in 2008 and is based in Dallas, Texas.",Dallas,469 209 6154,TX,United States,http://www.genhempinc.com,86400,5128 Horseshoe Trail,Drug Manufacturers—Specialty & Generic
t-3,GENH,-8138613.0,34978000,,,-265360,-223913,-260285,204981,22500,-198520,-198520,,-66884,,,,0,22500,221020,0,-66840,-4212,-265360,-260285,,4569517.0,-8138613.0,178081.0,1182494.0,6083480.0,-17694887.0,119346.0,3472794.0,,14528.0,4219971.0,3472794.0,1151569.0,14528.0,,230200.0,,1092049.0,16397.0,34847.0,126250.0,-1490623.0,78372.0,78372.0,-21434.0,100000.0,-51755.0,-130127.0,16039.0,-12131.0,-100000.0,-4205443.0,en-US,US,EQUITY,False,Delayed Quote,-7.6666675,0.81 - 0.941,0.9,finmb_374727259,Other OTC,"Generation Hemp, Inc.",USD,6600,2833,0.62799996,3.093596,0.203 - 3.5,-2.6690001,-0.76257145,0.203,3.5,-14400000,False,False,USD,POST,0.8503889,-0.019388914,-0.022800056,1.3252681,-0.49426818,-0.3729571,29066716,15,America/New_York,EDT,GENERATION HEMP INC,0.831,1630523656,-0.069000006,0.941,0.941,0.81,11112,0,PNK,4,us_market,,,,3.5,0.203,0.8504,1.3253,6.6k,2.83k,34.98M,,18.2M,71.00%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,"-1,574.61%",-24.74%,-602.60%,134.61k,0.01,198.30%,90k,-1.72M,-2.58M,,,1.26M,0.04,2.77M,69.53,0.53,,-2M,-3.39M,Value,75209,Healthcare,1,"Generation Hemp Inc. engages in leasing industrial warehouse located in Denver, Colorado. The company was formerly known as Home Treasure Finders, Inc. and changed its name to Generation Hemp Inc. in August 2019. Generation Hemp Inc. was incorporated in 2008 and is based in Dallas, Texas.",Dallas,469 209 6154,TX,United States,http://www.genhempinc.com,86400,5128 Horseshoe Trail,Drug Manufacturers—Specialty & Generic
