Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,otherCurrentLiab,otherCurrentAssets,otherLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,IGPFF,13054680.0,7326550,,,-239772,,-191772,219961,451709,169808,169808,,-5916,,,,-48000,3786466,3616658,3334757,-409580,,-191772,-191772,1406098.0,761754.0,13054680.0,13816434.0,34792623.0,-23077274.0,-66767.0,773000.0,5203671.0,470431.0,773000.0,152183.0,-66767.0,5003017.0,7873407.0,167010.0,57681.0,261722.0,2586644.0,261093.0,,,,-157414.0,-1718.0,-1090209.0,-1093802.0,-34995.0,2136187.0,3231707.0,97413.0,3007169.0,-8696.0,-3593.0,520002.0,,,7402976.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.5167 - 0.5167,0.5167,0.0,0.0,0,0,finmb_379619,Other OTC,Imperial Ginseng Products Ltd.,CAD,187,0,0.33660004,1.8689619,0.1801 - 0.543,-0.026299953,-0.048434537,0.1801,0.543,1530144000,-0.952,USD,4,1.782,0.50904334,0.0076566935,0.015041339,0.46341696,0.053283066,0.11497867,4035902,0.28995514,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.5167,1628014485,0.0,0.5167,0.5167,0.5167,45,IMPERIAL GINSENG PRODUCTS,us_market,PRE,0.61,,,0.543,0.1801,0.509,0.4634,187,,7.33M,,3.67M,58.54%,0.00%,,,,,,,,,,,0.00%,"Jun 27, 2018","Jun 10, 2018",1:10,"Feb 10, 2011","Jun 29, 2020","Mar 30, 2021",-100.39%,-26.57%,-6.76%,-49.53%,8.56M,1.17,7.60%,-1.09M,-2.02M,-8.59M,-0.9520,,5.2M,0.71,500.66k,3.84,16.74,1.78,2.92M,2.55M,Value,V7Y 1E4,Consumer Defensive,"Imperial Ginseng Products Ltd. cultivates and processes ginseng in the province of Ontario. It is also involved in the sale of dried ginseng to wholesalers through distributors in China. The company was incorporated in 1989 and is headquartered in Vancouver, Canada.",Vancouver,604 689 8863,BC,1609372800,Canada,http://www.imperialginseng.com,86400,701 West Georgia Street,604 428 8470,Farm Products,Suite 555
t-1,IGPFF,13184512.0,7326550,,,1325286,,968286,203552,-277048,-480600,-480600,,-41049,,,,357000,2036365,2516965,2313413,1805886,,968286,968286,1344158.0,2009373.0,13184512.0,15193885.0,34792623.0,-22885502.0,-66767.0,2166000.0,3067484.0,1604217.0,725000.0,1009965.0,-66767.0,5367295.0,7493580.0,167010.0,39399.0,361511.0,4386697.0,418506.0,,,,-688841.0,491979.0,-165825.0,-187320.0,-29614.0,630493.0,325834.0,84622.0,1271477.0,117999.0,-21495.0,-1398096.0,,,5889363.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.5167 - 0.5167,0.5167,0.0,0.0,0,0,finmb_379619,Other OTC,Imperial Ginseng Products Ltd.,CAD,187,0,0.33660004,1.8689619,0.1801 - 0.543,-0.026299953,-0.048434537,0.1801,0.543,1530144000,-0.952,USD,4,1.782,0.50904334,0.0076566935,0.015041339,0.46341696,0.053283066,0.11497867,4035902,0.28995514,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.5167,1628014485,0.0,0.5167,0.5167,0.5167,45,IMPERIAL GINSENG PRODUCTS,us_market,PRE,0.61,,,0.543,0.1801,0.509,0.4634,187,,7.33M,,3.67M,58.54%,0.00%,,,,,,,,,,,0.00%,"Jun 27, 2018","Jun 10, 2018",1:10,"Feb 10, 2011","Jun 29, 2020","Mar 30, 2021",-100.39%,-26.57%,-6.76%,-49.53%,8.56M,1.17,7.60%,-1.09M,-2.02M,-8.59M,-0.9520,,5.2M,0.71,500.66k,3.84,16.74,1.78,2.92M,2.55M,Value,V7Y 1E4,Consumer Defensive,"Imperial Ginseng Products Ltd. cultivates and processes ginseng in the province of Ontario. It is also involved in the sale of dried ginseng to wholesalers through distributors in China. The company was incorporated in 1989 and is headquartered in Vancouver, Canada.",Vancouver,604 689 8863,BC,1609372800,Canada,http://www.imperialginseng.com,86400,701 West Georgia Street,604 428 8470,Farm Products,Suite 555
t-2,IGPFF,12216225.0,7326550,,,-5746632,,-4199632,217989,57144,-160845,-160845,,-59440,,,,-1547000,1023805,1184650,966661,-5585787,,-4199632,-4199632,1344158.0,3223749.0,12216225.0,15439974.0,34792623.0,-23853789.0,-66767.0,1823000.0,2436991.0,2440968.0,1082000.0,996581.0,-66767.0,5874673.0,7575291.0,167010.0,131494.0,397918.0,4468837.0,1113869.0,48776.0,500000.0,,396054.0,1204083.0,-563960.0,-597266.0,-42487.0,295362.0,-311455.0,44740.0,-535049.0,-33956.0,-33306.0,4058875.0,-16194.0,,5134323.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.5167 - 0.5167,0.5167,0.0,0.0,0,0,finmb_379619,Other OTC,Imperial Ginseng Products Ltd.,CAD,187,0,0.33660004,1.8689619,0.1801 - 0.543,-0.026299953,-0.048434537,0.1801,0.543,1530144000,-0.952,USD,4,1.782,0.50904334,0.0076566935,0.015041339,0.46341696,0.053283066,0.11497867,4035902,0.28995514,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.5167,1628014485,0.0,0.5167,0.5167,0.5167,45,IMPERIAL GINSENG PRODUCTS,us_market,PRE,0.61,,,0.543,0.1801,0.509,0.4634,187,,7.33M,,3.67M,58.54%,0.00%,,,,,,,,,,,0.00%,"Jun 27, 2018","Jun 10, 2018",1:10,"Feb 10, 2011","Jun 29, 2020","Mar 30, 2021",-100.39%,-26.57%,-6.76%,-49.53%,8.56M,1.17,7.60%,-1.09M,-2.02M,-8.59M,-0.9520,,5.2M,0.71,500.66k,3.84,16.74,1.78,2.92M,2.55M,Value,V7Y 1E4,Consumer Defensive,"Imperial Ginseng Products Ltd. cultivates and processes ginseng in the province of Ontario. It is also involved in the sale of dried ginseng to wholesalers through distributors in China. The company was incorporated in 1989 and is headquartered in Vancouver, Canada.",Vancouver,604 689 8863,BC,1609372800,Canada,http://www.imperialginseng.com,86400,701 West Georgia Street,604 428 8470,Farm Products,Suite 555
t-3,IGPFF,16415857.0,7326550,,,-7004738,,-5166738,251085,-1550712,-1801797,-1801797,,-48862,,,,-1838000,1709936,3511733,3260648,-5202941,,-5166738,-5166738,1344158.0,4299225.0,16415857.0,20715082.0,34792623.0,-19654157.0,-66767.0,5416000.0,2141629.0,2414923.0,106000.0,1021061.0,-66767.0,6691050.0,8441022.0,167010.0,97538.0,796176.0,5106566.0,716694.0,55694.0,1092889.0,571000.0,-470437.0,47580.0,-163798.0,-202919.0,38384.0,-477220.0,-321881.0,80364.0,553456.0,-21420.0,-39121.0,4664510.0,-49023.0,96103.0,6026099.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.5167 - 0.5167,0.5167,0.0,0.0,0,0,finmb_379619,Other OTC,Imperial Ginseng Products Ltd.,CAD,187,0,0.33660004,1.8689619,0.1801 - 0.543,-0.026299953,-0.048434537,0.1801,0.543,1530144000,-0.952,USD,4,1.782,0.50904334,0.0076566935,0.015041339,0.46341696,0.053283066,0.11497867,4035902,0.28995514,15,America/New_York,EDT,-14400000,PNK,0,False,False,0.5167,1628014485,0.0,0.5167,0.5167,0.5167,45,IMPERIAL GINSENG PRODUCTS,us_market,PRE,0.61,,,0.543,0.1801,0.509,0.4634,187,,7.33M,,3.67M,58.54%,0.00%,,,,,,,,,,,0.00%,"Jun 27, 2018","Jun 10, 2018",1:10,"Feb 10, 2011","Jun 29, 2020","Mar 30, 2021",-100.39%,-26.57%,-6.76%,-49.53%,8.56M,1.17,7.60%,-1.09M,-2.02M,-8.59M,-0.9520,,5.2M,0.71,500.66k,3.84,16.74,1.78,2.92M,2.55M,Value,V7Y 1E4,Consumer Defensive,"Imperial Ginseng Products Ltd. cultivates and processes ginseng in the province of Ontario. It is also involved in the sale of dried ginseng to wholesalers through distributors in China. The company was incorporated in 1989 and is headquartered in Vancouver, Canada.",Vancouver,604 689 8863,BC,1609372800,Canada,http://www.imperialginseng.com,86400,701 West Georgia Street,604 428 8470,Farm Products,Suite 555
