Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,otherStockholderEquity,totalCurrentAssets,netReceivables,inventory,accountsPayable,otherCurrentLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,investments,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,HSCHF,-5345263.0,117640000,,,-564641,,-564641,183757,-233109,-464024,-464024,,-164233,,,,0,42848,506872,275957,-100617,,-564641,-564641,767159.0,5501902.0,-4578104.0,923798.0,10024162.0,-15519849.0,917583.0,16760.0,5501902.0,917583.0,156639.0,28632.0,82830.0,1133420.0,,101779.0,-10000.0,38782.0,38782.0,97210.0,-190643.0,-215.0,-219210.0,3251.0,49413.0,21711.0,31925.0,,-5345263.0,en-US,US,EQUITY,False,Delayed Quote,2.4999976,0.1 - 0.11,0.1,0.0,0.0,0,0,finmb_266327992,Other OTC,H-Source Holdings Ltd.,USD,144054,111113,0.0995,33.166668,0.003 - 0.39,-0.2875,-0.7371795,0.003,0.39,USD,False,False,us_market,0.1025,1630525433,0.0024999976,0.1,0.11,0.1,183139,PRE,H-SOURCE HOLDINGS LTD,PNK,1638219600,1638565200,-0.02,0,-0.039,0.09326028,0.009239718,0.09907453,0.10191972,0.000580281,0.0056935106,12210517,-2.628205,15,America/New_York,EDT,-14400000,4,1.56,,,0.39,0.003,0.0933,0.1019,144.05k,111.11k,117.64M,,105.11M,10.34%,1.12%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2020",0.00%,-373.51%,-115.80%,,485.83k,0.00,-71.00%,-984.08k,-1.94M,-2.36M,-0.0200,,16.76k,0,3.94M,,0.03,-0.04,-710.34k,-2.01M,Value,V6E 2E9,Healthcare,"H-Source Holdings Ltd., a technology company, operates in the healthcare industry. It offers a hospital-to-hospital transaction platform that provides a marketplace for members to buy, sell, and transfer excess inventory supplies and capital equipment with each other. The company's platform allows members to conduct transactions within integrated delivery networks and group purchasing organizations. H-Source Holdings Ltd. is headquartered in Vancouver, Canada.",Vancouver,BC,1546214400,Canada,http://www.h-source.com,86400,2250-1055 West Hastings Street,Health Information Services
t-1,HSCHF,-4818307.0,117640000,,,-547068,,-547068,182114,-211641,-401201,-401201,,-484710,,,,0,14948,416149,226589,-145867,,-547068,-547068,800552.0,5265581.0,-4017755.0,1247826.0,10024162.0,-14955208.0,913291.0,207403.0,5265581.0,913291.0,447274.0,50342.0,132243.0,1081454.0,63616.0,-77317.0,-32000.0,539800.0,539800.0,98065.0,168623.0,-580.0,-338597.0,3251.0,49413.0,102674.0,108798.0,,-4818307.0,en-US,US,EQUITY,False,Delayed Quote,2.4999976,0.1 - 0.11,0.1,0.0,0.0,0,0,finmb_266327992,Other OTC,H-Source Holdings Ltd.,USD,144054,111113,0.0995,33.166668,0.003 - 0.39,-0.2875,-0.7371795,0.003,0.39,USD,False,False,us_market,0.1025,1630525433,0.0024999976,0.1,0.11,0.1,183139,PRE,H-SOURCE HOLDINGS LTD,PNK,1638219600,1638565200,-0.02,0,-0.039,0.09326028,0.009239718,0.09907453,0.10191972,0.000580281,0.0056935106,12210517,-2.628205,15,America/New_York,EDT,-14400000,4,1.56,,,0.39,0.003,0.0933,0.1019,144.05k,111.11k,117.64M,,105.11M,10.34%,1.12%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2020",0.00%,-373.51%,-115.80%,,485.83k,0.00,-71.00%,-984.08k,-1.94M,-2.36M,-0.0200,,16.76k,0,3.94M,,0.03,-0.04,-710.34k,-2.01M,Value,V6E 2E9,Healthcare,"H-Source Holdings Ltd., a technology company, operates in the healthcare industry. It offers a hospital-to-hospital transaction platform that provides a marketplace for members to buy, sell, and transfer excess inventory supplies and capital equipment with each other. The company's platform allows members to conduct transactions within integrated delivery networks and group purchasing organizations. H-Source Holdings Ltd. is headquartered in Vancouver, Canada.",Vancouver,BC,1546214400,Canada,http://www.h-source.com,86400,2250-1055 West Hastings Street,Health Information Services
t-2,HSCHF,-4212736.0,117640000,,,-527042,,-527042,158126,-187004,-352332,-352332,,-394407,,,,0,382801,735133,569805,-174710,,-527042,-527042,771803.0,4624485.0,-3440933.0,1183552.0,10024162.0,-14381140.0,916045.0,38780.0,4624485.0,916045.0,411749.0,152038.0,132243.0,1097238.0,375459.0,190923.0,-34500.0,403280.0,403280.0,72934.0,28899.0,-622.0,-339259.0,3251.0,-129569.0,-78557.0,128801.0,,-4212736.0,en-US,US,EQUITY,False,Delayed Quote,2.4999976,0.1 - 0.11,0.1,0.0,0.0,0,0,finmb_266327992,Other OTC,H-Source Holdings Ltd.,USD,144054,111113,0.0995,33.166668,0.003 - 0.39,-0.2875,-0.7371795,0.003,0.39,USD,False,False,us_market,0.1025,1630525433,0.0024999976,0.1,0.11,0.1,183139,PRE,H-SOURCE HOLDINGS LTD,PNK,1638219600,1638565200,-0.02,0,-0.039,0.09326028,0.009239718,0.09907453,0.10191972,0.000580281,0.0056935106,12210517,-2.628205,15,America/New_York,EDT,-14400000,4,1.56,,,0.39,0.003,0.0933,0.1019,144.05k,111.11k,117.64M,,105.11M,10.34%,1.12%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2020",0.00%,-373.51%,-115.80%,,485.83k,0.00,-71.00%,-984.08k,-1.94M,-2.36M,-0.0200,,16.76k,0,3.94M,,0.03,-0.04,-710.34k,-2.01M,Value,V6E 2E9,Healthcare,"H-Source Holdings Ltd., a technology company, operates in the healthcare industry. It offers a hospital-to-hospital transaction platform that provides a marketplace for members to buy, sell, and transfer excess inventory supplies and capital equipment with each other. The company's platform allows members to conduct transactions within integrated delivery networks and group purchasing organizations. H-Source Holdings Ltd. is headquartered in Vancouver, Canada.",Vancouver,BC,1546214400,Canada,http://www.h-source.com,86400,2250-1055 West Hastings Street,Health Information Services
t-3,HSCHF,-3669110.0,117640000,,,-695139,,-695139,302006,-241442,-597062,-597062,,-351649,,,,0,45229,642291,286671,-98077,,-695139,-695139,740554.0,3876091.0,-2928556.0,947535.0,10024162.0,-13854098.0,901380.0,9881.0,3876091.0,901380.0,206981.0,75631.0,2674.0,951902.0,595156.0,446506.0,-358136.0,-123819.0,-123819.0,76017.0,-298305.0,-3077.0,186727.0,3251.0,-2674.0,87017.0,225616.0,-494.0,-3669110.0,en-US,US,EQUITY,False,Delayed Quote,2.4999976,0.1 - 0.11,0.1,0.0,0.0,0,0,finmb_266327992,Other OTC,H-Source Holdings Ltd.,USD,144054,111113,0.0995,33.166668,0.003 - 0.39,-0.2875,-0.7371795,0.003,0.39,USD,False,False,us_market,0.1025,1630525433,0.0024999976,0.1,0.11,0.1,183139,PRE,H-SOURCE HOLDINGS LTD,PNK,1638219600,1638565200,-0.02,0,-0.039,0.09326028,0.009239718,0.09907453,0.10191972,0.000580281,0.0056935106,12210517,-2.628205,15,America/New_York,EDT,-14400000,4,1.56,,,0.39,0.003,0.0933,0.1019,144.05k,111.11k,117.64M,,105.11M,10.34%,1.12%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2019","Sep 29, 2020",0.00%,-373.51%,-115.80%,,485.83k,0.00,-71.00%,-984.08k,-1.94M,-2.36M,-0.0200,,16.76k,0,3.94M,,0.03,-0.04,-710.34k,-2.01M,Value,V6E 2E9,Healthcare,"H-Source Holdings Ltd., a technology company, operates in the healthcare industry. It offers a hospital-to-hospital transaction platform that provides a marketplace for members to buy, sell, and transfer excess inventory supplies and capital equipment with each other. The company's platform allows members to conduct transactions within integrated delivery networks and group purchasing organizations. H-Source Holdings Ltd. is headquartered in Vancouver, Canada.",Vancouver,BC,1546214400,Canada,http://www.h-source.com,86400,2250-1055 West Hastings Street,Health Information Services
