Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,otherCurrentAssets,shortTermInvestments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,investments,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,priceHint,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jun 29, 2021) 4","Short Ratio (Jun 29, 2021) 4","Short % of Float (Jun 29, 2021) 4","Short % of Shares Outstanding (Jun 29, 2021) 4","Shares Short (prior month May 27, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,fax,industry,address2
t0,IBP,-89700000.0,29696800,,,23441000,,17291000,84735000,125427000,32296000,32296000,,-7574000,,,,6150000,437066000,404770000,311639000,-8855000,,17291000,17291000,188202000.0,202662000.0,893078000.0,340538000.0,37149000.0,1233616000.0,331000.0,277804000.0,65653000.0,242036000.0,-140259000.0,33609000.0,207343000.0,245302000.0,23770000.0,1394000.0,159604000.0,610165000.0,298139000.0,545138000.0,85980000.0,104001000.0,,,,524000.0,-52392000.0,797000.0,-9403000.0,-6551000.0,-24177000.0,37618000.0,24109000.0,-5000.0,-8786000.0,-7644000.0,1056000.0,-1414000.0,3869000.0,-10846000.0,,,364863000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,125.67,1630526401,1.4899979,124.7,126.93,124.59,207418,"Installed Building Products, In",NYQ,PRE,0.053012934,0,False,False,1.1998694,124.59 - 126.93,124.18,125.94,0.0,8,8,finmb_10040674,NYSE,"Installed Building Products, Inc.",USD,214062,170028,40.489998,0.4753463,85.18 - 140.58,-14.910004,-0.10606063,85.18,140.58,1632960000,1620390600,1635942600,1636374600,0.3,37.818237,0.002415848,3.323,6.87,2,5.83,21.555746,11.56,120.39057,5.2794266,0.043852493,119.34326,6.3267365,3731996928,18.292576,10.871107,15,America/New_York,EDT,-14400000,1.8,,,140.58,85.18,120.39,119.34,214.06k,170.03k,29.7M,,23.4M,21.70%,79.57%,1.09M,4.56,5.51%,3.68%,1.01M,1.2,1.06%,0.30,0.24%,,9.04%,"Sep 29, 2021","Jun 13, 2021",,,"Dec 30, 2020","Mar 30, 2021",5.82%,9.92%,9.04%,33.61%,1.69B,57.59,10.00%,509.97M,239.74M,98.54M,3.32,8.10%,207.34M,7.04,626.98M,184.11,2.49,11.56,182.5M,149.55M,Value,43215,Industrials,8950,3,3,"Installed Building Products, Inc., together with its subsidiaries, engages in the installation of insulation, waterproofing, fire-stopping, fireproofing, garage doors, rain gutters, window blinds, shower doors, closet shelving and mirrors, and other products in the continental United States. It offers a range of insulation materials, such as fiberglass and cellulose, and spray foam insulation materials. The company is also involved in the installation of insulation and sealant materials in various areas of a structure, which includes basement and crawl space, building envelope, attic, and acoustical applications. In addition, it installs a range of advanced caulk and sealant products that control air infiltration in residential and commercial buildings, as well as moisture protection systems. It serves homebuilders, multi-family and commercial construction firms, individual homeowners, and repair and remodeling contractors through a network of approximately 190 branch locations. The company was formerly known as CCIB Holdco, Inc. Installed Building Products, Inc. was founded in 1977 and is headquartered in Columbus, Ohio.",Columbus,614 221 3399,OH,3,1609372800,1625097600,4,United States,http://www.installedbuildingproducts.com,86400,3,495 South High Street,614 221 3389,Building Products & Equipment,Suite 50
t-1,IBP,-69081000.0,29696800,,,37197000,,27837000,80969000,134928000,45802000,45802000,,-7612000,,,,9360000,441469000,395667000,306541000,-8605000,,27837000,27837000,171393000.0,199847000.0,868494000.0,319182000.0,32146000.0,1187676000.0,331000.0,269420000.0,53219000.0,216870000.0,-150416000.0,17682000.0,231520000.0,236475000.0,23355000.0,-8763000.0,157788000.0,623943000.0,290900000.0,541957000.0,77179000.0,101462000.0,1427000.0,,,14543000.0,-48317000.0,-3987000.0,-24539000.0,-11672000.0,-35951000.0,36905000.0,23487000.0,-4203000.0,-8786000.0,-5796000.0,-865000.0,-2387000.0,-1065000.0,-8072000.0,1220000.0,-18165000.0,387468000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,125.67,1630526401,1.4899979,124.7,126.93,124.59,207418,"Installed Building Products, In",NYQ,PRE,0.053012934,0,False,False,1.1998694,124.59 - 126.93,124.18,125.94,0.0,8,8,finmb_10040674,NYSE,"Installed Building Products, Inc.",USD,214062,170028,40.489998,0.4753463,85.18 - 140.58,-14.910004,-0.10606063,85.18,140.58,1632960000,1620390600,1635942600,1636374600,0.3,37.818237,0.002415848,3.323,6.87,2,5.83,21.555746,11.56,120.39057,5.2794266,0.043852493,119.34326,6.3267365,3731996928,18.292576,10.871107,15,America/New_York,EDT,-14400000,1.8,,,140.58,85.18,120.39,119.34,214.06k,170.03k,29.7M,,23.4M,21.70%,79.57%,1.09M,4.56,5.51%,3.68%,1.01M,1.2,1.06%,0.30,0.24%,,9.04%,"Sep 29, 2021","Jun 13, 2021",,,"Dec 30, 2020","Mar 30, 2021",5.82%,9.92%,9.04%,33.61%,1.69B,57.59,10.00%,509.97M,239.74M,98.54M,3.32,8.10%,207.34M,7.04,626.98M,184.11,2.49,11.56,182.5M,149.55M,Value,43215,Industrials,8950,3,3,"Installed Building Products, Inc., together with its subsidiaries, engages in the installation of insulation, waterproofing, fire-stopping, fireproofing, garage doors, rain gutters, window blinds, shower doors, closet shelving and mirrors, and other products in the continental United States. It offers a range of insulation materials, such as fiberglass and cellulose, and spray foam insulation materials. The company is also involved in the installation of insulation and sealant materials in various areas of a structure, which includes basement and crawl space, building envelope, attic, and acoustical applications. In addition, it installs a range of advanced caulk and sealant products that control air infiltration in residential and commercial buildings, as well as moisture protection systems. It serves homebuilders, multi-family and commercial construction firms, individual homeowners, and repair and remodeling contractors through a network of approximately 190 branch locations. The company was formerly known as CCIB Holdco, Inc. Installed Building Products, Inc. was founded in 1977 and is headquartered in Columbus, Ohio.",Columbus,614 221 3399,OH,3,1609372800,1625097600,4,United States,http://www.installedbuildingproducts.com,86400,3,495 South High Street,614 221 3389,Building Products & Equipment,Suite 50
t-2,IBP,-57993000.0,29696800,,,37850000,,28077000,78283000,131647000,46390000,46390000,,-7564000,,,,9773000,420486000,374096000,288839000,-8540000,,28077000,28077000,155398000.0,197486000.0,861258000.0,304187000.0,37011000.0,1165445000.0,331000.0,241583000.0,59563000.0,206782000.0,-135213000.0,12036000.0,267471000.0,222241000.0,24156000.0,-11725000.0,155773000.0,635456000.0,281268000.0,544276000.0,70218000.0,86898000.0,,15279000.0,1220000.0,3758000.0,-20755000.0,-2211000.0,-2621000.0,-9505000.0,14983000.0,38359000.0,21937000.0,-1322000.0,-8786000.0,-89000.0,-6466000.0,-410000.0,2140000.0,-9170000.0,15423000.0,-18165000.0,413215000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,125.67,1630526401,1.4899979,124.7,126.93,124.59,207418,"Installed Building Products, In",NYQ,PRE,0.053012934,0,False,False,1.1998694,124.59 - 126.93,124.18,125.94,0.0,8,8,finmb_10040674,NYSE,"Installed Building Products, Inc.",USD,214062,170028,40.489998,0.4753463,85.18 - 140.58,-14.910004,-0.10606063,85.18,140.58,1632960000,1620390600,1635942600,1636374600,0.3,37.818237,0.002415848,3.323,6.87,2,5.83,21.555746,11.56,120.39057,5.2794266,0.043852493,119.34326,6.3267365,3731996928,18.292576,10.871107,15,America/New_York,EDT,-14400000,1.8,,,140.58,85.18,120.39,119.34,214.06k,170.03k,29.7M,,23.4M,21.70%,79.57%,1.09M,4.56,5.51%,3.68%,1.01M,1.2,1.06%,0.30,0.24%,,9.04%,"Sep 29, 2021","Jun 13, 2021",,,"Dec 30, 2020","Mar 30, 2021",5.82%,9.92%,9.04%,33.61%,1.69B,57.59,10.00%,509.97M,239.74M,98.54M,3.32,8.10%,207.34M,7.04,626.98M,184.11,2.49,11.56,182.5M,149.55M,Value,43215,Industrials,8950,3,3,"Installed Building Products, Inc., together with its subsidiaries, engages in the installation of insulation, waterproofing, fire-stopping, fireproofing, garage doors, rain gutters, window blinds, shower doors, closet shelving and mirrors, and other products in the continental United States. It offers a range of insulation materials, such as fiberglass and cellulose, and spray foam insulation materials. The company is also involved in the installation of insulation and sealant materials in various areas of a structure, which includes basement and crawl space, building envelope, attic, and acoustical applications. In addition, it installs a range of advanced caulk and sealant products that control air infiltration in residential and commercial buildings, as well as moisture protection systems. It serves homebuilders, multi-family and commercial construction firms, individual homeowners, and repair and remodeling contractors through a network of approximately 190 branch locations. The company was formerly known as CCIB Holdco, Inc. Installed Building Products, Inc. was founded in 1977 and is headquartered in Columbus, Ohio.",Columbus,614 221 3399,OH,3,1609372800,1625097600,4,United States,http://www.installedbuildingproducts.com,86400,3,495 South High Street,614 221 3389,Building Products & Equipment,Suite 50
t-3,IBP,-74645000.0,29696800,,,34458000,,25337000,77571000,127139000,42844000,42844000,,-7757000,,,,9121000,393939000,351095000,266800000,-8386000,,25337000,25337000,147117000.0,195288000.0,858314000.0,272736000.0,41810000.0,1131050000.0,331000.0,213506000.0,65517000.0,200264000.0,-136389000.0,12851000.0,252488000.0,214049000.0,24230000.0,-12901000.0,150870000.0,619948000.0,269498000.0,544976000.0,69149000.0,81386000.0,,12125000.0,16688000.0,-10196000.0,-623000.0,-1474000.0,-3690000.0,17631000.0,65300000.0,69613000.0,21311000.0,-1322000.0,-8786000.0,4661000.0,-2158000.0,-1243000.0,2316000.0,-6426000.0,9775000.0,-973000.0,405899000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,us_market,125.67,1630526401,1.4899979,124.7,126.93,124.59,207418,"Installed Building Products, In",NYQ,PRE,0.053012934,0,False,False,1.1998694,124.59 - 126.93,124.18,125.94,0.0,8,8,finmb_10040674,NYSE,"Installed Building Products, Inc.",USD,214062,170028,40.489998,0.4753463,85.18 - 140.58,-14.910004,-0.10606063,85.18,140.58,1632960000,1620390600,1635942600,1636374600,0.3,37.818237,0.002415848,3.323,6.87,2,5.83,21.555746,11.56,120.39057,5.2794266,0.043852493,119.34326,6.3267365,3731996928,18.292576,10.871107,15,America/New_York,EDT,-14400000,1.8,,,140.58,85.18,120.39,119.34,214.06k,170.03k,29.7M,,23.4M,21.70%,79.57%,1.09M,4.56,5.51%,3.68%,1.01M,1.2,1.06%,0.30,0.24%,,9.04%,"Sep 29, 2021","Jun 13, 2021",,,"Dec 30, 2020","Mar 30, 2021",5.82%,9.92%,9.04%,33.61%,1.69B,57.59,10.00%,509.97M,239.74M,98.54M,3.32,8.10%,207.34M,7.04,626.98M,184.11,2.49,11.56,182.5M,149.55M,Value,43215,Industrials,8950,3,3,"Installed Building Products, Inc., together with its subsidiaries, engages in the installation of insulation, waterproofing, fire-stopping, fireproofing, garage doors, rain gutters, window blinds, shower doors, closet shelving and mirrors, and other products in the continental United States. It offers a range of insulation materials, such as fiberglass and cellulose, and spray foam insulation materials. The company is also involved in the installation of insulation and sealant materials in various areas of a structure, which includes basement and crawl space, building envelope, attic, and acoustical applications. In addition, it installs a range of advanced caulk and sealant products that control air infiltration in residential and commercial buildings, as well as moisture protection systems. It serves homebuilders, multi-family and commercial construction firms, individual homeowners, and repair and remodeling contractors through a network of approximately 190 branch locations. The company was formerly known as CCIB Holdco, Inc. Installed Building Products, Inc. was founded in 1977 and is headquartered in Columbus, Ohio.",Columbus,614 221 3399,OH,3,1609372800,1625097600,4,United States,http://www.installedbuildingproducts.com,86400,3,495 South High Street,614 221 3389,Building Products & Equipment,Suite 50
