Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,totalCurrentLiabilities,totalCurrentAssets,longTermDebt,inventory,accountsPayable,propertyPlantEquipment,changeToNetincome,changeToLiabilities,changeToInventory,totalCashFromOperatingActivities,changeInCash,changeToAccountReceivables,WC,language,region,quoteType,triggerable,quoteSourceName,currency,esgPopulated,tradeable,exchangeDataDelayedBy,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,exchange,marketState,market,shortName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,industry
t0,EQLB,-518733.0,2024259968,,,-154535,,-154535,157962,3427,-154535,-154535,,,,,,0,4896,159431,1469,0,,-154535,-154535,1256073.0,573521.0,-518733.0,54788.0,24425.0,12388.0,-1799231.0,13521.0,54788.0,560000.0,42400.0,13521.0,,1.0,73971.0,719.0,-79844.0,-272585.0,,41267.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0014999999,1.4999999,0.001 - 0.0097,-0.0072000003,-0.742268,0.001,0.0097,-0.003,-7.407412,0.0024 - 0.0025,0.0027,0.0,0.0,0,0,finmb_47319537,Other OTC,"EQ Energy Drink, Inc.",USD,3593334,15835928,-0.002,0.004226389,-0.0017263889,-0.4084785,0.0044976054,-0.0019976054,-0.44414866,5060650,-1.2499999,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,EQ LABS INC,0.0025,1630508524,-0.00020000013,0.0025,0.0025,0.0024,1173161,2.72,,,0.0097,0.001,0.0042,0.0045,3.59M,15.84M,2.02B,,,,,,,,,,,,,,,,,,2:1,"Feb 04, 2009","Dec 30, 2009","Sep 29, 2010",0.00%,-531.41%,-484.14%,,57.62k,0.00,-21.90%,184.84k,,-306.2k,-0.0030,,,,560k,,4.05,-0.00,-411.7k,-263.37k,Value,89118,Consumer Defensive,"EQ Energy Drink, Inc. manufactures and distributes energy drink products. The company was incorporated in 2007 and is based in Las Vegas, Nevada.",Las Vegas,702-454-0037,NV,United States,86400,4405 West Sunset Road,Beverages—Non-Alcoholic
t-1,EQLB,-591985.0,2024259968,,,-32574,,-32574,40301,7727,-32574,-32574,,,,,,0,12042,44616,4315,0,,-32574,-32574,1032121.0,647492.0,-591985.0,55507.0,20590.0,12388.0,-1644696.0,87492.0,55507.0,560000.0,43119.0,87492.0,,-1.0,-158411.0,4315.0,-192741.0,-272585.0,-6070.0,-31985.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0014999999,1.4999999,0.001 - 0.0097,-0.0072000003,-0.742268,0.001,0.0097,-0.003,-7.407412,0.0024 - 0.0025,0.0027,0.0,0.0,0,0,finmb_47319537,Other OTC,"EQ Energy Drink, Inc.",USD,3593334,15835928,-0.002,0.004226389,-0.0017263889,-0.4084785,0.0044976054,-0.0019976054,-0.44414866,5060650,-1.2499999,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,EQ LABS INC,0.0025,1630508524,-0.00020000013,0.0025,0.0025,0.0024,1173161,2.72,,,0.0097,0.001,0.0042,0.0045,3.59M,15.84M,2.02B,,,,,,,,,,,,,,,,,,2:1,"Feb 04, 2009","Dec 30, 2009","Sep 29, 2010",0.00%,-531.41%,-484.14%,,57.62k,0.00,-21.90%,184.84k,,-306.2k,-0.0030,,,,560k,,4.05,-0.00,-411.7k,-263.37k,Value,89118,Consumer Defensive,"EQ Energy Drink, Inc. manufactures and distributes energy drink products. The company was incorporated in 2007 and is based in Las Vegas, Nevada.",Las Vegas,702-454-0037,NV,United States,86400,4405 West Sunset Road,Beverages—Non-Alcoholic
t-2,EQLB,-738616.0,2024259968,,,-17167,,-17167,20515,3348,-17167,-17167,,,,,,0,6318,23485,2970,0,,-17167,-17167,854833.0,795401.0,-738616.0,56785.0,18673.0,6318.0,-1612122.0,235401.0,53752.0,560000.0,47434.0,70919.0,3033.0,-1.0,70919.0,-47434.0,-192741.0,-272585.0,-6318.0,-181649.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0014999999,1.4999999,0.001 - 0.0097,-0.0072000003,-0.742268,0.001,0.0097,-0.003,-7.407412,0.0024 - 0.0025,0.0027,0.0,0.0,0,0,finmb_47319537,Other OTC,"EQ Energy Drink, Inc.",USD,3593334,15835928,-0.002,0.004226389,-0.0017263889,-0.4084785,0.0044976054,-0.0019976054,-0.44414866,5060650,-1.2499999,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,EQ LABS INC,0.0025,1630508524,-0.00020000013,0.0025,0.0025,0.0024,1173161,2.72,,,0.0097,0.001,0.0042,0.0045,3.59M,15.84M,2.02B,,,,,,,,,,,,,,,,,,2:1,"Feb 04, 2009","Dec 30, 2009","Sep 29, 2010",0.00%,-531.41%,-484.14%,,57.62k,0.00,-21.90%,184.84k,,-306.2k,-0.0030,,,,560k,,4.05,-0.00,-411.7k,-263.37k,Value,89118,Consumer Defensive,"EQ Energy Drink, Inc. manufactures and distributes energy drink products. The company was incorporated in 2007 and is based in Las Vegas, Nevada.",Las Vegas,702-454-0037,NV,United States,86400,4405 West Sunset Road,Beverages—Non-Alcoholic
t-3,EQLB,-755768.0,2024259968,,,-101980,,-101980,136344,34364,-101980,-101980,,,,,,0,34364,136344,0,0,,-101980,-101980,821326.0,780036.0,-755768.0,24268.0,17861.0,2600.0,-1594955.0,220036.0,21235.0,560000.0,18635.0,55554.0,3033.0,-1.0,0.0,-47434.0,-192741.0,-272585.0,-6318.0,-198801.0,en-US,US,EQUITY,False,Delayed Quote,USD,False,False,0,0.0014999999,1.4999999,0.001 - 0.0097,-0.0072000003,-0.742268,0.001,0.0097,-0.003,-7.407412,0.0024 - 0.0025,0.0027,0.0,0.0,0,0,finmb_47319537,Other OTC,"EQ Energy Drink, Inc.",USD,3593334,15835928,-0.002,0.004226389,-0.0017263889,-0.4084785,0.0044976054,-0.0019976054,-0.44414866,5060650,-1.2499999,15,America/New_York,EDT,-14400000,4,PNK,REGULAR,us_market,EQ LABS INC,0.0025,1630508524,-0.00020000013,0.0025,0.0025,0.0024,1173161,2.72,,,0.0097,0.001,0.0042,0.0045,3.59M,15.84M,2.02B,,,,,,,,,,,,,,,,,,2:1,"Feb 04, 2009","Dec 30, 2009","Sep 29, 2010",0.00%,-531.41%,-484.14%,,57.62k,0.00,-21.90%,184.84k,,-306.2k,-0.0030,,,,560k,,4.05,-0.00,-411.7k,-263.37k,Value,89118,Consumer Defensive,"EQ Energy Drink, Inc. manufactures and distributes energy drink products. The company was incorporated in 2007 and is based in Las Vegas, Nevada.",Las Vegas,702-454-0037,NV,United States,86400,4405 West Sunset Road,Beverages—Non-Alcoholic
