Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DYNR,-9086581.0,17722800,,,289709,,289709,537146,2930639,1371933,1371933,,-361222,,,,0,4912712,3540779,1982073,-1082224,,289709,246334,50407333.0,21400459.0,-9086581.0,9016827.0,16651359.0,177228.0,1776411.0,-58967119.0,-704023.0,93586.0,4729253.0,16750052.0,1954958.0,770463.0,4852160.0,11635613.0,70000.0,3870105.0,4000395.0,1259844.0,1941062.0,3417051,-17291,-17291,269499,3225237,238203,3004325,812,-655877,-477044,395267,-5114439.0,en-US,US,EQUITY,False,Delayed Quote,USD,DYNARESOURCE INC,0.649976,26406972,-2.8219697,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,1.49,1630503149,0.0,1.49,1.49,1.49,501,PNK,us_market,0.0,1.49 - 1.49,1.49,0.0,0.0,0,0,finmb_3474173,Other OTC,"DynaResource, Inc.",USD,1190,1166,0.97,1.8653847,0.52 - 1.49,0.0,0.0,0.52,1.49,1589453940,1589453940,1589453940,-0.199,-0.528,0.9552778,0.5347222,0.55975574,0.90304345,0.58695656,0.17,,,1.49,0.52,0.9553,0.903,1.19k,1.17k,17.72M,,11.78M,30.63%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-24.14%,2.33%,1.62%,,13.54M,0.76,"1,075.20%",1.99M,319.14k,-3.44M,-0.1990,,4.73M,0.28,6.69M,,0.69,-0.53,1.68M,4.49M,Value,75039,Basic Materials,178,"DynaResource, Inc. acquires, invests in, explores, and develops precious and base metal properties in the United States. The company primarily explores for gold, silver, and other metals. Its flagship property is the San Jose de Gracia property with 33 concessions covering approximately 9,920 hectares located in northern Sinaloa State, Mexico. The company was formerly known as West Coast Mines, Inc. and changed its name to DynaResource, Inc. in November 1998. DynaResource, Inc. was incorporated in 1937 and is headquartered in Irving, Texas.",Irving,972 868 9066,TX,1609372800,United States,http://www.dynaresource.com,86400,North Tower,Other Precious Metals & Mining,Suite 1910 222 West Las Colinas Boulevard
t-1,DYNR,-9668661.0,17722800,,,1297815,,1297815,912956,1451031,-356148,-356148,,-379907,,,,0,3803735,4159883,2352704,1653963,,1297815,1254306,50407333.0,17188848.0,-9668661.0,4871560.0,11857668.0,177228.0,1689772.0,-59256828.0,-996394.0,95380.0,1504016.0,12597404.0,1984007.0,478092.0,4873876.0,6818412.0,70000.0,3020657.0,3905493.0,603967.0,2274011.0,2131131,-273092,-273092,741510,232984,-1406697,1912773,812,-527635,142450,-1369803,-5778992.0,en-US,US,EQUITY,False,Delayed Quote,USD,DYNARESOURCE INC,0.649976,26406972,-2.8219697,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,1.49,1630503149,0.0,1.49,1.49,1.49,501,PNK,us_market,0.0,1.49 - 1.49,1.49,0.0,0.0,0,0,finmb_3474173,Other OTC,"DynaResource, Inc.",USD,1190,1166,0.97,1.8653847,0.52 - 1.49,0.0,0.0,0.52,1.49,1589453940,1589453940,1589453940,-0.199,-0.528,0.9552778,0.5347222,0.55975574,0.90304345,0.58695656,0.17,,,1.49,0.52,0.9553,0.903,1.19k,1.17k,17.72M,,11.78M,30.63%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-24.14%,2.33%,1.62%,,13.54M,0.76,"1,075.20%",1.99M,319.14k,-3.44M,-0.1990,,4.73M,0.28,6.69M,,0.69,-0.53,1.68M,4.49M,Value,75039,Basic Materials,178,"DynaResource, Inc. acquires, invests in, explores, and develops precious and base metal properties in the United States. The company primarily explores for gold, silver, and other metals. Its flagship property is the San Jose de Gracia property with 33 concessions covering approximately 9,920 hectares located in northern Sinaloa State, Mexico. The company was formerly known as West Coast Mines, Inc. and changed its name to DynaResource, Inc. in November 1998. DynaResource, Inc. was incorporated in 1937 and is headquartered in Irving, Texas.",Irving,972 868 9066,TX,1609372800,United States,http://www.dynaresource.com,86400,North Tower,Other Precious Metals & Mining,Suite 1910 222 West Las Colinas Boulevard
t-2,DYNR,-9352482.0,17722800,,,-1408567,,-1408567,557069,2727834,1493442,1493442,,-349008,,,,0,4830461,3337019,2102627,-2902009,,-1408567,-1451897,50692821.0,15621454.0,-9352482.0,4741363.0,10606453.0,177228.0,1684463.0,-60554643.0,332112.0,87529.0,1271032.0,10868409.0,1769546.0,2092086.0,4894809.0,5554115.0,70000.0,2522288.0,4048438.0,76332.0,1642880.0,182368,689230,689230,-627580,439253,653960,-903937,812,-76332,-598475,1867494,-5314294.0,en-US,US,EQUITY,False,Delayed Quote,USD,DYNARESOURCE INC,0.649976,26406972,-2.8219697,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,1.49,1630503149,0.0,1.49,1.49,1.49,501,PNK,us_market,0.0,1.49 - 1.49,1.49,0.0,0.0,0,0,finmb_3474173,Other OTC,"DynaResource, Inc.",USD,1190,1166,0.97,1.8653847,0.52 - 1.49,0.0,0.0,0.52,1.49,1589453940,1589453940,1589453940,-0.199,-0.528,0.9552778,0.5347222,0.55975574,0.90304345,0.58695656,0.17,,,1.49,0.52,0.9553,0.903,1.19k,1.17k,17.72M,,11.78M,30.63%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-24.14%,2.33%,1.62%,,13.54M,0.76,"1,075.20%",1.99M,319.14k,-3.44M,-0.1990,,4.73M,0.28,6.69M,,0.69,-0.53,1.68M,4.49M,Value,75039,Basic Materials,178,"DynaResource, Inc. acquires, invests in, explores, and develops precious and base metal properties in the United States. The company primarily explores for gold, silver, and other metals. Its flagship property is the San Jose de Gracia property with 33 concessions covering approximately 9,920 hectares located in northern Sinaloa State, Mexico. The company was formerly known as West Coast Mines, Inc. and changed its name to DynaResource, Inc. in November 1998. DynaResource, Inc. was incorporated in 1937 and is headquartered in Irving, Texas.",Irving,972 868 9066,TX,1609372800,United States,http://www.dynaresource.com,86400,North Tower,Other Precious Metals & Mining,Suite 1910 222 West Las Colinas Boulevard
t-3,DYNR,-8513504.0,17722800,,,-3448460,,-3448460,1097315,-1095207,-2193334,-2193334,,-269865,,,,0,-3409,2189925,1091798,-1255126,,-3448460,-3491790,50692821.0,12013152.0,-8513504.0,2918871.0,7837129.0,177228.0,391164.0,-59146076.0,-237477.0,86087.0,831779.0,8090747.0,1662211.0,1522497.0,4915254.0,2765788.0,70000.0,1542845.0,3199861.0,,1460512.0,-104469,2294179,2294179,381513,4661,44661,-2334179,812,-76332,19019,854949,-5324959.0,en-US,US,EQUITY,False,Delayed Quote,USD,DYNARESOURCE INC,0.649976,26406972,-2.8219697,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,1.49,1630503149,0.0,1.49,1.49,1.49,501,PNK,us_market,0.0,1.49 - 1.49,1.49,0.0,0.0,0,0,finmb_3474173,Other OTC,"DynaResource, Inc.",USD,1190,1166,0.97,1.8653847,0.52 - 1.49,0.0,0.0,0.52,1.49,1589453940,1589453940,1589453940,-0.199,-0.528,0.9552778,0.5347222,0.55975574,0.90304345,0.58695656,0.17,,,1.49,0.52,0.9553,0.903,1.19k,1.17k,17.72M,,11.78M,30.63%,0.00%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",-24.14%,2.33%,1.62%,,13.54M,0.76,"1,075.20%",1.99M,319.14k,-3.44M,-0.1990,,4.73M,0.28,6.69M,,0.69,-0.53,1.68M,4.49M,Value,75039,Basic Materials,178,"DynaResource, Inc. acquires, invests in, explores, and develops precious and base metal properties in the United States. The company primarily explores for gold, silver, and other metals. Its flagship property is the San Jose de Gracia property with 33 concessions covering approximately 9,920 hectares located in northern Sinaloa State, Mexico. The company was formerly known as West Coast Mines, Inc. and changed its name to DynaResource, Inc. in November 1998. DynaResource, Inc. was incorporated in 1937 and is headquartered in Irving, Texas.",Irving,972 868 9066,TX,1609372800,United States,http://www.dynaresource.com,86400,North Tower,Other Precious Metals & Mining,Suite 1910 222 West Las Colinas Boulevard
