Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,NFC.DE,-467336000.0,443403008,525207000,,2034502000,,1706715000,809708000,3294771000,1959856000,1959856000,,-194440000,,,,327787000,7163282000,5203426000,3868511000,74646000,,1706715000,1706715000,13351416000.0,27238934000.0,12884080000.0,5438228000.0,40123014000.0,3600084000.0,623240000.0,9279859000.0,2504720000.0,4137000.0,13640942000.0,8403705000.0,7961770000.0,427000000.0,698788000.0,4137000.0,3023148000.0,10107508000.0,807036000.0,14860552000.0,532942000.0,-115034000.0,-85616000.0,-500000000.0,-451929000.0,-105026000.0,48071000.0,197583000.0,-42138000.0,777266000.0,35741000.0,-4615000.0,-3464326000.0,-81001000.0,,2145738000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,0.84145844,490.8 - 493.5,487.25,491.6,492.55,300,60,finmb_32012,XETRA,USD,1856,1200,102.350006,0.26311055,389.0 - 493.5,-2.149994,-0.004356624,389.0,493.5,1618934403,1634554740,1634904000,70.97357,6.923,7200000,29.059,448.7257,42.6243,0.09498965,435.71936,55.630646,2,NETFLIX INC,"Netflix, Inc.",491.35,1630578203,4.100006,491.1,493.5,490.8,877,REGULAR,GER,de_market,0.1276754,220446146560,16.908703,15,Europe/Berlin,CEST,False,False,0,0.75,,,493.5,389.0,448.73,435.72,1.86k,1.2k,443.4M,,437.54M,1.49%,82.09%,,,,,,,,,,,0.00%,,,7:1,"Jul 15, 2015","Dec 31, 2020","Mar 31, 2021",14.24%,21.17%,9.29%,35.31%,26.39B,59.72,24.20%,9.72B,5.71B,3.76B,6.92,140.70%,8.4B,18.95,17.74B,137.68,1.27,29.06,2.94B,13.54B,Value,95032,Communication Services,9400,10,2,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages. The company provides members the ability to receive streaming content through a host of Internet-connected devices, including TVs, digital video players, television set-top boxes, and mobile devices. It also provides DVDs-by-mail membership services. The company has approximately 204 million paid members in 190 countries. Netflix, Inc. was founded in 1997 and is headquartered in Los Gatos, California.",Los Gatos,408-540-3700,CA,10,1609372800,1625011200,10,United States,http://www.netflix.com,86400,10,100 Winchester Circle,Entertainment
t-1,NFC.DE,-2682367000.0,443403008,486936000,,506417000,,542156000,1038104000,2479282000,954242000,954242000,,-197186000,,,,-35739000,6644442000,5690200000,4165160000,-447825000,,542156000,542156000,13747607000.0,28215119000.0,11065240000.0,5547528000.0,39280359000.0,3447698000.0,,7573144000.0,2654608000.0,44398000.0,12773263000.0,8205550000.0,7805785000.0,589091000.0,499878000.0,44398000.0,2997909000.0,9761580000.0,1352988000.0,15809095000.0,656183000.0,185688000.0,-146399000.0,-500000000.0,33987000.0,-310774000.0,33987000.0,-183410000.0,66674000.0,-137672000.0,31943000.0,1957000.0,-3569310000.0,-148356000.0,,1955795000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,0.84145844,490.8 - 493.5,487.25,491.6,492.55,300,60,finmb_32012,XETRA,USD,1856,1200,102.350006,0.26311055,389.0 - 493.5,-2.149994,-0.004356624,389.0,493.5,1618934403,1634554740,1634904000,70.97357,6.923,7200000,29.059,448.7257,42.6243,0.09498965,435.71936,55.630646,2,NETFLIX INC,"Netflix, Inc.",491.35,1630578203,4.100006,491.1,493.5,490.8,877,REGULAR,GER,de_market,0.1276754,220446146560,16.908703,15,Europe/Berlin,CEST,False,False,0,0.75,,,493.5,389.0,448.73,435.72,1.86k,1.2k,443.4M,,437.54M,1.49%,82.09%,,,,,,,,,,,0.00%,,,7:1,"Jul 15, 2015","Dec 31, 2020","Mar 31, 2021",14.24%,21.17%,9.29%,35.31%,26.39B,59.72,24.20%,9.72B,5.71B,3.76B,6.92,140.70%,8.4B,18.95,17.74B,137.68,1.27,29.06,2.94B,13.54B,Value,95032,Communication Services,9400,10,2,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages. The company provides members the ability to receive streaming content through a host of Internet-connected devices, including TVs, digital video players, television set-top boxes, and mobile devices. It also provides DVDs-by-mail membership services. The company has approximately 204 million paid members in 190 countries. Netflix, Inc. was founded in 1997 and is headquartered in Los Gatos, California.",Los Gatos,408-540-3700,CA,10,1609372800,1625011200,10,United States,http://www.netflix.com,86400,10,100 Winchester Circle,Entertainment
t-2,NFC.DE,-3963820000.0,443403008,453802000,,861460000,,789976000,799221000,2567886000,1314863000,1314863000,,-197079000,,,,71484000,6435637000,5120774000,3867751000,-453403000,,789976000,789976000,14297143000.0,28289220000.0,10333323000.0,5639856000.0,38622543000.0,3303482000.0,620082000.0,7030988000.0,2948809000.0,-1147000.0,11731802000.0,8392391000.0,7939795000.0,429000000.0,499517000.0,-1147000.0,2767118000.0,9826480000.0,604789000.0,15547616000.0,541298000.0,122618000.0,-118651000.0,-500000000.0,68665000.0,223054000.0,68665000.0,1242234000.0,28459000.0,1263761000.0,28589000.0,-8840000.0,-2634219000.0,-109811000.0,,1886685000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,0.84145844,490.8 - 493.5,487.25,491.6,492.55,300,60,finmb_32012,XETRA,USD,1856,1200,102.350006,0.26311055,389.0 - 493.5,-2.149994,-0.004356624,389.0,493.5,1618934403,1634554740,1634904000,70.97357,6.923,7200000,29.059,448.7257,42.6243,0.09498965,435.71936,55.630646,2,NETFLIX INC,"Netflix, Inc.",491.35,1630578203,4.100006,491.1,493.5,490.8,877,REGULAR,GER,de_market,0.1276754,220446146560,16.908703,15,Europe/Berlin,CEST,False,False,0,0.75,,,493.5,389.0,448.73,435.72,1.86k,1.2k,443.4M,,437.54M,1.49%,82.09%,,,,,,,,,,,0.00%,,,7:1,"Jul 15, 2015","Dec 31, 2020","Mar 31, 2021",14.24%,21.17%,9.29%,35.31%,26.39B,59.72,24.20%,9.72B,5.71B,3.76B,6.92,140.70%,8.4B,18.95,17.74B,137.68,1.27,29.06,2.94B,13.54B,Value,95032,Communication Services,9400,10,2,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages. The company provides members the ability to receive streaming content through a host of Internet-connected devices, including TVs, digital video players, television set-top boxes, and mobile devices. It also provides DVDs-by-mail membership services. The company has approximately 204 million paid members in 190 countries. Netflix, Inc. was founded in 1997 and is headquartered in Los Gatos, California.",Los Gatos,408-540-3700,CA,10,1609372800,1625011200,10,United States,http://www.netflix.com,86400,10,100 Winchester Circle,Entertainment
t-3,NFC.DE,-5297970000.0,443403008,435045000,,1035602000,,720196000,711606000,2504579000,1357928000,1357928000,,-189151000,,,,315406000,6148286000,4790358000,3643707000,-322326000,,720196000,720196000,14632723000.0,27840528000.0,9334753000.0,5693994000.0,37175281000.0,3127813000.0,640471000.0,6241012000.0,3232112000.0,-34072000.0,11414478000.0,7153248000.0,7626418000.0,389000000.0,499161000.0,-34072000.0,2563941000.0,8564139000.0,565668000.0,15294998000.0,446668000.0,-69519000.0,-142001000.0,1009464000.0,1090965000.0,-141187000.0,89060000.0,2001859000.0,11819000.0,1041076000.0,26661000.0,-260000.0,-2102234000.0,-141741000.0,-7559000.0,937721000.0,en-US,US,EQUITY,False,Delayed Quote,EUR,0.84145844,490.8 - 493.5,487.25,491.6,492.55,300,60,finmb_32012,XETRA,USD,1856,1200,102.350006,0.26311055,389.0 - 493.5,-2.149994,-0.004356624,389.0,493.5,1618934403,1634554740,1634904000,70.97357,6.923,7200000,29.059,448.7257,42.6243,0.09498965,435.71936,55.630646,2,NETFLIX INC,"Netflix, Inc.",491.35,1630578203,4.100006,491.1,493.5,490.8,877,REGULAR,GER,de_market,0.1276754,220446146560,16.908703,15,Europe/Berlin,CEST,False,False,0,0.75,,,493.5,389.0,448.73,435.72,1.86k,1.2k,443.4M,,437.54M,1.49%,82.09%,,,,,,,,,,,0.00%,,,7:1,"Jul 15, 2015","Dec 31, 2020","Mar 31, 2021",14.24%,21.17%,9.29%,35.31%,26.39B,59.72,24.20%,9.72B,5.71B,3.76B,6.92,140.70%,8.4B,18.95,17.74B,137.68,1.27,29.06,2.94B,13.54B,Value,95032,Communication Services,9400,10,2,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages. The company provides members the ability to receive streaming content through a host of Internet-connected devices, including TVs, digital video players, television set-top boxes, and mobile devices. It also provides DVDs-by-mail membership services. The company has approximately 204 million paid members in 190 countries. Netflix, Inc. was founded in 1997 and is headquartered in Los Gatos, California.",Los Gatos,408-540-3700,CA,10,1609372800,1625011200,10,United States,http://www.netflix.com,86400,10,100 Winchester Circle,Entertainment
