Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,market,currency,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,marketState,exchange,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,priceHint,preMarketChange,preMarketChangePercent,preMarketTime,preMarketPrice,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,gmtOffSetMilliseconds,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,shortName,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,industry,address2
t0,IFBD,2639315,25250000,602614,,1331936,244228,1247456,963431,2873875,1307830,1307830,,-37530,,,,88127,4150100,2842270,1276225,24106,,1243809,1247456,5247752,5852089,7823238,7887067,730586,2087734,15954533,19000,1412570,1521932,322035,494046,1227739,1682526,7501203,389893,494046,2193189,7285853,4190757,552540,8953,-1159223,-74797,-610747,234398,79581,1388838,27229,441946,-74797,101212,-34332,-215350,en-US,US,EQUITY,True,Delayed Quote,us_market,USD,-0.20621142,0,PRE,NCM,False,False,2.88,1630526402,0.02000022,2.88,2.9,2.82,82155,15,America/New_York,EDT,4,0.01999998,0.69444376,1630569604,2.9,0.6993084,2.82 - 2.9,2.86,0.0,0.0,13,12,finmb_682511193,NasdaqCM,"Infobird Co., Ltd",USD,1847378,149614,0.27000022,0.10344836,2.61 - 11.25,-8.37,-0.744,2.61,11.25,-14400000,3.0301428,-0.15014267,-0.049549703,3.6281703,-0.74817014,72915552,"Infobird Co., Ltd",,,,11.25,2.61,3.0301,3.6282,1.85M,149.61k,25.25M,,10.99M,51.09%,6.47%,121.36k,0.1,0.75%,0.48%,27.27k,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",27.51%,30.05%,20.15%,69.25%,14.53M,0.76,-6.70%,9.81M,4.49M,4M,,-17.70%,1.68M,0.09,3.07M,37.70,0.97,,1.53M,-3.36M,Value,100102,Technology,305,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China. It offers standard and customized customer relationship management cloud-based services, such as SaaS, and business process outsourcing services to its clients. The company also provides AI-powered cloud-based sales force management software, including intelligent quality inspection and intelligent training software to enable its clients monitor, benchmark, and improve the performances of agents; and other services, including software license selling, data analysis, and other professional services. It serves corporate clients in the finance, education, public services, healthcare, and consumer products industries. The company was incorporated in 2020 and is based in Beijing, the People's Republic of China.",Beijing,86 10 5241 1819,China,http://www.infobird.com,86400,Boya International Center,Software—Application,"Building 2, Room 12A05, Block A No. 1 Courtyard, Lize Zhongyi Road Chaoyang District"
t-1,IFBD,2639315,25250000,602614,,1331936,244228,1247456,963431,2873875,1307830,1307830,,-37530,,,,88127,4150100,2842270,1276225,24106,,1243809,1247456,5247752,5852089,7823238,7887067,730586,2087734,15954533,19000,1412570,1521932,322035,494046,1227739,1682526,7501203,389893,494046,2193189,7285853,4190757,552540,8953,-1159223,-74797,-610747,234398,79581,1388838,27229,441946,-74797,101212,-34332,-215350,en-US,US,EQUITY,True,Delayed Quote,us_market,USD,-0.20621142,0,PRE,NCM,False,False,2.88,1630526402,0.02000022,2.88,2.9,2.82,82155,15,America/New_York,EDT,4,0.01999998,0.69444376,1630569604,2.9,0.6993084,2.82 - 2.9,2.86,0.0,0.0,13,12,finmb_682511193,NasdaqCM,"Infobird Co., Ltd",USD,1847378,149614,0.27000022,0.10344836,2.61 - 11.25,-8.37,-0.744,2.61,11.25,-14400000,3.0301428,-0.15014267,-0.049549703,3.6281703,-0.74817014,72915552,"Infobird Co., Ltd",,,,11.25,2.61,3.0301,3.6282,1.85M,149.61k,25.25M,,10.99M,51.09%,6.47%,121.36k,0.1,0.75%,0.48%,27.27k,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",27.51%,30.05%,20.15%,69.25%,14.53M,0.76,-6.70%,9.81M,4.49M,4M,,-17.70%,1.68M,0.09,3.07M,37.70,0.97,,1.53M,-3.36M,Value,100102,Technology,305,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China. It offers standard and customized customer relationship management cloud-based services, such as SaaS, and business process outsourcing services to its clients. The company also provides AI-powered cloud-based sales force management software, including intelligent quality inspection and intelligent training software to enable its clients monitor, benchmark, and improve the performances of agents; and other services, including software license selling, data analysis, and other professional services. It serves corporate clients in the finance, education, public services, healthcare, and consumer products industries. The company was incorporated in 2020 and is based in Beijing, the People's Republic of China.",Beijing,86 10 5241 1819,China,http://www.infobird.com,86400,Boya International Center,Software—Application,"Building 2, Room 12A05, Block A No. 1 Courtyard, Lize Zhongyi Road Chaoyang District"
t-2,IFBD,1970439,25250000,346061,,841180,238394,751681,811470,2033549,876019,876019,,-66723,,,,54909,3116371,2240352,1082822,-34839,,786271,751681,2898389,5852089,6906145,4868828,457584,1757357,12013367,19000,87306,-972980,260514,-29281,1023771,1213730,6645631,407262,-29281,1975518,6115689,4814653,564974,-237187,-462059,-41894,-98758,-1147845,-20404,-623489,33091,-1275285,-41894,125667,-18364,-529942,en-US,US,EQUITY,True,Delayed Quote,us_market,USD,-0.20621142,0,PRE,NCM,False,False,2.88,1630526402,0.02000022,2.88,2.9,2.82,82155,15,America/New_York,EDT,4,0.01999998,0.69444376,1630569604,2.9,0.6993084,2.82 - 2.9,2.86,0.0,0.0,13,12,finmb_682511193,NasdaqCM,"Infobird Co., Ltd",USD,1847378,149614,0.27000022,0.10344836,2.61 - 11.25,-8.37,-0.744,2.61,11.25,-14400000,3.0301428,-0.15014267,-0.049549703,3.6281703,-0.74817014,72915552,"Infobird Co., Ltd",,,,11.25,2.61,3.0301,3.6282,1.85M,149.61k,25.25M,,10.99M,51.09%,6.47%,121.36k,0.1,0.75%,0.48%,27.27k,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",27.51%,30.05%,20.15%,69.25%,14.53M,0.76,-6.70%,9.81M,4.49M,4M,,-17.70%,1.68M,0.09,3.07M,37.70,0.97,,1.53M,-3.36M,Value,100102,Technology,305,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China. It offers standard and customized customer relationship management cloud-based services, such as SaaS, and business process outsourcing services to its clients. The company also provides AI-powered cloud-based sales force management software, including intelligent quality inspection and intelligent training software to enable its clients monitor, benchmark, and improve the performances of agents; and other services, including software license selling, data analysis, and other professional services. It serves corporate clients in the finance, education, public services, healthcare, and consumer products industries. The company was incorporated in 2020 and is based in Beijing, the People's Republic of China.",Beijing,86 10 5241 1819,China,http://www.infobird.com,86400,Boya International Center,Software—Application,"Building 2, Room 12A05, Block A No. 1 Courtyard, Lize Zhongyi Road Chaoyang District"
t-3,IFBD,1970439,25250000,346061,,841180,238394,751681,811470,2033549,876019,876019,,-66723,,,,54909,3116371,2240352,1082822,-34839,,786271,751681,2898389,5852089,6906145,4868828,457584,1757357,12013367,19000,87306,-972980,260514,-29281,1023771,1213730,6645631,407262,-29281,1975518,6115689,4814653,564974,-237187,-462059,-41894,-98758,-1147845,-20404,-623489,33091,-1275285,-41894,125667,-18364,-529942,en-US,US,EQUITY,True,Delayed Quote,us_market,USD,-0.20621142,0,PRE,NCM,False,False,2.88,1630526402,0.02000022,2.88,2.9,2.82,82155,15,America/New_York,EDT,4,0.01999998,0.69444376,1630569604,2.9,0.6993084,2.82 - 2.9,2.86,0.0,0.0,13,12,finmb_682511193,NasdaqCM,"Infobird Co., Ltd",USD,1847378,149614,0.27000022,0.10344836,2.61 - 11.25,-8.37,-0.744,2.61,11.25,-14400000,3.0301428,-0.15014267,-0.049549703,3.6281703,-0.74817014,72915552,"Infobird Co., Ltd",,,,11.25,2.61,3.0301,3.6282,1.85M,149.61k,25.25M,,10.99M,51.09%,6.47%,121.36k,0.1,0.75%,0.48%,27.27k,,,,,,0.00%,,,,,"Dec 30, 2020","Dec 30, 2020",27.51%,30.05%,20.15%,69.25%,14.53M,0.76,-6.70%,9.81M,4.49M,4M,,-17.70%,1.68M,0.09,3.07M,37.70,0.97,,1.53M,-3.36M,Value,100102,Technology,305,"Infobird Co., Ltd operates as a software-as-a-service (SaaS) provider of artificial intelligence (AI) enabled customer engagement solutions in the People's Republic of China. It offers standard and customized customer relationship management cloud-based services, such as SaaS, and business process outsourcing services to its clients. The company also provides AI-powered cloud-based sales force management software, including intelligent quality inspection and intelligent training software to enable its clients monitor, benchmark, and improve the performances of agents; and other services, including software license selling, data analysis, and other professional services. It serves corporate clients in the finance, education, public services, healthcare, and consumer products industries. The company was incorporated in 2020 and is based in Beijing, the People's Republic of China.",Beijing,86 10 5241 1819,China,http://www.infobird.com,86400,Boya International Center,Software—Application,"Building 2, Room 12A05, Block A No. 1 Courtyard, Lize Zhongyi Road Chaoyang District"
