Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,issuanceOfStock,investments,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,exchangeDataDelayedBy,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,HNL.DE,88806000.0,6061850,,,4313000,366000,2996000,9859000,19992000,4620000,4620000,3358000,-336000,,,,1385000,30945000,26325000,10953000,-307000,,2928000,2996000,3384000.0,41979000.0,95407000.0,116928000.0,10841000.0,212701000.0,6063000.0,3827000.0,74855000.0,20679000.0,24738000.0,-5969000.0,9820000.0,21997000.0,25212000.0,6566000.0,5049000.0,-5961000.0,83891000.0,90580000.0,288000.0,21095000.0,47287000.0,43661000.0,6947000.0,1480000.0,-4379000.0,-512000.0,-5312000.0,1765000.0,-11989000.0,50000.0,-2346000.0,2156000.0,59000.0,-4800000.0,-5187000.0,-5588000.0,32000.0,-4438000.0,,,,65368000.0,en-US,US,EQUITY,False,Delayed Quote,47.7,1630568774,0.70000076,47.0,47.7,47.0,502,19.289,49.388573,-1.6885719,-0.034189526,48.296127,-0.59612656,-0.012343154,289150240,2.472912,15,Europe/Berlin,CEST,False,False,EUR,de_market,DR. HOENLE AG O.N.,GER,REGULAR,2,1.4893633,47.0 - 47.7,47.0,47.6,47.8,185,16,finmb_2395815,XETRA,Dr. Hönle AG,EUR,3851,4031,4.6000023,0.1067286,43.1 - 60.4,-12.700001,-0.2102649,43.1,60.4,1628247540,1628247540,0,1628247540,0.5,45.170456,0.010638298,1.056,7200000,1.47,,,60.4,43.1,49.39,48.3,3.85k,4.03k,6.06M,,5.04M,16.95%,32.77%,,,,,,0.5,1.00%,0.50,1.06%,1.52,122.64%,,"Mar 24, 2021",,,"Sep 30, 2020","Mar 31, 2021",5.85%,9.35%,3.09%,5.44%,100.68M,18.07,22.10%,59.91M,13.35M,5.89M,1.06,65.50%,22M,3.63,56.94M,48.54,3.59,19.29,3.67M,-21.07M,Value,82166,Industrials,581,"Dr. HÃ¶nle AG supplies industrial UV technologies worldwide. It operates through three segments: Equipment & Systems, Glass & Lamps, and Adhesives. The Equipment & Systems segment offers LED UV units, UV equipment/UV systems/UV units, IR units, inert systems, UV disinfection systems, solar simulation systems and light fixtures, lighting systems, UV measuring technology products, and components and replacement parts. This segment also provides UVC air disinfection, water disinfection, and surface disinfection products; ozone odor removal products; sheet-fed offset printing products; drying, and powder spraying and extraction systems; UV/UV inert/IR/TL technology products; hot air dryers; UV LEDs; coating solutions; UV systems; and special water treatment plants. Its products are used for drying inks and coatings, curing adhesives and plastics, disinfecting surfaces, and solar simulation. The Glass & Lamps segment offers UV low and medium pressure lamps, infrared emitters, electronic power supplies; UV sensors and measuring technology products; UV measuring devices; submersible and immersion tube systems; quartz glass and quartz glass components, as well as accessories. The Adhesives segment offers industrial, UV, medical grade, and conductive adhesives; UV equipment; dosing systems; potting and sealing compounds; and UV curing units. Dr. HÃ¶nle AG was founded in 1976 and is headquartered in GrÃ¤felfing, Germany.",GrÃ¤felfing,49 89 85608 0,1577750400,Germany,http://www.hoenle.de,86400,Lochhamer Schlag 1,49 89 85608 148,Electrical Equipment & Parts
t-1,HNL.DE,89453000.0,6061850,,,1973000,434000,1652000,9176000,16881000,2020000,2020000,3542000,-151000,,,,348000,26694000,24674000,9813000,-47000,,1625000,1652000,3634000.0,41979000.0,93530000.0,117828000.0,11191000.0,211792000.0,6063000.0,4298000.0,69795000.0,20497000.0,24741000.0,-9000.0,10125000.0,33986000.0,24197000.0,6895000.0,5402000.0,-1000.0,80859000.0,92143000.0,290000.0,15242000.0,46450000.0,38617000.0,4867000.0,-1752000.0,-10569000.0,9436000.0,9552000.0,-895000.0,-189000.0,-46000.0,873000.0,2143000.0,26000.0,-4800000.0,-1340000.0,1932000.0,-867000.0,-4508000.0,116000.0,,,67946000.0,en-US,US,EQUITY,False,Delayed Quote,47.7,1630568774,0.70000076,47.0,47.7,47.0,502,19.289,49.388573,-1.6885719,-0.034189526,48.296127,-0.59612656,-0.012343154,289150240,2.472912,15,Europe/Berlin,CEST,False,False,EUR,de_market,DR. HOENLE AG O.N.,GER,REGULAR,2,1.4893633,47.0 - 47.7,47.0,47.6,47.8,185,16,finmb_2395815,XETRA,Dr. Hönle AG,EUR,3851,4031,4.6000023,0.1067286,43.1 - 60.4,-12.700001,-0.2102649,43.1,60.4,1628247540,1628247540,0,1628247540,0.5,45.170456,0.010638298,1.056,7200000,1.47,,,60.4,43.1,49.39,48.3,3.85k,4.03k,6.06M,,5.04M,16.95%,32.77%,,,,,,0.5,1.00%,0.50,1.06%,1.52,122.64%,,"Mar 24, 2021",,,"Sep 30, 2020","Mar 31, 2021",5.85%,9.35%,3.09%,5.44%,100.68M,18.07,22.10%,59.91M,13.35M,5.89M,1.06,65.50%,22M,3.63,56.94M,48.54,3.59,19.29,3.67M,-21.07M,Value,82166,Industrials,581,"Dr. HÃ¶nle AG supplies industrial UV technologies worldwide. It operates through three segments: Equipment & Systems, Glass & Lamps, and Adhesives. The Equipment & Systems segment offers LED UV units, UV equipment/UV systems/UV units, IR units, inert systems, UV disinfection systems, solar simulation systems and light fixtures, lighting systems, UV measuring technology products, and components and replacement parts. This segment also provides UVC air disinfection, water disinfection, and surface disinfection products; ozone odor removal products; sheet-fed offset printing products; drying, and powder spraying and extraction systems; UV/UV inert/IR/TL technology products; hot air dryers; UV LEDs; coating solutions; UV systems; and special water treatment plants. Its products are used for drying inks and coatings, curing adhesives and plastics, disinfecting surfaces, and solar simulation. The Glass & Lamps segment offers UV low and medium pressure lamps, infrared emitters, electronic power supplies; UV sensors and measuring technology products; UV measuring devices; submersible and immersion tube systems; quartz glass and quartz glass components, as well as accessories. The Adhesives segment offers industrial, UV, medical grade, and conductive adhesives; UV equipment; dosing systems; potting and sealing compounds; and UV curing units. Dr. HÃ¶nle AG was founded in 1976 and is headquartered in GrÃ¤felfing, Germany.",GrÃ¤felfing,49 89 85608 0,1577750400,Germany,http://www.hoenle.de,86400,Lochhamer Schlag 1,49 89 85608 148,Electrical Equipment & Parts
t-2,HNL.DE,95316000.0,6061850,,,1777000,345000,879000,7510000,13154000,2221000,2221000,1687000,-190000,,,,911000,22163000,19942000,9009000,-444000,,866000,879000,2175000.0,41979000.0,79511000.0,116340000.0,3552000.0,196196000.0,6063000.0,3200000.0,75005000.0,12419000.0,18849000.0,-6707000.0,39103000.0,34175000.0,21069000.0,5867000.0,3422000.0,-6699000.0,46809000.0,88971000.0,289000.0,15802000.0,44008000.0,35246000.0,6487000.0,2253000.0,-7340000.0,2892000.0,28644000.0,-309000.0,24155000.0,-88000.0,2940000.0,1581000.0,-196000.0,-4800000.0,1504000.0,622000.0,-3745000.0,-7144000.0,11000.0,25741000.0,,67902000.0,en-US,US,EQUITY,False,Delayed Quote,47.7,1630568774,0.70000076,47.0,47.7,47.0,502,19.289,49.388573,-1.6885719,-0.034189526,48.296127,-0.59612656,-0.012343154,289150240,2.472912,15,Europe/Berlin,CEST,False,False,EUR,de_market,DR. HOENLE AG O.N.,GER,REGULAR,2,1.4893633,47.0 - 47.7,47.0,47.6,47.8,185,16,finmb_2395815,XETRA,Dr. Hönle AG,EUR,3851,4031,4.6000023,0.1067286,43.1 - 60.4,-12.700001,-0.2102649,43.1,60.4,1628247540,1628247540,0,1628247540,0.5,45.170456,0.010638298,1.056,7200000,1.47,,,60.4,43.1,49.39,48.3,3.85k,4.03k,6.06M,,5.04M,16.95%,32.77%,,,,,,0.5,1.00%,0.50,1.06%,1.52,122.64%,,"Mar 24, 2021",,,"Sep 30, 2020","Mar 31, 2021",5.85%,9.35%,3.09%,5.44%,100.68M,18.07,22.10%,59.91M,13.35M,5.89M,1.06,65.50%,22M,3.63,56.94M,48.54,3.59,19.29,3.67M,-21.07M,Value,82166,Industrials,581,"Dr. HÃ¶nle AG supplies industrial UV technologies worldwide. It operates through three segments: Equipment & Systems, Glass & Lamps, and Adhesives. The Equipment & Systems segment offers LED UV units, UV equipment/UV systems/UV units, IR units, inert systems, UV disinfection systems, solar simulation systems and light fixtures, lighting systems, UV measuring technology products, and components and replacement parts. This segment also provides UVC air disinfection, water disinfection, and surface disinfection products; ozone odor removal products; sheet-fed offset printing products; drying, and powder spraying and extraction systems; UV/UV inert/IR/TL technology products; hot air dryers; UV LEDs; coating solutions; UV systems; and special water treatment plants. Its products are used for drying inks and coatings, curing adhesives and plastics, disinfecting surfaces, and solar simulation. The Glass & Lamps segment offers UV low and medium pressure lamps, infrared emitters, electronic power supplies; UV sensors and measuring technology products; UV measuring devices; submersible and immersion tube systems; quartz glass and quartz glass components, as well as accessories. The Adhesives segment offers industrial, UV, medical grade, and conductive adhesives; UV equipment; dosing systems; potting and sealing compounds; and UV curing units. Dr. HÃ¶nle AG was founded in 1976 and is headquartered in GrÃ¤felfing, Germany.",GrÃ¤felfing,49 89 85608 0,1577750400,Germany,http://www.hoenle.de,86400,Lochhamer Schlag 1,49 89 85608 148,Electrical Equipment & Parts
t-3,HNL.DE,68981000.0,6061850,,,391000,86000,360000,8523000,13318000,549000,549000,2597000,-128000,,,,45000,20882000,20333000,7564000,-158000,,346000,360000,2168000.0,16596000.0,74780000.0,89998000.0,12076000.0,164864000.0,5513000.0,3471000.0,67897000.0,9778000.0,18849000.0,-8000.0,9827000.0,10020000.0,22085000.0,6866000.0,,,66914000.0,66827000.0,279000.0,16851000.0,40880000.0,36485000.0,4832000.0,263000.0,-7752000.0,2799000.0,-1610000.0,848000.0,-7200000.0,-45000.0,2207000.0,1648000.0,31000.0,-4409000.0,-550000.0,1283000.0,-1645000.0,-7783000.0,11000.0,25741000.0,-1000.0,44742000.0,en-US,US,EQUITY,False,Delayed Quote,47.7,1630568774,0.70000076,47.0,47.7,47.0,502,19.289,49.388573,-1.6885719,-0.034189526,48.296127,-0.59612656,-0.012343154,289150240,2.472912,15,Europe/Berlin,CEST,False,False,EUR,de_market,DR. HOENLE AG O.N.,GER,REGULAR,2,1.4893633,47.0 - 47.7,47.0,47.6,47.8,185,16,finmb_2395815,XETRA,Dr. Hönle AG,EUR,3851,4031,4.6000023,0.1067286,43.1 - 60.4,-12.700001,-0.2102649,43.1,60.4,1628247540,1628247540,0,1628247540,0.5,45.170456,0.010638298,1.056,7200000,1.47,,,60.4,43.1,49.39,48.3,3.85k,4.03k,6.06M,,5.04M,16.95%,32.77%,,,,,,0.5,1.00%,0.50,1.06%,1.52,122.64%,,"Mar 24, 2021",,,"Sep 30, 2020","Mar 31, 2021",5.85%,9.35%,3.09%,5.44%,100.68M,18.07,22.10%,59.91M,13.35M,5.89M,1.06,65.50%,22M,3.63,56.94M,48.54,3.59,19.29,3.67M,-21.07M,Value,82166,Industrials,581,"Dr. HÃ¶nle AG supplies industrial UV technologies worldwide. It operates through three segments: Equipment & Systems, Glass & Lamps, and Adhesives. The Equipment & Systems segment offers LED UV units, UV equipment/UV systems/UV units, IR units, inert systems, UV disinfection systems, solar simulation systems and light fixtures, lighting systems, UV measuring technology products, and components and replacement parts. This segment also provides UVC air disinfection, water disinfection, and surface disinfection products; ozone odor removal products; sheet-fed offset printing products; drying, and powder spraying and extraction systems; UV/UV inert/IR/TL technology products; hot air dryers; UV LEDs; coating solutions; UV systems; and special water treatment plants. Its products are used for drying inks and coatings, curing adhesives and plastics, disinfecting surfaces, and solar simulation. The Glass & Lamps segment offers UV low and medium pressure lamps, infrared emitters, electronic power supplies; UV sensors and measuring technology products; UV measuring devices; submersible and immersion tube systems; quartz glass and quartz glass components, as well as accessories. The Adhesives segment offers industrial, UV, medical grade, and conductive adhesives; UV equipment; dosing systems; potting and sealing compounds; and UV curing units. Dr. HÃ¶nle AG was founded in 1976 and is headquartered in GrÃ¤felfing, Germany.",GrÃ¤felfing,49 89 85608 0,1577750400,Germany,http://www.hoenle.de,86400,Lochhamer Schlag 1,49 89 85608 148,Electrical Equipment & Parts
