Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,totalCurrentLiabilities,totalCurrentAssets,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,otherCashflowsFromInvestingActivities,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,currency,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,exchange,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,maxAge,address1,industry,address2
t0,DPSM,198804.0,451472992,,,-34193,,-34193,33909,0,-34193,-34193,,,,,,0,0,34193,0,0,,-34193,-34193,172216.0,975771.0,190006.0,371020.0,10650.0,561027.0,451473.0,388811.0,-1056224.0,190006.0,388811.0,179356.0,3350.0,-12500.0,800.0,242970.0,242170.0,199911.0,-30559.0,-12500.0,,198805.0,en-US,US,EQUITY,False,Delayed Quote,0.0,3.44 - 3.44,3.44,0.0,0.0,0,0,finmb_217585310,Other OTC,3D Pioneer Systems Inc.,USD,586,282,2.24006,1.8668101,1.19994 - 20.77396,-17.33396,-0.83440804,1.19994,20.77396,-0.001,USD,4,0.001,2.99625,0.44375014,0.14810185,5.1368227,-1.6968226,-0.33032534,10354297,3440.0,15,America/New_York,EDT,-14400000,PNK,0,False,False,3.44,1630421163,0.0,2.06,3.44,3.44,51,3D PIONEER SYSTEMS INC,us_market,REGULAR,-1.33,,,20.774,1.1999,2.9962,5.1368,586,282,451.47M,,1.91M,82.58%,0.00%,,,,,,,,,,,0.00%,,,1:150,"Jun 03, 2021","Jul 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-150.46k,-0.0010,,,,,,,0.0,-14.86k,,Value,3205,Technology,"3D Pioneer Systems Inc. does not have significant business. It intends to merge with another entity with experienced management and opportunities for growth in return for shares of our common stock. The company was incorporated in 2008 and is based in Melbourne, Victoria.",Melbourne,61 408 002 099,VIC,Australia,86400,220 Albert Road,Computer Hardware,Level 1
t-1,DPSM,150738.0,451472992,,,-2700,,-2700,2700,0,-2700,-2700,,,,,,0,0,2700,0,0,,-2700,-2700,,785004.0,25661.0,150738.0,,176400.0,387765.0,176400.0,-1022031.0,25661.0,176400.0,3506.0,0.0,-12500.0,800.0,242970.0,242170.0,199911.0,-30559.0,-12500.0,,150739.0,en-US,US,EQUITY,False,Delayed Quote,0.0,3.44 - 3.44,3.44,0.0,0.0,0,0,finmb_217585310,Other OTC,3D Pioneer Systems Inc.,USD,586,282,2.24006,1.8668101,1.19994 - 20.77396,-17.33396,-0.83440804,1.19994,20.77396,-0.001,USD,4,0.001,2.99625,0.44375014,0.14810185,5.1368227,-1.6968226,-0.33032534,10354297,3440.0,15,America/New_York,EDT,-14400000,PNK,0,False,False,3.44,1630421163,0.0,2.06,3.44,3.44,51,3D PIONEER SYSTEMS INC,us_market,REGULAR,-1.33,,,20.774,1.1999,2.9962,5.1368,586,282,451.47M,,1.91M,82.58%,0.00%,,,,,,,,,,,0.00%,,,1:150,"Jun 03, 2021","Jul 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-150.46k,-0.0010,,,,,,,0.0,-14.86k,,Value,3205,Technology,"3D Pioneer Systems Inc. does not have significant business. It intends to merge with another entity with experienced management and opportunities for growth in return for shares of our common stock. The company was incorporated in 2008 and is based in Melbourne, Victoria.",Melbourne,61 408 002 099,VIC,Australia,86400,220 Albert Road,Computer Hardware,Level 1
t-2,DPSM,-22962.0,451472992,,,-138806,,-138806,138806,0,-138806,-138806,,,,,,0,0,138806,0,0,,-138806,-138806,,637844.0,22961.0,-22962.0,,,358525.0,,-1019331.0,22961.0,,806.0,306.0,-12500.0,3500.0,3500.0,242170.0,199911.0,-3500.0,-12500.0,135000.0,,en-US,US,EQUITY,False,Delayed Quote,0.0,3.44 - 3.44,3.44,0.0,0.0,0,0,finmb_217585310,Other OTC,3D Pioneer Systems Inc.,USD,586,282,2.24006,1.8668101,1.19994 - 20.77396,-17.33396,-0.83440804,1.19994,20.77396,-0.001,USD,4,0.001,2.99625,0.44375014,0.14810185,5.1368227,-1.6968226,-0.33032534,10354297,3440.0,15,America/New_York,EDT,-14400000,PNK,0,False,False,3.44,1630421163,0.0,2.06,3.44,3.44,51,3D PIONEER SYSTEMS INC,us_market,REGULAR,-1.33,,,20.774,1.1999,2.9962,5.1368,586,282,451.47M,,1.91M,82.58%,0.00%,,,,,,,,,,,0.00%,,,1:150,"Jun 03, 2021","Jul 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-150.46k,-0.0010,,,,,,,0.0,-14.86k,,Value,3205,Technology,"3D Pioneer Systems Inc. does not have significant business. It intends to merge with another entity with experienced management and opportunities for growth in return for shares of our common stock. The company was incorporated in 2008 and is based in Melbourne, Victoria.",Melbourne,61 408 002 099,VIC,Australia,86400,220 Albert Road,Computer Hardware,Level 1
t-3,DPSM,,451472992,,,-5323,,-5323,5323,0,-5323,-5323,,,,,,0,0,5323,0,0,,-5323,-5323,,,,,,,,,,,,,300.0,-12500.0,5023.0,5023.0,242170.0,199911.0,-5023.0,-12500.0,135000.0,,en-US,US,EQUITY,False,Delayed Quote,0.0,3.44 - 3.44,3.44,0.0,0.0,0,0,finmb_217585310,Other OTC,3D Pioneer Systems Inc.,USD,586,282,2.24006,1.8668101,1.19994 - 20.77396,-17.33396,-0.83440804,1.19994,20.77396,-0.001,USD,4,0.001,2.99625,0.44375014,0.14810185,5.1368227,-1.6968226,-0.33032534,10354297,3440.0,15,America/New_York,EDT,-14400000,PNK,0,False,False,3.44,1630421163,0.0,2.06,3.44,3.44,51,3D PIONEER SYSTEMS INC,us_market,REGULAR,-1.33,,,20.774,1.1999,2.9962,5.1368,586,282,451.47M,,1.91M,82.58%,0.00%,,,,,,,,,,,0.00%,,,1:150,"Jun 03, 2021","Jul 30, 2020","Mar 30, 2021",0.00%,0.00%,,,,,,,,-150.46k,-0.0010,,,,,,,0.0,-14.86k,,Value,3205,Technology,"3D Pioneer Systems Inc. does not have significant business. It intends to merge with another entity with experienced management and opportunities for growth in return for shares of our common stock. The company was incorporated in 2008 and is based in Melbourne, Victoria.",Melbourne,61 408 002 099,VIC,Australia,86400,220 Albert Road,Computer Hardware,Level 1
