Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry,address2
t0,EGRNY,134701000000.0,528046016,,,15710000000,203530000000,768000000,15136000000,27961500000,12326500000,12326500000,499000000,-2338500000,,,,7390500000,120308500000,107982000000,92347000000,3383500000,,8319500000,768000000,4378000000.0,3702000000.0,1950728000000.0,146901000000.0,6318000000.0,441482000000.0,2301159000000.0,933000000.0,178208000000.0,82277000000.0,55783000000.0,7822000000.0,59989000000.0,187821000000.0,158752000000.0,1507253000000.0,5943000000.0,309081000000.0,59989000000.0,94292000000.0,1904934000000.0,101912000000.0,158040000000.0,385648000000.0,1406739000000.0,621715000000.0,-4177000000,77349500000,-5725000000,-46356000000,-38126000000,14056500000,1875500000,9002500000,-615500000,-371500000,53225000000,1280000000,3391000000,-4228500000,-11337500000,-10659500000,11198500000,-18420500000,-3172500000,397681000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,14.26,1630088610,0.0,14.26,14.26,14.26,110,CHINA EVERGRANDE GROUP,PNK,REGULAR,-0.6233264,0,False,False,0.0,14.26 - 14.26,14.26,0.0,0.0,0,0,finmb_39388687,Other OTC,China Evergrande Group,CNY,732,516,0.5300007,0.03860165,13.73 - 67.99,-53.729996,-0.79026324,13.73,67.99,1626998400,0.152,6.0680857,0.010659186,2.35,2,277.4,20.148195,-5.888195,-0.2922443,37.857716,-23.597715,7532132352,0.051405914,15,America/New_York,EDT,-14400000,1.39,,,67.99,13.73,20.15,37.86,732,516,528.05M,,107.7M,0.00%,0.00%,,,,,,0.59,3.33%,0.15,1.07%,,336.92%,"Jul 22, 2021","Jun 14, 2021",,,"Dec 30, 2020","Dec 30, 2020",1.59%,13.30%,1.87%,8.86%,507.25B,962.30,-4.00%,122.61B,71.14B,8.08B,2.35,-35.10%,161.95B,305.81,785.08B,224.03,1.26,277.40,110.06B,156.66B,Value,518054,Real Estate,123276,8,5,"China Evergrande Group, an investment holding company, primarily engages in the property development business in the People's Republic of China. It operates through four segments: Property Development, Property Investment, Property Management Services, and Other Businesses. It is involved in the development of residential properties, as well as other businesses, including property investment, property management, property construction, new energy vehicle, hotel operation, finance, internet, cultural tourism, and health businesses. The company was formerly known as Evergrande Real Estate Group Limited and changed its name to China Evergrande Group in July 2016. China Evergrande Group was incorporated in 2006 and is headquartered in Shenzhen, the People's Republic of China.",Shenzhen,9,1577750400,1625097600,9,China,http://www.evergrande.com,86400,10,No.1126 Haide 3rd Road,Real Estate—Development,Nanshan District
t-1,EGRNY,134701000000.0,528046016,,,15710000000,203530000000,768000000,15136000000,27961500000,12326500000,12326500000,499000000,-2338500000,,,,7390500000,120308500000,107982000000,92347000000,3383500000,,8319500000,768000000,4378000000.0,3702000000.0,1950728000000.0,146901000000.0,6318000000.0,441482000000.0,2301159000000.0,933000000.0,178208000000.0,82277000000.0,55783000000.0,7822000000.0,59989000000.0,187821000000.0,158752000000.0,1507253000000.0,5943000000.0,309081000000.0,59989000000.0,94292000000.0,1904934000000.0,101912000000.0,158040000000.0,385648000000.0,1406739000000.0,621715000000.0,-4177000000,77349500000,-5725000000,-46356000000,-38126000000,14056500000,1875500000,9002500000,-615500000,-371500000,53225000000,1280000000,3391000000,-4228500000,-11337500000,-10659500000,11198500000,-18420500000,-3172500000,397681000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,14.26,1630088610,0.0,14.26,14.26,14.26,110,CHINA EVERGRANDE GROUP,PNK,REGULAR,-0.6233264,0,False,False,0.0,14.26 - 14.26,14.26,0.0,0.0,0,0,finmb_39388687,Other OTC,China Evergrande Group,CNY,732,516,0.5300007,0.03860165,13.73 - 67.99,-53.729996,-0.79026324,13.73,67.99,1626998400,0.152,6.0680857,0.010659186,2.35,2,277.4,20.148195,-5.888195,-0.2922443,37.857716,-23.597715,7532132352,0.051405914,15,America/New_York,EDT,-14400000,1.39,,,67.99,13.73,20.15,37.86,732,516,528.05M,,107.7M,0.00%,0.00%,,,,,,0.59,3.33%,0.15,1.07%,,336.92%,"Jul 22, 2021","Jun 14, 2021",,,"Dec 30, 2020","Dec 30, 2020",1.59%,13.30%,1.87%,8.86%,507.25B,962.30,-4.00%,122.61B,71.14B,8.08B,2.35,-35.10%,161.95B,305.81,785.08B,224.03,1.26,277.40,110.06B,156.66B,Value,518054,Real Estate,123276,8,5,"China Evergrande Group, an investment holding company, primarily engages in the property development business in the People's Republic of China. It operates through four segments: Property Development, Property Investment, Property Management Services, and Other Businesses. It is involved in the development of residential properties, as well as other businesses, including property investment, property management, property construction, new energy vehicle, hotel operation, finance, internet, cultural tourism, and health businesses. The company was formerly known as Evergrande Real Estate Group Limited and changed its name to China Evergrande Group in July 2016. China Evergrande Group was incorporated in 2006 and is headquartered in Shenzhen, the People's Republic of China.",Shenzhen,9,1577750400,1625097600,9,China,http://www.evergrande.com,86400,10,No.1126 Haide 3rd Road,Real Estate—Development,Nanshan District
t-2,EGRNY,113908000000.0,528046016,,,18412500000,186170000000,3270000000,11377000000,33341000000,21415500000,21415500000,548500000,-3791500000,,,,11032000000,133315500000,111900000000,99974500000,-3003000000,,7380500000,3270000000,8589000000.0,,1982642000000.0,130285000000.0,,426626000000.0,2299097000000.0,920000000.0,223686000000.0,90391000000.0,64522000000.0,7788000000.0,38974000000.0,183258000000.0,140747000000.0,1476641000000.0,6796000000.0,271441000000.0,38974000000.0,72966000000.0,1928043000000.0,98453000000.0,169524000000.0,439784000000.0,1392383000000.0,613853000000.0,-3165000000,0,-6339000000,15558000000,-316500000,14056500000,23000000,-4654500000,-1475000000,194500000,1806500000,1205000000,313000000,-9314500000,-11337500000,-10659500000,-5108000000,-2668500000,-3015500000,451402000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,14.26,1630088610,0.0,14.26,14.26,14.26,110,CHINA EVERGRANDE GROUP,PNK,REGULAR,-0.6233264,0,False,False,0.0,14.26 - 14.26,14.26,0.0,0.0,0,0,finmb_39388687,Other OTC,China Evergrande Group,CNY,732,516,0.5300007,0.03860165,13.73 - 67.99,-53.729996,-0.79026324,13.73,67.99,1626998400,0.152,6.0680857,0.010659186,2.35,2,277.4,20.148195,-5.888195,-0.2922443,37.857716,-23.597715,7532132352,0.051405914,15,America/New_York,EDT,-14400000,1.39,,,67.99,13.73,20.15,37.86,732,516,528.05M,,107.7M,0.00%,0.00%,,,,,,0.59,3.33%,0.15,1.07%,,336.92%,"Jul 22, 2021","Jun 14, 2021",,,"Dec 30, 2020","Dec 30, 2020",1.59%,13.30%,1.87%,8.86%,507.25B,962.30,-4.00%,122.61B,71.14B,8.08B,2.35,-35.10%,161.95B,305.81,785.08B,224.03,1.26,277.40,110.06B,156.66B,Value,518054,Real Estate,123276,8,5,"China Evergrande Group, an investment holding company, primarily engages in the property development business in the People's Republic of China. It operates through four segments: Property Development, Property Investment, Property Management Services, and Other Businesses. It is involved in the development of residential properties, as well as other businesses, including property investment, property management, property construction, new energy vehicle, hotel operation, finance, internet, cultural tourism, and health businesses. The company was formerly known as Evergrande Real Estate Group Limited and changed its name to China Evergrande Group in July 2016. China Evergrande Group was incorporated in 2006 and is headquartered in Shenzhen, the People's Republic of China.",Shenzhen,9,1577750400,1625097600,9,China,http://www.evergrande.com,86400,10,No.1126 Haide 3rd Road,Real Estate—Development,Nanshan District
t-3,EGRNY,113908000000.0,528046016,,,18412500000,186170000000,3270000000,11377000000,33341000000,21415500000,21415500000,548500000,-3791500000,,,,11032000000,133315500000,111900000000,99974500000,-3003000000,,7380500000,3270000000,8589000000.0,,1982642000000.0,130285000000.0,,426626000000.0,2299097000000.0,920000000.0,223686000000.0,90391000000.0,64522000000.0,7788000000.0,38974000000.0,183258000000.0,140747000000.0,1476641000000.0,6796000000.0,271441000000.0,38974000000.0,72966000000.0,1928043000000.0,98453000000.0,169524000000.0,439784000000.0,1392383000000.0,613853000000.0,-3165000000,0,-6339000000,15558000000,-316500000,14056500000,23000000,-4654500000,-1475000000,194500000,1806500000,1205000000,313000000,-9314500000,-11337500000,-10659500000,-5108000000,-2668500000,-3015500000,451402000000.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,14.26,1630088610,0.0,14.26,14.26,14.26,110,CHINA EVERGRANDE GROUP,PNK,REGULAR,-0.6233264,0,False,False,0.0,14.26 - 14.26,14.26,0.0,0.0,0,0,finmb_39388687,Other OTC,China Evergrande Group,CNY,732,516,0.5300007,0.03860165,13.73 - 67.99,-53.729996,-0.79026324,13.73,67.99,1626998400,0.152,6.0680857,0.010659186,2.35,2,277.4,20.148195,-5.888195,-0.2922443,37.857716,-23.597715,7532132352,0.051405914,15,America/New_York,EDT,-14400000,1.39,,,67.99,13.73,20.15,37.86,732,516,528.05M,,107.7M,0.00%,0.00%,,,,,,0.59,3.33%,0.15,1.07%,,336.92%,"Jul 22, 2021","Jun 14, 2021",,,"Dec 30, 2020","Dec 30, 2020",1.59%,13.30%,1.87%,8.86%,507.25B,962.30,-4.00%,122.61B,71.14B,8.08B,2.35,-35.10%,161.95B,305.81,785.08B,224.03,1.26,277.40,110.06B,156.66B,Value,518054,Real Estate,123276,8,5,"China Evergrande Group, an investment holding company, primarily engages in the property development business in the People's Republic of China. It operates through four segments: Property Development, Property Investment, Property Management Services, and Other Businesses. It is involved in the development of residential properties, as well as other businesses, including property investment, property management, property construction, new energy vehicle, hotel operation, finance, internet, cultural tourism, and health businesses. The company was formerly known as Evergrande Real Estate Group Limited and changed its name to China Evergrande Group in July 2016. China Evergrande Group was incorporated in 2006 and is headquartered in Shenzhen, the People's Republic of China.",Shenzhen,9,1577750400,1625097600,9,China,http://www.evergrande.com,86400,10,No.1126 Haide 3rd Road,Real Estate—Development,Nanshan District
