Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,longTermDebt,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,dividendsPaid,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,gmtOffSetMilliseconds,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,priceHint,shortName,longName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchange,market,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,exchangeDataDelayedBy,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Jun 14, 2021) 4","Short Ratio (Jun 14, 2021) 4","Short % of Float (Jun 14, 2021) 4","Short % of Shares Outstanding (Jun 14, 2021) 4","Shares Short (prior month May 13, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,DVN,7600000000.0,676899968,,,-32000000,133000000,213000000,107000000,1291000000,202000000,202000000,512000000,-105000000,,,,-248000000,2173000000,1971000000,882000000,-234000000,,216000000,213000000,8172000000.0,11971000000.0,8353000000.0,2124000000.0,20457000000.0,67000000.0,529000000.0,218000000.0,1724000000.0,753000000.0,-104000000.0,306000000.0,1683000000.0,2945000000.0,226000000.0,-104000000.0,15529000000.0,3467000000.0,402000000.0,1255000000.0,7042000000.0,564000000.0,10000000.0,71000000.0,-130000000.0,-560000000.0,-824000000.0,-150000000.0,-359000000.0,-33000000.0,3000000.0,592000000.0,475000000.0,-76000000.0,-63000000.0,-28000000.0,31000000.0,-499000000.0,,522000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,-1.1675104,29.09 - 29.59,29.55,29.17,29.18,10,9,finmb_266510,NYSE,USD,10607918,10408116,21.475,2.7781372,7.73 - 31.99,-2.7849998,-0.087058455,7.73,31.99,1632960000,1620158400,1635364800,1635796800,0.44,0.014890017,-1.487,3.1,2.85,10.247369,-14400000,12.375,27.001389,2.2036114,0.08161104,25.475073,3.729927,2,Devon Energy Corporation,Devon Energy Corporation,29.205,1630506512,-0.3449993,29.4,29.59,29.09,2485378,REGULAR,NYQ,us_market,0.14641477,19768862720,9.420968,2.36,15,America/New_York,EDT,False,False,0,3.35,,,31.99,7.73,27.0,25.48,10.61M,10.41M,676.9M,,631.75M,0.85%,85.25%,15.81M,1.36,2.35%,2.34%,16.5M,0.44,1.54%,0.44,1.49%,1.55,,"Sep 29, 2021","Jun 10, 2021",2:1,"Nov 15, 2004","Dec 30, 2020","Mar 30, 2021",-12.13%,-8.56%,-1.82%,-10.17%,5.37B,12.06,65.80%,1.56B,930M,-652M,-1.49,,1.68B,2.49,7.56B,89.08,1.18,12.38,1.55B,1.69B,Value,73102-5015,Energy,1400,1,5,"Devon Energy Corporation, an independent energy company, primarily engages in the exploration, development, and production of oil, natural gas, and natural gas liquids in the United States. It operates approximately 3,942 gross wells. Devon Energy Corporation was founded in 1971 and is headquartered in Oklahoma City, Oklahoma.",Oklahoma City,405 235 3611,OK,4,1609372800,1625097600,6,United States,http://www.devonenergy.com,86400,2,333 West Sheridan Avenue,Oil & Gas E&P
t-1,DVN,2132000000.0,676899968,,,-110000000,134000000,-102000000,82000000,511000000,2819000000,2819000000,121000000,-64000000,,,,-37000000,1350000000,-1469000000,839000000,-2929000000,-25000000.0,-73000000,-103000000,2766000000.0,6893000000.0,2885000000.0,1173000000.0,9912000000.0,38000000.0,438000000.0,208000000.0,909000000.0,753000000.0,-127000000.0,283000000.0,2047000000.0,1440000000.0,,-127000000.0,5616000000.0,3260000000.0,,775000000.0,4298000000.0,242000000.0,10000000.0,-47000000.0,95000000.0,-560000000.0,-134000000.0,45000000.0,340000000.0,-1000000.0,2000000.0,377000000.0,306000000.0,-41000000.0,-108000000.0,5000000.0,171000000.0,-220000000.0,310000000.0,1820000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,-1.1675104,29.09 - 29.59,29.55,29.17,29.18,10,9,finmb_266510,NYSE,USD,10607918,10408116,21.475,2.7781372,7.73 - 31.99,-2.7849998,-0.087058455,7.73,31.99,1632960000,1620158400,1635364800,1635796800,0.44,0.014890017,-1.487,3.1,2.85,10.247369,-14400000,12.375,27.001389,2.2036114,0.08161104,25.475073,3.729927,2,Devon Energy Corporation,Devon Energy Corporation,29.205,1630506512,-0.3449993,29.4,29.59,29.09,2485378,REGULAR,NYQ,us_market,0.14641477,19768862720,9.420968,2.36,15,America/New_York,EDT,False,False,0,3.35,,,31.99,7.73,27.0,25.48,10.61M,10.41M,676.9M,,631.75M,0.85%,85.25%,15.81M,1.36,2.35%,2.34%,16.5M,0.44,1.54%,0.44,1.49%,1.55,,"Sep 29, 2021","Jun 10, 2021",2:1,"Nov 15, 2004","Dec 30, 2020","Mar 30, 2021",-12.13%,-8.56%,-1.82%,-10.17%,5.37B,12.06,65.80%,1.56B,930M,-652M,-1.49,,1.68B,2.49,7.56B,89.08,1.18,12.38,1.55B,1.69B,Value,73102-5015,Energy,1400,1,5,"Devon Energy Corporation, an independent energy company, primarily engages in the exploration, development, and production of oil, natural gas, and natural gas liquids in the United States. It operates approximately 3,942 gross wells. Devon Energy Corporation was founded in 1971 and is headquartered in Oklahoma City, Oklahoma.",Oklahoma City,405 235 3611,OK,4,1609372800,1625097600,6,United States,http://www.devonenergy.com,86400,2,333 West Sheridan Avenue,Oil & Gas E&P
t-2,DVN,2270000000.0,676899968,,,-193000000,125000000,-92000000,75000000,409000000,-95000000,-95000000,91000000,-65000000,,,,-90000000,1112000000,1207000000,703000000,-98000000,13000000.0,-103000000,-94000000,2750000000.0,7178000000.0,3023000000.0,1286000000.0,10326000000.0,38000000.0,1277000000.0,351000000.0,927000000.0,753000000.0,-116000000.0,314000000.0,1707000000.0,1709000000.0,,-116000000.0,5782000000.0,3477000000.0,,493000000.0,4297000000.0,415000000.0,10000000.0,11000000.0,-202000000.0,-560000000.0,-46000000.0,26000000.0,228000000.0,-1000000.0,4000000.0,472000000.0,299000000.0,-43000000.0,21000000.0,-3000000.0,207000000.0,-204000000.0,1000000.0,1768000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,-1.1675104,29.09 - 29.59,29.55,29.17,29.18,10,9,finmb_266510,NYSE,USD,10607918,10408116,21.475,2.7781372,7.73 - 31.99,-2.7849998,-0.087058455,7.73,31.99,1632960000,1620158400,1635364800,1635796800,0.44,0.014890017,-1.487,3.1,2.85,10.247369,-14400000,12.375,27.001389,2.2036114,0.08161104,25.475073,3.729927,2,Devon Energy Corporation,Devon Energy Corporation,29.205,1630506512,-0.3449993,29.4,29.59,29.09,2485378,REGULAR,NYQ,us_market,0.14641477,19768862720,9.420968,2.36,15,America/New_York,EDT,False,False,0,3.35,,,31.99,7.73,27.0,25.48,10.61M,10.41M,676.9M,,631.75M,0.85%,85.25%,15.81M,1.36,2.35%,2.34%,16.5M,0.44,1.54%,0.44,1.49%,1.55,,"Sep 29, 2021","Jun 10, 2021",2:1,"Nov 15, 2004","Dec 30, 2020","Mar 30, 2021",-12.13%,-8.56%,-1.82%,-10.17%,5.37B,12.06,65.80%,1.56B,930M,-652M,-1.49,,1.68B,2.49,7.56B,89.08,1.18,12.38,1.55B,1.69B,Value,73102-5015,Energy,1400,1,5,"Devon Energy Corporation, an independent energy company, primarily engages in the exploration, development, and production of oil, natural gas, and natural gas liquids in the United States. It operates approximately 3,942 gross wells. Devon Energy Corporation was founded in 1971 and is headquartered in Oklahoma City, Oklahoma.",Oklahoma City,405 235 3611,OK,4,1609372800,1625097600,6,United States,http://www.devonenergy.com,86400,2,333 West Sheridan Avenue,Oil & Gas E&P
t-3,DVN,2474000000.0,676899968,,,-680000000,126000000,-670000000,79000000,160000000,-608000000,-608000000,381000000,-65000000,,,,-3000000,730000000,1338000000,570000000,-72000000,9000000.0,-677000000,-670000000,2720000000.0,7004000000.0,3227000000.0,1132000000.0,10357000000.0,38000000.0,1389000000.0,586000000.0,1011000000.0,753000000.0,-117000000.0,309000000.0,1474000000.0,1452000000.0,,-117000000.0,5917000000.0,3378000000.0,,515000000.0,4296000000.0,309000000.0,10000000.0,-44000000.0,-134000000.0,-560000000.0,-39000000.0,-136000000.0,-58000000.0,-1000000.0,8000000.0,107000000.0,299000000.0,-42000000.0,80000000.0,3000000.0,577000000.0,-308000000.0,171000000.0,1926000000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,USD,-1.1675104,29.09 - 29.59,29.55,29.17,29.18,10,9,finmb_266510,NYSE,USD,10607918,10408116,21.475,2.7781372,7.73 - 31.99,-2.7849998,-0.087058455,7.73,31.99,1632960000,1620158400,1635364800,1635796800,0.44,0.014890017,-1.487,3.1,2.85,10.247369,-14400000,12.375,27.001389,2.2036114,0.08161104,25.475073,3.729927,2,Devon Energy Corporation,Devon Energy Corporation,29.205,1630506512,-0.3449993,29.4,29.59,29.09,2485378,REGULAR,NYQ,us_market,0.14641477,19768862720,9.420968,2.36,15,America/New_York,EDT,False,False,0,3.35,,,31.99,7.73,27.0,25.48,10.61M,10.41M,676.9M,,631.75M,0.85%,85.25%,15.81M,1.36,2.35%,2.34%,16.5M,0.44,1.54%,0.44,1.49%,1.55,,"Sep 29, 2021","Jun 10, 2021",2:1,"Nov 15, 2004","Dec 30, 2020","Mar 30, 2021",-12.13%,-8.56%,-1.82%,-10.17%,5.37B,12.06,65.80%,1.56B,930M,-652M,-1.49,,1.68B,2.49,7.56B,89.08,1.18,12.38,1.55B,1.69B,Value,73102-5015,Energy,1400,1,5,"Devon Energy Corporation, an independent energy company, primarily engages in the exploration, development, and production of oil, natural gas, and natural gas liquids in the United States. It operates approximately 3,942 gross wells. Devon Energy Corporation was founded in 1971 and is headquartered in Oklahoma City, Oklahoma.",Oklahoma City,405 235 3611,OK,4,1609372800,1625097600,6,United States,http://www.devonenergy.com,86400,2,333 West Sheridan Avenue,Oil & Gas E&P
