Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,totalCashflowsFromInvestingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,ECORF,-2289927.0,86493296,-79404,,-110669,,-110669,120284,0,-84050,-84050,,-24192,,,,0,0,84050,0,-26619,,-110669,-110669,2528354.0,-2289927.0,238427.0,16029909.0,-22247352.0,15656.0,3927516.0,2849.0,1851791.0,123961.0,3927516.0,231697.0,6730.0,633.0,660907.0,354492.0,24607.0,27785.0,27785.0,3290.0,-29985.0,-57770.0,43170.0,445.0,-18613.0,,,-1845061.0,en-US,US,EQUITY,False,Delayed Quote,20863,0.02084,0.5202197,0.04006 - 0.163,-0.1021,-0.6263804,0.04006,0.163,-0.026,0.04975389,0.01114611,0.22402489,0.06715128,-0.0062512793,5271729,4,-3.4482753,-2.3423076,15,America/New_York,EDT,-14400000,0.0609 - 0.0609,0.063075,0.0,0.0,0,0,finmb_171103883,Other OTC,Elcora Advanced Materials Corp.,CAD,18393,USD,False,False,0.0609,1630503731,-0.0021749996,0.0609,0.0609,0.0609,2000,PNK,ELCORA ADVANCED MATERIALS CORP,0,us_market,REGULAR,-0.007,-0.093092486,0.71,,,0.163,0.0401,0.0498,0.0672,18.39k,20.86k,86.49M,,82.23M,9.15%,0.00%,,,,,,,,,,,0.00%,,,,,"Mar 30, 2020","Dec 30, 2020",0.00%,0.00%,-131.73%,,,,,,-572.58k,-802.55k,-0.0070,,2.85k,0,868.38k,,0.00,-0.03,-54.46k,260.84k,Value,B4A 4E5,Basic Materials,"Elcora Advanced Materials Corp., a graphite and graphene company, mines, processes, and refines graphite and graphene. It produces graphene and end graphene applications, as well as engages in the research and development activities. The company was formerly known as Elcora Resources Corp. and changed its name to Elcora Advanced Materials Corp. in February 2016. Elcora Advanced Materials Corp. was founded in 2011 and is headquartered in Bedford, Canada.",Bedford,604-336-3194,NS,1609372800,Canada,http://www.elcoracorp.com,86400,111 Ahmadi Crescent,Other Industrial Metals & Mining
t-1,ECORF,-2179258.0,86493296,2817,,-180221,,-180221,107824,0,-150384,-150384,,-30216,,,,0,0,150384,0,-29837,,-180221,-180221,2494574.0,-2179258.0,315316.0,16029909.0,-22136683.0,17629.0,3927516.0,32834.0,1856850.0,224324.0,3927516.0,274866.0,40450.0,1078.0,620095.0,376168.0,110076.0,-508.0,-508.0,-3816.0,26633.0,27141.0,39743.0,2908.0,58451.0,,,-1816400.0,en-US,US,EQUITY,False,Delayed Quote,20863,0.02084,0.5202197,0.04006 - 0.163,-0.1021,-0.6263804,0.04006,0.163,-0.026,0.04975389,0.01114611,0.22402489,0.06715128,-0.0062512793,5271729,4,-3.4482753,-2.3423076,15,America/New_York,EDT,-14400000,0.0609 - 0.0609,0.063075,0.0,0.0,0,0,finmb_171103883,Other OTC,Elcora Advanced Materials Corp.,CAD,18393,USD,False,False,0.0609,1630503731,-0.0021749996,0.0609,0.0609,0.0609,2000,PNK,ELCORA ADVANCED MATERIALS CORP,0,us_market,REGULAR,-0.007,-0.093092486,0.71,,,0.163,0.0401,0.0498,0.0672,18.39k,20.86k,86.49M,,82.23M,9.15%,0.00%,,,,,,,,,,,0.00%,,,,,"Mar 30, 2020","Dec 30, 2020",0.00%,0.00%,-131.73%,,,,,,-572.58k,-802.55k,-0.0070,,2.85k,0,868.38k,,0.00,-0.03,-54.46k,260.84k,Value,B4A 4E5,Basic Materials,"Elcora Advanced Materials Corp., a graphite and graphene company, mines, processes, and refines graphite and graphene. It produces graphene and end graphene applications, as well as engages in the research and development activities. The company was formerly known as Elcora Resources Corp. and changed its name to Elcora Advanced Materials Corp. in February 2016. Elcora Advanced Materials Corp. was founded in 2011 and is headquartered in Bedford, Canada.",Bedford,604-336-3194,NS,1609372800,Canada,http://www.elcoracorp.com,86400,111 Ahmadi Crescent,Other Industrial Metals & Mining
t-2,ECORF,-1999037.0,86493296,-11797,,-175070,,-175070,109547,0,-139232,-139232,,-30570,,,,0,0,139232,0,-35838,,-175070,-175070,2284002.0,-1999037.0,284965.0,16029909.0,-21956462.0,,3927516.0,6201.0,1643407.0,151803.0,3927516.0,272056.0,12909.0,3986.0,640595.0,327363.0,74444.0,5000.0,5000.0,-1914.0,-26991.0,-31991.0,41482.0,-1573.0,30640.0,,,-1630498.0,en-US,US,EQUITY,False,Delayed Quote,20863,0.02084,0.5202197,0.04006 - 0.163,-0.1021,-0.6263804,0.04006,0.163,-0.026,0.04975389,0.01114611,0.22402489,0.06715128,-0.0062512793,5271729,4,-3.4482753,-2.3423076,15,America/New_York,EDT,-14400000,0.0609 - 0.0609,0.063075,0.0,0.0,0,0,finmb_171103883,Other OTC,Elcora Advanced Materials Corp.,CAD,18393,USD,False,False,0.0609,1630503731,-0.0021749996,0.0609,0.0609,0.0609,2000,PNK,ELCORA ADVANCED MATERIALS CORP,0,us_market,REGULAR,-0.007,-0.093092486,0.71,,,0.163,0.0401,0.0498,0.0672,18.39k,20.86k,86.49M,,82.23M,9.15%,0.00%,,,,,,,,,,,0.00%,,,,,"Mar 30, 2020","Dec 30, 2020",0.00%,0.00%,-131.73%,,,,,,-572.58k,-802.55k,-0.0070,,2.85k,0,868.38k,,0.00,-0.03,-54.46k,260.84k,Value,B4A 4E5,Basic Materials,"Elcora Advanced Materials Corp., a graphite and graphene company, mines, processes, and refines graphite and graphene. It produces graphene and end graphene applications, as well as engages in the research and development activities. The company was formerly known as Elcora Resources Corp. and changed its name to Elcora Advanced Materials Corp. in February 2016. Elcora Advanced Materials Corp. was founded in 2011 and is headquartered in Bedford, Canada.",Bedford,604-336-3194,NS,1609372800,Canada,http://www.elcoracorp.com,86400,111 Ahmadi Crescent,Other Industrial Metals & Mining
t-3,ECORF,-1823967.0,86493296,-21962,,-336593,,-336593,275313,0,-287137,-287137,,-29966,,,,0,0,287137,0,-49456,,-336593,-336593,2173918.0,-1823967.0,349951.0,16029909.0,-21781392.0,,3927516.0,33192.0,1508379.0,101202.0,3927516.0,313538.0,36413.0,2413.0,665539.0,414267.0,282167.0,13177.0,13177.0,599.0,27203.0,8156.0,33788.0,5817.0,22378.0,5870.0,5870.0,-1471966.0,en-US,US,EQUITY,False,Delayed Quote,20863,0.02084,0.5202197,0.04006 - 0.163,-0.1021,-0.6263804,0.04006,0.163,-0.026,0.04975389,0.01114611,0.22402489,0.06715128,-0.0062512793,5271729,4,-3.4482753,-2.3423076,15,America/New_York,EDT,-14400000,0.0609 - 0.0609,0.063075,0.0,0.0,0,0,finmb_171103883,Other OTC,Elcora Advanced Materials Corp.,CAD,18393,USD,False,False,0.0609,1630503731,-0.0021749996,0.0609,0.0609,0.0609,2000,PNK,ELCORA ADVANCED MATERIALS CORP,0,us_market,REGULAR,-0.007,-0.093092486,0.71,,,0.163,0.0401,0.0498,0.0672,18.39k,20.86k,86.49M,,82.23M,9.15%,0.00%,,,,,,,,,,,0.00%,,,,,"Mar 30, 2020","Dec 30, 2020",0.00%,0.00%,-131.73%,,,,,,-572.58k,-802.55k,-0.0070,,2.85k,0,868.38k,,0.00,-0.03,-54.46k,260.84k,Value,B4A 4E5,Basic Materials,"Elcora Advanced Materials Corp., a graphite and graphene company, mines, processes, and refines graphite and graphene. It produces graphene and end graphene applications, as well as engages in the research and development activities. The company was formerly known as Elcora Resources Corp. and changed its name to Elcora Advanced Materials Corp. in February 2016. Elcora Advanced Materials Corp. was founded in 2011 and is headquartered in Bedford, Canada.",Bedford,604-336-3194,NS,1609372800,Canada,http://www.elcoracorp.com,86400,111 Ahmadi Crescent,Other Industrial Metals & Mining
