Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,otherCurrentAssets,shortLongTermDebt,changeToLiabilities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,totalCashflowsFromInvestingActivities,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,FTSSF,104653454.0,494112992,,,-2510183,,-2510183,974071,0,-2202454,-2202454,987214,-109600,,,,0,0,2202454,0,-307729,,-2510183,-2510183,9297277.0,104653454.0,304658.0,113950731.0,249092026.0,-160924209.0,2036828.0,16485637.0,937550.0,15977895.0,536273.0,16485637.0,92296486.0,20716695.0,3538202.0,863429.0,6724176.0,178394.0,,,-749592.0,14905248.0,12896.0,15834074.0,11803599.0,-41129.0,-3060520.0,-142781.0,-928826.0,329140.0,-500000.0,,,20180422.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.233,1630524871,-0.0013000071,0.2343,0.2385,0.2325,115189,0,FIRST COBALT CORP,POST,us_market,-0.55484724,0.2325 - 0.2385,0.2343,0.0,0.0,0,0,finmb_214519456,Other OTC,First Cobalt Corp.,CAD,432053,481333,0.045,0.23936172,0.188 - 0.37,-0.13700001,-0.37027028,0.188,0.37,1618509420,1618509420,1618509420,-0.019978963,0.26646376,-0.03346376,-0.12558466,-0.009,0.223,0.23775,-0.0047499985,115128328,1.044843,15,America/New_York,EDT,-14400000,False,False,1.83,,,0.37,0.188,0.2377,0.2665,432.05k,481.33k,494.11M,,487.5M,0.48%,0.77%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-4.15%,-2.71%,,,,,,-2.79M,-0.0090,,19.52M,0.04,6.72M,6.43,38.63,0.22,-6.88M,-4.64M,Value,M5H 2Y4,Basic Materials,6,"First Cobalt Corp. acquires and explores for resource properties in the United States and Canada. The company primarily explores for cobalt and silver deposits. Its flagship project is the Iron Creek cobalt project, which covers an area of approximately 2,600 acres located in Lemhi County, Idaho. The company was formerly known as Aurgent Resource Corp. and changed its name to First Cobalt Corp. in September 2016. First Cobalt Corp. was incorporated in 2011 and is headquartered in Toronto, Canada.",Toronto,416 900 3891,ON,1577750400,Canada,http://www.firstcobalt.com,86400,401 Bay Street,Other Industrial Metals & Mining,6th Floor
t-1,FTSSF,92150706.0,494112992,,,2914581,,2914581,1154800,0,-2428937,-2428937,841813,-120998,,,,0,0,2428937,0,5343518,,2914581,2914581,11530595.0,92150706.0,1860496.0,103681301.0,234649393.0,-158414026.0,2024507.0,15915339.0,918732.0,4174296.0,2841703.0,15915339.0,92296486.0,10466083.0,16400.0,220649.0,6664385.0,434157.0,5704673.0,,149702.0,1107861.0,801671.0,1318118.0,-543588.0,-119699.0,-1543250.0,-5046.0,-210257.0,-5413520.0,-500000.0,11500.0,11500.0,7624380.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.233,1630524871,-0.0013000071,0.2343,0.2385,0.2325,115189,0,FIRST COBALT CORP,POST,us_market,-0.55484724,0.2325 - 0.2385,0.2343,0.0,0.0,0,0,finmb_214519456,Other OTC,First Cobalt Corp.,CAD,432053,481333,0.045,0.23936172,0.188 - 0.37,-0.13700001,-0.37027028,0.188,0.37,1618509420,1618509420,1618509420,-0.019978963,0.26646376,-0.03346376,-0.12558466,-0.009,0.223,0.23775,-0.0047499985,115128328,1.044843,15,America/New_York,EDT,-14400000,False,False,1.83,,,0.37,0.188,0.2377,0.2665,432.05k,481.33k,494.11M,,487.5M,0.48%,0.77%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-4.15%,-2.71%,,,,,,-2.79M,-0.0090,,19.52M,0.04,6.72M,6.43,38.63,0.22,-6.88M,-4.64M,Value,M5H 2Y4,Basic Materials,6,"First Cobalt Corp. acquires and explores for resource properties in the United States and Canada. The company primarily explores for cobalt and silver deposits. Its flagship project is the Iron Creek cobalt project, which covers an area of approximately 2,600 acres located in Lemhi County, Idaho. The company was formerly known as Aurgent Resource Corp. and changed its name to First Cobalt Corp. in September 2016. First Cobalt Corp. was incorporated in 2011 and is headquartered in Toronto, Canada.",Toronto,416 900 3891,ON,1577750400,Canada,http://www.firstcobalt.com,86400,401 Bay Street,Other Industrial Metals & Mining,6th Floor
t-2,FTSSF,87985174.0,494112992,,,-1512738,,-1512738,570007,0,-1377732,-1377732,430723,-149561,,,,0,0,1377732,0,-135006,,-1512738,-1512738,10723865.0,87985174.0,805844.0,98709039.0,233314327.0,-161328607.0,2737321.0,15999454.0,918732.0,4717884.0,7986544.0,15999454.0,92296486.0,5493821.0,16400.0,224965.0,,28553.0,,6977859.0,173467.0,2364789.0,-156133.0,2364789.0,1137095.0,1639.0,-1229333.0,-103134.0,-210257.0,369205.0,-500000.0,11500.0,11500.0,-2492723.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.233,1630524871,-0.0013000071,0.2343,0.2385,0.2325,115189,0,FIRST COBALT CORP,POST,us_market,-0.55484724,0.2325 - 0.2385,0.2343,0.0,0.0,0,0,finmb_214519456,Other OTC,First Cobalt Corp.,CAD,432053,481333,0.045,0.23936172,0.188 - 0.37,-0.13700001,-0.37027028,0.188,0.37,1618509420,1618509420,1618509420,-0.019978963,0.26646376,-0.03346376,-0.12558466,-0.009,0.223,0.23775,-0.0047499985,115128328,1.044843,15,America/New_York,EDT,-14400000,False,False,1.83,,,0.37,0.188,0.2377,0.2665,432.05k,481.33k,494.11M,,487.5M,0.48%,0.77%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-4.15%,-2.71%,,,,,,-2.79M,-0.0090,,19.52M,0.04,6.72M,6.43,38.63,0.22,-6.88M,-4.64M,Value,M5H 2Y4,Basic Materials,6,"First Cobalt Corp. acquires and explores for resource properties in the United States and Canada. The company primarily explores for cobalt and silver deposits. Its flagship project is the Iron Creek cobalt project, which covers an area of approximately 2,600 acres located in Lemhi County, Idaho. The company was formerly known as Aurgent Resource Corp. and changed its name to First Cobalt Corp. in September 2016. First Cobalt Corp. was incorporated in 2011 and is headquartered in Toronto, Canada.",Toronto,416 900 3891,ON,1577750400,Canada,http://www.firstcobalt.com,86400,401 Bay Street,Other Industrial Metals & Mining,6th Floor
t-3,FTSSF,99104758.0,494112992,,,-1678422,,-1678422,768525,0,-1449386,-1449386,538461,-182383,,,,0,0,1449386,0,-229036,,-1678422,-1678422,10153543.0,99104758.0,,109258301.0,231851739.0,-147870245.0,3151308.0,15123264.0,918732.0,3580789.0,29374.0,15123264.0,104242110.0,4097459.0,16400.0,121831.0,6972861.0,23124.0,,,-105922.0,2364789.0,224926.0,2364789.0,-1055852.0,6355.0,-1062207.0,277091.0,-210257.0,220120.0,-500000.0,11500.0,11500.0,4068085.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.233,1630524871,-0.0013000071,0.2343,0.2385,0.2325,115189,0,FIRST COBALT CORP,POST,us_market,-0.55484724,0.2325 - 0.2385,0.2343,0.0,0.0,0,0,finmb_214519456,Other OTC,First Cobalt Corp.,CAD,432053,481333,0.045,0.23936172,0.188 - 0.37,-0.13700001,-0.37027028,0.188,0.37,1618509420,1618509420,1618509420,-0.019978963,0.26646376,-0.03346376,-0.12558466,-0.009,0.223,0.23775,-0.0047499985,115128328,1.044843,15,America/New_York,EDT,-14400000,False,False,1.83,,,0.37,0.188,0.2377,0.2665,432.05k,481.33k,494.11M,,487.5M,0.48%,0.77%,,,,,,,,,,,0.00%,,,,,"Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-4.15%,-2.71%,,,,,,-2.79M,-0.0090,,19.52M,0.04,6.72M,6.43,38.63,0.22,-6.88M,-4.64M,Value,M5H 2Y4,Basic Materials,6,"First Cobalt Corp. acquires and explores for resource properties in the United States and Canada. The company primarily explores for cobalt and silver deposits. Its flagship project is the Iron Creek cobalt project, which covers an area of approximately 2,600 acres located in Lemhi County, Idaho. The company was formerly known as Aurgent Resource Corp. and changed its name to First Cobalt Corp. in September 2016. First Cobalt Corp. was incorporated in 2011 and is headquartered in Toronto, Canada.",Toronto,416 900 3891,ON,1577750400,Canada,http://www.firstcobalt.com,86400,401 Bay Street,Other Industrial Metals & Mining,6th Floor
