Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,longTermDebt,netReceivables,changeToLiabilities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToNetincome,netBorrowings,totalCashFromFinancingActivities,changeToAccountReceivables,WC,language,region,quoteType,triggerable,quoteSourceName,exchange,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,marketState,market,shortName,exchangeDataDelayedBy,esgPopulated,tradeable,priceHint,regularMarketChangePercent,regularMarketDayRange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,FUST,2015116.0,79063800,,,48767,,46367,176352,226465,50113,50113,,-1011,,,,2400,250000,199887,23535,-1346,,46367,46367,7935431.0,178405.0,2015116.0,2616.0,2193521.0,79064.0,-5999379.0,2000000.0,144279.0,71663.0,51363.0,21202.0,172319.0,106742.0,,-5655.0,-40510.0,15733.0,15733.0,7180.0,286.0,,,,100656.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,2.2,1628537190,0.0,2.2,2.2,2.2,9,2.2,0.0,0.0,0,0,finmb_289242254,Other OTC,Fuse Group Holding Inc.,USD,123,0,2.13,30.428574,0.07 - 12.0,-9.8,-0.81666666,0.07,12.0,1608116340,1608116340,1608116340,POST,us_market,FUSE GROUP HOLDING INC,0,False,False,4,0.0,2.2 - 2.2,-0.001,0.017,1.9861112,0.21388888,0.1076923,2.5242753,-0.32427526,-0.12846272,173940368,129.41176,15,America/New_York,EDT,-14400000,9.32,,,12.0,0.07,1.9861,2.5243,123,,79.06M,,31.94M,59.61%,0.00%,,,,,,,,,,,0.00%,,,5:1,"Jun 15, 2017","Sep 29, 2020","Mar 30, 2021",-7.56%,-6.56%,-1.61%,-3.19%,650k,0.01,25.00%,548.52k,-40.46k,-49.14k,-0.0010,,144.28k,0,175.79k,8.72,2.40,0.02,-52.68k,20.24k,Value,91007,Basic Materials,4,"Fuse Group Holding Inc. provides consulting service to mining industry clients to find acquisition targets. The company was formerly known as Fuse Enterprises Inc. and changed its name to Fuse Group Holding Inc. in May 2019. The company was founded in 2013 and is headquartered in Arcadia, California. Fuse Group Holding Inc. is a subsidiary of Landbond Home Limited.",Arcadia,626 210 0000,CA,1609372800,United States,http://www.fuseholding.com,86400,805 West Duarte Road,626 623 6313,Other Industrial Metals & Mining,Suite 102
t-1,FUST,968749.0,79063800,,,-79942,,-79942,168522,89965,-78557,-78557,,-1001,,,,0,100000,178557,10035,-1385,,-79942,-79942,6949717.0,190635.0,968749.0,9280.0,1159384.0,64778.0,-6045746.0,1000000.0,128546.0,84369.0,50828.0,28382.0,131002.0,106266.0,,5785.0,-6535.0,-65924.0,-65924.0,7116.0,284.0,,,,46633.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,2.2,1628537190,0.0,2.2,2.2,2.2,9,2.2,0.0,0.0,0,0,finmb_289242254,Other OTC,Fuse Group Holding Inc.,USD,123,0,2.13,30.428574,0.07 - 12.0,-9.8,-0.81666666,0.07,12.0,1608116340,1608116340,1608116340,POST,us_market,FUSE GROUP HOLDING INC,0,False,False,4,0.0,2.2 - 2.2,-0.001,0.017,1.9861112,0.21388888,0.1076923,2.5242753,-0.32427526,-0.12846272,173940368,129.41176,15,America/New_York,EDT,-14400000,9.32,,,12.0,0.07,1.9861,2.5243,123,,79.06M,,31.94M,59.61%,0.00%,,,,,,,,,,,0.00%,,,5:1,"Jun 15, 2017","Sep 29, 2020","Mar 30, 2021",-7.56%,-6.56%,-1.61%,-3.19%,650k,0.01,25.00%,548.52k,-40.46k,-49.14k,-0.0010,,144.28k,0,175.79k,8.72,2.40,0.02,-52.68k,20.24k,Value,91007,Basic Materials,4,"Fuse Group Holding Inc. provides consulting service to mining industry clients to find acquisition targets. The company was formerly known as Fuse Enterprises Inc. and changed its name to Fuse Group Holding Inc. in May 2019. The company was founded in 2013 and is headquartered in Arcadia, California. Fuse Group Holding Inc. is a subsidiary of Landbond Home Limited.",Arcadia,626 210 0000,CA,1609372800,United States,http://www.fuseholding.com,86400,805 West Duarte Road,626 623 6313,Other Industrial Metals & Mining,Suite 102
t-2,FUST,1048691.0,79063800,,,-67567,,-67567,155256,88933,-66323,-66323,,-337,,,,0,100000,166323,11067,-1244,,-67567,-67567,6949717.0,191102.0,1048691.0,4499.0,1239793.0,64778.0,-5965804.0,1000000.0,194470.0,80843.0,50298.0,35498.0,204295.0,105794.0,,380.0,-6536.0,-8857.0,-8956.0,7053.0,346.0,100.0,100.0,50000.0,123452.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,2.2,1628537190,0.0,2.2,2.2,2.2,9,2.2,0.0,0.0,0,0,finmb_289242254,Other OTC,Fuse Group Holding Inc.,USD,123,0,2.13,30.428574,0.07 - 12.0,-9.8,-0.81666666,0.07,12.0,1608116340,1608116340,1608116340,POST,us_market,FUSE GROUP HOLDING INC,0,False,False,4,0.0,2.2 - 2.2,-0.001,0.017,1.9861112,0.21388888,0.1076923,2.5242753,-0.32427526,-0.12846272,173940368,129.41176,15,America/New_York,EDT,-14400000,9.32,,,12.0,0.07,1.9861,2.5243,123,,79.06M,,31.94M,59.61%,0.00%,,,,,,,,,,,0.00%,,,5:1,"Jun 15, 2017","Sep 29, 2020","Mar 30, 2021",-7.56%,-6.56%,-1.61%,-3.19%,650k,0.01,25.00%,548.52k,-40.46k,-49.14k,-0.0010,,144.28k,0,175.79k,8.72,2.40,0.02,-52.68k,20.24k,Value,91007,Basic Materials,4,"Fuse Group Holding Inc. provides consulting service to mining industry clients to find acquisition targets. The company was formerly known as Fuse Enterprises Inc. and changed its name to Fuse Group Holding Inc. in May 2019. The company was founded in 2013 and is headquartered in Arcadia, California. Fuse Group Holding Inc. is a subsidiary of Landbond Home Limited.",Arcadia,626 210 0000,CA,1609372800,United States,http://www.fuseholding.com,86400,805 West Duarte Road,626 623 6313,Other Industrial Metals & Mining,Suite 102
t-3,FUST,1116258.0,79063800,,,52000,,52000,137865,189985,52120,52120,,-120,,,,0,200000,147880,10015,-120,,52000,52000,6949717.0,196814.0,1116258.0,5113.0,1313072.0,64778.0,-5898237.0,1000000.0,203327.0,80480.0,49774.0,42552.0,270520.0,105226.0,50000.0,-3768.0,-6535.0,161467.0,6466.0,6992.0,408.0,155000.0,155000.0,-50000.0,190040.0,en-US,US,EQUITY,False,Delayed Quote,PNK,USD,2.2,1628537190,0.0,2.2,2.2,2.2,9,2.2,0.0,0.0,0,0,finmb_289242254,Other OTC,Fuse Group Holding Inc.,USD,123,0,2.13,30.428574,0.07 - 12.0,-9.8,-0.81666666,0.07,12.0,1608116340,1608116340,1608116340,POST,us_market,FUSE GROUP HOLDING INC,0,False,False,4,0.0,2.2 - 2.2,-0.001,0.017,1.9861112,0.21388888,0.1076923,2.5242753,-0.32427526,-0.12846272,173940368,129.41176,15,America/New_York,EDT,-14400000,9.32,,,12.0,0.07,1.9861,2.5243,123,,79.06M,,31.94M,59.61%,0.00%,,,,,,,,,,,0.00%,,,5:1,"Jun 15, 2017","Sep 29, 2020","Mar 30, 2021",-7.56%,-6.56%,-1.61%,-3.19%,650k,0.01,25.00%,548.52k,-40.46k,-49.14k,-0.0010,,144.28k,0,175.79k,8.72,2.40,0.02,-52.68k,20.24k,Value,91007,Basic Materials,4,"Fuse Group Holding Inc. provides consulting service to mining industry clients to find acquisition targets. The company was formerly known as Fuse Enterprises Inc. and changed its name to Fuse Group Holding Inc. in May 2019. The company was founded in 2013 and is headquartered in Arcadia, California. Fuse Group Holding Inc. is a subsidiary of Landbond Home Limited.",Arcadia,626 210 0000,CA,1609372800,United States,http://www.fuseholding.com,86400,805 West Duarte Road,626 623 6313,Other Industrial Metals & Mining,Suite 102
