Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,accountsPayable,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,WC,language,region,quoteType,triggerable,quoteSourceName,currency,priceHint,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchangeDataDelayedBy,shortName,marketState,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GOPPF,-306068.0,125069000,,,-26653,,-26653,26605,0,-26605,-26605,,,,,,0,0,26605,0,-48,,-26653,-26653,901194.0,322885.0,-306068.0,10500.0,16817.0,9471337.0,-10678599.0,13913.0,322885.0,16817.0,2904.0,13335.0,-4944,40000,40000,6981,-33019,-1422,-306068.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0261,1630071208,0.0,0.0261,0.0261,0.0261,300,0,GOURMET OCEAN PRODS INC,PREPRE,us_market,0.0,0.0261 - 0.0261,0.0261,finmb_225800204,Other OTC,Gourmet Ocean Products Inc.,CAD,378,37,0.01525,1.40553,0.01085 - 0.029,-0.0028999988,-0.099999964,0.01085,0.029,-0.010113739,0.024041176,0.0020588245,0.08563743,-0.001,-0.002,0.026366666,-0.0002666656,3264301,-13.049999,15,America/New_York,EDT,-14400000,False,False,1.83,,,0.029,0.0109,0.0264,0.024,378,37,125.07M,,,64.99%,0.00%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2020","Mar 30, 2021",0.00%,0.00%,-271.40%,,,,,,,-104.45k,-0.0010,,13.91k,0,299.05k,,0.05,-0.00,-102.67k,-57.9k,Value,T2P 0M9,Financial Services,"Gourmet Ocean Products Inc. does not have significant operations. Previously, it was involved in the production of seed for scallop and sea cucumber for aquaculture farms. The company was also a buyer and exporter of sea cucumber. Gourmet Ocean Products Inc. was founded in 2007 and is based in Calgary, Canada.",Calgary,AB,1483142400,Canada,http://www.gourmetoceanproducts.com,86400,639 - 5th Avenue SW,Shell Companies,Suite 1250
t-1,GOPPF,-279415.0,125069000,,,-22240,,-22240,22240,0,-22240,-22240,,,,,,0,0,22240,0,0,,-22240,-22240,901194.0,288414.0,-279415.0,20635.0,8999.0,9471337.0,-10651946.0,6932.0,288414.0,8999.0,2067.0,8729.0,2064,16050,16050,5572,-10478,9698,-279415.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0261,1630071208,0.0,0.0261,0.0261,0.0261,300,0,GOURMET OCEAN PRODS INC,PREPRE,us_market,0.0,0.0261 - 0.0261,0.0261,finmb_225800204,Other OTC,Gourmet Ocean Products Inc.,CAD,378,37,0.01525,1.40553,0.01085 - 0.029,-0.0028999988,-0.099999964,0.01085,0.029,-0.010113739,0.024041176,0.0020588245,0.08563743,-0.001,-0.002,0.026366666,-0.0002666656,3264301,-13.049999,15,America/New_York,EDT,-14400000,False,False,1.83,,,0.029,0.0109,0.0264,0.024,378,37,125.07M,,,64.99%,0.00%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2020","Mar 30, 2021",0.00%,0.00%,-271.40%,,,,,,,-104.45k,-0.0010,,13.91k,0,299.05k,,0.05,-0.00,-102.67k,-57.9k,Value,T2P 0M9,Financial Services,"Gourmet Ocean Products Inc. does not have significant operations. Previously, it was involved in the production of seed for scallop and sea cucumber for aquaculture farms. The company was also a buyer and exporter of sea cucumber. Gourmet Ocean Products Inc. was founded in 2007 and is based in Calgary, Canada.",Calgary,AB,1483142400,Canada,http://www.gourmetoceanproducts.com,86400,639 - 5th Avenue SW,Shell Companies,Suite 1250
t-2,GOPPF,-257175.0,125069000,,,-30431,,-30431,21545,0,-21545,-21545,,,,,,0,0,21545,0,-8886,,-30431,-30431,901194.0,270300.0,-257175.0,16485.0,13125.0,9471337.0,-10629706.0,1360.0,270300.0,13125.0,11765.0,10815.0,-2301,35000,35000,1161,-33839,-1107,-257175.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0261,1630071208,0.0,0.0261,0.0261,0.0261,300,0,GOURMET OCEAN PRODS INC,PREPRE,us_market,0.0,0.0261 - 0.0261,0.0261,finmb_225800204,Other OTC,Gourmet Ocean Products Inc.,CAD,378,37,0.01525,1.40553,0.01085 - 0.029,-0.0028999988,-0.099999964,0.01085,0.029,-0.010113739,0.024041176,0.0020588245,0.08563743,-0.001,-0.002,0.026366666,-0.0002666656,3264301,-13.049999,15,America/New_York,EDT,-14400000,False,False,1.83,,,0.029,0.0109,0.0264,0.024,378,37,125.07M,,,64.99%,0.00%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2020","Mar 30, 2021",0.00%,0.00%,-271.40%,,,,,,,-104.45k,-0.0010,,13.91k,0,299.05k,,0.05,-0.00,-102.67k,-57.9k,Value,T2P 0M9,Financial Services,"Gourmet Ocean Products Inc. does not have significant operations. Previously, it was involved in the production of seed for scallop and sea cucumber for aquaculture farms. The company was also a buyer and exporter of sea cucumber. Gourmet Ocean Products Inc. was founded in 2007 and is based in Calgary, Canada.",Calgary,AB,1483142400,Canada,http://www.gourmetoceanproducts.com,86400,639 - 5th Avenue SW,Shell Companies,Suite 1250
t-3,GOPPF,-226744.0,125069000,,,-25126,,-25126,25097,0,-25097,-25097,,,,,,0,0,25097,0,-29,,-25126,-25126,901194.0,237601.0,-226744.0,,10857.0,9471337.0,-10599275.0,199.0,237601.0,10857.0,10658.0,29601.0,821,8000,8000,-17331,-25331,-1026,-226744.0,en-US,US,EQUITY,False,Delayed Quote,USD,4,PNK,0.0261,1630071208,0.0,0.0261,0.0261,0.0261,300,0,GOURMET OCEAN PRODS INC,PREPRE,us_market,0.0,0.0261 - 0.0261,0.0261,finmb_225800204,Other OTC,Gourmet Ocean Products Inc.,CAD,378,37,0.01525,1.40553,0.01085 - 0.029,-0.0028999988,-0.099999964,0.01085,0.029,-0.010113739,0.024041176,0.0020588245,0.08563743,-0.001,-0.002,0.026366666,-0.0002666656,3264301,-13.049999,15,America/New_York,EDT,-14400000,False,False,1.83,,,0.029,0.0109,0.0264,0.024,378,37,125.07M,,,64.99%,0.00%,,,,,,,,,,,0.00%,,,,,"Sep 29, 2020","Mar 30, 2021",0.00%,0.00%,-271.40%,,,,,,,-104.45k,-0.0010,,13.91k,0,299.05k,,0.05,-0.00,-102.67k,-57.9k,Value,T2P 0M9,Financial Services,"Gourmet Ocean Products Inc. does not have significant operations. Previously, it was involved in the production of seed for scallop and sea cucumber for aquaculture farms. The company was also a buyer and exporter of sea cucumber. Gourmet Ocean Products Inc. was founded in 2007 and is based in Calgary, Canada.",Calgary,AB,1483142400,Canada,http://www.gourmetoceanproducts.com,86400,639 - 5th Avenue SW,Shell Companies,Suite 1250
