Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,shortTermInvestments,netReceivables,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (Sep 27, 2012) 4","Short Ratio (Sep 27, 2012) 4","Short % of Float (Sep 27, 2012) 4","Short % of Shares Outstanding (Sep 27, 2012) 4","Shares Short (prior month Aug 30, 2012) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,compensationAsOfEpochDate,country,website,maxAge,address1,industry
t0,JCDAF,8743000.0,5794620,705500,,120000,,311000,1956000,2583000,-78500,-78500,,,,,,-191000,4241000,4319500,1658000,198500,,311000,311000,75955000.0,5957000.0,8743000.0,1989000.0,14700000.0,60000.0,1333000.0,-51478000.0,1121000.0,-15794000.0,182000.0,3632000.0,4836000.0,2069000.0,439000.0,10932000.0,3147000.0,3000000.0,2700000.0,1208000.0,555500,-157000,532000,197000,637500,30000,75500,52500,27000,-22000,-306000,-50500,6096000.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,JACADA,us_market,2,Other OTC,Jacada Ltd.,USD,148,142,2.3000002,0.5476191,4.2 - 10.5,-4.0,-0.3809524,4.2,10.5,-1.007,0,0.587,5.975714,0.5242858,0.08773609,6.013768,0.4862318,0.0808531,37665032,11.073254,15,America/New_York,EDT,-14400000,False,False,0.0,6.5 - 6.5,6.5,0.0,0.0,0,0,finmb_30351,6.5,1629733886,0.0,6.49,6.5,6.5,1,0.02,,,10.5,4.2,5.98,6.01,148,142,5.79M,,2.98M,34.49%,0.00%,1.17k,0.41,0.04%,0.03%,1.38k,,,,,,0.00%,,,1:4,"Nov 09, 2010","Dec 30, 2017","Dec 30, 2013",-31.10%,-28.35%,-25.71%,-130.29%,14.7M,3.24,64.50%,8.28M,-3.98M,-4.57M,-1.01,,6.63M,1.14,,,1.91,0.59,-3.82M,-1.64M,Value,46728,Technology,88,"Jacada Ltd. develops, markets, and supports customer experience management and robotic process optimization solutions that automate customer service processes in North America, Europe, Asia, the Middle East, Africa, and internationally. Its products include Jacada WorkSpace Agent Desktop, which unifies customer interaction tools and provides a single access point to various mission-critical applications for customer service representatives; Jacada Visual interactive voice response that enables end users to engage in a mobile self-service sessions; and Jacada Intelligent Assistant, a virtual customer assistant that allows end users to engage in an automated conversation to answer their questions and complete transactions on their behalf. The company's products also comprise Jacada Advisor, which helps call centers enhance customer service by providing real-time agent guidance; Jacada Integration and Automation, a solution that allows companies to Web-enable and integrate their Microsoft Windows client/server and Web-based applications without modifying or changing existing applications; Jacada Agent Guidance, which guides the customer service agent through an optimized interaction with the customer; Jacada Workflow that creates business process management workflows; Jacada HostFuse, a software solution for integrating core host-centric business systems; Jacada Interface Server, which generates graphical user interfaces for mainframe and midrange software applications without changing the host applications; and Jacada Multi-Channel Agent Desktop for voice, email, and chat. In addition, it offers training, consulting, and product support and maintenance services. Jacada Ltd. sells its products directly, as well as through system integrators, partners, and call center outsourcers. The company was formerly known as Client/Server Technology Ltd. and changed its name to Jacada Ltd. in August 1999. Jacada Ltd. was founded in 1990 and is headquartered in Herzliya, Israel.",Herzliya,972 9 952 5900,1514678400,Israel,http://www.jacada.com,86400,8 Hasadnaot Street,Information Technology Services
t-1,JCDAF,8743000.0,5794620,705500,,120000,,311000,1956000,2583000,-78500,-78500,,,,,,-191000,4241000,4319500,1658000,198500,,311000,311000,75955000.0,5957000.0,8743000.0,1989000.0,14700000.0,60000.0,1333000.0,-51478000.0,1121000.0,-15794000.0,182000.0,3632000.0,4836000.0,2069000.0,439000.0,10932000.0,3147000.0,3000000.0,2700000.0,1208000.0,555500,-157000,532000,197000,637500,30000,75500,52500,27000,-22000,-306000,-50500,6096000.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,JACADA,us_market,2,Other OTC,Jacada Ltd.,USD,148,142,2.3000002,0.5476191,4.2 - 10.5,-4.0,-0.3809524,4.2,10.5,-1.007,0,0.587,5.975714,0.5242858,0.08773609,6.013768,0.4862318,0.0808531,37665032,11.073254,15,America/New_York,EDT,-14400000,False,False,0.0,6.5 - 6.5,6.5,0.0,0.0,0,0,finmb_30351,6.5,1629733886,0.0,6.49,6.5,6.5,1,0.02,,,10.5,4.2,5.98,6.01,148,142,5.79M,,2.98M,34.49%,0.00%,1.17k,0.41,0.04%,0.03%,1.38k,,,,,,0.00%,,,1:4,"Nov 09, 2010","Dec 30, 2017","Dec 30, 2013",-31.10%,-28.35%,-25.71%,-130.29%,14.7M,3.24,64.50%,8.28M,-3.98M,-4.57M,-1.01,,6.63M,1.14,,,1.91,0.59,-3.82M,-1.64M,Value,46728,Technology,88,"Jacada Ltd. develops, markets, and supports customer experience management and robotic process optimization solutions that automate customer service processes in North America, Europe, Asia, the Middle East, Africa, and internationally. Its products include Jacada WorkSpace Agent Desktop, which unifies customer interaction tools and provides a single access point to various mission-critical applications for customer service representatives; Jacada Visual interactive voice response that enables end users to engage in a mobile self-service sessions; and Jacada Intelligent Assistant, a virtual customer assistant that allows end users to engage in an automated conversation to answer their questions and complete transactions on their behalf. The company's products also comprise Jacada Advisor, which helps call centers enhance customer service by providing real-time agent guidance; Jacada Integration and Automation, a solution that allows companies to Web-enable and integrate their Microsoft Windows client/server and Web-based applications without modifying or changing existing applications; Jacada Agent Guidance, which guides the customer service agent through an optimized interaction with the customer; Jacada Workflow that creates business process management workflows; Jacada HostFuse, a software solution for integrating core host-centric business systems; Jacada Interface Server, which generates graphical user interfaces for mainframe and midrange software applications without changing the host applications; and Jacada Multi-Channel Agent Desktop for voice, email, and chat. In addition, it offers training, consulting, and product support and maintenance services. Jacada Ltd. sells its products directly, as well as through system integrators, partners, and call center outsourcers. The company was formerly known as Client/Server Technology Ltd. and changed its name to Jacada Ltd. in August 1999. Jacada Ltd. was founded in 1990 and is headquartered in Herzliya, Israel.",Herzliya,972 9 952 5900,1514678400,Israel,http://www.jacada.com,86400,8 Hasadnaot Street,Information Technology Services
t-2,JCDAF,8042000.0,5794620,753500,,-252000,,-252000,1796500,2260000,-290000,-290000,,,,,,0,3572000,3862000,1312000,38000,,-252000,-252000,75921000.0,5644000.0,8042000.0,2938000.0,13686000.0,60000.0,1063000.0,-52100000.0,467000.0,-15839000.0,198000.0,2457000.0,5177000.0,2024000.0,448000.0,6423000.0,6617000.0,,2621000.0,1040000.0,555500,333500,-37000,-270000,-615000,-12000,-566000,68000,-24000,-470000,24500,-13000,1246000.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,JACADA,us_market,2,Other OTC,Jacada Ltd.,USD,148,142,2.3000002,0.5476191,4.2 - 10.5,-4.0,-0.3809524,4.2,10.5,-1.007,0,0.587,5.975714,0.5242858,0.08773609,6.013768,0.4862318,0.0808531,37665032,11.073254,15,America/New_York,EDT,-14400000,False,False,0.0,6.5 - 6.5,6.5,0.0,0.0,0,0,finmb_30351,6.5,1629733886,0.0,6.49,6.5,6.5,1,0.02,,,10.5,4.2,5.98,6.01,148,142,5.79M,,2.98M,34.49%,0.00%,1.17k,0.41,0.04%,0.03%,1.38k,,,,,,0.00%,,,1:4,"Nov 09, 2010","Dec 30, 2017","Dec 30, 2013",-31.10%,-28.35%,-25.71%,-130.29%,14.7M,3.24,64.50%,8.28M,-3.98M,-4.57M,-1.01,,6.63M,1.14,,,1.91,0.59,-3.82M,-1.64M,Value,46728,Technology,88,"Jacada Ltd. develops, markets, and supports customer experience management and robotic process optimization solutions that automate customer service processes in North America, Europe, Asia, the Middle East, Africa, and internationally. Its products include Jacada WorkSpace Agent Desktop, which unifies customer interaction tools and provides a single access point to various mission-critical applications for customer service representatives; Jacada Visual interactive voice response that enables end users to engage in a mobile self-service sessions; and Jacada Intelligent Assistant, a virtual customer assistant that allows end users to engage in an automated conversation to answer their questions and complete transactions on their behalf. The company's products also comprise Jacada Advisor, which helps call centers enhance customer service by providing real-time agent guidance; Jacada Integration and Automation, a solution that allows companies to Web-enable and integrate their Microsoft Windows client/server and Web-based applications without modifying or changing existing applications; Jacada Agent Guidance, which guides the customer service agent through an optimized interaction with the customer; Jacada Workflow that creates business process management workflows; Jacada HostFuse, a software solution for integrating core host-centric business systems; Jacada Interface Server, which generates graphical user interfaces for mainframe and midrange software applications without changing the host applications; and Jacada Multi-Channel Agent Desktop for voice, email, and chat. In addition, it offers training, consulting, and product support and maintenance services. Jacada Ltd. sells its products directly, as well as through system integrators, partners, and call center outsourcers. The company was formerly known as Client/Server Technology Ltd. and changed its name to Jacada Ltd. in August 1999. Jacada Ltd. was founded in 1990 and is headquartered in Herzliya, Israel.",Herzliya,972 9 952 5900,1514678400,Israel,http://www.jacada.com,86400,8 Hasadnaot Street,Information Technology Services
t-3,JCDAF,8042000.0,5794620,753500,,-252000,,-252000,1796500,2260000,-290000,-290000,,,,,,0,3572000,3862000,1312000,38000,,-252000,-252000,75921000.0,5644000.0,8042000.0,2938000.0,13686000.0,60000.0,1063000.0,-52100000.0,467000.0,-15839000.0,198000.0,2457000.0,5177000.0,2024000.0,448000.0,6423000.0,6617000.0,,2621000.0,1040000.0,555500,333500,-37000,-270000,-615000,-12000,-566000,68000,-24000,-470000,24500,-13000,1246000.0,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,JACADA,us_market,2,Other OTC,Jacada Ltd.,USD,148,142,2.3000002,0.5476191,4.2 - 10.5,-4.0,-0.3809524,4.2,10.5,-1.007,0,0.587,5.975714,0.5242858,0.08773609,6.013768,0.4862318,0.0808531,37665032,11.073254,15,America/New_York,EDT,-14400000,False,False,0.0,6.5 - 6.5,6.5,0.0,0.0,0,0,finmb_30351,6.5,1629733886,0.0,6.49,6.5,6.5,1,0.02,,,10.5,4.2,5.98,6.01,148,142,5.79M,,2.98M,34.49%,0.00%,1.17k,0.41,0.04%,0.03%,1.38k,,,,,,0.00%,,,1:4,"Nov 09, 2010","Dec 30, 2017","Dec 30, 2013",-31.10%,-28.35%,-25.71%,-130.29%,14.7M,3.24,64.50%,8.28M,-3.98M,-4.57M,-1.01,,6.63M,1.14,,,1.91,0.59,-3.82M,-1.64M,Value,46728,Technology,88,"Jacada Ltd. develops, markets, and supports customer experience management and robotic process optimization solutions that automate customer service processes in North America, Europe, Asia, the Middle East, Africa, and internationally. Its products include Jacada WorkSpace Agent Desktop, which unifies customer interaction tools and provides a single access point to various mission-critical applications for customer service representatives; Jacada Visual interactive voice response that enables end users to engage in a mobile self-service sessions; and Jacada Intelligent Assistant, a virtual customer assistant that allows end users to engage in an automated conversation to answer their questions and complete transactions on their behalf. The company's products also comprise Jacada Advisor, which helps call centers enhance customer service by providing real-time agent guidance; Jacada Integration and Automation, a solution that allows companies to Web-enable and integrate their Microsoft Windows client/server and Web-based applications without modifying or changing existing applications; Jacada Agent Guidance, which guides the customer service agent through an optimized interaction with the customer; Jacada Workflow that creates business process management workflows; Jacada HostFuse, a software solution for integrating core host-centric business systems; Jacada Interface Server, which generates graphical user interfaces for mainframe and midrange software applications without changing the host applications; and Jacada Multi-Channel Agent Desktop for voice, email, and chat. In addition, it offers training, consulting, and product support and maintenance services. Jacada Ltd. sells its products directly, as well as through system integrators, partners, and call center outsourcers. The company was formerly known as Client/Server Technology Ltd. and changed its name to Jacada Ltd. in August 1999. Jacada Ltd. was founded in 1990 and is headquartered in Herzliya, Israel.",Herzliya,972 9 952 5900,1514678400,Israel,http://www.jacada.com,86400,8 Hasadnaot Street,Information Technology Services
