Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,longTermDebt,otherStockholderEquity,otherLiab,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,ask,bid,regularMarketPreviousClose,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,marketState,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,market,priceHint,exchangeDataDelayedBy,twoHundredDayAverageChangePercent,shortName,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,maxAge,address1,fax,industry
t0,ENAB,-7628000.0,19726700,,,-2371000,,-2371000,1923000,492000,-1431000,-1431000,,-930000,,,,0,3604000,5035000,3112000,-940000,,-2371000,-2371000,202000.0,51827000.0,11177000.0,-7426000.0,34000.0,3756000.0,22000.0,242000.0,-57033000.0,-2242000.0,80000.0,11177000.0,1892000.0,2054000.0,1500000.0,45000.0,918000.0,5545000.0,,,,-202000.0,-32000.0,1264000.0,1264000.0,168000.0,-6000.0,-1238000.0,167000.0,268000.0,46000.0,686000.0,-32000.0,,-9677000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0032 - 0.0032,0.0,0.0,0.0032,0,0,finmb_105393,Other OTC,"Enable Holdings, Inc.",USD,59081,0,0.0016,1.0,0.0016 - 0.045,-0.041800003,-0.9288889,0.0016,0.045,USD,REGULAR,0.0032,1629738949,0.0,0.0005,0.0032,0.0032,500,us_market,4,0,-0.5539915,ENABLE HOLDINGS INC,PNK,-0.257,-0.376,0.016355142,-0.013155142,-0.80434287,0.0071747517,-0.0039747516,63125,-0.008510638,15,America/New_York,EDT,-14400000,False,False,1.12,,,0.045,0.0016,0.0164,0.0072,59.08k,,19.73M,,,,,,,,,,,,,,,0.00%,,,0:1,"Dec 14, 2005","Dec 30, 2009","Jun 29, 2010",-30.43%,-36.34%,-73.51%,,16.65M,0.84,21.00%,4.43M,-5.42M,-5.07M,-0.2570,,80k,0,4.8M,,0.13,-0.38,-4.86M,-2.02M,Value,60143-1335,Consumer Cyclical,41,"Enable Holdings, Inc., through its subsidiaries, operates a Website that enable users to offer excess, new, overstock, close-out, refurbished, and limited supply brand name merchandise to consumer and business customers. The company operates websites that offers merchandise across a range of product categories, including computer products, consumer electronics, apparel, house wares, watches, jewelry, travel, sporting goods, home improvement products, and collectibles using auction style and fixed price formats. It also serves customers through the traditional in-store sales and live liquidation sales. In addition, Enable Holdings provides business-to-business wholesale inventory liquidation services for manufacturers and distributors to sell large quantities of excess inventory, and licenses auction software to third party companies. The company was formerly known as uBid.com Holdings, Inc. and changed the name to Enable Holdings, Inc. in August 2008. The company was founded in 1997 and is based in Itasca, Illinois.",Itasca,773-272-5000,IL,United States,86400,1140 West Thorndale Avenue,773-272-4030,Internet Retail
t-1,ENAB,-5943000.0,19726700,,,-921000,,-921000,1603000,748000,-855000,-855000,,-121000,,,,0,2990000,3845000,2242000,-66000,,-921000,-921000,202000.0,51141000.0,10043000.0,-5741000.0,38000.0,4307000.0,22000.0,297000.0,-54662000.0,-2242000.0,86000.0,8139000.0,,2188000.0,1917000.0,92000.0,1185000.0,5747000.0,1904000.0,,,-1230000.0,-19000.0,398000.0,2252000.0,-553000.0,-932000.0,-3165000.0,168000.0,-753000.0,108000.0,16000.0,-19000.0,,-6222000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0032 - 0.0032,0.0,0.0,0.0032,0,0,finmb_105393,Other OTC,"Enable Holdings, Inc.",USD,59081,0,0.0016,1.0,0.0016 - 0.045,-0.041800003,-0.9288889,0.0016,0.045,USD,REGULAR,0.0032,1629738949,0.0,0.0005,0.0032,0.0032,500,us_market,4,0,-0.5539915,ENABLE HOLDINGS INC,PNK,-0.257,-0.376,0.016355142,-0.013155142,-0.80434287,0.0071747517,-0.0039747516,63125,-0.008510638,15,America/New_York,EDT,-14400000,False,False,1.12,,,0.045,0.0016,0.0164,0.0072,59.08k,,19.73M,,,,,,,,,,,,,,,0.00%,,,0:1,"Dec 14, 2005","Dec 30, 2009","Jun 29, 2010",-30.43%,-36.34%,-73.51%,,16.65M,0.84,21.00%,4.43M,-5.42M,-5.07M,-0.2570,,80k,0,4.8M,,0.13,-0.38,-4.86M,-2.02M,Value,60143-1335,Consumer Cyclical,41,"Enable Holdings, Inc., through its subsidiaries, operates a Website that enable users to offer excess, new, overstock, close-out, refurbished, and limited supply brand name merchandise to consumer and business customers. The company operates websites that offers merchandise across a range of product categories, including computer products, consumer electronics, apparel, house wares, watches, jewelry, travel, sporting goods, home improvement products, and collectibles using auction style and fixed price formats. It also serves customers through the traditional in-store sales and live liquidation sales. In addition, Enable Holdings provides business-to-business wholesale inventory liquidation services for manufacturers and distributors to sell large quantities of excess inventory, and licenses auction software to third party companies. The company was formerly known as uBid.com Holdings, Inc. and changed the name to Enable Holdings, Inc. in August 2008. The company was founded in 1997 and is based in Itasca, Illinois.",Itasca,773-272-5000,IL,United States,86400,1140 West Thorndale Avenue,773-272-4030,Internet Retail
t-2,ENAB,-6892000.0,19726700,,,591000,,591000,2447000,607000,-1840000,-1840000,,-287000,,,,0,2614000,4454000,2007000,2431000,,591000,591000,202000.0,50625000.0,11616000.0,-6690000.0,42000.0,4931000.0,22000.0,569000.0,-53741000.0,-3596000.0,1018000.0,9712000.0,,2337000.0,2392000.0,200000.0,433000.0,6977000.0,1904000.0,-1354000.0,,-706000.0,-103000.0,-234000.0,2162000.0,4000.0,725000.0,-1334000.0,153000.0,487000.0,1078000.0,-2941000.0,-103000.0,,-7320000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0032 - 0.0032,0.0,0.0,0.0032,0,0,finmb_105393,Other OTC,"Enable Holdings, Inc.",USD,59081,0,0.0016,1.0,0.0016 - 0.045,-0.041800003,-0.9288889,0.0016,0.045,USD,REGULAR,0.0032,1629738949,0.0,0.0005,0.0032,0.0032,500,us_market,4,0,-0.5539915,ENABLE HOLDINGS INC,PNK,-0.257,-0.376,0.016355142,-0.013155142,-0.80434287,0.0071747517,-0.0039747516,63125,-0.008510638,15,America/New_York,EDT,-14400000,False,False,1.12,,,0.045,0.0016,0.0164,0.0072,59.08k,,19.73M,,,,,,,,,,,,,,,0.00%,,,0:1,"Dec 14, 2005","Dec 30, 2009","Jun 29, 2010",-30.43%,-36.34%,-73.51%,,16.65M,0.84,21.00%,4.43M,-5.42M,-5.07M,-0.2570,,80k,0,4.8M,,0.13,-0.38,-4.86M,-2.02M,Value,60143-1335,Consumer Cyclical,41,"Enable Holdings, Inc., through its subsidiaries, operates a Website that enable users to offer excess, new, overstock, close-out, refurbished, and limited supply brand name merchandise to consumer and business customers. The company operates websites that offers merchandise across a range of product categories, including computer products, consumer electronics, apparel, house wares, watches, jewelry, travel, sporting goods, home improvement products, and collectibles using auction style and fixed price formats. It also serves customers through the traditional in-store sales and live liquidation sales. In addition, Enable Holdings provides business-to-business wholesale inventory liquidation services for manufacturers and distributors to sell large quantities of excess inventory, and licenses auction software to third party companies. The company was formerly known as uBid.com Holdings, Inc. and changed the name to Enable Holdings, Inc. in August 2008. The company was founded in 1997 and is based in Itasca, Illinois.",Itasca,773-272-5000,IL,United States,86400,1140 West Thorndale Avenue,773-272-4030,Internet Retail
t-3,ENAB,-7549000.0,19726700,,,-2366000,,-2366000,3476000,1550000,-1926000,-1926000,,-702000,,,,0,7441000,9367000,5891000,-440000,,-2366000,-2366000,202000.0,45131000.0,13071000.0,-7347000.0,15000.0,5724000.0,21000.0,,-53731000.0,1232000.0,293000.0,12173000.0,,2363000.0,3159000.0,546000.0,920000.0,7683000.0,816000.0,3474000.0,82000.0,1893000.0,-28000.0,-644000.0,-644000.0,349000.0,209000.0,881000.0,147000.0,1031000.0,-206000.0,33000.0,-312000.0,284000.0,-9014000.0,en-US,US,EQUITY,False,Delayed Quote,0.0,0.0032 - 0.0032,0.0,0.0,0.0032,0,0,finmb_105393,Other OTC,"Enable Holdings, Inc.",USD,59081,0,0.0016,1.0,0.0016 - 0.045,-0.041800003,-0.9288889,0.0016,0.045,USD,REGULAR,0.0032,1629738949,0.0,0.0005,0.0032,0.0032,500,us_market,4,0,-0.5539915,ENABLE HOLDINGS INC,PNK,-0.257,-0.376,0.016355142,-0.013155142,-0.80434287,0.0071747517,-0.0039747516,63125,-0.008510638,15,America/New_York,EDT,-14400000,False,False,1.12,,,0.045,0.0016,0.0164,0.0072,59.08k,,19.73M,,,,,,,,,,,,,,,0.00%,,,0:1,"Dec 14, 2005","Dec 30, 2009","Jun 29, 2010",-30.43%,-36.34%,-73.51%,,16.65M,0.84,21.00%,4.43M,-5.42M,-5.07M,-0.2570,,80k,0,4.8M,,0.13,-0.38,-4.86M,-2.02M,Value,60143-1335,Consumer Cyclical,41,"Enable Holdings, Inc., through its subsidiaries, operates a Website that enable users to offer excess, new, overstock, close-out, refurbished, and limited supply brand name merchandise to consumer and business customers. The company operates websites that offers merchandise across a range of product categories, including computer products, consumer electronics, apparel, house wares, watches, jewelry, travel, sporting goods, home improvement products, and collectibles using auction style and fixed price formats. It also serves customers through the traditional in-store sales and live liquidation sales. In addition, Enable Holdings provides business-to-business wholesale inventory liquidation services for manufacturers and distributors to sell large quantities of excess inventory, and licenses auction software to third party companies. The company was formerly known as uBid.com Holdings, Inc. and changed the name to Enable Holdings, Inc. in August 2008. The company was founded in 1997 and is based in Itasca, Illinois.",Itasca,773-272-5000,IL,United States,86400,1140 West Thorndale Avenue,773-272-4030,Internet Retail
