Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,accountsPayable,propertyPlantEquipment,otherCurrentLiab,longTermInvestments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,dividendsPaid,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,esgPopulated,tradeable,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,shortName,exchange,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,priceHint,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,HRST,48538000.0,1022270,,,-6244000,,-6244000,4270000,465000,-6721000,-6721000,1823000,-12000,,,,0,7394000,14115000,6929000,477000,,-6244000,-6244000,170823000.0,96547000.0,48538000.0,145085000.0,102000.0,12449000.0,-121756000.0,84309000.0,-631000.0,105067000.0,17678000.0,12238000.0,40018000.0,9891000.0,11812000.0,,,,-3897000.0,-864000.0,-10224000.0,925000.0,-13250000.0,-1000.0,-2162000.0,1093000.0,540000.0,5421000.0,-864000.0,,,,27780000.0,en-US,US,EQUITY,False,Delayed Quote,3.249998,20.65 - 20.65,20.0,0.0,0.0,0,0,finmb_27222327,Other OTC,Harvest Oil & Gas Corp.,USD,1826,28,2.42,0.13274823,18.23 - 41.0,-20.35,-0.49634147,18.23,41.0,USD,False,False,us_market,20.65,1630518807,0.6499996,20.65,20.65,20.65,142,PRE,HARVEST OIL & GAS CORPORATION,PNK,1622505600,1586908800,1586908800,1586908800,-28.976,0,47.481,20.422857,0.22714233,0.011121967,21.851377,-1.2013779,-0.054979503,21109876,0.4349108,15,America/New_York,EDT,-14400000,2,0.67,,,41.0,18.23,20.42,21.85,1.83k,28,1.02M,,310.14k,14.01%,59.00%,,,,,,,,,,,0.00%,"May 31, 2021","May 20, 2021",1:10,"May 10, 2020","Dec 30, 2019","Sep 29, 2020",-74.08%,-76.40%,-8.75%,-28.42%,39.84M,39.08,-65.80%,32.69M,-6.26M,-29.51M,-28.98,,17.68M,17.29,426k,0.88,3.27,47.48,4.75M,1.58M,Value,77002,Energy,5,"Harvest Oil & Gas Corp., an independent oil and natural gas company, engages in the development and production of oil and natural gas properties in the United States. Harvest Oil & Gas Corp. is based in Houston, Texas.",Houston,713 651 1144,TX,1577750400,United States,http://www.hvstog.com,86400,1001 Fannin Street,713 250 8004,Oil & Gas E&P,Suite 750
t-1,HRST,64741000.0,1022270,,,-7135000,,-7135000,4131000,-155000,-8207000,-8207000,2569000,-12000,,,,0,7308000,15515000,7463000,1072000,,-7135000,-7135000,180781000.0,110302000.0,64741000.0,175043000.0,102000.0,18296000.0,-115512000.0,94182000.0,-630000.0,115348000.0,30928000.0,16120000.0,59695000.0,10471000.0,15677000.0,,,,-384000.0,-867000.0,-22000.0,-1163000.0,1286000.0,-13000.0,2175000.0,2954000.0,1230000.0,6673000.0,-867000.0,-9000.0,,,43575000.0,en-US,US,EQUITY,False,Delayed Quote,3.249998,20.65 - 20.65,20.0,0.0,0.0,0,0,finmb_27222327,Other OTC,Harvest Oil & Gas Corp.,USD,1826,28,2.42,0.13274823,18.23 - 41.0,-20.35,-0.49634147,18.23,41.0,USD,False,False,us_market,20.65,1630518807,0.6499996,20.65,20.65,20.65,142,PRE,HARVEST OIL & GAS CORPORATION,PNK,1622505600,1586908800,1586908800,1586908800,-28.976,0,47.481,20.422857,0.22714233,0.011121967,21.851377,-1.2013779,-0.054979503,21109876,0.4349108,15,America/New_York,EDT,-14400000,2,0.67,,,41.0,18.23,20.42,21.85,1.83k,28,1.02M,,310.14k,14.01%,59.00%,,,,,,,,,,,0.00%,"May 31, 2021","May 20, 2021",1:10,"May 10, 2020","Dec 30, 2019","Sep 29, 2020",-74.08%,-76.40%,-8.75%,-28.42%,39.84M,39.08,-65.80%,32.69M,-6.26M,-29.51M,-28.98,,17.68M,17.29,426k,0.88,3.27,47.48,4.75M,1.58M,Value,77002,Energy,5,"Harvest Oil & Gas Corp., an independent oil and natural gas company, engages in the development and production of oil and natural gas properties in the United States. Harvest Oil & Gas Corp. is based in Houston, Texas.",Houston,713 651 1144,TX,1577750400,United States,http://www.hvstog.com,86400,1001 Fannin Street,713 250 8004,Oil & Gas E&P,Suite 750
t-2,HRST,71622000.0,1022270,,,5969000,,5969000,3931000,1080000,5848000,5848000,-10894000,-14000,,,,0,9316000,3468000,8236000,121000,,5969000,5969000,180514000.0,109864000.0,71622000.0,181486000.0,102000.0,25012000.0,-108377000.0,92524000.0,-617000.0,14517000.0,29642000.0,17340000.0,65769000.0,11115000.0,16877000.0,101200000.0,,,-3713000.0,-357000.0,-55000.0,900000.0,674000.0,-55000.0,1086000.0,3958000.0,1756000.0,-7784000.0,-357000.0,-9000.0,,,48429000.0,en-US,US,EQUITY,False,Delayed Quote,3.249998,20.65 - 20.65,20.0,0.0,0.0,0,0,finmb_27222327,Other OTC,Harvest Oil & Gas Corp.,USD,1826,28,2.42,0.13274823,18.23 - 41.0,-20.35,-0.49634147,18.23,41.0,USD,False,False,us_market,20.65,1630518807,0.6499996,20.65,20.65,20.65,142,PRE,HARVEST OIL & GAS CORPORATION,PNK,1622505600,1586908800,1586908800,1586908800,-28.976,0,47.481,20.422857,0.22714233,0.011121967,21.851377,-1.2013779,-0.054979503,21109876,0.4349108,15,America/New_York,EDT,-14400000,2,0.67,,,41.0,18.23,20.42,21.85,1.83k,28,1.02M,,310.14k,14.01%,59.00%,,,,,,,,,,,0.00%,"May 31, 2021","May 20, 2021",1:10,"May 10, 2020","Dec 30, 2019","Sep 29, 2020",-74.08%,-76.40%,-8.75%,-28.42%,39.84M,39.08,-65.80%,32.69M,-6.26M,-29.51M,-28.98,,17.68M,17.29,426k,0.88,3.27,47.48,4.75M,1.58M,Value,77002,Energy,5,"Harvest Oil & Gas Corp., an independent oil and natural gas company, engages in the development and production of oil and natural gas properties in the United States. Harvest Oil & Gas Corp. is based in Houston, Texas.",Houston,713 651 1144,TX,1577750400,United States,http://www.hvstog.com,86400,1001 Fannin Street,713 250 8004,Oil & Gas E&P,Suite 750
t-3,HRST,65371000.0,1022270,,,-22117000,,-22104000,6288000,3418000,-21357000,-21357000,4055000,-154000,,,,-13000,15822000,37179000,12404000,-760000,,-22104000,-22104000,180177000.0,114814000.0,65371000.0,180185000.0,102000.0,16508000.0,-114346000.0,90254000.0,-562000.0,2845000.0,28968000.0,24110000.0,60873000.0,15397000.0,2229000.0,115067000.0,6398000.0,1400000.0,5438000.0,8296000.0,-71332000.0,16000.0,-59380000.0,-20000.0,3656000.0,16171000.0,-1252000.0,5387000.0,792000.0,-56000.0,-671000.0,-71256000.0,36763000.0,en-US,US,EQUITY,False,Delayed Quote,3.249998,20.65 - 20.65,20.0,0.0,0.0,0,0,finmb_27222327,Other OTC,Harvest Oil & Gas Corp.,USD,1826,28,2.42,0.13274823,18.23 - 41.0,-20.35,-0.49634147,18.23,41.0,USD,False,False,us_market,20.65,1630518807,0.6499996,20.65,20.65,20.65,142,PRE,HARVEST OIL & GAS CORPORATION,PNK,1622505600,1586908800,1586908800,1586908800,-28.976,0,47.481,20.422857,0.22714233,0.011121967,21.851377,-1.2013779,-0.054979503,21109876,0.4349108,15,America/New_York,EDT,-14400000,2,0.67,,,41.0,18.23,20.42,21.85,1.83k,28,1.02M,,310.14k,14.01%,59.00%,,,,,,,,,,,0.00%,"May 31, 2021","May 20, 2021",1:10,"May 10, 2020","Dec 30, 2019","Sep 29, 2020",-74.08%,-76.40%,-8.75%,-28.42%,39.84M,39.08,-65.80%,32.69M,-6.26M,-29.51M,-28.98,,17.68M,17.29,426k,0.88,3.27,47.48,4.75M,1.58M,Value,77002,Energy,5,"Harvest Oil & Gas Corp., an independent oil and natural gas company, engages in the development and production of oil and natural gas properties in the United States. Harvest Oil & Gas Corp. is based in Houston, Texas.",Houston,713 651 1144,TX,1577750400,United States,http://www.hvstog.com,86400,1001 Fannin Street,713 250 8004,Oil & Gas E&P,Suite 750
