Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,shortTermInvestments,accountsPayable,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,changeToNetincome,totalCashFromFinancingActivities,repurchaseOfStock,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,maxAge,address1,industry
t0,DBGF,423268,1115640064,,,-55314,,-55314,268345,-221488,-489833,-489833,,,,,,0,0,489833,221488,434519,,-55314,-55314,13369352,209734,423268,633002,1115636,-14061720,517172,209734,633002,115830,202234,629292.0,172989.0,629292.0,-7500.0,302900.0,-1315.0,-325077.0,-435252.0,,,423268,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,PANEX RESOURCES IN,False,False,PNK,0.001,1630339348,0.0,0.0012,0.00175,0.001,1710000,REGULAR,0,4,0.0,0.001 - 0.00175,0.0021,finmb_25107821,Panex Resources Inc.,Other OTC,USD,33754,285000,0.0,0.0,0.001 - 0.0086,-0.0076,-0.88372093,0.001,0.0086,-0.0,0.0,0.002678611,-0.001678611,-0.62667215,0.004045603,-0.0030456027,-0.752818,533565,15,America/New_York,EDT,-14400000,1.36,,,0.0086,0.001,0.0027,0.004,33.75k,285k,1.12B,,780.63M,32.27%,0.00%,,,,,,,,,,,0.00%,,,,,"Aug 30, 2016","Aug 30, 2016",0.00%,0.00%,-65.86%,-32.20%,,,,-221.6k,,-163.41k,-0.0000,,633k,0,,,3.02,0.00,-552.78k,-293.56k,Value,V3S 1L3,Basic Materials,"Panex Resources Inc., an exploration stage company, engages in the acquisition and exploration of mineral resources. It has rights and interests to exploration licenses in mineral properties located to the south west of Halls Creek, Kimberley Goldfield, and Western Australia. The company was formerly known as De Beira Goldfields Inc. and changed its name to Panex Resources Inc. in September 2010. The company was founded in 2004 and is based in Surrey, Canada.",Surrey,BC,1483142400,Canada,86400,200-17618 58 Avenue,Other Industrial Metals & Mining
t-1,DBGF,478582,1115640064,,,-198255,,-198255,56851,-114,-56965,-56965,,,,,,0,0,56965,114,-141290,,-198255,-198255,13369352,44247,478582,522829,1115636,-14006406,214272,44247,522829,308557,29247,256215.0,-5901.0,256215.0,-12500.0,186095.0,5988.0,-76108.0,140548.0,,,478582,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,PANEX RESOURCES IN,False,False,PNK,0.001,1630339348,0.0,0.0012,0.00175,0.001,1710000,REGULAR,0,4,0.0,0.001 - 0.00175,0.0021,finmb_25107821,Panex Resources Inc.,Other OTC,USD,33754,285000,0.0,0.0,0.001 - 0.0086,-0.0076,-0.88372093,0.001,0.0086,-0.0,0.0,0.002678611,-0.001678611,-0.62667215,0.004045603,-0.0030456027,-0.752818,533565,15,America/New_York,EDT,-14400000,1.36,,,0.0086,0.001,0.0027,0.004,33.75k,285k,1.12B,,780.63M,32.27%,0.00%,,,,,,,,,,,0.00%,,,,,"Aug 30, 2016","Aug 30, 2016",0.00%,0.00%,-65.86%,-32.20%,,,,-221.6k,,-163.41k,-0.0000,,633k,0,,,3.02,0.00,-552.78k,-293.56k,Value,V3S 1L3,Basic Materials,"Panex Resources Inc., an exploration stage company, engages in the acquisition and exploration of mineral resources. It has rights and interests to exploration licenses in mineral properties located to the south west of Halls Creek, Kimberley Goldfield, and Western Australia. The company was formerly known as De Beira Goldfields Inc. and changed its name to Panex Resources Inc. in September 2010. The company was founded in 2004 and is based in Surrey, Canada.",Surrey,BC,1483142400,Canada,86400,200-17618 58 Avenue,Other Industrial Metals & Mining
t-2,DBGF,676838,1115640064,,,173445,,173445,76039,0,-76039,-76039,,,,,,0,0,76039,0,249484,,173445,173445,13369352,62643,676838,739481,1115636,-13808150,28177,62643,739481,711304,35143,256215.0,-5103.0,256215.0,12500.0,-67703.0,938.0,-68641.0,-249483.0,,,676838,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,PANEX RESOURCES IN,False,False,PNK,0.001,1630339348,0.0,0.0012,0.00175,0.001,1710000,REGULAR,0,4,0.0,0.001 - 0.00175,0.0021,finmb_25107821,Panex Resources Inc.,Other OTC,USD,33754,285000,0.0,0.0,0.001 - 0.0086,-0.0076,-0.88372093,0.001,0.0086,-0.0,0.0,0.002678611,-0.001678611,-0.62667215,0.004045603,-0.0030456027,-0.752818,533565,15,America/New_York,EDT,-14400000,1.36,,,0.0086,0.001,0.0027,0.004,33.75k,285k,1.12B,,780.63M,32.27%,0.00%,,,,,,,,,,,0.00%,,,,,"Aug 30, 2016","Aug 30, 2016",0.00%,0.00%,-65.86%,-32.20%,,,,-221.6k,,-163.41k,-0.0000,,633k,0,,,3.02,0.00,-552.78k,-293.56k,Value,V3S 1L3,Basic Materials,"Panex Resources Inc., an exploration stage company, engages in the acquisition and exploration of mineral resources. It has rights and interests to exploration licenses in mineral properties located to the south west of Halls Creek, Kimberley Goldfield, and Western Australia. The company was formerly known as De Beira Goldfields Inc. and changed its name to Panex Resources Inc. in September 2010. The company was founded in 2004 and is based in Surrey, Canada.",Surrey,BC,1483142400,Canada,86400,200-17618 58 Avenue,Other Industrial Metals & Mining
t-3,DBGF,503394,1115640064,,,-83282,,-83282,62045,0,-62045,-62045,,,,,,0,0,62045,0,-21237,,-83282,-83282,13369352,55246,503394,558640,1115636,-13981594,95880,55246,558640,462760,40246,-369250.0,-4999.0,-369250.0,-15000.0,-457387.0,-184.0,-82953.0,20328.0,-5000.0,-5000.0,503394,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,PANEX RESOURCES IN,False,False,PNK,0.001,1630339348,0.0,0.0012,0.00175,0.001,1710000,REGULAR,0,4,0.0,0.001 - 0.00175,0.0021,finmb_25107821,Panex Resources Inc.,Other OTC,USD,33754,285000,0.0,0.0,0.001 - 0.0086,-0.0076,-0.88372093,0.001,0.0086,-0.0,0.0,0.002678611,-0.001678611,-0.62667215,0.004045603,-0.0030456027,-0.752818,533565,15,America/New_York,EDT,-14400000,1.36,,,0.0086,0.001,0.0027,0.004,33.75k,285k,1.12B,,780.63M,32.27%,0.00%,,,,,,,,,,,0.00%,,,,,"Aug 30, 2016","Aug 30, 2016",0.00%,0.00%,-65.86%,-32.20%,,,,-221.6k,,-163.41k,-0.0000,,633k,0,,,3.02,0.00,-552.78k,-293.56k,Value,V3S 1L3,Basic Materials,"Panex Resources Inc., an exploration stage company, engages in the acquisition and exploration of mineral resources. It has rights and interests to exploration licenses in mineral properties located to the south west of Halls Creek, Kimberley Goldfield, and Western Australia. The company was formerly known as De Beira Goldfields Inc. and changed its name to Panex Resources Inc. in September 2010. The company was founded in 2004 and is based in Surrey, Canada.",Surrey,BC,1483142400,Canada,86400,200-17618 58 Avenue,Other Industrial Metals & Mining
