Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,longTermInvestments,changeToLiabilities,netBorrowings,totalCashFromFinancingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToAccountReceivables,changeToNetincome,investments,totalCashflowsFromInvestingActivities,changeToOperatingActivities,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,exchangeDataDelayedBy,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,fax,industry,address2
t0,DTEMF,3845406.0,0,,,-25160,,-25160,2650,0,-2993,-2993,,,,,,0,0,2993,0,-22167,,-25160,-25160,2224539.0,420921.0,3845406.0,50000.0,4266327.0,20039177.0,-18490310.0,72000.0,50000.0,385.0,420921.0,72000.0,4189788.0,26539.0,25571.0,240197.0,,-2629.0,782.0,782.0,-870.0,-1652.0,343.0,5206.0,20588.0,,,,,-394382.0,en-US,US,EQUITY,False,Delayed Quote,0.003,1629393520,0.0,0.004,0.003,0.003,640114,0.042,0.0037633332,-0.00076333317,-0.20283434,0.0037097873,-0.00070978724,-0.19132829,62387,0.071428575,15,America/New_York,EDT,False,False,USD,us_market,DITEM EXPLORATION INC,PNK,REGULAR,4,0.0,0.003 - 0.003,0.003,0.0,0.0,0,0,finmb_1515519,Other OTC,Ditem Explorations Inc.,CAD,37512,0,0.00299,299.0,1.0E-5 - 0.015,-0.012,-0.8,1e-05,0.015,0,-0.054,-14400000,10.15,,,0.015,0.0,0.0038,0.0037,37.51k,,,,91.76M,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2013","Sep 29, 2014",0.00%,0.00%,-51.07%,-89.11%,,,,,212.18k,-6.16M,-0.0540,,385,0,43.18k,1.12,0.06,0.04,50.2k,2.12M,Value,H3B 3A7,Basic Materials,"Ditem Explorations Inc., an exploration stage company, focuses on the exploration and development of mineral properties in Qu̩bec and Saskatchewan, Canada. The company primarily explores for gold, as well as uranium deposits and rare earth metals. Ditem Explorations Inc. was incorporated in 1993 and is based in Montr̩al, Canada.",Montr̩al,514-875-9034,QC,1356912000,Canada,86400,"1155, University Street",514-878-3041,Other Industrial Metals & Mining,Suite 1308
t-1,DTEMF,3849979.0,0,,,-8734,,-8734,16643,0,-5560,-5560,,-3174.0,,,,0,0,5560,0,-3174,,-8734,-8734,2224539.0,422767.0,3849979.0,50000.0,4272746.0,20039177.0,-18464173.0,50436.0,50000.0,1255.0,422767.0,50436.0,4190131.0,32615.0,30777.0,242395.0,,-3354.0,2400.0,2400.0,906.0,-4876.0,350.0,-109.0,4427.0,3382.0,3382.0,2544.0,,-390152.0,en-US,US,EQUITY,False,Delayed Quote,0.003,1629393520,0.0,0.004,0.003,0.003,640114,0.042,0.0037633332,-0.00076333317,-0.20283434,0.0037097873,-0.00070978724,-0.19132829,62387,0.071428575,15,America/New_York,EDT,False,False,USD,us_market,DITEM EXPLORATION INC,PNK,REGULAR,4,0.0,0.003 - 0.003,0.003,0.0,0.0,0,0,finmb_1515519,Other OTC,Ditem Explorations Inc.,CAD,37512,0,0.00299,299.0,1.0E-5 - 0.015,-0.012,-0.8,1e-05,0.015,0,-0.054,-14400000,10.15,,,0.015,0.0,0.0038,0.0037,37.51k,,,,91.76M,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2013","Sep 29, 2014",0.00%,0.00%,-51.07%,-89.11%,,,,,212.18k,-6.16M,-0.0540,,385,0,43.18k,1.12,0.06,0.04,50.2k,2.12M,Value,H3B 3A7,Basic Materials,"Ditem Explorations Inc., an exploration stage company, focuses on the exploration and development of mineral properties in Qu̩bec and Saskatchewan, Canada. The company primarily explores for gold, as well as uranium deposits and rare earth metals. Ditem Explorations Inc. was incorporated in 1993 and is based in Montr̩al, Canada.",Montr̩al,514-875-9034,QC,1356912000,Canada,86400,"1155, University Street",514-878-3041,Other Industrial Metals & Mining,Suite 1308
t-2,DTEMF,3854286.0,0,,,273185,,273185,23545,0,273637,273637,,-3174.0,,,,0,0,-273637,0,-452,,273185,273185,2221089.0,423722.0,3854286.0,50000.0,4278008.0,20039177.0,-18456416.0,50436.0,50000.0,349.0,423722.0,50436.0,4190480.0,34145.0,30668.0,245160.0,3383.0,-314900.0,40000.0,40000.0,-987.0,-45987.0,341.0,-11881.0,3450.0,3382.0,5000.0,3818.0,,-389577.0,en-US,US,EQUITY,False,Delayed Quote,0.003,1629393520,0.0,0.004,0.003,0.003,640114,0.042,0.0037633332,-0.00076333317,-0.20283434,0.0037097873,-0.00070978724,-0.19132829,62387,0.071428575,15,America/New_York,EDT,False,False,USD,us_market,DITEM EXPLORATION INC,PNK,REGULAR,4,0.0,0.003 - 0.003,0.003,0.0,0.0,0,0,finmb_1515519,Other OTC,Ditem Explorations Inc.,CAD,37512,0,0.00299,299.0,1.0E-5 - 0.015,-0.012,-0.8,1e-05,0.015,0,-0.054,-14400000,10.15,,,0.015,0.0,0.0038,0.0037,37.51k,,,,91.76M,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2013","Sep 29, 2014",0.00%,0.00%,-51.07%,-89.11%,,,,,212.18k,-6.16M,-0.0540,,385,0,43.18k,1.12,0.06,0.04,50.2k,2.12M,Value,H3B 3A7,Basic Materials,"Ditem Explorations Inc., an exploration stage company, focuses on the exploration and development of mineral properties in Qu̩bec and Saskatchewan, Canada. The company primarily explores for gold, as well as uranium deposits and rare earth metals. Ditem Explorations Inc. was incorporated in 1993 and is based in Montr̩al, Canada.",Montr̩al,514-875-9034,QC,1356912000,Canada,86400,"1155, University Street",514-878-3041,Other Industrial Metals & Mining,Suite 1308
t-3,DTEMF,3577651.0,0,,,-6404198,,-6404198,76630,0,-6398830,-6398830,,-3174.0,,,,0,0,6398830,0,-5368,,-6404198,-6404198,2217639.0,698622.0,3577651.0,50000.0,4276273.0,20039177.0,-18729601.0,50436.0,50000.0,1336.0,698622.0,50436.0,4195822.0,27068.0,18787.0,559367.0,3383.0,180919.0,40000.0,40000.0,-3547.0,102713.0,6344887.0,-18697.0,-2228.0,23482.0,-106260.0,2030.0,-16230.0,-671554.0,en-US,US,EQUITY,False,Delayed Quote,0.003,1629393520,0.0,0.004,0.003,0.003,640114,0.042,0.0037633332,-0.00076333317,-0.20283434,0.0037097873,-0.00070978724,-0.19132829,62387,0.071428575,15,America/New_York,EDT,False,False,USD,us_market,DITEM EXPLORATION INC,PNK,REGULAR,4,0.0,0.003 - 0.003,0.003,0.0,0.0,0,0,finmb_1515519,Other OTC,Ditem Explorations Inc.,CAD,37512,0,0.00299,299.0,1.0E-5 - 0.015,-0.012,-0.8,1e-05,0.015,0,-0.054,-14400000,10.15,,,0.015,0.0,0.0038,0.0037,37.51k,,,,91.76M,,,,,,,,,,,,,0.00%,,,,,"Dec 30, 2013","Sep 29, 2014",0.00%,0.00%,-51.07%,-89.11%,,,,,212.18k,-6.16M,-0.0540,,385,0,43.18k,1.12,0.06,0.04,50.2k,2.12M,Value,H3B 3A7,Basic Materials,"Ditem Explorations Inc., an exploration stage company, focuses on the exploration and development of mineral properties in Qu̩bec and Saskatchewan, Canada. The company primarily explores for gold, as well as uranium deposits and rare earth metals. Ditem Explorations Inc. was incorporated in 1993 and is based in Montr̩al, Canada.",Montr̩al,514-875-9034,QC,1356912000,Canada,86400,"1155, University Street",514-878-3041,Other Industrial Metals & Mining,Suite 1308
