Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,accountsPayable,shortTermInvestments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,shortName,esgPopulated,tradeable,exchange,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,marketState,exchangeDataDelayedBy,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,longName,fullExchangeName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,GXSFF,10575141.0,52249700,,,-2023645,,-2023645,230162,0,-1960846,-1960846,16030,-4190,,,,0,0,1960846,0,-62799,,-2023645,-2023645,847428.0,10575141.0,5872.0,11422569.0,71976853.0,-68426839.0,375943.0,7025127.0,304021.0,3507622.0,436375.0,7025127.0,7332678.0,3785870.0,32202.0,341711.0,,27169.0,-100149.0,-15099.0,1460901.0,-52302.0,1476000.0,-544972.0,-1905724.0,111245.0,10747.0,312.0,28796.0,-110896.0,,3349495.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,GOLDSOURCE MINES INC,False,False,PNK,0.6921,1630526321,-0.0014240146,0.6976,0.6977,0.68774,29482,PREPRE,0,4,-0.20533025,0.68774 - 0.6977,0.693524,0.0,0.0,0,0,finmb_3161418,Goldsource Mines Inc.,Other OTC,CAD,11978,7042,0.092099965,0.15349993,0.6 - 1.3,-0.60789996,-0.46761537,0.6,1.3,-0.02,0.026,0.7277143,-0.03561431,-0.048939966,0.9005073,-0.20840728,-0.2314332,40040616,26.61923,15,America/New_York,EDT,-14400000,1.83,,,1.3,0.6,0.7277,0.9005,11.98k,7.04k,52.25M,,39.14M,8.30%,8.88%,,,,,,,,,,,0.00%,,,1:10,"Jun 03, 2021","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-31.49%,-69.64%,,,,,-6.6M,-9.48M,-0.0200,,3.51M,0.09,90.83k,0.86,8.68,0.03,-6.78M,-3.92M,Value,V6C 3P1,Basic Materials,"Goldsource Mines Inc., an exploration stage company, engages in exploration and development of resource properties in Canada and Guyana. It owns a 100% interest in the Eagle Mountain gold project that covers an area of approximately 5,050 hectares located in central Guyana, South America. The company was formerly known as International Antam Resources Ltd. and changed its name to Goldsource Mines Inc. in February 2004. Goldsource Mines Inc. was incorporated in 1983 and is headquartered in Vancouver, Canada.",Vancouver,604 694 1760,BC,1609372800,Canada,http://www.goldsourcemines.com,86400,570 Granville Street,604 357 1313,Gold,Suite 501
t-1,GXSFF,11105347.0,52249700,,,-4002149,,-4002149,124822,0,-2159976,-2159976,4183,-4667,,,,0,0,2159976,0,-1842173,,-4002149,-4002149,826835.0,11105347.0,,11932182.0,70500853.0,-66413607.0,359913.0,7018101.0,307415.0,4052594.0,420903.0,7018101.0,7340252.0,4284515.0,38177.0,332334.0,2030.0,-269287.0,-34060.0,-15099.0,90150.0,-10966.0,101999.0,-1954960.0,-2011050.0,139935.0,12694.0,5846.0,2128189.0,-46754.0,3250.0,3863612.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,GOLDSOURCE MINES INC,False,False,PNK,0.6921,1630526321,-0.0014240146,0.6976,0.6977,0.68774,29482,PREPRE,0,4,-0.20533025,0.68774 - 0.6977,0.693524,0.0,0.0,0,0,finmb_3161418,Goldsource Mines Inc.,Other OTC,CAD,11978,7042,0.092099965,0.15349993,0.6 - 1.3,-0.60789996,-0.46761537,0.6,1.3,-0.02,0.026,0.7277143,-0.03561431,-0.048939966,0.9005073,-0.20840728,-0.2314332,40040616,26.61923,15,America/New_York,EDT,-14400000,1.83,,,1.3,0.6,0.7277,0.9005,11.98k,7.04k,52.25M,,39.14M,8.30%,8.88%,,,,,,,,,,,0.00%,,,1:10,"Jun 03, 2021","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-31.49%,-69.64%,,,,,-6.6M,-9.48M,-0.0200,,3.51M,0.09,90.83k,0.86,8.68,0.03,-6.78M,-3.92M,Value,V6C 3P1,Basic Materials,"Goldsource Mines Inc., an exploration stage company, engages in exploration and development of resource properties in Canada and Guyana. It owns a 100% interest in the Eagle Mountain gold project that covers an area of approximately 5,050 hectares located in central Guyana, South America. The company was formerly known as International Antam Resources Ltd. and changed its name to Goldsource Mines Inc. in February 2004. Goldsource Mines Inc. was incorporated in 1983 and is headquartered in Vancouver, Canada.",Vancouver,604 694 1760,BC,1609372800,Canada,http://www.goldsourcemines.com,86400,570 Granville Street,604 357 1313,Gold,Suite 501
t-2,GXSFF,14543770.0,52249700,,,-1978412,,-1978412,231172,0,-1890967,-1890967,4025,-5122,,,,0,0,1890967,0,-87445,,-1978412,-1978412,1067052.0,14543770.0,,15610822.0,70384822.0,-62623003.0,334310.0,6781951.0,320664.0,6007554.0,676291.0,6781951.0,9058575.0,6231583.0,41758.0,607598.0,1523.0,337840.0,-13917.0,-15099.0,1337835.0,27369.0,1352934.0,-127063.0,-1450981.0,159246.0,939.0,1626.0,-4415.0,-14856.0,3250.0,5555292.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,GOLDSOURCE MINES INC,False,False,PNK,0.6921,1630526321,-0.0014240146,0.6976,0.6977,0.68774,29482,PREPRE,0,4,-0.20533025,0.68774 - 0.6977,0.693524,0.0,0.0,0,0,finmb_3161418,Goldsource Mines Inc.,Other OTC,CAD,11978,7042,0.092099965,0.15349993,0.6 - 1.3,-0.60789996,-0.46761537,0.6,1.3,-0.02,0.026,0.7277143,-0.03561431,-0.048939966,0.9005073,-0.20840728,-0.2314332,40040616,26.61923,15,America/New_York,EDT,-14400000,1.83,,,1.3,0.6,0.7277,0.9005,11.98k,7.04k,52.25M,,39.14M,8.30%,8.88%,,,,,,,,,,,0.00%,,,1:10,"Jun 03, 2021","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-31.49%,-69.64%,,,,,-6.6M,-9.48M,-0.0200,,3.51M,0.09,90.83k,0.86,8.68,0.03,-6.78M,-3.92M,Value,V6C 3P1,Basic Materials,"Goldsource Mines Inc., an exploration stage company, engages in exploration and development of resource properties in Canada and Guyana. It owns a 100% interest in the Eagle Mountain gold project that covers an area of approximately 5,050 hectares located in central Guyana, South America. The company was formerly known as International Antam Resources Ltd. and changed its name to Goldsource Mines Inc. in February 2004. Goldsource Mines Inc. was incorporated in 1983 and is headquartered in Vancouver, Canada.",Vancouver,604 694 1760,BC,1609372800,Canada,http://www.goldsourcemines.com,86400,570 Granville Street,604 357 1313,Gold,Suite 501
t-3,GXSFF,15168362.0,52249700,,,-1473213,,-1473213,271680,0,-1367673,-1367673,-4409,-5557,,,,0,0,1367673,0,-105540,,-1473213,-1473213,763385.0,15168362.0,14629.0,15931747.0,69002244.0,-60706029.0,359235.0,6872147.0,326548.0,6134617.0,337722.0,6872147.0,9227161.0,6378038.0,34289.0,252327.0,1015.0,-301220.0,-1914.0,-15098.0,-122589.0,-59195.0,1352934.0,-1540264.0,-1415761.0,414584.0,14064.0,294.0,6001.0,-15978.0,-107491.0,6040316.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,GOLDSOURCE MINES INC,False,False,PNK,0.6921,1630526321,-0.0014240146,0.6976,0.6977,0.68774,29482,PREPRE,0,4,-0.20533025,0.68774 - 0.6977,0.693524,0.0,0.0,0,0,finmb_3161418,Goldsource Mines Inc.,Other OTC,CAD,11978,7042,0.092099965,0.15349993,0.6 - 1.3,-0.60789996,-0.46761537,0.6,1.3,-0.02,0.026,0.7277143,-0.03561431,-0.048939966,0.9005073,-0.20840728,-0.2314332,40040616,26.61923,15,America/New_York,EDT,-14400000,1.83,,,1.3,0.6,0.7277,0.9005,11.98k,7.04k,52.25M,,39.14M,8.30%,8.88%,,,,,,,,,,,0.00%,,,1:10,"Jun 03, 2021","Dec 30, 2020","Mar 30, 2021",0.00%,0.00%,-31.49%,-69.64%,,,,,-6.6M,-9.48M,-0.0200,,3.51M,0.09,90.83k,0.86,8.68,0.03,-6.78M,-3.92M,Value,V6C 3P1,Basic Materials,"Goldsource Mines Inc., an exploration stage company, engages in exploration and development of resource properties in Canada and Guyana. It owns a 100% interest in the Eagle Mountain gold project that covers an area of approximately 5,050 hectares located in central Guyana, South America. The company was formerly known as International Antam Resources Ltd. and changed its name to Goldsource Mines Inc. in February 2004. Goldsource Mines Inc. was incorporated in 1983 and is headquartered in Vancouver, Canada.",Vancouver,604 694 1760,BC,1609372800,Canada,http://www.goldsourcemines.com,86400,570 Granville Street,604 357 1313,Gold,Suite 501
