Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,repurchaseOfStock,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,otherCashflowsFromFinancingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,epsCurrentYear,priceEpsCurrentYear,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,marketState,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,"Shares Short (May 27, 2021) 4","Short Ratio (May 27, 2021) 4","Short % of Float (May 27, 2021) 4","Short % of Shares Outstanding (May 27, 2021) 4","Shares Short (prior month Apr 29, 2021) 4",Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,compensationRisk,auditRisk,longBusinessSummary,city,phone,state,shareHolderRightsRisk,compensationAsOfEpochDate,governanceEpochDate,boardRisk,country,website,maxAge,overallRisk,address1,industry
t0,EAT,-600200000.0,45750900,,,38400000,,33900000,33700000,127600000,56200000,56200000,300000,-14100000,,,,4500000,828400000,772200000,700800000,-17800000,,33900000,33900000,21500000.0,677400000.0,2699600000.0,-390600000.0,2200000.0,114700000.0,2309000000.0,7000000.0,-340900000.0,81100000.0,188100000.0,-734100000.0,69600000.0,63600000.0,577800000.0,47500000.0,-5100000.0,1777400000.0,252400000.0,98100000.0,920000000.0,79100000.0,121400000.0,9900000.0,-24800000.0,-119500000.0,-114300000.0,31500000.0,5600000.0,-500000.0,-200000.0,138600000.0,37400000.0,200000.0,-200000.0,-800000.0,21800000.0,8400000.0,-25300000.0,,-325400000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,53.51,1630507000,0.23999786,53.68,53.91,52.98,91399,-9.479858,-0.15049817,2448130560,10.7666,-6.260676,15,America/New_York,EDT,-14400000,False,False,USD,2,"Brinker International, Inc.",NYQ,3.15,16.9873,-8.547,55.298332,-1.7883339,-0.032339744,62.989857,0,finmb_260858,NYSE,"Brinker International, Inc.",USD,1104339,1095250,12.849998,0.3160354,40.66 - 78.33,-24.820004,-0.31686458,40.66,78.33,1585180800,1619592305,1635251400,1635769800,0.0,336.5409,0.0,0.159,4.97,REGULAR,0.450531,52.98 - 53.91,53.27,53.48,53.59,9,12,us_market,2.82,,,78.33,40.66,55.3,62.99,1.1M,1.1M,45.75M,,42.76M,1.43%,100.29%,3.44M,4.01,9.24%,7.52%,3.06M,,,0.00,0.00%,,0.00%,"Mar 25, 2020","Mar 04, 2020",3:2,"Nov 30, 2006","Jun 23, 2020","Mar 23, 2021",0.26%,2.64%,1.95%,,2.89B,65.44,-3.70%,408.6M,229.8M,7.4M,0.16,10.10%,63.6M,1.39,2.18B,,0.44,-8.55,275.8M,112.59M,Value,75019,Consumer Cyclical,62200,2,9,"Brinker International, Inc., together with its subsidiaries, owns, develops, operates, and franchises casual dining restaurants in the United States and internationally. As of June 24, 2020, it owned, operated, or franchised 1,663 restaurants comprising 1,610 restaurants under the Chili's Grill & Bar name and 53 restaurants under the Maggiano's Little Italy brand name. The company was founded in 1975 and is based in Dallas, Texas.",Dallas,972 980 9917,TX,1,1609372800,1622505600,1,United States,http://www.brinker.com,86400,1,3000 Olympus Boulevard,Restaurants
t-1,EAT,-654100000.0,45750900,,,8200000,,12000000,30000000,94700000,26700000,26700000,800000,-14400000,,,,-3800000,760700000,734000000,666000000,-18500000,,12000000,12000000,22000000.0,667400000.0,2801800000.0,-444100000.0,2200000.0,138100000.0,2357700000.0,7000000.0,-374800000.0,106700000.0,188000000.0,-743700000.0,76800000.0,64100000.0,520300000.0,53500000.0,-5400000.0,1805100000.0,265800000.0,111200000.0,1052400000.0,78700000.0,101700000.0,9300000.0,-21500000.0,-25200000.0,-20400000.0,-1300000.0,5500000.0,5300000.0,-200000.0,47200000.0,37200000.0,700000.0,-200000.0,-1400000.0,-23700000.0,7600000.0,-23500000.0,-700000.0,-254500000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,53.51,1630507000,0.23999786,53.68,53.91,52.98,91399,-9.479858,-0.15049817,2448130560,10.7666,-6.260676,15,America/New_York,EDT,-14400000,False,False,USD,2,"Brinker International, Inc.",NYQ,3.15,16.9873,-8.547,55.298332,-1.7883339,-0.032339744,62.989857,0,finmb_260858,NYSE,"Brinker International, Inc.",USD,1104339,1095250,12.849998,0.3160354,40.66 - 78.33,-24.820004,-0.31686458,40.66,78.33,1585180800,1619592305,1635251400,1635769800,0.0,336.5409,0.0,0.159,4.97,REGULAR,0.450531,52.98 - 53.91,53.27,53.48,53.59,9,12,us_market,2.82,,,78.33,40.66,55.3,62.99,1.1M,1.1M,45.75M,,42.76M,1.43%,100.29%,3.44M,4.01,9.24%,7.52%,3.06M,,,0.00,0.00%,,0.00%,"Mar 25, 2020","Mar 04, 2020",3:2,"Nov 30, 2006","Jun 23, 2020","Mar 23, 2021",0.26%,2.64%,1.95%,,2.89B,65.44,-3.70%,408.6M,229.8M,7.4M,0.16,10.10%,63.6M,1.39,2.18B,,0.44,-8.55,275.8M,112.59M,Value,75019,Consumer Cyclical,62200,2,9,"Brinker International, Inc., together with its subsidiaries, owns, develops, operates, and franchises casual dining restaurants in the United States and internationally. As of June 24, 2020, it owned, operated, or franchised 1,663 restaurants comprising 1,610 restaurants under the Chili's Grill & Bar name and 53 restaurants under the Maggiano's Little Italy brand name. The company was founded in 1975 and is based in Dallas, Texas.",Dallas,972 980 9917,TX,1,1609372800,1622505600,1,United States,http://www.brinker.com,86400,1,3000 Olympus Boulevard,Restaurants
t-2,EAT,-675300000.0,45750900,,,10200000,,10700000,30500000,96100000,26800000,26800000,1400000,-14600000,,,,-500000,740100000,713300000,644000000,-16600000,,10700000,10700000,22500000.0,663200000.0,2800400000.0,-465100000.0,,110500000.0,2335300000.0,7000000.0,-386800000.0,87400000.0,187700000.0,-748500000.0,62200000.0,58800000.0,509500000.0,39100000.0,-5900000.0,1823300000.0,239600000.0,89900000.0,1072200000.0,77500000.0,99400000.0,-8500000.0,-13000000.0,-51200000.0,-54900000.0,33200000.0,3000000.0,14900000.0,-3900000.0,82800000.0,37400000.0,600000.0,-1300000.0,1400000.0,600000.0,5600000.0,-13600000.0,-1500000.0,-269900000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,53.51,1630507000,0.23999786,53.68,53.91,52.98,91399,-9.479858,-0.15049817,2448130560,10.7666,-6.260676,15,America/New_York,EDT,-14400000,False,False,USD,2,"Brinker International, Inc.",NYQ,3.15,16.9873,-8.547,55.298332,-1.7883339,-0.032339744,62.989857,0,finmb_260858,NYSE,"Brinker International, Inc.",USD,1104339,1095250,12.849998,0.3160354,40.66 - 78.33,-24.820004,-0.31686458,40.66,78.33,1585180800,1619592305,1635251400,1635769800,0.0,336.5409,0.0,0.159,4.97,REGULAR,0.450531,52.98 - 53.91,53.27,53.48,53.59,9,12,us_market,2.82,,,78.33,40.66,55.3,62.99,1.1M,1.1M,45.75M,,42.76M,1.43%,100.29%,3.44M,4.01,9.24%,7.52%,3.06M,,,0.00,0.00%,,0.00%,"Mar 25, 2020","Mar 04, 2020",3:2,"Nov 30, 2006","Jun 23, 2020","Mar 23, 2021",0.26%,2.64%,1.95%,,2.89B,65.44,-3.70%,408.6M,229.8M,7.4M,0.16,10.10%,63.6M,1.39,2.18B,,0.44,-8.55,275.8M,112.59M,Value,75019,Consumer Cyclical,62200,2,9,"Brinker International, Inc., together with its subsidiaries, owns, develops, operates, and franchises casual dining restaurants in the United States and internationally. As of June 24, 2020, it owned, operated, or franchised 1,663 restaurants comprising 1,610 restaurants under the Chili's Grill & Bar name and 53 restaurants under the Maggiano's Little Italy brand name. The company was founded in 1975 and is based in Dallas, Texas.",Dallas,972 980 9917,TX,1,1609372800,1622505600,1,United States,http://www.brinker.com,86400,1,3000 Olympus Boulevard,Restaurants
t-3,EAT,-689700000.0,45750900,,,-68100000,,-49200000,40400000,45300000,-36500000,-36500000,1400000,-15400000,,,,-18900000,563200000,599700000,517900000,-31600000,,-49200000,-49200000,23000000.0,669400000.0,2835100000.0,-479100000.0,3200000.0,115900000.0,2356000000.0,7000000.0,-397500000.0,67100000.0,187600000.0,-758000000.0,61100000.0,43900000.0,497900000.0,38200000.0,-6200000.0,1859900000.0,224400000.0,87700000.0,1118600000.0,78900000.0,104900000.0,17100000.0,-20600000.0,-232600000.0,-109900000.0,18500000.0,146900000.0,-123300000.0,-100000.0,7200000.0,41400000.0,1700000.0,-14100000.0,-2500000.0,-8700000.0,11100000.0,-22500000.0,-10000000.0,-273500000.0,en-US,US,EQUITY,True,Nasdaq Real Time Price,53.51,1630507000,0.23999786,53.68,53.91,52.98,91399,-9.479858,-0.15049817,2448130560,10.7666,-6.260676,15,America/New_York,EDT,-14400000,False,False,USD,2,"Brinker International, Inc.",NYQ,3.15,16.9873,-8.547,55.298332,-1.7883339,-0.032339744,62.989857,0,finmb_260858,NYSE,"Brinker International, Inc.",USD,1104339,1095250,12.849998,0.3160354,40.66 - 78.33,-24.820004,-0.31686458,40.66,78.33,1585180800,1619592305,1635251400,1635769800,0.0,336.5409,0.0,0.159,4.97,REGULAR,0.450531,52.98 - 53.91,53.27,53.48,53.59,9,12,us_market,2.82,,,78.33,40.66,55.3,62.99,1.1M,1.1M,45.75M,,42.76M,1.43%,100.29%,3.44M,4.01,9.24%,7.52%,3.06M,,,0.00,0.00%,,0.00%,"Mar 25, 2020","Mar 04, 2020",3:2,"Nov 30, 2006","Jun 23, 2020","Mar 23, 2021",0.26%,2.64%,1.95%,,2.89B,65.44,-3.70%,408.6M,229.8M,7.4M,0.16,10.10%,63.6M,1.39,2.18B,,0.44,-8.55,275.8M,112.59M,Value,75019,Consumer Cyclical,62200,2,9,"Brinker International, Inc., together with its subsidiaries, owns, develops, operates, and franchises casual dining restaurants in the United States and internationally. As of June 24, 2020, it owned, operated, or franchised 1,663 restaurants comprising 1,610 restaurants under the Chili's Grill & Bar name and 53 restaurants under the Maggiano's Little Italy brand name. The company was founded in 1975 and is based in Dallas, Texas.",Dallas,972 980 9917,TX,1,1609372800,1622505600,1,United States,http://www.brinker.com,86400,1,3000 Olympus Boulevard,Restaurants
