Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,goodWill,otherAssets,cash,totalCurrentLiabilities,deferredLongTermAssetCharges,propertyPlantEquipment,totalCurrentAssets,netReceivables,inventory,accountsPayable,changeToLiabilities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,WC,language,region,quoteType,triggerable,quoteSourceName,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceHint,regularMarketChangePercent,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,currency,esgPopulated,tradeable,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,shortName,exchangeDataDelayedBy,market,marketState,epsTrailingTwelveMonths,twoHundredDayAverageChangePercent,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,HCGS,5922998,386014016,12534,,92320,45265,47415,788286,983147,76583,76583,,,,,,44906,2564950,2488367,1581803,15737,,47414,47415,81643,18644907,1222153,8066290,5769,9333708,386015,-10964632,2061649,3417105,130771,1222153,3406850,98788,3674523,1360835,2057917,1139139,841039,-121199,-214522,-214522,15744,-322271,-810157,134907,2452370,en-US,US,EQUITY,False,Delayed Quote,275711,0.0012999999,0.6499999,0.002 - 0.0344,-0.031100001,-0.9040698,0.002,0.0344,0.021,0.009240556,-0.0059405556,-0.6428786,0.011807817,-0.008507817,2145429,4,0.0,0.15714286,15,America/New_York,EDT,-14400000,0.0033 - 0.0033,0.0033,0.0,0.0,0,0,finmb_9755307,Other OTC,"HighCom Global Security, Inc.",USD,117751,USD,False,False,0.0033,1630331180,0.0,0.0033,0.0033,0.0033,12200,PNK,HIGHCOM GLOBAL SECURITY INC,0,us_market,PRE,0.0,-0.72052413,0.12,,,0.0344,0.002,0.0092,0.0118,117.75k,275.71k,386.01M,,149.59M,51.99%,0.00%,,,,,,,,,,,0.00%,,,1:5,"Mar 30, 2004","Dec 30, 2018","Dec 30, 2018",1.48%,2.14%,1.10%,1.53%,7.48M,0.02,15.20%,3.02M,223.19k,111.09k,0.0000,,130.77k,0,,,3.01,0.02,-395.1k,-605.68k,Value,43219,Industrials,"HighCom Global Security, Inc., together with its subsidiaries, designs, develops, manufactures, and distributes security products and personal protective gears in the United States and internationally. The company offers ballistic helmets, hard armor plates, soft armor vests, and ballistic shields. It also provides BlastWrap, a blast mitigation technology that contains explosions and suppresses resulting flash fires. The company was formerly known as BlastGard International, Inc. and changed its name to HighCom Global Security, Inc. in June 2017. HighCom Global Security, Inc. was incorporated in 2003 and is based in Columbus, Ohio.",Columbus,614-500-3065,OH,1546214400,United States,http://www.highcomglobal.com,86400,2901 East 4th Avenue,Security & Protection Services,Unit J
t-1,HCGS,5783152,386014016,19605,,217088,45266,151567,594391,835119,205331,205331,,,,,,60113,1859574,1654243,1024455,11757,,156975,151567,84073,18554907,382421,7928874,7076,8356561,386015,-11012048,2061649,3462010,345293,382421,3451756,112103,2636726,550679,1735646,335964,-119194,-14517,73950,73950,15792,-115738,90519,58876,2254305,en-US,US,EQUITY,False,Delayed Quote,275711,0.0012999999,0.6499999,0.002 - 0.0344,-0.031100001,-0.9040698,0.002,0.0344,0.021,0.009240556,-0.0059405556,-0.6428786,0.011807817,-0.008507817,2145429,4,0.0,0.15714286,15,America/New_York,EDT,-14400000,0.0033 - 0.0033,0.0033,0.0,0.0,0,0,finmb_9755307,Other OTC,"HighCom Global Security, Inc.",USD,117751,USD,False,False,0.0033,1630331180,0.0,0.0033,0.0033,0.0033,12200,PNK,HIGHCOM GLOBAL SECURITY INC,0,us_market,PRE,0.0,-0.72052413,0.12,,,0.0344,0.002,0.0092,0.0118,117.75k,275.71k,386.01M,,149.59M,51.99%,0.00%,,,,,,,,,,,0.00%,,,1:5,"Mar 30, 2004","Dec 30, 2018","Dec 30, 2018",1.48%,2.14%,1.10%,1.53%,7.48M,0.02,15.20%,3.02M,223.19k,111.09k,0.0000,,130.77k,0,,,3.01,0.02,-395.1k,-605.68k,Value,43219,Industrials,"HighCom Global Security, Inc., together with its subsidiaries, designs, develops, manufactures, and distributes security products and personal protective gears in the United States and internationally. The company offers ballistic helmets, hard armor plates, soft armor vests, and ballistic shields. It also provides BlastWrap, a blast mitigation technology that contains explosions and suppresses resulting flash fires. The company was formerly known as BlastGard International, Inc. and changed its name to HighCom Global Security, Inc. in June 2017. HighCom Global Security, Inc. was incorporated in 2003 and is based in Columbus, Ohio.",Columbus,614-500-3065,OH,1546214400,United States,http://www.highcomglobal.com,86400,2901 East 4th Avenue,Security & Protection Services,Unit J
t-2,HCGS,5622511,386014016,5770,,26708,39858,15824,586091,726711,25497,25497,,,,,,6645,1706290,1680793,979579,1211,,20063,15824,86502,18554907,542722,7770662,48183,8353242,386015,-11170260,2061649,3515478,271343,542722,3505224,125466,2564147,641198,1619908,429347,-431743,20833,-2622,-2622,15769,195944,76283,104468,2021425,en-US,US,EQUITY,False,Delayed Quote,275711,0.0012999999,0.6499999,0.002 - 0.0344,-0.031100001,-0.9040698,0.002,0.0344,0.021,0.009240556,-0.0059405556,-0.6428786,0.011807817,-0.008507817,2145429,4,0.0,0.15714286,15,America/New_York,EDT,-14400000,0.0033 - 0.0033,0.0033,0.0,0.0,0,0,finmb_9755307,Other OTC,"HighCom Global Security, Inc.",USD,117751,USD,False,False,0.0033,1630331180,0.0,0.0033,0.0033,0.0033,12200,PNK,HIGHCOM GLOBAL SECURITY INC,0,us_market,PRE,0.0,-0.72052413,0.12,,,0.0344,0.002,0.0092,0.0118,117.75k,275.71k,386.01M,,149.59M,51.99%,0.00%,,,,,,,,,,,0.00%,,,1:5,"Mar 30, 2004","Dec 30, 2018","Dec 30, 2018",1.48%,2.14%,1.10%,1.53%,7.48M,0.02,15.20%,3.02M,223.19k,111.09k,0.0000,,130.77k,0,,,3.01,0.02,-395.1k,-605.68k,Value,43219,Industrials,"HighCom Global Security, Inc., together with its subsidiaries, designs, develops, manufactures, and distributes security products and personal protective gears in the United States and internationally. The company offers ballistic helmets, hard armor plates, soft armor vests, and ballistic shields. It also provides BlastWrap, a blast mitigation technology that contains explosions and suppresses resulting flash fires. The company was formerly known as BlastGard International, Inc. and changed its name to HighCom Global Security, Inc. in June 2017. HighCom Global Security, Inc. was incorporated in 2003 and is based in Columbus, Ohio.",Columbus,614-500-3065,OH,1546214400,United States,http://www.highcomglobal.com,86400,2901 East 4th Avenue,Security & Protection Services,Unit J
t-3,HCGS,5390174,386014016,38455,,-146150,35619,-110358,564012,470942,-147589,-147589,,,,,,-36064,1352605,1500194,881663,1439,,-110086,-110358,88931,18349683,1062273,7540754,15491,8638646,377155,-11186084,2061649,3522123,273965,1062273,3511869,138806,2827137,717481,1815852,897245,-57848,18333,-251906,-251906,16064,-116082,33777,-35792,1764864,en-US,US,EQUITY,False,Delayed Quote,275711,0.0012999999,0.6499999,0.002 - 0.0344,-0.031100001,-0.9040698,0.002,0.0344,0.021,0.009240556,-0.0059405556,-0.6428786,0.011807817,-0.008507817,2145429,4,0.0,0.15714286,15,America/New_York,EDT,-14400000,0.0033 - 0.0033,0.0033,0.0,0.0,0,0,finmb_9755307,Other OTC,"HighCom Global Security, Inc.",USD,117751,USD,False,False,0.0033,1630331180,0.0,0.0033,0.0033,0.0033,12200,PNK,HIGHCOM GLOBAL SECURITY INC,0,us_market,PRE,0.0,-0.72052413,0.12,,,0.0344,0.002,0.0092,0.0118,117.75k,275.71k,386.01M,,149.59M,51.99%,0.00%,,,,,,,,,,,0.00%,,,1:5,"Mar 30, 2004","Dec 30, 2018","Dec 30, 2018",1.48%,2.14%,1.10%,1.53%,7.48M,0.02,15.20%,3.02M,223.19k,111.09k,0.0000,,130.77k,0,,,3.01,0.02,-395.1k,-605.68k,Value,43219,Industrials,"HighCom Global Security, Inc., together with its subsidiaries, designs, develops, manufactures, and distributes security products and personal protective gears in the United States and internationally. The company offers ballistic helmets, hard armor plates, soft armor vests, and ballistic shields. It also provides BlastWrap, a blast mitigation technology that contains explosions and suppresses resulting flash fires. The company was formerly known as BlastGard International, Inc. and changed its name to HighCom Global Security, Inc. in June 2017. HighCom Global Security, Inc. was incorporated in 2003 and is based in Columbus, Ohio.",Columbus,614-500-3065,OH,1546214400,United States,http://www.highcomglobal.com,86400,2901 East 4th Avenue,Security & Protection Services,Unit J
