Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,treasuryStock,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,market,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,shortName,exchange,marketState,twoHundredDayAverageChangePercent,exchangeDataDelayedBy,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,priceHint,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,GRYN,-5778062.0,44126100,,,-2709199,,-2709199,2377085,0,-2412151,-2412151,,-297048,,,,0,0,2412151,0,-297048,,-2709199,-2709199,60000.0,49762688.0,12297260.0,-5718062.0,220118.0,6579198.0,43139.0,-56643264.0,1119375.0,79606.0,5060098.0,896968.0,1119375.0,5189459.0,1329739.0,80510.0,7237162.0,1014240.0,944321.0,-20272,-120209,787753,787753,-29156,-102602,-770146,35065,-104204,2046916,-120209,-3730359.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,1.67,1630524708,0.029999971,1.75,1.8925,1.65,89344,GREEN HYGIENICS HLDGS INC,PNK,PREPRE,0.08382905,0,False,False,1.8292665,1.65 - 1.8925,1.64,0.0,0.0,0,0,finmb_48977265,Other OTC,Green Hygienics Holdings Inc.,USD,59932,37614,1.2119999,2.646288,0.458 - 2.45,-0.7800001,-0.3183674,0.458,2.45,-0.201,4,-0.132,1.7930857,-0.12308574,-0.06864465,1.5408334,0.1291666,73690584,-12.651515,15,America/New_York,EDT,-14400000,1.39,,,2.45,0.458,1.7931,1.5408,59.93k,37.61k,44.13M,,19.81M,52.83%,0.00%,,,,,,,,,,,0.00%,,,1:200,"Jun 01, 2015","Jul 30, 2020","Apr 29, 2021",0.00%,"-7,617.48%",-77.24%,,93.75k,0.00,,161.37k,-7.02M,-8.26M,-0.2010,,79.61k,0,10.81M,,0.26,-0.13,-3.04M,-1.14M,Value,92064,Healthcare,20,"Green Hygienics Holdings, Inc., a development stage company, intends to cultivate and process industrial hemp for extracting cannabidiol. The company was formerly known as Takedown Entertainment Inc. and changed its name to Green Hygienics Holdings Inc. in July 2012. Green Hygienics Holdings Inc. was founded in 2008 and is based in Poway, California.",Poway,855 802 0299,CA,1609372800,United States,http://www.greenhygienics.com,86400,13795 Blaisdell Place,Drug Manufacturers—Specialty & Generic,Suite 202
t-1,GRYN,-5125380.0,44126100,,,-1009957,,-1009957,766306,0,-799594,-799594,,-210363,,,,0,0,799594,0,-210363,,-1009957,-1009957,,48666391.0,11029695.0,-5125380.0,212618.0,5904315.0,42294.0,-53934065.0,100000.0,182208.0,3791333.0,490174.0,100000.0,5057245.0,847070.0,,7238362.0,509479.0,884694.0,-109790,-176213,1131279,1131279,27599,101296,-853770,33288,-217551,421907,-176213,-2944263.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,1.67,1630524708,0.029999971,1.75,1.8925,1.65,89344,GREEN HYGIENICS HLDGS INC,PNK,PREPRE,0.08382905,0,False,False,1.8292665,1.65 - 1.8925,1.64,0.0,0.0,0,0,finmb_48977265,Other OTC,Green Hygienics Holdings Inc.,USD,59932,37614,1.2119999,2.646288,0.458 - 2.45,-0.7800001,-0.3183674,0.458,2.45,-0.201,4,-0.132,1.7930857,-0.12308574,-0.06864465,1.5408334,0.1291666,73690584,-12.651515,15,America/New_York,EDT,-14400000,1.39,,,2.45,0.458,1.7931,1.5408,59.93k,37.61k,44.13M,,19.81M,52.83%,0.00%,,,,,,,,,,,0.00%,,,1:200,"Jun 01, 2015","Jul 30, 2020","Apr 29, 2021",0.00%,"-7,617.48%",-77.24%,,93.75k,0.00,,161.37k,-7.02M,-8.26M,-0.2010,,79.61k,0,10.81M,,0.26,-0.13,-3.04M,-1.14M,Value,92064,Healthcare,20,"Green Hygienics Holdings, Inc., a development stage company, intends to cultivate and process industrial hemp for extracting cannabidiol. The company was formerly known as Takedown Entertainment Inc. and changed its name to Green Hygienics Holdings Inc. in July 2012. Green Hygienics Holdings Inc. was founded in 2008 and is based in Poway, California.",Poway,855 802 0299,CA,1609372800,United States,http://www.greenhygienics.com,86400,13795 Blaisdell Place,Drug Manufacturers—Specialty & Generic,Suite 202
t-2,GRYN,-4537330.0,44126100,,,-2429721,,-2429721,2249058,40954,-2238281,-2238281,,-191440,,,,0,40954,2279235,0,-191440,,-2429721,-2429721,,48244859.0,9979873.0,-4537330.0,162144.0,5442543.0,41919.0,-52924108.0,100000.0,80912.0,5373107.0,514528.0,100000.0,4914320.0,528223.0,,4606766.0,291928.0,1134957.0,131136,-29833,765138,765138,-117639,40374,-694931,30177,-291928,1983044,-29833,-4844884.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,1.67,1630524708,0.029999971,1.75,1.8925,1.65,89344,GREEN HYGIENICS HLDGS INC,PNK,PREPRE,0.08382905,0,False,False,1.8292665,1.65 - 1.8925,1.64,0.0,0.0,0,0,finmb_48977265,Other OTC,Green Hygienics Holdings Inc.,USD,59932,37614,1.2119999,2.646288,0.458 - 2.45,-0.7800001,-0.3183674,0.458,2.45,-0.201,4,-0.132,1.7930857,-0.12308574,-0.06864465,1.5408334,0.1291666,73690584,-12.651515,15,America/New_York,EDT,-14400000,1.39,,,2.45,0.458,1.7931,1.5408,59.93k,37.61k,44.13M,,19.81M,52.83%,0.00%,,,,,,,,,,,0.00%,,,1:200,"Jun 01, 2015","Jul 30, 2020","Apr 29, 2021",0.00%,"-7,617.48%",-77.24%,,93.75k,0.00,,161.37k,-7.02M,-8.26M,-0.2010,,79.61k,0,10.81M,,0.26,-0.13,-3.04M,-1.14M,Value,92064,Healthcare,20,"Green Hygienics Holdings, Inc., a development stage company, intends to cultivate and process industrial hemp for extracting cannabidiol. The company was formerly known as Takedown Entertainment Inc. and changed its name to Green Hygienics Holdings Inc. in July 2012. Green Hygienics Holdings Inc. was founded in 2008 and is based in Poway, California.",Poway,855 802 0299,CA,1609372800,United States,http://www.greenhygienics.com,86400,13795 Blaisdell Place,Drug Manufacturers—Specialty & Generic,Suite 202
t-3,GRYN,-4432520.0,44126100,,,-2110786,,-2110786,2106843,359250,-1691670,-1691670,,-419116,,,,0,52800,1744470,-306450,-419116,,-2110786,-2110786,,45830289.0,9200522.0,-4432520.0,15973.0,4768002.0,39578.0,-50494387.0,192000.0,40538.0,4582390.0,40472.0,192000.0,4727464.0,40538.0,,4618132.0,,1019027.0,343514,-100000,630067,630067,136666,-187699,-717766,22153,-291928,662400,-100000,-4541852.0,en-US,US,EQUITY,False,Delayed Quote,USD,us_market,1.67,1630524708,0.029999971,1.75,1.8925,1.65,89344,GREEN HYGIENICS HLDGS INC,PNK,PREPRE,0.08382905,0,False,False,1.8292665,1.65 - 1.8925,1.64,0.0,0.0,0,0,finmb_48977265,Other OTC,Green Hygienics Holdings Inc.,USD,59932,37614,1.2119999,2.646288,0.458 - 2.45,-0.7800001,-0.3183674,0.458,2.45,-0.201,4,-0.132,1.7930857,-0.12308574,-0.06864465,1.5408334,0.1291666,73690584,-12.651515,15,America/New_York,EDT,-14400000,1.39,,,2.45,0.458,1.7931,1.5408,59.93k,37.61k,44.13M,,19.81M,52.83%,0.00%,,,,,,,,,,,0.00%,,,1:200,"Jun 01, 2015","Jul 30, 2020","Apr 29, 2021",0.00%,"-7,617.48%",-77.24%,,93.75k,0.00,,161.37k,-7.02M,-8.26M,-0.2010,,79.61k,0,10.81M,,0.26,-0.13,-3.04M,-1.14M,Value,92064,Healthcare,20,"Green Hygienics Holdings, Inc., a development stage company, intends to cultivate and process industrial hemp for extracting cannabidiol. The company was formerly known as Takedown Entertainment Inc. and changed its name to Green Hygienics Holdings Inc. in July 2012. Green Hygienics Holdings Inc. was founded in 2008 and is based in Poway, California.",Poway,855 802 0299,CA,1609372800,United States,http://www.greenhygienics.com,86400,13795 Blaisdell Place,Drug Manufacturers—Specialty & Generic,Suite 202
