Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netReceivables,inventory,accountsPayable,intangibleAssets,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,currency,shortName,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,marketState,exchangeDataDelayedBy,priceHint,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,exchange,market,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,state,compensationAsOfEpochDate,country,website,maxAge,address1,industry,address2
t0,DOCKF,3641324.0,78716304,14470,,-807475,,-807475,859693,124002,-792061,-792061,,-577,,,,0,262964,1055025,138962,-15414,,-807475,-807475,351530.0,3641324.0,3992854.0,23559883.0,118799.0,-23148369.0,3229810.0,36850.0,2221026.0,285162.0,3229810.0,570463.0,3085541.0,300000.0,164803.0,327584.0,194875.0,,-300000.0,8030.0,-300000.0,-18353.0,2736050.0,-267749.0,2754403.0,1596821.0,-154.0,-839075.0,41900.0,41469.0,-67794.0,212544.0,,2800379.0,en-US,US,EQUITY,False,Delayed Quote,USD,BEYOND MEDICAL TECHNOLOGIES INC,-0.61489415,3311247,0.7282609,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0335,1630090205,0.0,0.0336,0.0335,0.0335,1,PNK,us_market,0.0,0.0335 - 0.0335,0.0335,finmb_433186042,Other OTC,Beyond Medical Technologies Inc.,CAD,8901,2619,0.0035000015,0.11666672,0.03 - 0.2,-0.1665,-0.8325,0.03,0.2,1589241600,-0.102,0.046,0.04024111,-0.0067411102,-0.16751799,0.086989075,-0.053489074,3.38,,,0.2,0.03,0.0402,0.087,8.9k,2.62k,78.72M,,74.22M,6.18%,0.00%,,,,,,,,,,,0.00%,"May 11, 2020",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-522.97%,-42.63%,-204.31%,471.62k,0.01,,5k,-2.4M,-6.77M,-0.1020,,2.22M,0.03,146.66k,4.03,10.82,0.05,-2.38M,-1.99M,Value,V6C 1G8,Industrials,"Beyond Medical Technologies Inc., an industrial/technology company, develops waste digester systems for food and pharmaceuticals industries in Canada. Its Organivore and Pharmavore waste digester systems turns organic waste into clean water. The company also engages in the manufacturing and distribution of personal protective equipment, including medical grade face masks. In addition, it offers health communications platform that facilitates doctors to streamline communications with their patients and remotely monitor them. The company was formerly known as Micron Waste Technologies Inc. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",Vancouver,BC,1546214400,Canada,http://beyondmd.ca,86400,700 West Pender Street,Pollution & Treatment Controls,Suite 915
t-1,DOCKF,1482006.0,78716304,3067,,-4764858,,-4764858,443238,-3006,-506481,-506481,,-2853,,,,0,184815,691296,187821,-4258377,,-4764858,-4764858,361853.0,1482006.0,1843859.0,20778935.0,38236.0,-22340894.0,3043965.0,36850.0,624205.0,274264.0,3043965.0,612363.0,1194646.0,,97009.0,369053.0,186845.0,,-300000.0,167421.0,161585.0,-17259.0,-17259.0,-320253.0,2754403.0,-454140.0,-154.0,-598312.0,42607.0,34846.0,-6243.0,4248168.0,145031.0,920382.0,en-US,US,EQUITY,False,Delayed Quote,USD,BEYOND MEDICAL TECHNOLOGIES INC,-0.61489415,3311247,0.7282609,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0335,1630090205,0.0,0.0336,0.0335,0.0335,1,PNK,us_market,0.0,0.0335 - 0.0335,0.0335,finmb_433186042,Other OTC,Beyond Medical Technologies Inc.,CAD,8901,2619,0.0035000015,0.11666672,0.03 - 0.2,-0.1665,-0.8325,0.03,0.2,1589241600,-0.102,0.046,0.04024111,-0.0067411102,-0.16751799,0.086989075,-0.053489074,3.38,,,0.2,0.03,0.0402,0.087,8.9k,2.62k,78.72M,,74.22M,6.18%,0.00%,,,,,,,,,,,0.00%,"May 11, 2020",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-522.97%,-42.63%,-204.31%,471.62k,0.01,,5k,-2.4M,-6.77M,-0.1020,,2.22M,0.03,146.66k,4.03,10.82,0.05,-2.38M,-1.99M,Value,V6C 1G8,Industrials,"Beyond Medical Technologies Inc., an industrial/technology company, develops waste digester systems for food and pharmaceuticals industries in Canada. Its Organivore and Pharmavore waste digester systems turns organic waste into clean water. The company also engages in the manufacturing and distribution of personal protective equipment, including medical grade face masks. In addition, it offers health communications platform that facilitates doctors to streamline communications with their patients and remotely monitor them. The company was formerly known as Micron Waste Technologies Inc. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",Vancouver,BC,1546214400,Canada,http://beyondmd.ca,86400,700 West Pender Street,Pollution & Treatment Controls,Suite 915
t-2,DOCKF,2013050.0,78716304,2760,,-461393,,-461393,428863,8004,-452016,-452016,,-2338,,,,0,23844,475860,15840,-9377,,-461393,-461393,285519.0,6372780.0,6658299.0,20778935.0,,-17576036.0,3169881.0,8100.0,1078345.0,184355.0,3169881.0,670032.0,1620437.0,,90765.0,395924.0,103252.0,4359730.0,-300000.0,-77827.0,-447542.0,-16736.0,-16736.0,532438.0,2754403.0,-693923.0,-222.0,-229423.0,42960.0,-223275.0,-42548.0,222.0,-379143.0,1436082.0,en-US,US,EQUITY,False,Delayed Quote,USD,BEYOND MEDICAL TECHNOLOGIES INC,-0.61489415,3311247,0.7282609,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0335,1630090205,0.0,0.0336,0.0335,0.0335,1,PNK,us_market,0.0,0.0335 - 0.0335,0.0335,finmb_433186042,Other OTC,Beyond Medical Technologies Inc.,CAD,8901,2619,0.0035000015,0.11666672,0.03 - 0.2,-0.1665,-0.8325,0.03,0.2,1589241600,-0.102,0.046,0.04024111,-0.0067411102,-0.16751799,0.086989075,-0.053489074,3.38,,,0.2,0.03,0.0402,0.087,8.9k,2.62k,78.72M,,74.22M,6.18%,0.00%,,,,,,,,,,,0.00%,"May 11, 2020",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-522.97%,-42.63%,-204.31%,471.62k,0.01,,5k,-2.4M,-6.77M,-0.1020,,2.22M,0.03,146.66k,4.03,10.82,0.05,-2.38M,-1.99M,Value,V6C 1G8,Industrials,"Beyond Medical Technologies Inc., an industrial/technology company, develops waste digester systems for food and pharmaceuticals industries in Canada. Its Organivore and Pharmavore waste digester systems turns organic waste into clean water. The company also engages in the manufacturing and distribution of personal protective equipment, including medical grade face masks. In addition, it offers health communications platform that facilitates doctors to streamline communications with their patients and remotely monitor them. The company was formerly known as Micron Waste Technologies Inc. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",Vancouver,BC,1546214400,Canada,http://beyondmd.ca,86400,700 West Pender Street,Pollution & Treatment Controls,Suite 915
t-3,DOCKF,2249465.0,78716304,2730,,-735083,,-735083,684782,0,-715908,-715908,,-2338,,,,0,0,715908,0,-19175,,-735083,-735083,273437.0,2249465.0,2522902.0,18468935.0,,-17114643.0,895173.0,8100.0,1772268.0,152426.0,895173.0,333849.0,2180953.0,,272940.0,,74434.0,,-300000.0,35556.0,-250000.0,-16227.0,-16227.0,-96895.0,2754403.0,-977313.0,-336.0,-710750.0,28397.0,-223275.0,56939.0,336.0,-379143.0,2028527.0,en-US,US,EQUITY,False,Delayed Quote,USD,BEYOND MEDICAL TECHNOLOGIES INC,-0.61489415,3311247,0.7282609,15,America/New_York,EDT,-14400000,False,False,REGULAR,0,4,0.0335,1630090205,0.0,0.0336,0.0335,0.0335,1,PNK,us_market,0.0,0.0335 - 0.0335,0.0335,finmb_433186042,Other OTC,Beyond Medical Technologies Inc.,CAD,8901,2619,0.0035000015,0.11666672,0.03 - 0.2,-0.1665,-0.8325,0.03,0.2,1589241600,-0.102,0.046,0.04024111,-0.0067411102,-0.16751799,0.086989075,-0.053489074,3.38,,,0.2,0.03,0.0402,0.087,8.9k,2.62k,78.72M,,74.22M,6.18%,0.00%,,,,,,,,,,,0.00%,"May 11, 2020",,,,"Dec 30, 2020","Mar 30, 2021",0.00%,-522.97%,-42.63%,-204.31%,471.62k,0.01,,5k,-2.4M,-6.77M,-0.1020,,2.22M,0.03,146.66k,4.03,10.82,0.05,-2.38M,-1.99M,Value,V6C 1G8,Industrials,"Beyond Medical Technologies Inc., an industrial/technology company, develops waste digester systems for food and pharmaceuticals industries in Canada. Its Organivore and Pharmavore waste digester systems turns organic waste into clean water. The company also engages in the manufacturing and distribution of personal protective equipment, including medical grade face masks. In addition, it offers health communications platform that facilitates doctors to streamline communications with their patients and remotely monitor them. The company was formerly known as Micron Waste Technologies Inc. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",Vancouver,BC,1546214400,Canada,http://beyondmd.ca,86400,700 West Pender Street,Pollution & Treatment Controls,Suite 915
