Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,cash,totalCurrentLiabilities,totalCurrentAssets,netReceivables,longTermDebt,accountsPayable,shortTermInvestments,changeToLiabilities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,totalCashFromOperatingActivities,changeToAccountReceivables,totalCashflowsFromInvestingActivities,otherCashflowsFromInvestingActivities,WC,language,region,quoteType,triggerable,quoteSourceName,currency,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceHint,exchange,epsTrailingTwelveMonths,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,exchangeDataDelayedBy,shortName,market,marketState,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,address2
t0,HPNN,-10855105.0,7448050176,,,-43449,,-43449,64481,21032,-43449,-43449,,,,,,0,60090,103539,39058,0,,-43449,-43449,131145.0,11648003.0,9206315.0,-10723960.0,898015.0,182355.0,5413049.0,-27785012.0,156.0,1041951.0,51210.0,51054.0,8164364.0,143936.0,,-2245.0,399951.0,40376.0,399951.0,102.0,102.0,5420.0,,,-990741.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0042,1630526190,-0.0006500003,0.0045,0.0045,0.0037,91015985,-13.402067,0.0037 - 0.0045,0.00485,0.0,0.0,0,0,finmb_1214241,Other OTC,Hop-On Inc.,USD,44563256,86566910,0.00415,83.0,5.0E-5 - 0.015,-0.0108,-0.72,5e-05,0.015,4,PNK,-0.0,-0.001,0.0037805557,0.00041944417,0.11094776,0.0041836365,1.6363338e-05,0.003911271,31281810,-4.2,15,America/New_York,EDT,-14400000,False,False,0,HOP-ON INC,us_market,PRE,4.54,,,0.015,0.0,0.0038,0.0042,44.56M,86.57M,7.45B,,,,,,,,,,,,,,,,,,,,"Dec 30, 2013","Dec 30, 2011",-17.08%,-17.08%,-48.83%,,792.7k,0.00,603.20%,112.81k,,-135.4k,-0.0000,,156,0,8.16M,,0.03,-0.00,37.59k,88.37k,Value,92592,Technology,"Hop-On Inc. develops and manufactures electronic products, distributed software, and telecommunications hardware and services in the United States and China. It offers consumer and commercial electronics. The company also focuses on offering products in the areas of Android and Chrome OS-based devices, smartphones, tablets, televisions, set-top boxes, eReaders, and mobile device applications. Hop-On Inc. was founded in 1993 and is headquartered in Temecula, California.",Temecula,949-756-9008,CA,United States,http://hop-on.com,86400,31938 Temecula Parkway,Communication Equipment,Suite A323
t-1,HPNN,-10811656.0,7448050176,,,-81732,,-81732,122732,41000,-81732,-81732,,,,,,0,130000,211732,89000,0,,-81732,-81732,131145.0,11648003.0,9168185.0,-10680511.0,857640.0,187674.0,5413049.0,-27741563.0,54.0,1003821.0,56529.0,56475.0,8164364.0,146181.0,,2930.0,596097.0,40197.0,596097.0,-23.0,-79628.0,-41023.0,-916443.0,-896443.0,-947292.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0042,1630526190,-0.0006500003,0.0045,0.0045,0.0037,91015985,-13.402067,0.0037 - 0.0045,0.00485,0.0,0.0,0,0,finmb_1214241,Other OTC,Hop-On Inc.,USD,44563256,86566910,0.00415,83.0,5.0E-5 - 0.015,-0.0108,-0.72,5e-05,0.015,4,PNK,-0.0,-0.001,0.0037805557,0.00041944417,0.11094776,0.0041836365,1.6363338e-05,0.003911271,31281810,-4.2,15,America/New_York,EDT,-14400000,False,False,0,HOP-ON INC,us_market,PRE,4.54,,,0.015,0.0,0.0038,0.0042,44.56M,86.57M,7.45B,,,,,,,,,,,,,,,,,,,,"Dec 30, 2013","Dec 30, 2011",-17.08%,-17.08%,-48.83%,,792.7k,0.00,603.20%,112.81k,,-135.4k,-0.0000,,156,0,8.16M,,0.03,-0.00,37.59k,88.37k,Value,92592,Technology,"Hop-On Inc. develops and manufactures electronic products, distributed software, and telecommunications hardware and services in the United States and China. It offers consumer and commercial electronics. The company also focuses on offering products in the areas of Android and Chrome OS-based devices, smartphones, tablets, televisions, set-top boxes, eReaders, and mobile device applications. Hop-On Inc. was founded in 1993 and is headquartered in Temecula, California.",Temecula,949-756-9008,CA,United States,http://hop-on.com,86400,31938 Temecula Parkway,Communication Equipment,Suite A323
t-2,HPNN,-10829529.0,7448050176,,,-26358,,-26358,42463,16105,-26358,-26358,,,,,,0,56000,82358,39895,0,,-26358,-26358,131145.0,12544446.0,9145058.0,-10698384.0,817443.0,146674.0,4417001.0,-27659831.0,77.0,960694.0,15529.0,15452.0,8184364.0,143251.0,,-5480.0,596097.0,26695.0,596097.0,-43.0,-43.0,5100.0,-916443.0,-896443.0,-945165.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0042,1630526190,-0.0006500003,0.0045,0.0045,0.0037,91015985,-13.402067,0.0037 - 0.0045,0.00485,0.0,0.0,0,0,finmb_1214241,Other OTC,Hop-On Inc.,USD,44563256,86566910,0.00415,83.0,5.0E-5 - 0.015,-0.0108,-0.72,5e-05,0.015,4,PNK,-0.0,-0.001,0.0037805557,0.00041944417,0.11094776,0.0041836365,1.6363338e-05,0.003911271,31281810,-4.2,15,America/New_York,EDT,-14400000,False,False,0,HOP-ON INC,us_market,PRE,4.54,,,0.015,0.0,0.0038,0.0042,44.56M,86.57M,7.45B,,,,,,,,,,,,,,,,,,,,"Dec 30, 2013","Dec 30, 2011",-17.08%,-17.08%,-48.83%,,792.7k,0.00,603.20%,112.81k,,-135.4k,-0.0000,,156,0,8.16M,,0.03,-0.00,37.59k,88.37k,Value,92592,Technology,"Hop-On Inc. develops and manufactures electronic products, distributed software, and telecommunications hardware and services in the United States and China. It offers consumer and commercial electronics. The company also focuses on offering products in the areas of Android and Chrome OS-based devices, smartphones, tablets, televisions, set-top boxes, eReaders, and mobile device applications. Hop-On Inc. was founded in 1993 and is headquartered in Temecula, California.",Temecula,949-756-9008,CA,United States,http://hop-on.com,86400,31938 Temecula Parkway,Communication Equipment,Suite A323
t-3,HPNN,-10803172.0,7448050176,,,-31731,,-31731,43766,12035,-31731,-31731,,,,,,0,15234,46965,3199,0,,-31731,-31731,131145.0,12544446.0,9123844.0,-10672027.0,790748.0,151817.0,4417001.0,-27633474.0,120.0,939480.0,20672.0,,8184364.0,148732.0,20552.0,-3082.0,399951.0,32447.0,399951.0,-186.0,-1121.0,1245.0,-399016.0,-349016.0,-918808.0,en-US,US,EQUITY,False,Delayed Quote,USD,0.0042,1630526190,-0.0006500003,0.0045,0.0045,0.0037,91015985,-13.402067,0.0037 - 0.0045,0.00485,0.0,0.0,0,0,finmb_1214241,Other OTC,Hop-On Inc.,USD,44563256,86566910,0.00415,83.0,5.0E-5 - 0.015,-0.0108,-0.72,5e-05,0.015,4,PNK,-0.0,-0.001,0.0037805557,0.00041944417,0.11094776,0.0041836365,1.6363338e-05,0.003911271,31281810,-4.2,15,America/New_York,EDT,-14400000,False,False,0,HOP-ON INC,us_market,PRE,4.54,,,0.015,0.0,0.0038,0.0042,44.56M,86.57M,7.45B,,,,,,,,,,,,,,,,,,,,"Dec 30, 2013","Dec 30, 2011",-17.08%,-17.08%,-48.83%,,792.7k,0.00,603.20%,112.81k,,-135.4k,-0.0000,,156,0,8.16M,,0.03,-0.00,37.59k,88.37k,Value,92592,Technology,"Hop-On Inc. develops and manufactures electronic products, distributed software, and telecommunications hardware and services in the United States and China. It offers consumer and commercial electronics. The company also focuses on offering products in the areas of Android and Chrome OS-based devices, smartphones, tablets, televisions, set-top boxes, eReaders, and mobile device applications. Hop-On Inc. was founded in 1993 and is headquartered in Temecula, California.",Temecula,949-756-9008,CA,United States,http://hop-on.com,86400,31938 Temecula Parkway,Communication Equipment,Suite A323
