Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,deferredLongTermLiab,otherCurrentAssets,deferredLongTermAssetCharges,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,esgPopulated,tradeable,currency,market,shortName,exchange,marketState,priceHint,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,exchangeDataDelayedBy,earningsTimestampEnd,trailingPE,epsTrailingTwelveMonths,gmtOffSetMilliseconds,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry
t0,FTGFF,50481000.0,24491200,1352000,,578000,881000,10000,2659000,5675000,84000,84000,,-150000,,,,589000,20330000,20246000,14655000,494000,,-11000,10000,860000.0,8365000.0,29265000.0,51341000.0,1630000.0,81487000.0,21881000.0,18745000.0,870000.0,2350000.0,427000.0,19059000.0,16859000.0,2561000.0,2350000.0,22049000.0,58151000.0,13419000.0,1780000.0,18179000.0,10954000.0,,,,-389000,-605000,-673000,-673000,270000,986000,-700000,2964000,1571000,12000,659000,743000,2000,-617000,41292000.0,en-US,US,EQUITY,False,Delayed Quote,2.18,1630330831,0.0,2.18,2.18,2.18,1000,2.054,2.2806334,-0.10063338,-0.04412519,2.116792,0.0632081,0.029860329,53390816,1.0613438,15,America/New_York,EDT,False,False,USD,us_market,FIRAN TECHNOLOGY GROUP CORPORAT,PNK,POST,4,0.0,2.18 - 2.18,2.18,finmb_876358,Other OTC,Firan Technology Group Corporation,CAD,245,166,1.0200001,0.8793104,1.16 - 2.7,-0.52,-0.19259258,1.16,2.7,1618430400,1633464000,0,1634068800,19.292036,0.113,-14400000,1.67,,,2.7,1.16,2.2806,2.1168,245,166,24.49M,,14.92M,29.48%,18.99%,,,,,,,,,,,0.00%,,,,,"Nov 29, 2020","Jun 03, 2021",1.73%,7.70%,5.05%,2.93%,90.38M,3.79,-24.20%,32.13M,11.8M,1.56M,0.1130,-99.50%,19.06M,0.78,15.81M,30.28,3.45,2.05,10.4M,5.53M,Value,M1X 1A5,Industrials,486,"Firan Technology Group Corporation manufactures and sells printed circuit boards, illuminated cockpit display panels, and keyboards in Canada, the United States, Asia, Europe, and internationally. It operates in two segments, FTG Circuits (Circuits) and FTG Aerospace (Aerospace). The company provides printed circuit boards, standard rigid, high-density interconnect, RF circuitry, thermal management, and rigid flex and assembly products. It also offers avionic sub-system hardware products, backlit control panels and assemblies, integrated switch panels, MCDU keyboards, primary display bezels, cursor control devices, and advanced control panel assemblies/line replaceable units. The company was formerly known as Circuit World Corporation and changed its name to Firan Technology Group Corporation in May 2004. Firan Technology Group Corporation was founded in 1983 and is headquartered in Toronto, Canada.",Toronto,416 299 4000,ON,1609372800,Canada,http://www.ftgcorp.com,86400,250 Finchdene Square,416 299 1140,Aerospace & Defense
t-1,FTGFF,49338000.0,24491200,1255000,,60000,973000,-400000,2799000,4213000,-1493000,-1493000,,-165000,,,,487000,18970000,20463000,14757000,1553000,,-427000,-400000,957000.0,8343000.0,30224000.0,50295000.0,1770000.0,81492000.0,21881000.0,18735000.0,1076000.0,1336000.0,1012000.0,18073000.0,16567000.0,2405000.0,1336000.0,23383000.0,56140000.0,14163000.0,2343000.0,18833000.0,10607000.0,,,,-3061000,-376000,-684000,-684000,-1710000,-959000,-299000,400000,1624000,2000,469000,3629000,-359000,-378000,39573000.0,en-US,US,EQUITY,False,Delayed Quote,2.18,1630330831,0.0,2.18,2.18,2.18,1000,2.054,2.2806334,-0.10063338,-0.04412519,2.116792,0.0632081,0.029860329,53390816,1.0613438,15,America/New_York,EDT,False,False,USD,us_market,FIRAN TECHNOLOGY GROUP CORPORAT,PNK,POST,4,0.0,2.18 - 2.18,2.18,finmb_876358,Other OTC,Firan Technology Group Corporation,CAD,245,166,1.0200001,0.8793104,1.16 - 2.7,-0.52,-0.19259258,1.16,2.7,1618430400,1633464000,0,1634068800,19.292036,0.113,-14400000,1.67,,,2.7,1.16,2.2806,2.1168,245,166,24.49M,,14.92M,29.48%,18.99%,,,,,,,,,,,0.00%,,,,,"Nov 29, 2020","Jun 03, 2021",1.73%,7.70%,5.05%,2.93%,90.38M,3.79,-24.20%,32.13M,11.8M,1.56M,0.1130,-99.50%,19.06M,0.78,15.81M,30.28,3.45,2.05,10.4M,5.53M,Value,M1X 1A5,Industrials,486,"Firan Technology Group Corporation manufactures and sells printed circuit boards, illuminated cockpit display panels, and keyboards in Canada, the United States, Asia, Europe, and internationally. It operates in two segments, FTG Circuits (Circuits) and FTG Aerospace (Aerospace). The company provides printed circuit boards, standard rigid, high-density interconnect, RF circuitry, thermal management, and rigid flex and assembly products. It also offers avionic sub-system hardware products, backlit control panels and assemblies, integrated switch panels, MCDU keyboards, primary display bezels, cursor control devices, and advanced control panel assemblies/line replaceable units. The company was formerly known as Circuit World Corporation and changed its name to Firan Technology Group Corporation in May 2004. Firan Technology Group Corporation was founded in 1983 and is headquartered in Toronto, Canada.",Toronto,416 299 4000,ON,1609372800,Canada,http://www.ftgcorp.com,86400,250 Finchdene Square,416 299 1140,Aerospace & Defense
t-2,FTGFF,49702000.0,24491200,1153000,,2118000,1011000,1308000,2972000,8484000,2755000,2755000,,-191000,,,,840000,26711000,23956000,18227000,-637000,,1278000,1308000,575000.0,8303000.0,35388000.0,50277000.0,1428000.0,86676000.0,21881000.0,19135000.0,1192000.0,958000.0,1852000.0,19032000.0,20073000.0,3061000.0,958000.0,24770000.0,59479000.0,17780000.0,3464000.0,19304000.0,13774000.0,212000.0,1680000.0,,-143000,-206000,-989000,-1144000,-1036000,3322000,-69000,4741000,1602000,-32000,4227000,-1689000,1050000,-498000,39406000.0,en-US,US,EQUITY,False,Delayed Quote,2.18,1630330831,0.0,2.18,2.18,2.18,1000,2.054,2.2806334,-0.10063338,-0.04412519,2.116792,0.0632081,0.029860329,53390816,1.0613438,15,America/New_York,EDT,False,False,USD,us_market,FIRAN TECHNOLOGY GROUP CORPORAT,PNK,POST,4,0.0,2.18 - 2.18,2.18,finmb_876358,Other OTC,Firan Technology Group Corporation,CAD,245,166,1.0200001,0.8793104,1.16 - 2.7,-0.52,-0.19259258,1.16,2.7,1618430400,1633464000,0,1634068800,19.292036,0.113,-14400000,1.67,,,2.7,1.16,2.2806,2.1168,245,166,24.49M,,14.92M,29.48%,18.99%,,,,,,,,,,,0.00%,,,,,"Nov 29, 2020","Jun 03, 2021",1.73%,7.70%,5.05%,2.93%,90.38M,3.79,-24.20%,32.13M,11.8M,1.56M,0.1130,-99.50%,19.06M,0.78,15.81M,30.28,3.45,2.05,10.4M,5.53M,Value,M1X 1A5,Industrials,486,"Firan Technology Group Corporation manufactures and sells printed circuit boards, illuminated cockpit display panels, and keyboards in Canada, the United States, Asia, Europe, and internationally. It operates in two segments, FTG Circuits (Circuits) and FTG Aerospace (Aerospace). The company provides printed circuit boards, standard rigid, high-density interconnect, RF circuitry, thermal management, and rigid flex and assembly products. It also offers avionic sub-system hardware products, backlit control panels and assemblies, integrated switch panels, MCDU keyboards, primary display bezels, cursor control devices, and advanced control panel assemblies/line replaceable units. The company was formerly known as Circuit World Corporation and changed its name to Firan Technology Group Corporation in May 2004. Firan Technology Group Corporation was founded in 1983 and is headquartered in Toronto, Canada.",Toronto,416 299 4000,ON,1609372800,Canada,http://www.ftgcorp.com,86400,250 Finchdene Square,416 299 1140,Aerospace & Defense
t-3,FTGFF,45415000.0,24491200,1107000,,1388000,997000,645000,2827000,8161000,2599000,2599000,,-200000,,,,773000,24364000,21765000,16203000,-1211000,,615000,645000,943000.0,8285000.0,37275000.0,46358000.0,4122000.0,86848000.0,19663000.0,17827000.0,1412000.0,583000.0,2529000.0,15710000.0,20537000.0,2856000.0,583000.0,25746000.0,57630000.0,16132000.0,4246000.0,23456000.0,11842000.0,218000.0,,724000.0,-5883000,-225000,-962000,-962000,-812000,1452000,-730000,3369000,1625000,11000,-190000,3615000,3752000,-236000,37093000.0,en-US,US,EQUITY,False,Delayed Quote,2.18,1630330831,0.0,2.18,2.18,2.18,1000,2.054,2.2806334,-0.10063338,-0.04412519,2.116792,0.0632081,0.029860329,53390816,1.0613438,15,America/New_York,EDT,False,False,USD,us_market,FIRAN TECHNOLOGY GROUP CORPORAT,PNK,POST,4,0.0,2.18 - 2.18,2.18,finmb_876358,Other OTC,Firan Technology Group Corporation,CAD,245,166,1.0200001,0.8793104,1.16 - 2.7,-0.52,-0.19259258,1.16,2.7,1618430400,1633464000,0,1634068800,19.292036,0.113,-14400000,1.67,,,2.7,1.16,2.2806,2.1168,245,166,24.49M,,14.92M,29.48%,18.99%,,,,,,,,,,,0.00%,,,,,"Nov 29, 2020","Jun 03, 2021",1.73%,7.70%,5.05%,2.93%,90.38M,3.79,-24.20%,32.13M,11.8M,1.56M,0.1130,-99.50%,19.06M,0.78,15.81M,30.28,3.45,2.05,10.4M,5.53M,Value,M1X 1A5,Industrials,486,"Firan Technology Group Corporation manufactures and sells printed circuit boards, illuminated cockpit display panels, and keyboards in Canada, the United States, Asia, Europe, and internationally. It operates in two segments, FTG Circuits (Circuits) and FTG Aerospace (Aerospace). The company provides printed circuit boards, standard rigid, high-density interconnect, RF circuitry, thermal management, and rigid flex and assembly products. It also offers avionic sub-system hardware products, backlit control panels and assemblies, integrated switch panels, MCDU keyboards, primary display bezels, cursor control devices, and advanced control panel assemblies/line replaceable units. The company was formerly known as Circuit World Corporation and changed its name to Firan Technology Group Corporation in May 2004. Firan Technology Group Corporation was founded in 1983 and is headquartered in Toronto, Canada.",Toronto,416 299 4000,ON,1609372800,Canada,http://www.ftgcorp.com,86400,250 Finchdene Square,416 299 1140,Aerospace & Defense
