Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,capitalSurplus,totalLiab,totalStockholderEquity,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,changeToInventory,changeToAccountReceivables,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,currency,priceHint,shortName,exchange,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,exchangeDataDelayedBy,messageBoardId,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,epsTrailingTwelveMonths,marketState,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,market,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,maxAge,address1,fax,industry
t0,GSFD,2760218,0,,,130422,,130422,715295,987522,154083,154083,,-31247,,,,0,3169932,3015849,2182410,-23661,,130422,130422,5630095,4676833,3033218,7710051,16368,370234,-2605272,235857,273000,-7973,309,113956,3289493,71028,-7973,3454236,3982506,1690379,1150148,1729938,1944853,75939,-41604,12779,12779,-2001,-87994,-59169,118144,50,-255054,-134591,7972,-41654,693013,en-US,US,EQUITY,False,Delayed Quote,0.0637,1630334779,0.0,0.0637,0.0637,0.0637,7848,-0.01377853,-0.17783676,88777,0.34432432,15,America/New_York,EDT,-14400000,False,False,USD,4,GLOBAL SEAFOOD TECHNOLOGIES INC,PNK,0.185,0.0826,-0.0189,-0.22881356,0.07747853,0,finmb_1038348,Other OTC,"Global Seafood Technologies, Inc.",USD,21929,1244,0.0616,29.333334,0.0021 - 0.18,-0.11630001,-0.64611113,0.0021,0.18,-0.105,PREPRE,0.0,0.0637 - 0.0637,0.0637,0.0,0.0,0,0,us_market,1.23,,,0.18,0.0021,0.0826,0.0775,21.93k,1.24k,,,,,,,,,,,,,,,,0.00%,,,,,"Mar 30, 2003","Jun 29, 2003",-18.10%,-12.61%,-9.17%,-44.37%,9.5M,0.58,10.10%,1.82M,-718.03k,-1.72M,-0.1050,,113.96k,0.01,2.47M,81.46,1.21,0.19,-144.44k,452.06k,Value,39530,Consumer Defensive,75,"Global Seafood Technologies, Inc. engages in the processing and packaging of shrimp for seafood restaurant chains and retail grocery outlets in the United States. The company operates through the Seafood, Fishing Bait, and Freshwater Shrimp segments. The Seafood segment performs processing, packaging, and storage of shrimp and other seafood products. The company provides frozen shrimp in various sizes and descriptions, which are packaged for commercial or consumer use. Frozen, headless shrimp with shell, is the principal product processed and packaged in one-pound and two-pound packages. Peeled shrimp is also processed under private labels for customers or for distribution to restaurants, and it is used in ready-to-cook meal kits for supermarket distribution. The Fishing Bait segment packages and distributes recreational fishing bait products. Its Killer Bee Bait products include varieties of bait shrimp, catfish bait, cut squid, whole squid, cigar minnows, ballyhoo, frozen chum, and menhaden oil. Killer Bee Bait products are sold through retail outlets and at independent marinas and bait shops. The Freshwater Shrimp segment engages in the development and harvesting of farm-grown and freshwater shrimp through its hatchery and nursery facility for sale to independent aquaculture farmers. Global Seafood Technologies is based in Biloxi, Mississippi.",Biloxi,228-435-3632,MS,1041292800,United States,86400,555 Bayview Avenue,228-432-8816,Packaged Foods
t-1,GSFD,2621828,0,,,-1325745,,-1325118,-185721,-954527,-868580,-868580,31889.0,-31634,,,,-627,2082289,2950869,3036816,-457165,,-1325118,-1325118,5630095,4590242,2894828,7485070,16368,370235,-2735690,235857,273000,-15945,358,201951,3142337,1018082,-15945,3530856,3680856,1555006,1172502,1474884,1868912,1026302,463953,138564,138564,26762,178168,-424349,25574,50,-383664,-272485,477499,226550,538519,en-US,US,EQUITY,False,Delayed Quote,0.0637,1630334779,0.0,0.0637,0.0637,0.0637,7848,-0.01377853,-0.17783676,88777,0.34432432,15,America/New_York,EDT,-14400000,False,False,USD,4,GLOBAL SEAFOOD TECHNOLOGIES INC,PNK,0.185,0.0826,-0.0189,-0.22881356,0.07747853,0,finmb_1038348,Other OTC,"Global Seafood Technologies, Inc.",USD,21929,1244,0.0616,29.333334,0.0021 - 0.18,-0.11630001,-0.64611113,0.0021,0.18,-0.105,PREPRE,0.0,0.0637 - 0.0637,0.0637,0.0,0.0,0,0,us_market,1.23,,,0.18,0.0021,0.0826,0.0775,21.93k,1.24k,,,,,,,,,,,,,,,,0.00%,,,,,"Mar 30, 2003","Jun 29, 2003",-18.10%,-12.61%,-9.17%,-44.37%,9.5M,0.58,10.10%,1.82M,-718.03k,-1.72M,-0.1050,,113.96k,0.01,2.47M,81.46,1.21,0.19,-144.44k,452.06k,Value,39530,Consumer Defensive,75,"Global Seafood Technologies, Inc. engages in the processing and packaging of shrimp for seafood restaurant chains and retail grocery outlets in the United States. The company operates through the Seafood, Fishing Bait, and Freshwater Shrimp segments. The Seafood segment performs processing, packaging, and storage of shrimp and other seafood products. The company provides frozen shrimp in various sizes and descriptions, which are packaged for commercial or consumer use. Frozen, headless shrimp with shell, is the principal product processed and packaged in one-pound and two-pound packages. Peeled shrimp is also processed under private labels for customers or for distribution to restaurants, and it is used in ready-to-cook meal kits for supermarket distribution. The Fishing Bait segment packages and distributes recreational fishing bait products. Its Killer Bee Bait products include varieties of bait shrimp, catfish bait, cut squid, whole squid, cigar minnows, ballyhoo, frozen chum, and menhaden oil. Killer Bee Bait products are sold through retail outlets and at independent marinas and bait shops. The Freshwater Shrimp segment engages in the development and harvesting of farm-grown and freshwater shrimp through its hatchery and nursery facility for sale to independent aquaculture farmers. Global Seafood Technologies is based in Biloxi, Mississippi.",Biloxi,228-435-3632,MS,1041292800,United States,86400,555 Bayview Avenue,228-432-8816,Packaged Foods
t-2,GSFD,3938978,0,,,-366337,,-366337,863799,687921,-352945,-352945,31889.0,-33047,,,,0,1971453,2324398,1283532,-13392,,-366337,-366337,5630095,3505277,4211978,7717255,16368,454200,-1410567,319822,273000,-23918,358,23783,1956455,78614,-23918,4210179,3233718,1586516,1185701,1091220,842610,-96928,-89993,31321,31321,-1269,-23255,35417,185040,50,111047,167518,-4239,-92059,1277263,en-US,US,EQUITY,False,Delayed Quote,0.0637,1630334779,0.0,0.0637,0.0637,0.0637,7848,-0.01377853,-0.17783676,88777,0.34432432,15,America/New_York,EDT,-14400000,False,False,USD,4,GLOBAL SEAFOOD TECHNOLOGIES INC,PNK,0.185,0.0826,-0.0189,-0.22881356,0.07747853,0,finmb_1038348,Other OTC,"Global Seafood Technologies, Inc.",USD,21929,1244,0.0616,29.333334,0.0021 - 0.18,-0.11630001,-0.64611113,0.0021,0.18,-0.105,PREPRE,0.0,0.0637 - 0.0637,0.0637,0.0,0.0,0,0,us_market,1.23,,,0.18,0.0021,0.0826,0.0775,21.93k,1.24k,,,,,,,,,,,,,,,,0.00%,,,,,"Mar 30, 2003","Jun 29, 2003",-18.10%,-12.61%,-9.17%,-44.37%,9.5M,0.58,10.10%,1.82M,-718.03k,-1.72M,-0.1050,,113.96k,0.01,2.47M,81.46,1.21,0.19,-144.44k,452.06k,Value,39530,Consumer Defensive,75,"Global Seafood Technologies, Inc. engages in the processing and packaging of shrimp for seafood restaurant chains and retail grocery outlets in the United States. The company operates through the Seafood, Fishing Bait, and Freshwater Shrimp segments. The Seafood segment performs processing, packaging, and storage of shrimp and other seafood products. The company provides frozen shrimp in various sizes and descriptions, which are packaged for commercial or consumer use. Frozen, headless shrimp with shell, is the principal product processed and packaged in one-pound and two-pound packages. Peeled shrimp is also processed under private labels for customers or for distribution to restaurants, and it is used in ready-to-cook meal kits for supermarket distribution. The Fishing Bait segment packages and distributes recreational fishing bait products. Its Killer Bee Bait products include varieties of bait shrimp, catfish bait, cut squid, whole squid, cigar minnows, ballyhoo, frozen chum, and menhaden oil. Killer Bee Bait products are sold through retail outlets and at independent marinas and bait shops. The Freshwater Shrimp segment engages in the development and harvesting of farm-grown and freshwater shrimp through its hatchery and nursery facility for sale to independent aquaculture farmers. Global Seafood Technologies is based in Biloxi, Mississippi.",Biloxi,228-435-3632,MS,1041292800,United States,86400,555 Bayview Avenue,228-432-8816,Packaged Foods
t-3,GSFD,4348652,0,,,-89346,,-89346,969364,1045005,-59924,-59924,31889.0,-40411,,,,0,2263925,2323849,1218920,-29422,,-89346,-89346,5630095,3572153,4621652,8193805,16368,454201,-992921,319823,273000,-31890,358,47038,2179425,223091,-31890,4293009,3627438,1845933,1031811,1202267,939538,-349796,-264166,15535,15535,-4618,55025,303656,143537,50,236829,385357,291,-264166,1448013,en-US,US,EQUITY,False,Delayed Quote,0.0637,1630334779,0.0,0.0637,0.0637,0.0637,7848,-0.01377853,-0.17783676,88777,0.34432432,15,America/New_York,EDT,-14400000,False,False,USD,4,GLOBAL SEAFOOD TECHNOLOGIES INC,PNK,0.185,0.0826,-0.0189,-0.22881356,0.07747853,0,finmb_1038348,Other OTC,"Global Seafood Technologies, Inc.",USD,21929,1244,0.0616,29.333334,0.0021 - 0.18,-0.11630001,-0.64611113,0.0021,0.18,-0.105,PREPRE,0.0,0.0637 - 0.0637,0.0637,0.0,0.0,0,0,us_market,1.23,,,0.18,0.0021,0.0826,0.0775,21.93k,1.24k,,,,,,,,,,,,,,,,0.00%,,,,,"Mar 30, 2003","Jun 29, 2003",-18.10%,-12.61%,-9.17%,-44.37%,9.5M,0.58,10.10%,1.82M,-718.03k,-1.72M,-0.1050,,113.96k,0.01,2.47M,81.46,1.21,0.19,-144.44k,452.06k,Value,39530,Consumer Defensive,75,"Global Seafood Technologies, Inc. engages in the processing and packaging of shrimp for seafood restaurant chains and retail grocery outlets in the United States. The company operates through the Seafood, Fishing Bait, and Freshwater Shrimp segments. The Seafood segment performs processing, packaging, and storage of shrimp and other seafood products. The company provides frozen shrimp in various sizes and descriptions, which are packaged for commercial or consumer use. Frozen, headless shrimp with shell, is the principal product processed and packaged in one-pound and two-pound packages. Peeled shrimp is also processed under private labels for customers or for distribution to restaurants, and it is used in ready-to-cook meal kits for supermarket distribution. The Fishing Bait segment packages and distributes recreational fishing bait products. Its Killer Bee Bait products include varieties of bait shrimp, catfish bait, cut squid, whole squid, cigar minnows, ballyhoo, frozen chum, and menhaden oil. Killer Bee Bait products are sold through retail outlets and at independent marinas and bait shops. The Freshwater Shrimp segment engages in the development and harvesting of farm-grown and freshwater shrimp through its hatchery and nursery facility for sale to independent aquaculture farmers. Global Seafood Technologies is based in Biloxi, Mississippi.",Biloxi,228-435-3632,MS,1041292800,United States,86400,555 Bayview Avenue,228-432-8816,Packaged Foods
