Period,symbol,NAV,sharesOutstanding,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,netReceivables,longTermDebt,inventory,accountsPayable,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,changeInCash,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,changeToInventory,changeToAccountReceivables,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,WC,language,region,quoteType,triggerable,quoteSourceName,marketState,currency,exchange,shortName,market,priceHint,fullExchangeName,longName,financialCurrency,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,epsTrailingTwelveMonths,exchangeDataDelayedBy,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceToBook,sourceInterval,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,regularMarketChangePercent,regularMarketDayRange,regularMarketPreviousClose,bid,ask,bidSize,askSize,messageBoardId,regularMarketPrice,regularMarketTime,regularMarketChange,regularMarketOpen,regularMarketDayHigh,regularMarketDayLow,regularMarketVolume,Beta (5Y Monthly),52-Week Change 3,S&P500 52-Week Change 3,52 Week High 3,52 Week Low 3,50-Day Moving Average 3,200-Day Moving Average 3,Avg Vol (3 month) 3,Avg Vol (10 day) 3,Shares Outstanding 5,Implied Shares Outstanding 6,Float,% Held by Insiders 1,% Held by Institutions 1,Shares Short 4,Short Ratio 4,Short % of Float 4,Short % of Shares Outstanding 4,Shares Short (prior month ) 4,Forward Annual Dividend Rate 4,Forward Annual Dividend Yield 4,Trailing Annual Dividend Rate 3,Trailing Annual Dividend Yield 3,5 Year Average Dividend Yield 4,Payout Ratio 4,Dividend Date 3,Ex-Dividend Date 4,Last Split Factor 2,Last Split Date 3,Fiscal Year Ends,Most Recent Quarter (mrq),Profit Margin,Operating Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy),Gross Profit (ttm),EBITDA,Net Income Avi to Common (ttm),Diluted EPS (ttm),Quarterly Earnings Growth (yoy),Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm),Levered Free Cash Flow (ttm),index,zip,sector,longBusinessSummary,city,phone,state,compensationAsOfEpochDate,country,website,maxAge,address1,fax,industry,address2
t0,INCAF,4728120,36971800,,,-1219841,1264240,-1219841,940707,353501,-930937,-930937,19590,-175751,,,,0,9803625,10734562,9450124,-288904,,-1219841,-1219841,14646677,4728120,2427271,20639037,30892577,353045,-30600625,1685732,4436168,324344,494059,7340727,1618788,4436168,10708446,9606247,1360496,5620218,6854433,2798435,-1020912,-281651,801838,974893,456991,317577,-18065,-24195,-687112,338712,-31245,246569,-144522,542614,-281651,2265520,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,INCA ONE GOLD CORP,us_market,4,Other OTC,Inca One Gold Corp.,USD,6903,3542,0.037,0.18226601,0.203 - 0.495,-0.255,-0.5151515,0.203,0.495,1578960000,-0.07,0,0.134,0.29014286,-0.05014287,-0.17282131,0.3083913,-0.06839131,-0.22176795,8873232,1.7910447,15,America/New_York,EDT,-14400000,False,False,0.0,0.24 - 0.24,0.24,0.0,0.0,0,0,finmb_29760001,0.24,1630429998,0.0,0.2905,0.24,0.24,80,0.94,,,0.495,0.203,0.2901,0.3084,6.9k,3.54k,36.97M,,21.16M,38.34%,0.03%,,,,,,,,,,,0.00%,"Jan 13, 2020",,1:10,"Jan 13, 2020","Apr 29, 2020","Jan 30, 2021",-7.99%,-9.49%,-8.11%,-38.16%,27M,0.88,-0.40%,1.1M,-1.33M,-2.16M,-0.0700,,494.06k,0.01,7.61M,127.03,1.31,0.13,-2.35M,-3.19M,Value,V6E 4G1,Basic Materials,"Inca One Gold Corp. operates as a Canadian-based mineral resource and mineral processing company with gold milling facilities in Peru. It develops and operates Chala One and Kori One gold-bearing mineral processing facilities. The company was formerly known as Inca One Resources Corp. and changed its name to Inca One Gold Corp. in September 2014. Inca One Gold Corp. was incorporated in 2005 and is headquartered in Vancouver, Canada.",Vancouver,604-568-4877,BC,1609372800,Canada,http://www.incaone.com,86400,1140 West Pender Street,604-568-8791,Gold,Suite 850
t-1,INCAF,5671556,36971800,,,-972020,1244528,-972020,1059163,658774,-678608,-678608,19590,-80900,,,,0,5017131,5695739,4358357,-293412,,-972020,-972020,14332719,5671556,2649828,21248803,30516849,529928,-29361072,1658897,4515779,347574,512124,7390536,1183889,4515779,10773979,10127250,1443641,5283286,6823188,3433643,3115712,-124539,-300000,-271302,-105114,92632,-2583487,23275,-2210921,292647,-3885734,-792791,-63934,136379,-217759,2736714,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,INCA ONE GOLD CORP,us_market,4,Other OTC,Inca One Gold Corp.,USD,6903,3542,0.037,0.18226601,0.203 - 0.495,-0.255,-0.5151515,0.203,0.495,1578960000,-0.07,0,0.134,0.29014286,-0.05014287,-0.17282131,0.3083913,-0.06839131,-0.22176795,8873232,1.7910447,15,America/New_York,EDT,-14400000,False,False,0.0,0.24 - 0.24,0.24,0.0,0.0,0,0,finmb_29760001,0.24,1630429998,0.0,0.2905,0.24,0.24,80,0.94,,,0.495,0.203,0.2901,0.3084,6.9k,3.54k,36.97M,,21.16M,38.34%,0.03%,,,,,,,,,,,0.00%,"Jan 13, 2020",,1:10,"Jan 13, 2020","Apr 29, 2020","Jan 30, 2021",-7.99%,-9.49%,-8.11%,-38.16%,27M,0.88,-0.40%,1.1M,-1.33M,-2.16M,-0.0700,,494.06k,0.01,7.61M,127.03,1.31,0.13,-2.35M,-3.19M,Value,V6E 4G1,Basic Materials,"Inca One Gold Corp. operates as a Canadian-based mineral resource and mineral processing company with gold milling facilities in Peru. It develops and operates Chala One and Kori One gold-bearing mineral processing facilities. The company was formerly known as Inca One Resources Corp. and changed its name to Inca One Gold Corp. in September 2014. Inca One Gold Corp. was incorporated in 2005 and is headquartered in Vancouver, Canada.",Vancouver,604-568-4877,BC,1609372800,Canada,http://www.incaone.com,86400,1140 West Pender Street,604-568-8791,Gold,Suite 850
t-2,INCAF,6613891,36971800,,,666235,1231449,666235,760160,382112,-665211,-665211,14430,-227252,,,,0,6558721,7223932,6176609,1331446,,666235,666235,11427216,6613891,709508,19272556,30413138,363040,-28375973,1632796,4576726,347574,3095611,3465646,300000,4576726,10971373,7953609,684633,6328774,2937454,2336087,-4006599,-28871,-300000,1335506,-194815,1393865,-650064,-21727,-1934972,287163,2151117,396834,-58359,-1234907,-28871,4487963,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,INCA ONE GOLD CORP,us_market,4,Other OTC,Inca One Gold Corp.,USD,6903,3542,0.037,0.18226601,0.203 - 0.495,-0.255,-0.5151515,0.203,0.495,1578960000,-0.07,0,0.134,0.29014286,-0.05014287,-0.17282131,0.3083913,-0.06839131,-0.22176795,8873232,1.7910447,15,America/New_York,EDT,-14400000,False,False,0.0,0.24 - 0.24,0.24,0.0,0.0,0,0,finmb_29760001,0.24,1630429998,0.0,0.2905,0.24,0.24,80,0.94,,,0.495,0.203,0.2901,0.3084,6.9k,3.54k,36.97M,,21.16M,38.34%,0.03%,,,,,,,,,,,0.00%,"Jan 13, 2020",,1:10,"Jan 13, 2020","Apr 29, 2020","Jan 30, 2021",-7.99%,-9.49%,-8.11%,-38.16%,27M,0.88,-0.40%,1.1M,-1.33M,-2.16M,-0.0700,,494.06k,0.01,7.61M,127.03,1.31,0.13,-2.35M,-3.19M,Value,V6E 4G1,Basic Materials,"Inca One Gold Corp. operates as a Canadian-based mineral resource and mineral processing company with gold milling facilities in Peru. It develops and operates Chala One and Kori One gold-bearing mineral processing facilities. The company was formerly known as Inca One Resources Corp. and changed its name to Inca One Gold Corp. in September 2014. Inca One Gold Corp. was incorporated in 2005 and is headquartered in Vancouver, Canada.",Vancouver,604-568-4877,BC,1609372800,Canada,http://www.incaone.com,86400,1140 West Pender Street,604-568-8791,Gold,Suite 850
t-3,INCAF,4290153,36971800,,,-632912,1231936,-632912,755845,732439,-296728,-296728,14859,-86826,,,,0,5622577,5919305,4890138,-336184,,-632912,-632912,16986306,4290153,3924785,22508395,26998505,138699,-29042695,1691391,6334343,347574,3745675,11686029,4674545,6334343,11215235,10945586,1070244,3608886,5088571,2973867,4169634,-8738,-300000,-167529,334539,1393865,2311692,101,2487858,313387,-2196438,203605,-167529,296043,-11280,-740443,en-US,US,EQUITY,False,Delayed Quote,PRE,USD,PNK,INCA ONE GOLD CORP,us_market,4,Other OTC,Inca One Gold Corp.,USD,6903,3542,0.037,0.18226601,0.203 - 0.495,-0.255,-0.5151515,0.203,0.495,1578960000,-0.07,0,0.134,0.29014286,-0.05014287,-0.17282131,0.3083913,-0.06839131,-0.22176795,8873232,1.7910447,15,America/New_York,EDT,-14400000,False,False,0.0,0.24 - 0.24,0.24,0.0,0.0,0,0,finmb_29760001,0.24,1630429998,0.0,0.2905,0.24,0.24,80,0.94,,,0.495,0.203,0.2901,0.3084,6.9k,3.54k,36.97M,,21.16M,38.34%,0.03%,,,,,,,,,,,0.00%,"Jan 13, 2020",,1:10,"Jan 13, 2020","Apr 29, 2020","Jan 30, 2021",-7.99%,-9.49%,-8.11%,-38.16%,27M,0.88,-0.40%,1.1M,-1.33M,-2.16M,-0.0700,,494.06k,0.01,7.61M,127.03,1.31,0.13,-2.35M,-3.19M,Value,V6E 4G1,Basic Materials,"Inca One Gold Corp. operates as a Canadian-based mineral resource and mineral processing company with gold milling facilities in Peru. It develops and operates Chala One and Kori One gold-bearing mineral processing facilities. The company was formerly known as Inca One Resources Corp. and changed its name to Inca One Gold Corp. in September 2014. Inca One Gold Corp. was incorporated in 2005 and is headquartered in Vancouver, Canada.",Vancouver,604-568-4877,BC,1609372800,Canada,http://www.incaone.com,86400,1140 West Pender Street,604-568-8791,Gold,Suite 850
